4.111148763742495049e+01, -8.726230185135817052e+00, -5.000000000000000000e-01
4.111148763742495049e+01, -8.726230185135817052e+00, -1.250000000000000000e+00
4.111148763742495049e+01, -8.726230185135817052e+00, -2.000000000000000000e+00
4.111195441593329036e+01, -8.726499679833251477e+00, -5.000000000000000000e-01
4.111195441593329036e+01, -8.726499679833251477e+00, -1.250000000000000000e+00
4.111195441593329036e+01, -8.726499679833251477e+00, -2.000000000000000000e+00
4.111195441593329036e+01, -8.727038669228152301e+00, -5.000000000000000000e-01
4.111195441593329036e+01, -8.727038669228152301e+00, -1.250000000000000000e+00
4.111195441593329036e+01, -8.727038669228152301e+00, -2.000000000000000000e+00
4.111148763742495049e+01, -8.727308163925586726e+00, -5.000000000000000000e-01
4.111148763742495049e+01, -8.727308163925586726e+00, -1.250000000000000000e+00
4.111148763742495049e+01, -8.727308163925586726e+00, -2.000000000000000000e+00
4.111102085891661062e+01, -8.727038669228152301e+00, -5.000000000000000000e-01
4.111102085891661062e+01, -8.727038669228152301e+00, -1.250000000000000000e+00
4.111102085891661062e+01, -8.727038669228152301e+00, -2.000000000000000000e+00
4.111102085891661062e+01, -8.726499679833251477e+00, -5.000000000000000000e-01
4.111102085891661062e+01, -8.726499679833251477e+00, -1.250000000000000000e+00
4.111102085891661062e+01, -8.726499679833251477e+00, -2.000000000000000000e+00
4.111148763742495049e+01, -8.725691195740932216e+00, -5.000000000000000000e-01
4.111148763742495049e+01, -8.725691195740932216e+00, -1.250000000000000000e+00
4.111148763742495049e+01, -8.725691195740932216e+00, -2.000000000000000000e+00
4.111195441593329036e+01, -8.725960690438366640e+00, -5.000000000000000000e-01
4.111195441593329036e+01, -8.725960690438366640e+00, -1.250000000000000000e+00
4.111195441593329036e+01, -8.725960690438366640e+00, -2.000000000000000000e+00
4.111148763742495049e+01, -8.726769174530701889e+00, -5.000000000000000000e-01
4.111148763742495049e+01, -8.726769174530701889e+00, -1.250000000000000000e+00
4.111148763742495049e+01, -8.726769174530701889e+00, -2.000000000000000000e+00
