4.109195710529321133e+01, -8.733077987121291130e+00, 3.487294912338256836e-01
4.109195710529321133e+01, -8.733077987121291130e+00, 3.487294912338256836e-01
4.109195710529321133e+01, -8.733077986575413121e+00, 3.993939459323883057e-01
4.109195710529321133e+01, -8.733077984209939970e+00, 3.345341086387634277e-01
4.109195710529321133e+01, -8.733077984027980634e+00, 3.794794380664825439e-01
4.109195710529321133e+01, -8.733077983118182175e+00, 4.219239354133605957e-01
4.109195710529321133e+01, -8.733077985847575775e+00, 3.423204421997070312e-01
4.109195710529321133e+01, -8.733077983664061961e+00, 3.614938557147979736e-01
4.109195710529321133e+01, -8.733077984209939970e+00, 4.262294471263885498e-01
4.109195710529321133e+01, -8.733077984209939970e+00, 3.095460534095764160e-01
4.109195710529321133e+01, -8.733077983846019521e+00, 3.651204109191894531e-01
4.109195710529321133e+01, -8.733077987485209803e+00, 3.671928644180297852e-01
4.109195710529321133e+01, -8.733077987485209803e+00, 4.071834683418273926e-01
4.109195710529321133e+01, -8.733077980388788575e+00, 3.679801523685455322e-01
4.109195710529321133e+01, -8.733077986393453784e+00, 4.005693495273590088e-01
4.109195710529321133e+01, -8.733077988213048926e+00, 3.573925197124481201e-01
4.109195710529321133e+01, -8.733077984209939970e+00, 3.843764364719390869e-01
4.109195710529321133e+01, -8.733077987485209803e+00, 4.051394760608673096e-01
4.109195710529321133e+01, -8.733077983664061961e+00, 3.446266949176788330e-01
4.109195710529321133e+01, -8.733077985847575775e+00, 4.078113734722137451e-01
4.109195710529321133e+01, -8.733077983846019521e+00, 4.241355955600738525e-01
4.109195710529321133e+01, -8.733077983846019521e+00, 4.185593426227569580e-01
