timestamp, system, entity , value (ntu)
1622106400.407, lauv-roald, SmartX, 2.800
1622106400.907, lauv-roald, SmartX, 2.600
1622106401.407, lauv-roald, SmartX, 2.400
1622106401.907, lauv-roald, SmartX, 2.600
1622106402.407, lauv-roald, SmartX, 2.200
1622106402.907, lauv-roald, SmartX, 4.800
1622106403.407, lauv-roald, SmartX, 3.000
1622106403.907, lauv-roald, SmartX, 2.200
1622106404.407, lauv-roald, SmartX, 2.600
1622106404.907, lauv-roald, SmartX, 2.200
1622106405.407, lauv-roald, SmartX, 2.000
1622106405.907, lauv-roald, SmartX, 2.600
1622106406.407, lauv-roald, SmartX, 2.000
1622106406.907, lauv-roald, SmartX, 2.200
1622106407.407, lauv-roald, SmartX, 3.200
1622106407.907, lauv-roald, SmartX, 3.000
1622106408.407, lauv-roald, SmartX, 2.200
1622106408.907, lauv-roald, SmartX, 2.400
1622106409.407, lauv-roald, SmartX, 2.400
1622106409.907, lauv-roald, SmartX, 2.200
1622106410.407, lauv-roald, SmartX, 2.200
1622106410.907, lauv-roald, SmartX, 2.200
1622106411.407, lauv-roald, SmartX, 2.800
1622106411.907, lauv-roald, SmartX, 2.400
1622106412.407, lauv-roald, SmartX, 2.200
1622106412.907, lauv-roald, SmartX, 2.200
1622106413.407, lauv-roald, SmartX, 2.000
1622106413.906, lauv-roald, SmartX, 2.200
1622106414.406, lauv-roald, SmartX, 2.800
1622106414.906, lauv-roald, SmartX, 2.800
1622106415.406, lauv-roald, SmartX, 2.800
1622106415.906, lauv-roald, SmartX, 2.800
1622106416.406, lauv-roald, SmartX, 1.800
1622106416.906, lauv-roald, SmartX, 2.200
1622106417.406, lauv-roald, SmartX, 2.600
1622106417.906, lauv-roald, SmartX, 2.800
1622106418.406, lauv-roald, SmartX, 2.600
1622106418.906, lauv-roald, SmartX, 2.400
1622106419.406, lauv-roald, SmartX, 2.400
1622106419.906, lauv-roald, SmartX, 2.200
1622106420.406, lauv-roald, SmartX, 2.000
1622106420.906, lauv-roald, SmartX, 2.600
1622106421.406, lauv-roald, SmartX, 2.600
1622106421.906, lauv-roald, SmartX, 2.600
1622106422.406, lauv-roald, SmartX, 2.800
1622106422.906, lauv-roald, SmartX, 2.000
1622106423.406, lauv-roald, SmartX, 2.400
1622106423.906, lauv-roald, SmartX, 2.800
1622106424.406, lauv-roald, SmartX, 2.000
1622106424.906, lauv-roald, SmartX, 2.000
1622106425.406, lauv-roald, SmartX, 2.600
1622106425.906, lauv-roald, SmartX, 2.600
1622106426.406, lauv-roald, SmartX, 2.400
1622106426.906, lauv-roald, SmartX, 2.200
1622106427.406, lauv-roald, SmartX, 2.800
1622106427.905, lauv-roald, SmartX, 2.200
1622106428.406, lauv-roald, SmartX, 3.800
1622106428.906, lauv-roald, SmartX, 2.200
1622106429.406, lauv-roald, SmartX, 5.400
1622106429.905, lauv-roald, SmartX, 2.000
1622106430.405, lauv-roald, SmartX, 2.200
1622106430.905, lauv-roald, SmartX, 2.200
1622106431.405, lauv-roald, SmartX, 3.000
1622106431.905, lauv-roald, SmartX, 2.800
1622106432.405, lauv-roald, SmartX, 2.600
1622106432.905, lauv-roald, SmartX, 4.400
1622106433.405, lauv-roald, SmartX, 3.000
1622106433.905, lauv-roald, SmartX, 2.400
1622106434.405, lauv-roald, SmartX, 2.400
1622106434.905, lauv-roald, SmartX, 3.000
1622106435.405, lauv-roald, SmartX, 2.400
1622106435.905, lauv-roald, SmartX, 2.800
1622106436.405, lauv-roald, SmartX, 3.000
1622106436.905, lauv-roald, SmartX, 2.600
1622106437.405, lauv-roald, SmartX, 2.600
1622106437.905, lauv-roald, SmartX, 2.400
1622106438.405, lauv-roald, SmartX, 3.000
1622106438.905, lauv-roald, SmartX, 2.800
1622106439.405, lauv-roald, SmartX, 2.400
1622106439.905, lauv-roald, SmartX, 3.200
1622106440.405, lauv-roald, SmartX, 2.800
1622106440.905, lauv-roald, SmartX, 2.600
1622106441.405, lauv-roald, SmartX, 2.400
1622106441.905, lauv-roald, SmartX, 3.000
1622106442.405, lauv-roald, SmartX, 2.600
1622106442.905, lauv-roald, SmartX, 2.400
1622106443.405, lauv-roald, SmartX, 2.600
1622106443.904, lauv-roald, SmartX, 2.200
1622106444.404, lauv-roald, SmartX, 2.800
1622106444.905, lauv-roald, SmartX, 2.800
1622106445.404, lauv-roald, SmartX, 2.800
1622106445.904, lauv-roald, SmartX, 3.400
1622106446.404, lauv-roald, SmartX, 2.800
1622106446.904, lauv-roald, SmartX, 3.000
1622106447.404, lauv-roald, SmartX, 2.400
1622106447.904, lauv-roald, SmartX, 2.600
1622106448.404, lauv-roald, SmartX, 2.800
1622106448.904, lauv-roald, SmartX, 3.000
1622106449.404, lauv-roald, SmartX, 2.200
1622106449.904, lauv-roald, SmartX, 3.200
1622106450.404, lauv-roald, SmartX, 2.400
1622106450.904, lauv-roald, SmartX, 2.400
1622106451.404, lauv-roald, SmartX, 2.400
1622106451.904, lauv-roald, SmartX, 2.800
1622106452.404, lauv-roald, SmartX, 2.400
1622106452.904, lauv-roald, SmartX, 2.600
1622106453.404, lauv-roald, SmartX, 2.000
1622106453.904, lauv-roald, SmartX, 2.400
1622106454.404, lauv-roald, SmartX, 2.400
1622106454.904, lauv-roald, SmartX, 2.200
1622106455.404, lauv-roald, SmartX, 3.000
1622106455.904, lauv-roald, SmartX, 2.200
1622106456.404, lauv-roald, SmartX, 2.200
1622106456.904, lauv-roald, SmartX, 2.200
1622106457.404, lauv-roald, SmartX, 2.400
1622106457.904, lauv-roald, SmartX, 2.800
1622106458.403, lauv-roald, SmartX, 8.000
1622106458.903, lauv-roald, SmartX, 2.200
1622106459.404, lauv-roald, SmartX, 2.200
1622106459.903, lauv-roald, SmartX, 2.200
1622106460.403, lauv-roald, SmartX, 2.200
1622106460.903, lauv-roald, SmartX, 2.800
1622106461.403, lauv-roald, SmartX, 3.600
1622106461.903, lauv-roald, SmartX, 2.400
1622106462.403, lauv-roald, SmartX, 2.200
1622106462.903, lauv-roald, SmartX, 3.600
1622106463.403, lauv-roald, SmartX, 2.800
1622106463.903, lauv-roald, SmartX, 2.200
1622106464.403, lauv-roald, SmartX, 2.600
1622106464.903, lauv-roald, SmartX, 2.600
1622106465.403, lauv-roald, SmartX, 2.600
1622106465.903, lauv-roald, SmartX, 2.600
1622106466.403, lauv-roald, SmartX, 2.000
1622106466.903, lauv-roald, SmartX, 2.200
1622106467.403, lauv-roald, SmartX, 2.600
1622106467.903, lauv-roald, SmartX, 2.200
1622106468.403, lauv-roald, SmartX, 3.200
1622106468.903, lauv-roald, SmartX, 2.800
1622106469.403, lauv-roald, SmartX, 3.000
1622106469.903, lauv-roald, SmartX, 2.000
1622106470.403, lauv-roald, SmartX, 2.200
1622106470.903, lauv-roald, SmartX, 2.400
1622106471.403, lauv-roald, SmartX, 2.600
1622106471.903, lauv-roald, SmartX, 7.200
1622106472.403, lauv-roald, SmartX, 2.400
1622106472.902, lauv-roald, SmartX, 2.000
1622106473.403, lauv-roald, SmartX, 2.600
1622106473.919, lauv-roald, SmartX, 2.000
1622106474.403, lauv-roald, SmartX, 3.200
1622106474.902, lauv-roald, SmartX, 2.400
1622106475.402, lauv-roald, SmartX, 2.400
1622106475.903, lauv-roald, SmartX, 2.200
1622106476.402, lauv-roald, SmartX, 2.400
1622106476.904, lauv-roald, SmartX, 2.800
1622106477.402, lauv-roald, SmartX, 2.200
1622106477.902, lauv-roald, SmartX, 2.600
1622106478.402, lauv-roald, SmartX, 2.400
1622106478.902, lauv-roald, SmartX, 2.600
1622106479.402, lauv-roald, SmartX, 2.000
1622106479.902, lauv-roald, SmartX, 3.200
1622106480.402, lauv-roald, SmartX, 2.000
1622106480.903, lauv-roald, SmartX, 2.200
1622106481.402, lauv-roald, SmartX, 2.800
1622106481.902, lauv-roald, SmartX, 2.200
1622106482.402, lauv-roald, SmartX, 2.200
1622107520.832, lauv-roald, SmartX, 2.600
1622107521.332, lauv-roald, SmartX, 2.600
1622107521.832, lauv-roald, SmartX, 3.800
1622107522.332, lauv-roald, SmartX, 3.000
1622107522.832, lauv-roald, SmartX, 1.000
1622107523.332, lauv-roald, SmartX, 2.200
1622107523.832, lauv-roald, SmartX, 2.000
1622107524.332, lauv-roald, SmartX, 5.000
1622107524.831, lauv-roald, SmartX, 2.000
1622107525.332, lauv-roald, SmartX, -0.000
1622107525.831, lauv-roald, SmartX, 2.600
1622107526.331, lauv-roald, SmartX, 3.000
1622107526.831, lauv-roald, SmartX, 2.200
1622107527.331, lauv-roald, SmartX, 2.200
1622107527.831, lauv-roald, SmartX, 3.800
1622107528.331, lauv-roald, SmartX, 0.800
1622107528.831, lauv-roald, SmartX, 3.600
1622107529.331, lauv-roald, SmartX, 2.400
1622107529.831, lauv-roald, SmartX, 2.200
1622107530.331, lauv-roald, SmartX, 2.800
1622107530.831, lauv-roald, SmartX, 2.600
1622107531.331, lauv-roald, SmartX, 2.400
1622107531.831, lauv-roald, SmartX, 2.000
1622107532.331, lauv-roald, SmartX, 2.800
1622107532.831, lauv-roald, SmartX, 3.400
1622107533.331, lauv-roald, SmartX, 2.200
1622107533.831, lauv-roald, SmartX, 2.800
1622107534.331, lauv-roald, SmartX, 2.400
1622107534.831, lauv-roald, SmartX, 3.000
1622107535.331, lauv-roald, SmartX, 2.000
1622107535.831, lauv-roald, SmartX, 3.200
1622107536.331, lauv-roald, SmartX, 2.400
1622107536.831, lauv-roald, SmartX, 2.200
1622107537.331, lauv-roald, SmartX, 2.600
1622107537.831, lauv-roald, SmartX, 2.600
1622107538.331, lauv-roald, SmartX, 2.800
1622107538.831, lauv-roald, SmartX, 2.400
1622107539.332, lauv-roald, SmartX, 2.600
1622107539.831, lauv-roald, SmartX, 2.600
1622107540.330, lauv-roald, SmartX, 2.600
1622107540.831, lauv-roald, SmartX, 2.400
1622107541.330, lauv-roald, SmartX, 2.200
1622107541.830, lauv-roald, SmartX, 2.200
1622107542.330, lauv-roald, SmartX, 2.200
1622107542.830, lauv-roald, SmartX, 3.000
1622107543.330, lauv-roald, SmartX, 2.800
1622107543.830, lauv-roald, SmartX, 2.400
1622107544.331, lauv-roald, SmartX, 2.400
1622107544.830, lauv-roald, SmartX, 2.800
1622107545.330, lauv-roald, SmartX, 2.400
1622107545.830, lauv-roald, SmartX, 2.400
1622107546.330, lauv-roald, SmartX, 2.200
1622107546.830, lauv-roald, SmartX, 2.400
1622107547.330, lauv-roald, SmartX, 2.200
1622107547.830, lauv-roald, SmartX, 2.400
1622107548.330, lauv-roald, SmartX, 2.400
1622107548.830, lauv-roald, SmartX, 2.400
1622107549.330, lauv-roald, SmartX, 2.400
1622107549.830, lauv-roald, SmartX, 2.400
1622107550.330, lauv-roald, SmartX, 2.600
1622107550.830, lauv-roald, SmartX, 2.200
1622107551.330, lauv-roald, SmartX, 4.800
1622107551.830, lauv-roald, SmartX, 2.200
1622107552.330, lauv-roald, SmartX, 2.600
1622107552.830, lauv-roald, SmartX, 2.200
1622107553.330, lauv-roald, SmartX, 2.200
1622107553.830, lauv-roald, SmartX, 2.600
1622107554.329, lauv-roald, SmartX, 2.400
1622107554.829, lauv-roald, SmartX, 2.800
1622107555.329, lauv-roald, SmartX, 3.800
1622107555.829, lauv-roald, SmartX, 3.200
1622107556.329, lauv-roald, SmartX, 2.600
1622107556.829, lauv-roald, SmartX, 2.600
1622107557.329, lauv-roald, SmartX, 2.600
1622107557.829, lauv-roald, SmartX, 2.400
1622107558.329, lauv-roald, SmartX, 2.600
1622107558.829, lauv-roald, SmartX, 2.400
1622107559.329, lauv-roald, SmartX, 2.600
1622107559.829, lauv-roald, SmartX, 2.400
1622107560.329, lauv-roald, SmartX, 2.400
1622107560.829, lauv-roald, SmartX, 2.200
1622107561.329, lauv-roald, SmartX, 2.800
1622107561.829, lauv-roald, SmartX, 2.600
1622107562.329, lauv-roald, SmartX, 2.600
1622107562.829, lauv-roald, SmartX, 2.800
1622107563.329, lauv-roald, SmartX, 2.600
1622107563.829, lauv-roald, SmartX, 2.400
1622107564.329, lauv-roald, SmartX, 2.600
1622107564.829, lauv-roald, SmartX, 2.200
1622107565.329, lauv-roald, SmartX, 2.600
1622107565.829, lauv-roald, SmartX, 2.600
1622107566.329, lauv-roald, SmartX, 2.200
1622107566.829, lauv-roald, SmartX, 2.400
1622107567.329, lauv-roald, SmartX, 2.200
1622107567.829, lauv-roald, SmartX, 2.600
1622107568.329, lauv-roald, SmartX, 3.800
1622107568.829, lauv-roald, SmartX, 2.400
1622107569.328, lauv-roald, SmartX, 2.400
1622107569.829, lauv-roald, SmartX, 2.400
1622107570.328, lauv-roald, SmartX, 2.000
1622107570.828, lauv-roald, SmartX, 2.800
1622107571.328, lauv-roald, SmartX, 2.400
1622107571.828, lauv-roald, SmartX, 2.400
1622107572.328, lauv-roald, SmartX, 2.400
1622107572.828, lauv-roald, SmartX, 2.400
1622107573.328, lauv-roald, SmartX, 2.400
1622107573.828, lauv-roald, SmartX, 2.400
1622107574.328, lauv-roald, SmartX, 2.600
1622107574.828, lauv-roald, SmartX, 2.200
1622107575.328, lauv-roald, SmartX, 2.200
1622107575.828, lauv-roald, SmartX, 3.200
1622107576.328, lauv-roald, SmartX, 2.600
1622107576.828, lauv-roald, SmartX, 2.600
1622107577.328, lauv-roald, SmartX, 2.200
1622107577.828, lauv-roald, SmartX, 2.800
1622107578.328, lauv-roald, SmartX, 2.400
1622107578.828, lauv-roald, SmartX, 2.400
1622107579.328, lauv-roald, SmartX, 2.600
1622107579.828, lauv-roald, SmartX, 2.600
1622107580.328, lauv-roald, SmartX, 2.400
1622107580.828, lauv-roald, SmartX, 2.200
1622107581.328, lauv-roald, SmartX, 2.800
1622107581.828, lauv-roald, SmartX, 2.200
1622107582.328, lauv-roald, SmartX, 2.200
1622107582.827, lauv-roald, SmartX, 2.400
1622107583.327, lauv-roald, SmartX, 2.800
1622107583.827, lauv-roald, SmartX, 3.000
1622107584.327, lauv-roald, SmartX, 2.200
1622107584.827, lauv-roald, SmartX, 2.000
1622107585.327, lauv-roald, SmartX, 2.800
1622107585.827, lauv-roald, SmartX, 2.600
1622107586.327, lauv-roald, SmartX, 2.400
1622107586.827, lauv-roald, SmartX, 2.400
1622107587.327, lauv-roald, SmartX, 2.800
1622107587.827, lauv-roald, SmartX, 2.600
1622107588.327, lauv-roald, SmartX, 2.600
1622107588.827, lauv-roald, SmartX, 2.400
1622107589.327, lauv-roald, SmartX, 2.200
1622107589.827, lauv-roald, SmartX, 2.600
1622107590.327, lauv-roald, SmartX, 2.600
1622107590.827, lauv-roald, SmartX, 2.600
1622107591.327, lauv-roald, SmartX, 2.400
1622107591.827, lauv-roald, SmartX, 2.200
1622107592.327, lauv-roald, SmartX, 2.600
1622107592.827, lauv-roald, SmartX, 2.400
1622107593.327, lauv-roald, SmartX, 2.800
1622107593.827, lauv-roald, SmartX, 2.400
1622107594.327, lauv-roald, SmartX, 2.600
1622107594.827, lauv-roald, SmartX, 2.400
1622107595.327, lauv-roald, SmartX, 2.400
1622107595.827, lauv-roald, SmartX, 2.400
1622107596.327, lauv-roald, SmartX, 2.400
1622107596.827, lauv-roald, SmartX, 2.400
1622107597.327, lauv-roald, SmartX, 2.200
1622107597.827, lauv-roald, SmartX, 2.400
1622107598.327, lauv-roald, SmartX, 2.400
1622107598.827, lauv-roald, SmartX, 2.400
1622107599.326, lauv-roald, SmartX, 2.200
1622107599.826, lauv-roald, SmartX, 2.200
1622107600.326, lauv-roald, SmartX, 2.600
1622107600.826, lauv-roald, SmartX, 2.400
1622107601.326, lauv-roald, SmartX, 2.400
1622107601.826, lauv-roald, SmartX, 2.600
1622107602.326, lauv-roald, SmartX, 2.200
1622107602.826, lauv-roald, SmartX, 2.600
1622107603.326, lauv-roald, SmartX, 2.400
1622107603.826, lauv-roald, SmartX, 2.200
1622107604.326, lauv-roald, SmartX, 2.400
1622107604.826, lauv-roald, SmartX, 2.600
1622107605.326, lauv-roald, SmartX, 2.400
1622107605.826, lauv-roald, SmartX, 2.400
1622107606.326, lauv-roald, SmartX, 2.400
1622107606.826, lauv-roald, SmartX, 2.400
1622107607.326, lauv-roald, SmartX, 2.400
1622107607.826, lauv-roald, SmartX, 2.200
1622107608.326, lauv-roald, SmartX, 2.200
1622107608.826, lauv-roald, SmartX, 2.200
1622107609.326, lauv-roald, SmartX, 2.600
1622107609.826, lauv-roald, SmartX, 2.400
1622107610.326, lauv-roald, SmartX, 2.200
1622107610.826, lauv-roald, SmartX, 2.400
1622107611.326, lauv-roald, SmartX, 2.400
1622107611.826, lauv-roald, SmartX, 2.800
1622107612.325, lauv-roald, SmartX, 2.800
1622107612.826, lauv-roald, SmartX, 2.400
1622107613.325, lauv-roald, SmartX, 2.200
1622107613.825, lauv-roald, SmartX, 2.400
1622107614.325, lauv-roald, SmartX, 2.600
1622107614.825, lauv-roald, SmartX, 3.000
1622107615.325, lauv-roald, SmartX, 2.200
1622107615.825, lauv-roald, SmartX, 2.000
1622107616.325, lauv-roald, SmartX, 3.200
1622107616.825, lauv-roald, SmartX, 2.600
1622107617.325, lauv-roald, SmartX, 2.400
1622107617.825, lauv-roald, SmartX, 2.200
1622107618.325, lauv-roald, SmartX, 2.400
1622107618.825, lauv-roald, SmartX, 2.000
1622107619.325, lauv-roald, SmartX, 2.800
1622107619.825, lauv-roald, SmartX, 2.600
1622107620.325, lauv-roald, SmartX, 2.600
1622107620.825, lauv-roald, SmartX, 2.400
1622107621.325, lauv-roald, SmartX, 3.600
1622107621.825, lauv-roald, SmartX, 2.200
1622107622.325, lauv-roald, SmartX, 2.400
1622107622.825, lauv-roald, SmartX, 2.400
1622107623.325, lauv-roald, SmartX, 2.000
1622107623.825, lauv-roald, SmartX, 2.200
1622107624.325, lauv-roald, SmartX, 2.200
1622107624.825, lauv-roald, SmartX, 2.200
1622107625.325, lauv-roald, SmartX, 2.200
1622107625.825, lauv-roald, SmartX, 2.600
1622107626.324, lauv-roald, SmartX, 2.600
1622107626.824, lauv-roald, SmartX, 2.200
1622107627.324, lauv-roald, SmartX, 2.400
1622107627.824, lauv-roald, SmartX, 2.800
1622107628.325, lauv-roald, SmartX, 2.400
1622107628.825, lauv-roald, SmartX, 2.000
1622107629.324, lauv-roald, SmartX, 2.400
1622107629.824, lauv-roald, SmartX, 2.600
1622107630.324, lauv-roald, SmartX, 2.200
1622107630.824, lauv-roald, SmartX, 2.400
1622107631.324, lauv-roald, SmartX, 2.400
1622107631.824, lauv-roald, SmartX, 2.600
1622107632.324, lauv-roald, SmartX, 2.600
1622107632.824, lauv-roald, SmartX, 2.200
1622107633.324, lauv-roald, SmartX, 2.000
1622107633.824, lauv-roald, SmartX, 2.600
1622107634.324, lauv-roald, SmartX, 2.400
1622107634.824, lauv-roald, SmartX, 2.200
1622107635.324, lauv-roald, SmartX, 2.200
1622107635.824, lauv-roald, SmartX, 2.200
1622107636.324, lauv-roald, SmartX, 2.400
1622107636.824, lauv-roald, SmartX, 2.000
1622107637.324, lauv-roald, SmartX, 2.200
1622107637.824, lauv-roald, SmartX, 2.400
1622107638.324, lauv-roald, SmartX, 2.200
1622107638.824, lauv-roald, SmartX, 2.600
1622107639.324, lauv-roald, SmartX, 2.200
1622107639.824, lauv-roald, SmartX, 2.400
1622107640.324, lauv-roald, SmartX, 2.400
1622107640.824, lauv-roald, SmartX, 2.400
1622107641.324, lauv-roald, SmartX, 2.600
1622107641.824, lauv-roald, SmartX, 2.200
1622107642.324, lauv-roald, SmartX, 2.400
1622107642.823, lauv-roald, SmartX, 2.000
1622107643.323, lauv-roald, SmartX, 2.400
1622107643.823, lauv-roald, SmartX, 2.600
1622107644.323, lauv-roald, SmartX, 2.200
1622107644.823, lauv-roald, SmartX, 2.200
1622107645.323, lauv-roald, SmartX, 2.200
1622107645.823, lauv-roald, SmartX, 2.200
1622107646.323, lauv-roald, SmartX, 2.200
1622107646.823, lauv-roald, SmartX, 2.400
1622107647.323, lauv-roald, SmartX, 2.400
1622107647.823, lauv-roald, SmartX, 2.600
1622107648.323, lauv-roald, SmartX, 2.400
1622107648.823, lauv-roald, SmartX, 2.200
1622107649.323, lauv-roald, SmartX, 2.200
1622107649.823, lauv-roald, SmartX, 2.600
1622107650.323, lauv-roald, SmartX, 2.000
1622107650.823, lauv-roald, SmartX, 2.400
1622107651.323, lauv-roald, SmartX, 2.200
1622107651.823, lauv-roald, SmartX, 2.600
1622107652.323, lauv-roald, SmartX, 2.800
1622107652.823, lauv-roald, SmartX, 2.400
1622107653.323, lauv-roald, SmartX, 2.400
1622107653.823, lauv-roald, SmartX, 2.200
1622107654.323, lauv-roald, SmartX, 2.400
1622107654.823, lauv-roald, SmartX, 2.600
1622107655.323, lauv-roald, SmartX, 2.400
1622107655.823, lauv-roald, SmartX, 2.000
1622107656.323, lauv-roald, SmartX, 2.400
1622107656.822, lauv-roald, SmartX, 2.200
1622107657.324, lauv-roald, SmartX, 2.200
1622107657.823, lauv-roald, SmartX, 2.200
1622107658.322, lauv-roald, SmartX, 3.200
1622107658.822, lauv-roald, SmartX, 2.600
1622107659.322, lauv-roald, SmartX, 2.600
1622107659.822, lauv-roald, SmartX, 2.200
1622107660.322, lauv-roald, SmartX, 2.400
1622107660.822, lauv-roald, SmartX, 2.400
1622107661.322, lauv-roald, SmartX, 2.200
1622107661.822, lauv-roald, SmartX, 2.200
1622107662.322, lauv-roald, SmartX, 2.400
1622107662.822, lauv-roald, SmartX, 2.400
1622107663.322, lauv-roald, SmartX, 2.400
1622107663.822, lauv-roald, SmartX, 2.200
1622107664.322, lauv-roald, SmartX, 2.400
1622107664.822, lauv-roald, SmartX, 2.200
1622107665.322, lauv-roald, SmartX, 2.400
1622107665.822, lauv-roald, SmartX, 2.200
1622107666.322, lauv-roald, SmartX, 2.600
1622107666.822, lauv-roald, SmartX, 2.600
1622107667.322, lauv-roald, SmartX, 2.400
1622107667.822, lauv-roald, SmartX, 2.200
1622107668.322, lauv-roald, SmartX, 2.200
1622107668.822, lauv-roald, SmartX, 2.600
1622107669.322, lauv-roald, SmartX, 2.200
1622107669.822, lauv-roald, SmartX, 2.400
1622107670.322, lauv-roald, SmartX, 2.400
1622107670.822, lauv-roald, SmartX, 2.000
1622107671.321, lauv-roald, SmartX, 2.600
1622107671.821, lauv-roald, SmartX, 2.400
1622107672.321, lauv-roald, SmartX, 2.600
1622107672.821, lauv-roald, SmartX, 2.200
1622107673.321, lauv-roald, SmartX, 2.400
1622107673.821, lauv-roald, SmartX, 2.400
1622107674.321, lauv-roald, SmartX, 2.600
1622107674.821, lauv-roald, SmartX, 2.400
1622107675.321, lauv-roald, SmartX, 2.600
1622107675.821, lauv-roald, SmartX, 2.400
1622107676.321, lauv-roald, SmartX, 2.600
1622107676.821, lauv-roald, SmartX, 2.200
1622107677.321, lauv-roald, SmartX, 2.400
1622107677.821, lauv-roald, SmartX, 2.400
1622107678.321, lauv-roald, SmartX, 2.600
1622107678.821, lauv-roald, SmartX, 2.600
1622107679.321, lauv-roald, SmartX, 2.400
1622107679.821, lauv-roald, SmartX, 2.400
1622107680.321, lauv-roald, SmartX, 2.200
1622107680.821, lauv-roald, SmartX, 2.400
1622107681.321, lauv-roald, SmartX, 2.600
1622107681.821, lauv-roald, SmartX, 2.600
1622107682.321, lauv-roald, SmartX, 3.200
1622107682.821, lauv-roald, SmartX, 2.600
1622107683.321, lauv-roald, SmartX, 2.000
1622107683.821, lauv-roald, SmartX, 2.400
1622107684.321, lauv-roald, SmartX, 2.200
1622107684.820, lauv-roald, SmartX, 2.400
1622107685.321, lauv-roald, SmartX, 2.400
1622107685.821, lauv-roald, SmartX, 2.400
1622107686.321, lauv-roald, SmartX, 2.200
1622107686.820, lauv-roald, SmartX, 2.400
1622107687.321, lauv-roald, SmartX, 2.400
1622107687.821, lauv-roald, SmartX, 2.400
1622107688.320, lauv-roald, SmartX, 2.400
1622107688.821, lauv-roald, SmartX, 2.200
1622107689.320, lauv-roald, SmartX, 2.600
1622107689.820, lauv-roald, SmartX, 2.400
1622107690.320, lauv-roald, SmartX, 2.400
1622107690.820, lauv-roald, SmartX, 2.400
1622107691.320, lauv-roald, SmartX, 2.200
1622107691.820, lauv-roald, SmartX, 2.200
1622107692.320, lauv-roald, SmartX, 2.800
1622107692.820, lauv-roald, SmartX, 2.200
1622107693.320, lauv-roald, SmartX, 2.200
1622107693.820, lauv-roald, SmartX, 2.400
1622107694.320, lauv-roald, SmartX, 2.600
1622107694.820, lauv-roald, SmartX, 2.400
1622107695.320, lauv-roald, SmartX, 2.800
1622107695.820, lauv-roald, SmartX, 2.400
1622107696.320, lauv-roald, SmartX, 2.600
1622107696.820, lauv-roald, SmartX, 3.000
1622107697.320, lauv-roald, SmartX, 2.600
1622107697.820, lauv-roald, SmartX, 2.200
1622107698.320, lauv-roald, SmartX, 2.600
1622107698.820, lauv-roald, SmartX, 2.600
1622107699.320, lauv-roald, SmartX, 2.600
1622107699.820, lauv-roald, SmartX, 2.400
1622107700.320, lauv-roald, SmartX, 3.200
1622107700.820, lauv-roald, SmartX, 2.600
1622107701.320, lauv-roald, SmartX, 2.400
1622107701.820, lauv-roald, SmartX, 2.800
1622107702.319, lauv-roald, SmartX, 2.400
1622107702.819, lauv-roald, SmartX, 2.400
1622107703.319, lauv-roald, SmartX, 2.600
1622107703.819, lauv-roald, SmartX, 2.600
1622107704.319, lauv-roald, SmartX, 2.400
1622107704.819, lauv-roald, SmartX, 2.200
1622107705.319, lauv-roald, SmartX, 2.600
1622107705.819, lauv-roald, SmartX, 3.200
1622107706.319, lauv-roald, SmartX, 2.200
1622107706.819, lauv-roald, SmartX, 3.200
1622107707.319, lauv-roald, SmartX, 2.400
1622107707.819, lauv-roald, SmartX, 2.600
1622107708.319, lauv-roald, SmartX, 2.400
1622107708.819, lauv-roald, SmartX, 2.600
1622107709.319, lauv-roald, SmartX, 2.600
1622107709.819, lauv-roald, SmartX, 2.600
1622107710.319, lauv-roald, SmartX, 2.400
1622107710.819, lauv-roald, SmartX, 2.600
1622107711.319, lauv-roald, SmartX, 2.800
1622107711.819, lauv-roald, SmartX, 2.600
1622107712.319, lauv-roald, SmartX, 2.400
1622107712.819, lauv-roald, SmartX, 2.800
1622107713.319, lauv-roald, SmartX, 2.000
1622107713.821, lauv-roald, SmartX, 2.600
1622107714.319, lauv-roald, SmartX, 2.200
1622107714.818, lauv-roald, SmartX, 2.400
1622107715.319, lauv-roald, SmartX, 2.400
1622107715.819, lauv-roald, SmartX, 2.200
1622107716.319, lauv-roald, SmartX, 2.400
1622107716.819, lauv-roald, SmartX, 2.400
1622107717.318, lauv-roald, SmartX, 2.800
1622107717.818, lauv-roald, SmartX, 2.200
1622107718.318, lauv-roald, SmartX, 2.400
1622107718.818, lauv-roald, SmartX, 2.600
1622107719.318, lauv-roald, SmartX, 2.800
1622107719.818, lauv-roald, SmartX, 2.200
1622107720.318, lauv-roald, SmartX, 2.600
1622107720.818, lauv-roald, SmartX, 2.400
1622107721.318, lauv-roald, SmartX, 2.400
1622107721.818, lauv-roald, SmartX, 2.800
1622107722.318, lauv-roald, SmartX, 2.600
1622107722.818, lauv-roald, SmartX, 2.400
1622107723.318, lauv-roald, SmartX, 2.600
1622107723.818, lauv-roald, SmartX, 2.200
1622107724.318, lauv-roald, SmartX, 2.200
1622107724.818, lauv-roald, SmartX, 2.800
1622107725.318, lauv-roald, SmartX, 2.800
1622107725.818, lauv-roald, SmartX, 3.000
1622107726.318, lauv-roald, SmartX, 2.600
1622107726.818, lauv-roald, SmartX, 2.400
1622107727.318, lauv-roald, SmartX, 2.600
1622107727.818, lauv-roald, SmartX, 2.600
1622107728.318, lauv-roald, SmartX, 2.400
1622107728.818, lauv-roald, SmartX, 2.400
