timestamp, system, entity , value (s/m)
1622106240.918, lauv-roald, SmartX, 3.065
1622106241.418, lauv-roald, SmartX, 3.066
1622106241.918, lauv-roald, SmartX, 3.066
1622106242.418, lauv-roald, SmartX, 3.066
1622106242.918, lauv-roald, SmartX, 3.065
1622106243.418, lauv-roald, SmartX, 3.065
1622106243.918, lauv-roald, SmartX, 3.065
1622106244.418, lauv-roald, SmartX, 3.065
1622106244.918, lauv-roald, SmartX, 3.064
1622106245.418, lauv-roald, SmartX, 3.064
1622106245.918, lauv-roald, SmartX, 3.063
1622106246.418, lauv-roald, SmartX, 3.063
1622106246.918, lauv-roald, SmartX, 3.062
1622106247.418, lauv-roald, SmartX, 3.063
1622106247.918, lauv-roald, SmartX, 3.063
1622106248.418, lauv-roald, SmartX, 3.063
1622106248.917, lauv-roald, SmartX, 3.063
1622106249.418, lauv-roald, SmartX, 3.063
1622106249.917, lauv-roald, SmartX, 3.063
1622106250.418, lauv-roald, SmartX, 3.062
1622106250.917, lauv-roald, SmartX, 3.062
1622106251.417, lauv-roald, SmartX, 3.062
1622106251.917, lauv-roald, SmartX, 3.062
1622106252.417, lauv-roald, SmartX, 3.062
1622106252.917, lauv-roald, SmartX, 3.062
1622106253.417, lauv-roald, SmartX, 3.062
1622106253.917, lauv-roald, SmartX, 3.062
1622106254.417, lauv-roald, SmartX, 3.062
1622106254.917, lauv-roald, SmartX, 3.062
1622106255.417, lauv-roald, SmartX, 3.063
1622106255.917, lauv-roald, SmartX, 3.063
1622106256.417, lauv-roald, SmartX, 3.064
1622106256.917, lauv-roald, SmartX, 3.064
1622106257.417, lauv-roald, SmartX, 3.064
1622106257.917, lauv-roald, SmartX, 3.064
1622106258.417, lauv-roald, SmartX, 3.064
1622106258.917, lauv-roald, SmartX, 3.064
1622106259.417, lauv-roald, SmartX, 3.064
1622106259.917, lauv-roald, SmartX, 3.064
1622106260.417, lauv-roald, SmartX, 3.065
1622106260.917, lauv-roald, SmartX, 3.065
1622106261.417, lauv-roald, SmartX, 3.065
1622106261.917, lauv-roald, SmartX, 3.065
1622106262.417, lauv-roald, SmartX, 3.064
1622106262.917, lauv-roald, SmartX, 3.064
1622106263.416, lauv-roald, SmartX, 3.064
1622106263.917, lauv-roald, SmartX, 3.064
1622106264.417, lauv-roald, SmartX, 3.064
1622106264.917, lauv-roald, SmartX, 3.064
1622106265.416, lauv-roald, SmartX, 3.065
1622106265.916, lauv-roald, SmartX, 3.065
1622106266.416, lauv-roald, SmartX, 3.065
1622106266.916, lauv-roald, SmartX, 3.065
1622106267.416, lauv-roald, SmartX, 3.064
1622106267.916, lauv-roald, SmartX, 3.064
1622106268.416, lauv-roald, SmartX, 3.065
1622106268.916, lauv-roald, SmartX, 3.065
1622106269.416, lauv-roald, SmartX, 3.065
1622106269.916, lauv-roald, SmartX, 3.064
1622106270.416, lauv-roald, SmartX, 3.064
1622106270.916, lauv-roald, SmartX, 3.063
1622106271.416, lauv-roald, SmartX, 3.064
1622106271.916, lauv-roald, SmartX, 3.064
1622106272.416, lauv-roald, SmartX, 3.065
1622106272.916, lauv-roald, SmartX, 3.064
1622106273.416, lauv-roald, SmartX, 3.064
1622106273.916, lauv-roald, SmartX, 3.064
1622106274.416, lauv-roald, SmartX, 3.065
1622106274.916, lauv-roald, SmartX, 3.064
1622106275.416, lauv-roald, SmartX, 3.065
1622106275.916, lauv-roald, SmartX, 3.064
1622106276.416, lauv-roald, SmartX, 3.064
1622106276.916, lauv-roald, SmartX, 3.065
1622106277.416, lauv-roald, SmartX, 3.064
1622106277.916, lauv-roald, SmartX, 3.064
1622106278.415, lauv-roald, SmartX, 3.063
1622106278.915, lauv-roald, SmartX, 3.062
1622106279.416, lauv-roald, SmartX, 3.062
1622106279.915, lauv-roald, SmartX, 3.061
1622106280.415, lauv-roald, SmartX, 3.061
1622106280.915, lauv-roald, SmartX, 3.060
1622106281.415, lauv-roald, SmartX, 3.061
1622106281.915, lauv-roald, SmartX, 3.061
1622106282.415, lauv-roald, SmartX, 3.062
1622106282.915, lauv-roald, SmartX, 3.062
1622106283.415, lauv-roald, SmartX, 3.062
1622106283.915, lauv-roald, SmartX, 3.062
1622106284.415, lauv-roald, SmartX, 3.063
1622106284.915, lauv-roald, SmartX, 3.063
1622106285.415, lauv-roald, SmartX, 3.064
1622106285.915, lauv-roald, SmartX, 3.064
1622106286.415, lauv-roald, SmartX, 3.066
1622106286.915, lauv-roald, SmartX, 3.066
1622106287.415, lauv-roald, SmartX, 3.067
1622106287.915, lauv-roald, SmartX, 3.066
1622106288.415, lauv-roald, SmartX, 3.067
1622106288.915, lauv-roald, SmartX, 3.067
1622106289.415, lauv-roald, SmartX, 3.068
1622106289.915, lauv-roald, SmartX, 3.068
1622106290.415, lauv-roald, SmartX, 3.069
1622106290.915, lauv-roald, SmartX, 3.068
1622106291.415, lauv-roald, SmartX, 3.067
1622106291.915, lauv-roald, SmartX, 3.067
1622106292.415, lauv-roald, SmartX, 3.067
1622106292.914, lauv-roald, SmartX, 3.067
1622106293.415, lauv-roald, SmartX, 3.068
1622106293.915, lauv-roald, SmartX, 3.069
1622106294.414, lauv-roald, SmartX, 3.071
1622106294.914, lauv-roald, SmartX, 3.072
1622106295.415, lauv-roald, SmartX, 3.072
1622106295.914, lauv-roald, SmartX, 3.071
1622106296.414, lauv-roald, SmartX, 3.072
1622106296.914, lauv-roald, SmartX, 3.071
1622106297.414, lauv-roald, SmartX, 3.071
1622106297.914, lauv-roald, SmartX, 3.072
1622106298.414, lauv-roald, SmartX, 3.072
1622106298.914, lauv-roald, SmartX, 3.071
1622106299.414, lauv-roald, SmartX, 3.071
1622106299.915, lauv-roald, SmartX, 3.070
1622106300.414, lauv-roald, SmartX, 3.068
1622106300.914, lauv-roald, SmartX, 3.068
1622106301.414, lauv-roald, SmartX, 3.068
1622106301.914, lauv-roald, SmartX, 3.066
1622106302.414, lauv-roald, SmartX, 3.067
1622106302.914, lauv-roald, SmartX, 3.067
1622106303.414, lauv-roald, SmartX, 3.067
1622106303.914, lauv-roald, SmartX, 3.065
1622106304.414, lauv-roald, SmartX, 3.064
1622106304.914, lauv-roald, SmartX, 3.064
1622106305.414, lauv-roald, SmartX, 3.063
1622106305.915, lauv-roald, SmartX, 3.062
1622106306.414, lauv-roald, SmartX, 3.061
1622106306.914, lauv-roald, SmartX, 3.061
1622106307.414, lauv-roald, SmartX, 3.062
1622106307.914, lauv-roald, SmartX, 3.061
1622106308.414, lauv-roald, SmartX, 3.060
1622106308.913, lauv-roald, SmartX, 3.058
1622106309.414, lauv-roald, SmartX, 3.058
1622106309.913, lauv-roald, SmartX, 3.059
1622106310.413, lauv-roald, SmartX, 3.060
1622106310.914, lauv-roald, SmartX, 3.059
1622106311.413, lauv-roald, SmartX, 3.059
1622106311.913, lauv-roald, SmartX, 3.058
1622106312.413, lauv-roald, SmartX, 3.059
1622106312.913, lauv-roald, SmartX, 3.058
1622106313.413, lauv-roald, SmartX, 3.059
1622106313.913, lauv-roald, SmartX, 3.058
1622106314.413, lauv-roald, SmartX, 3.058
1622106314.913, lauv-roald, SmartX, 3.058
1622106315.413, lauv-roald, SmartX, 3.059
1622106315.913, lauv-roald, SmartX, 3.060
1622106316.413, lauv-roald, SmartX, 3.063
1622106316.913, lauv-roald, SmartX, 3.066
1622106317.413, lauv-roald, SmartX, 3.067
1622106317.913, lauv-roald, SmartX, 3.066
1622106318.413, lauv-roald, SmartX, 3.064
1622106318.913, lauv-roald, SmartX, 3.064
1622106319.413, lauv-roald, SmartX, 3.065
1622106319.913, lauv-roald, SmartX, 3.065
1622106320.413, lauv-roald, SmartX, 3.065
1622106320.913, lauv-roald, SmartX, 3.062
1622106321.413, lauv-roald, SmartX, 3.063
1622106321.913, lauv-roald, SmartX, 3.062
1622106322.412, lauv-roald, SmartX, 3.060
1622106322.913, lauv-roald, SmartX, 3.058
1622106323.413, lauv-roald, SmartX, 3.059
1622106323.913, lauv-roald, SmartX, 3.059
1622106324.412, lauv-roald, SmartX, 3.059
1622106324.912, lauv-roald, SmartX, 3.059
1622106325.412, lauv-roald, SmartX, 3.059
1622106325.912, lauv-roald, SmartX, 3.059
1622106326.412, lauv-roald, SmartX, 3.060
1622106326.912, lauv-roald, SmartX, 3.062
1622106327.412, lauv-roald, SmartX, 3.063
1622106327.912, lauv-roald, SmartX, 3.067
1622106328.412, lauv-roald, SmartX, 3.069
1622106328.912, lauv-roald, SmartX, 3.068
1622106329.412, lauv-roald, SmartX, 3.070
1622106329.912, lauv-roald, SmartX, 3.072
1622106330.412, lauv-roald, SmartX, 3.072
1622106330.912, lauv-roald, SmartX, 3.072
1622106331.412, lauv-roald, SmartX, 3.074
1622106331.912, lauv-roald, SmartX, 3.074
1622106332.412, lauv-roald, SmartX, 3.074
1622106332.912, lauv-roald, SmartX, 3.074
1622106333.412, lauv-roald, SmartX, 3.073
1622106333.912, lauv-roald, SmartX, 3.070
1622106334.412, lauv-roald, SmartX, 3.071
1622106334.912, lauv-roald, SmartX, 3.072
1622106335.412, lauv-roald, SmartX, 3.074
1622106335.912, lauv-roald, SmartX, 3.074
1622106336.412, lauv-roald, SmartX, 3.074
1622106336.912, lauv-roald, SmartX, 3.074
1622106337.412, lauv-roald, SmartX, 3.074
1622106337.912, lauv-roald, SmartX, 3.074
1622106338.412, lauv-roald, SmartX, 3.074
1622106338.912, lauv-roald, SmartX, 3.074
1622106339.411, lauv-roald, SmartX, 3.074
1622106339.911, lauv-roald, SmartX, 3.074
1622106340.411, lauv-roald, SmartX, 3.074
1622106340.911, lauv-roald, SmartX, 3.074
1622106341.411, lauv-roald, SmartX, 3.074
1622106341.911, lauv-roald, SmartX, 3.073
1622106342.411, lauv-roald, SmartX, 3.073
1622106342.911, lauv-roald, SmartX, 3.073
1622106343.411, lauv-roald, SmartX, 3.073
1622106343.911, lauv-roald, SmartX, 3.073
1622106344.411, lauv-roald, SmartX, 3.073
1622106344.911, lauv-roald, SmartX, 3.073
1622106345.411, lauv-roald, SmartX, 3.073
1622106345.911, lauv-roald, SmartX, 3.073
1622106346.411, lauv-roald, SmartX, 3.073
1622106346.911, lauv-roald, SmartX, 3.073
1622106347.411, lauv-roald, SmartX, 3.074
1622106347.911, lauv-roald, SmartX, 3.074
1622106348.411, lauv-roald, SmartX, 3.074
1622106348.911, lauv-roald, SmartX, 3.074
1622106349.411, lauv-roald, SmartX, 3.074
1622106349.911, lauv-roald, SmartX, 3.074
1622106350.411, lauv-roald, SmartX, 3.074
1622106350.911, lauv-roald, SmartX, 3.074
1622106351.411, lauv-roald, SmartX, 3.074
1622106351.911, lauv-roald, SmartX, 3.074
1622106352.411, lauv-roald, SmartX, 3.074
1622106352.910, lauv-roald, SmartX, 3.075
1622106353.411, lauv-roald, SmartX, 3.075
1622106353.910, lauv-roald, SmartX, 3.074
1622106354.410, lauv-roald, SmartX, 3.074
1622106354.910, lauv-roald, SmartX, 3.074
1622106355.410, lauv-roald, SmartX, 3.074
1622106355.910, lauv-roald, SmartX, 3.074
1622106356.410, lauv-roald, SmartX, 3.074
1622106356.910, lauv-roald, SmartX, 3.075
1622106357.410, lauv-roald, SmartX, 3.075
1622106357.910, lauv-roald, SmartX, 3.075
1622106358.410, lauv-roald, SmartX, 3.075
1622106358.910, lauv-roald, SmartX, 3.075
1622106359.410, lauv-roald, SmartX, 3.075
1622106359.910, lauv-roald, SmartX, 3.075
1622106360.410, lauv-roald, SmartX, 3.076
1622106360.910, lauv-roald, SmartX, 3.075
1622106361.410, lauv-roald, SmartX, 3.075
1622106361.910, lauv-roald, SmartX, 3.075
1622106362.410, lauv-roald, SmartX, 3.076
1622106362.910, lauv-roald, SmartX, 3.075
1622106363.410, lauv-roald, SmartX, 3.075
1622106363.910, lauv-roald, SmartX, 3.075
1622106364.410, lauv-roald, SmartX, 3.076
1622106364.910, lauv-roald, SmartX, 3.076
1622106365.410, lauv-roald, SmartX, 3.076
1622106365.910, lauv-roald, SmartX, 3.076
1622106366.410, lauv-roald, SmartX, 3.076
1622106366.910, lauv-roald, SmartX, 3.076
1622106367.409, lauv-roald, SmartX, 3.076
1622106367.910, lauv-roald, SmartX, 3.074
1622106368.410, lauv-roald, SmartX, 3.075
1622106368.909, lauv-roald, SmartX, 3.075
1622106369.409, lauv-roald, SmartX, 3.075
1622106369.909, lauv-roald, SmartX, 3.075
1622106370.409, lauv-roald, SmartX, 3.075
1622106370.909, lauv-roald, SmartX, 3.075
1622106371.409, lauv-roald, SmartX, 3.075
1622106371.909, lauv-roald, SmartX, 3.076
1622106372.409, lauv-roald, SmartX, 3.076
1622106372.909, lauv-roald, SmartX, 3.076
1622106373.409, lauv-roald, SmartX, 3.076
1622106373.909, lauv-roald, SmartX, 3.076
1622106374.409, lauv-roald, SmartX, 3.076
1622106374.909, lauv-roald, SmartX, 3.076
1622106375.409, lauv-roald, SmartX, 3.076
1622106375.909, lauv-roald, SmartX, 3.076
1622106376.409, lauv-roald, SmartX, 3.076
1622106376.909, lauv-roald, SmartX, 3.076
1622106377.409, lauv-roald, SmartX, 3.076
1622106377.909, lauv-roald, SmartX, 3.076
1622106378.409, lauv-roald, SmartX, 3.076
1622106378.909, lauv-roald, SmartX, 3.076
1622106379.409, lauv-roald, SmartX, 3.076
1622106379.909, lauv-roald, SmartX, 3.076
1622106380.409, lauv-roald, SmartX, 3.076
1622106380.909, lauv-roald, SmartX, 3.076
1622106381.409, lauv-roald, SmartX, 3.076
1622106381.909, lauv-roald, SmartX, 3.076
1622106382.409, lauv-roald, SmartX, 3.076
1622106382.909, lauv-roald, SmartX, 3.076
1622106383.409, lauv-roald, SmartX, 3.076
1622106383.908, lauv-roald, SmartX, 3.076
1622106384.408, lauv-roald, SmartX, 3.077
1622106384.908, lauv-roald, SmartX, 3.076
1622106385.408, lauv-roald, SmartX, 3.076
1622106385.908, lauv-roald, SmartX, 3.076
1622106386.408, lauv-roald, SmartX, 3.076
1622106386.908, lauv-roald, SmartX, 3.076
1622106387.408, lauv-roald, SmartX, 3.077
1622106387.908, lauv-roald, SmartX, 3.076
1622106388.408, lauv-roald, SmartX, 3.076
1622106388.908, lauv-roald, SmartX, 3.076
1622106389.408, lauv-roald, SmartX, 3.077
1622106389.908, lauv-roald, SmartX, 3.077
1622106390.408, lauv-roald, SmartX, 3.077
1622106390.908, lauv-roald, SmartX, 3.076
1622106391.408, lauv-roald, SmartX, 3.077
1622106391.908, lauv-roald, SmartX, 3.076
1622106392.408, lauv-roald, SmartX, 3.077
1622106392.908, lauv-roald, SmartX, 3.077
1622106393.408, lauv-roald, SmartX, 3.077
1622106393.908, lauv-roald, SmartX, 3.076
1622106394.408, lauv-roald, SmartX, 3.077
1622106394.908, lauv-roald, SmartX, 3.077
1622106395.408, lauv-roald, SmartX, 3.077
1622106395.908, lauv-roald, SmartX, 3.076
1622106396.407, lauv-roald, SmartX, 3.077
1622106396.908, lauv-roald, SmartX, 3.077
1622106397.408, lauv-roald, SmartX, 3.077
1622106397.908, lauv-roald, SmartX, 3.077
1622106398.408, lauv-roald, SmartX, 3.077
1622106398.907, lauv-roald, SmartX, 3.077
1622106399.407, lauv-roald, SmartX, 3.077
1622106399.907, lauv-roald, SmartX, 3.077
1622106400.407, lauv-roald, SmartX, 3.077
1622106400.907, lauv-roald, SmartX, 3.077
1622106401.407, lauv-roald, SmartX, 3.077
1622106401.907, lauv-roald, SmartX, 3.077
1622106402.407, lauv-roald, SmartX, 3.077
1622106402.907, lauv-roald, SmartX, 3.077
1622106403.407, lauv-roald, SmartX, 3.077
1622106403.907, lauv-roald, SmartX, 3.077
1622106404.407, lauv-roald, SmartX, 3.077
1622106404.907, lauv-roald, SmartX, 3.077
1622106405.407, lauv-roald, SmartX, 3.077
1622106405.907, lauv-roald, SmartX, 3.077
1622106406.407, lauv-roald, SmartX, 3.077
1622106406.907, lauv-roald, SmartX, 3.077
1622106407.407, lauv-roald, SmartX, 3.077
1622106407.907, lauv-roald, SmartX, 3.077
1622106408.407, lauv-roald, SmartX, 3.077
1622106408.907, lauv-roald, SmartX, 3.077
1622106409.407, lauv-roald, SmartX, 3.077
1622106409.907, lauv-roald, SmartX, 3.077
1622106410.407, lauv-roald, SmartX, 3.077
1622106410.907, lauv-roald, SmartX, 3.077
1622106411.407, lauv-roald, SmartX, 3.077
1622106411.907, lauv-roald, SmartX, 3.077
1622106412.406, lauv-roald, SmartX, 3.077
1622106412.906, lauv-roald, SmartX, 3.077
1622106413.406, lauv-roald, SmartX, 3.077
1622106413.906, lauv-roald, SmartX, 3.077
1622106414.406, lauv-roald, SmartX, 3.077
1622106414.906, lauv-roald, SmartX, 3.077
1622106415.406, lauv-roald, SmartX, 3.077
1622106415.906, lauv-roald, SmartX, 3.077
1622106416.406, lauv-roald, SmartX, 3.077
1622106416.906, lauv-roald, SmartX, 3.076
1622106417.406, lauv-roald, SmartX, 3.077
1622106417.906, lauv-roald, SmartX, 3.077
1622106418.406, lauv-roald, SmartX, 3.077
1622106418.906, lauv-roald, SmartX, 3.076
1622106419.406, lauv-roald, SmartX, 3.076
1622106419.906, lauv-roald, SmartX, 3.077
1622106420.406, lauv-roald, SmartX, 3.077
1622106420.906, lauv-roald, SmartX, 3.077
1622106421.406, lauv-roald, SmartX, 3.077
1622106421.906, lauv-roald, SmartX, 3.076
1622106422.406, lauv-roald, SmartX, 3.077
1622106422.906, lauv-roald, SmartX, 3.077
1622106423.406, lauv-roald, SmartX, 3.077
1622106423.906, lauv-roald, SmartX, 3.077
1622106424.406, lauv-roald, SmartX, 3.077
1622106424.906, lauv-roald, SmartX, 3.077
1622106425.406, lauv-roald, SmartX, 3.077
1622106425.905, lauv-roald, SmartX, 3.077
1622106426.406, lauv-roald, SmartX, 3.077
1622106426.905, lauv-roald, SmartX, 3.077
1622106427.406, lauv-roald, SmartX, 3.077
1622106427.905, lauv-roald, SmartX, 3.077
1622106428.405, lauv-roald, SmartX, 3.077
1622106428.905, lauv-roald, SmartX, 3.077
1622106429.405, lauv-roald, SmartX, 3.077
1622106429.905, lauv-roald, SmartX, 3.077
1622106430.405, lauv-roald, SmartX, 3.077
1622106430.905, lauv-roald, SmartX, 3.077
1622106431.405, lauv-roald, SmartX, 3.078
1622106431.905, lauv-roald, SmartX, 3.077
1622106432.405, lauv-roald, SmartX, 3.078
1622106432.905, lauv-roald, SmartX, 3.078
1622106433.405, lauv-roald, SmartX, 3.078
1622106433.905, lauv-roald, SmartX, 3.078
1622106434.405, lauv-roald, SmartX, 3.078
1622106434.905, lauv-roald, SmartX, 3.078
1622106435.405, lauv-roald, SmartX, 3.078
1622106435.905, lauv-roald, SmartX, 3.077
1622106436.405, lauv-roald, SmartX, 3.078
1622106436.905, lauv-roald, SmartX, 3.075
1622106437.405, lauv-roald, SmartX, 3.074
1622106437.905, lauv-roald, SmartX, 3.072
1622106438.405, lauv-roald, SmartX, 3.072
1622106438.905, lauv-roald, SmartX, 3.073
1622106439.405, lauv-roald, SmartX, 3.073
1622106439.905, lauv-roald, SmartX, 3.072
1622106440.404, lauv-roald, SmartX, 3.072
1622106440.905, lauv-roald, SmartX, 3.073
1622106441.404, lauv-roald, SmartX, 3.075
1622106441.904, lauv-roald, SmartX, 3.075
1622106442.404, lauv-roald, SmartX, 3.076
1622106442.904, lauv-roald, SmartX, 3.076
1622106443.404, lauv-roald, SmartX, 3.077
1622106443.904, lauv-roald, SmartX, 3.076
1622106444.404, lauv-roald, SmartX, 3.077
1622106444.904, lauv-roald, SmartX, 3.077
1622106445.404, lauv-roald, SmartX, 3.077
1622106445.904, lauv-roald, SmartX, 3.077
1622106446.404, lauv-roald, SmartX, 3.078
1622106446.904, lauv-roald, SmartX, 3.077
1622106447.404, lauv-roald, SmartX, 3.077
1622106447.904, lauv-roald, SmartX, 3.077
1622106448.404, lauv-roald, SmartX, 3.077
1622106448.904, lauv-roald, SmartX, 3.077
1622106449.404, lauv-roald, SmartX, 3.077
1622106449.904, lauv-roald, SmartX, 3.077
1622106450.404, lauv-roald, SmartX, 3.077
1622106450.904, lauv-roald, SmartX, 3.077
1622106451.404, lauv-roald, SmartX, 3.078
1622106451.904, lauv-roald, SmartX, 3.077
1622106452.404, lauv-roald, SmartX, 3.078
1622106452.904, lauv-roald, SmartX, 3.077
1622106453.404, lauv-roald, SmartX, 3.078
1622106453.904, lauv-roald, SmartX, 3.077
1622106454.404, lauv-roald, SmartX, 3.077
1622106454.904, lauv-roald, SmartX, 3.077
1622106455.404, lauv-roald, SmartX, 3.078
1622106455.904, lauv-roald, SmartX, 3.077
1622106456.404, lauv-roald, SmartX, 3.078
1622106456.904, lauv-roald, SmartX, 3.077
1622106457.403, lauv-roald, SmartX, 3.078
1622106457.904, lauv-roald, SmartX, 3.077
1622106458.403, lauv-roald, SmartX, 3.077
1622106458.903, lauv-roald, SmartX, 3.077
1622106459.403, lauv-roald, SmartX, 3.077
1622106459.903, lauv-roald, SmartX, 3.077
1622106460.403, lauv-roald, SmartX, 3.078
1622106460.903, lauv-roald, SmartX, 3.077
1622106461.403, lauv-roald, SmartX, 3.077
1622106461.903, lauv-roald, SmartX, 3.077
1622106462.403, lauv-roald, SmartX, 3.077
1622106462.903, lauv-roald, SmartX, 3.077
1622106463.403, lauv-roald, SmartX, 3.077
1622106463.903, lauv-roald, SmartX, 3.077
1622106464.403, lauv-roald, SmartX, 3.078
1622106464.903, lauv-roald, SmartX, 3.077
1622106465.403, lauv-roald, SmartX, 3.077
1622106465.903, lauv-roald, SmartX, 3.077
1622106466.403, lauv-roald, SmartX, 3.077
1622106466.903, lauv-roald, SmartX, 3.077
1622106467.403, lauv-roald, SmartX, 3.077
1622106467.903, lauv-roald, SmartX, 3.077
1622106468.403, lauv-roald, SmartX, 3.077
1622106468.903, lauv-roald, SmartX, 3.077
1622106469.403, lauv-roald, SmartX, 3.077
1622106469.903, lauv-roald, SmartX, 3.077
1622106470.403, lauv-roald, SmartX, 3.077
1622106470.902, lauv-roald, SmartX, 3.077
1622106471.403, lauv-roald, SmartX, 3.077
1622106471.903, lauv-roald, SmartX, 3.077
1622106472.403, lauv-roald, SmartX, 3.077
1622106472.902, lauv-roald, SmartX, 3.077
1622106473.402, lauv-roald, SmartX, 3.077
1622106473.902, lauv-roald, SmartX, 3.077
1622106474.402, lauv-roald, SmartX, 3.077
1622106474.902, lauv-roald, SmartX, 3.077
1622106475.402, lauv-roald, SmartX, 3.077
1622106475.903, lauv-roald, SmartX, 3.077
1622106476.402, lauv-roald, SmartX, 3.077
1622106476.904, lauv-roald, SmartX, 3.077
1622106477.402, lauv-roald, SmartX, 3.077
1622106477.902, lauv-roald, SmartX, 3.077
1622106478.402, lauv-roald, SmartX, 3.077
1622106478.902, lauv-roald, SmartX, 3.077
1622106479.402, lauv-roald, SmartX, 3.077
1622106479.902, lauv-roald, SmartX, 3.077
1622106480.402, lauv-roald, SmartX, 3.078
1622106480.903, lauv-roald, SmartX, 3.077
1622106481.402, lauv-roald, SmartX, 3.077
1622106481.902, lauv-roald, SmartX, 3.077
1622106482.402, lauv-roald, SmartX, 3.077
1622107520.832, lauv-roald, SmartX, 3.073
1622107521.332, lauv-roald, SmartX, 3.072
1622107521.832, lauv-roald, SmartX, 3.073
1622107522.332, lauv-roald, SmartX, 3.073
1622107522.832, lauv-roald, SmartX, 3.072
1622107523.332, lauv-roald, SmartX, 3.073
1622107523.831, lauv-roald, SmartX, 3.073
1622107524.331, lauv-roald, SmartX, 3.073
1622107524.831, lauv-roald, SmartX, 3.073
1622107525.331, lauv-roald, SmartX, 3.073
1622107525.831, lauv-roald, SmartX, 3.073
1622107526.331, lauv-roald, SmartX, 3.072
1622107526.831, lauv-roald, SmartX, 3.072
1622107527.331, lauv-roald, SmartX, 3.073
1622107527.831, lauv-roald, SmartX, 3.073
1622107528.331, lauv-roald, SmartX, 3.072
1622107528.831, lauv-roald, SmartX, 3.072
1622107529.331, lauv-roald, SmartX, 3.073
1622107529.831, lauv-roald, SmartX, 3.075
1622107530.331, lauv-roald, SmartX, 3.075
1622107530.831, lauv-roald, SmartX, 3.076
1622107531.331, lauv-roald, SmartX, 3.076
1622107531.831, lauv-roald, SmartX, 3.076
1622107532.331, lauv-roald, SmartX, 3.077
1622107532.831, lauv-roald, SmartX, 3.077
1622107533.331, lauv-roald, SmartX, 3.077
1622107533.831, lauv-roald, SmartX, 3.076
1622107534.331, lauv-roald, SmartX, 3.077
1622107534.831, lauv-roald, SmartX, 3.078
1622107535.331, lauv-roald, SmartX, 3.077
1622107535.831, lauv-roald, SmartX, 3.075
1622107536.331, lauv-roald, SmartX, 3.075
1622107536.831, lauv-roald, SmartX, 3.073
1622107537.331, lauv-roald, SmartX, 3.074
1622107537.830, lauv-roald, SmartX, 3.075
1622107538.331, lauv-roald, SmartX, 3.078
1622107538.831, lauv-roald, SmartX, 3.078
1622107539.332, lauv-roald, SmartX, 3.078
1622107539.830, lauv-roald, SmartX, 3.074
1622107540.330, lauv-roald, SmartX, 3.076
1622107540.830, lauv-roald, SmartX, 3.074
1622107541.330, lauv-roald, SmartX, 3.074
1622107541.830, lauv-roald, SmartX, 3.074
1622107542.330, lauv-roald, SmartX, 3.076
1622107542.830, lauv-roald, SmartX, 3.079
1622107543.330, lauv-roald, SmartX, 3.080
1622107543.830, lauv-roald, SmartX, 3.080
1622107544.331, lauv-roald, SmartX, 3.082
1622107544.830, lauv-roald, SmartX, 3.082
1622107545.330, lauv-roald, SmartX, 3.080
1622107545.830, lauv-roald, SmartX, 3.080
1622107546.330, lauv-roald, SmartX, 3.081
1622107546.830, lauv-roald, SmartX, 3.081
1622107547.330, lauv-roald, SmartX, 3.081
1622107547.830, lauv-roald, SmartX, 3.080
1622107548.330, lauv-roald, SmartX, 3.081
1622107548.830, lauv-roald, SmartX, 3.082
1622107549.330, lauv-roald, SmartX, 3.082
1622107549.830, lauv-roald, SmartX, 3.080
1622107550.330, lauv-roald, SmartX, 3.079
1622107550.830, lauv-roald, SmartX, 3.077
1622107551.330, lauv-roald, SmartX, 3.077
1622107551.830, lauv-roald, SmartX, 3.075
1622107552.330, lauv-roald, SmartX, 3.076
1622107552.830, lauv-roald, SmartX, 3.076
1622107553.329, lauv-roald, SmartX, 3.075
1622107553.829, lauv-roald, SmartX, 3.073
1622107554.329, lauv-roald, SmartX, 3.070
1622107554.829, lauv-roald, SmartX, 3.070
1622107555.329, lauv-roald, SmartX, 3.070
1622107555.829, lauv-roald, SmartX, 3.071
1622107556.329, lauv-roald, SmartX, 3.071
1622107556.829, lauv-roald, SmartX, 3.070
1622107557.329, lauv-roald, SmartX, 3.070
1622107557.829, lauv-roald, SmartX, 3.070
1622107558.329, lauv-roald, SmartX, 3.070
1622107558.829, lauv-roald, SmartX, 3.070
1622107559.329, lauv-roald, SmartX, 3.070
1622107559.829, lauv-roald, SmartX, 3.070
1622107560.329, lauv-roald, SmartX, 3.070
1622107560.829, lauv-roald, SmartX, 3.070
1622107561.329, lauv-roald, SmartX, 3.070
1622107561.829, lauv-roald, SmartX, 3.071
1622107562.329, lauv-roald, SmartX, 3.071
1622107562.829, lauv-roald, SmartX, 3.071
1622107563.329, lauv-roald, SmartX, 3.072
1622107563.829, lauv-roald, SmartX, 3.072
1622107564.329, lauv-roald, SmartX, 3.072
1622107564.829, lauv-roald, SmartX, 3.072
1622107565.328, lauv-roald, SmartX, 3.072
1622107565.829, lauv-roald, SmartX, 3.072
1622107566.328, lauv-roald, SmartX, 3.071
1622107566.829, lauv-roald, SmartX, 3.072
1622107567.329, lauv-roald, SmartX, 3.072
1622107567.828, lauv-roald, SmartX, 3.072
1622107568.328, lauv-roald, SmartX, 3.072
1622107568.828, lauv-roald, SmartX, 3.073
1622107569.328, lauv-roald, SmartX, 3.073
