timestamp, system, entity , value (kg/m/m/m)
1622108016.798, lauv-roald, SmartX, 1020.547
1622108017.298, lauv-roald, SmartX, 1020.551
1622108017.798, lauv-roald, SmartX, 1020.571
1622108018.298, lauv-roald, SmartX, 1020.563
1622108018.798, lauv-roald, SmartX, 1020.576
1622108019.298, lauv-roald, SmartX, 1020.587
1622108019.798, lauv-roald, SmartX, 1020.584
1622108020.298, lauv-roald, SmartX, 1020.566
1622108020.798, lauv-roald, SmartX, 1020.567
1622108021.298, lauv-roald, SmartX, 1020.586
1622108021.798, lauv-roald, SmartX, 1020.608
1622108022.298, lauv-roald, SmartX, 1020.595
1622108022.798, lauv-roald, SmartX, 1020.563
1622108023.298, lauv-roald, SmartX, 1020.576
1622108023.798, lauv-roald, SmartX, 1020.591
1622108024.298, lauv-roald, SmartX, 1020.593
1622108024.798, lauv-roald, SmartX, 1020.583
1622108025.298, lauv-roald, SmartX, 1020.573
1622108025.798, lauv-roald, SmartX, 1020.579
1622108026.298, lauv-roald, SmartX, 1020.575
1622108026.798, lauv-roald, SmartX, 1020.563
1622108027.298, lauv-roald, SmartX, 1020.566
1622108027.798, lauv-roald, SmartX, 1020.558
1622108028.298, lauv-roald, SmartX, 1020.566
1622108028.798, lauv-roald, SmartX, 1020.563
1622108029.298, lauv-roald, SmartX, 1020.571
1622108029.798, lauv-roald, SmartX, 1020.592
1622108030.297, lauv-roald, SmartX, 1020.592
1622108030.797, lauv-roald, SmartX, 1020.588
1622108031.297, lauv-roald, SmartX, 1020.535
1622108031.797, lauv-roald, SmartX, 1020.526
1622108032.297, lauv-roald, SmartX, 1020.479
1622108032.797, lauv-roald, SmartX, 1020.518
1622108033.297, lauv-roald, SmartX, 1020.540
1622108033.797, lauv-roald, SmartX, 1020.552
1622108034.297, lauv-roald, SmartX, 1020.527
1622108034.797, lauv-roald, SmartX, 1020.535
1622108035.297, lauv-roald, SmartX, 1020.540
1622108035.797, lauv-roald, SmartX, 1020.445
1622108036.297, lauv-roald, SmartX, 1020.487
1622108036.797, lauv-roald, SmartX, 1020.536
1622108037.297, lauv-roald, SmartX, 1020.561
1622108037.797, lauv-roald, SmartX, 1020.573
1622108038.297, lauv-roald, SmartX, 1020.584
1622108038.797, lauv-roald, SmartX, 1020.600
1622108039.297, lauv-roald, SmartX, 1020.588
1622108039.797, lauv-roald, SmartX, 1020.570
1622108040.297, lauv-roald, SmartX, 1020.549
1622108040.797, lauv-roald, SmartX, 1020.539
1622108041.297, lauv-roald, SmartX, 1020.540
1622108041.797, lauv-roald, SmartX, 1020.553
1622108042.297, lauv-roald, SmartX, 1020.555
1622108042.797, lauv-roald, SmartX, 1020.571
1622108043.297, lauv-roald, SmartX, 1020.569
1622108043.797, lauv-roald, SmartX, 1020.558
1622108044.297, lauv-roald, SmartX, 1020.564
1622108044.797, lauv-roald, SmartX, 1020.580
1622108045.297, lauv-roald, SmartX, 1020.595
1622108045.797, lauv-roald, SmartX, 1020.604
1622108046.296, lauv-roald, SmartX, 1020.602
1622108046.796, lauv-roald, SmartX, 1020.607
1622108047.296, lauv-roald, SmartX, 1020.594
1622108047.796, lauv-roald, SmartX, 1020.595
1622108048.296, lauv-roald, SmartX, 1020.579
1622108048.796, lauv-roald, SmartX, 1020.577
1622108049.296, lauv-roald, SmartX, 1020.549
1622108049.796, lauv-roald, SmartX, 1020.516
1622108050.296, lauv-roald, SmartX, 1020.512
1622108050.796, lauv-roald, SmartX, 1020.509
1622108051.296, lauv-roald, SmartX, 1020.547
1622108051.796, lauv-roald, SmartX, 1020.563
1622108052.296, lauv-roald, SmartX, 1020.565
1622108052.796, lauv-roald, SmartX, 1020.582
1622108053.296, lauv-roald, SmartX, 1020.593
1622108053.796, lauv-roald, SmartX, 1020.602
1622108054.296, lauv-roald, SmartX, 1020.613
1622108054.796, lauv-roald, SmartX, 1020.627
1622108055.296, lauv-roald, SmartX, 1020.635
1622108055.796, lauv-roald, SmartX, 1020.642
1622108056.296, lauv-roald, SmartX, 1020.653
1622108056.796, lauv-roald, SmartX, 1020.662
1622108057.296, lauv-roald, SmartX, 1020.666
1622108057.796, lauv-roald, SmartX, 1020.667
1622108058.296, lauv-roald, SmartX, 1020.673
1622108058.796, lauv-roald, SmartX, 1020.656
1622108059.296, lauv-roald, SmartX, 1020.649
1622108059.796, lauv-roald, SmartX, 1020.632
1622108060.296, lauv-roald, SmartX, 1020.593
1622108060.795, lauv-roald, SmartX, 1020.536
1622108061.296, lauv-roald, SmartX, 1020.512
1622108061.795, lauv-roald, SmartX, 1020.501
1622108062.295, lauv-roald, SmartX, 1020.492
1622108062.795, lauv-roald, SmartX, 1020.497
1622108063.296, lauv-roald, SmartX, 1020.448
1622108063.795, lauv-roald, SmartX, 1020.193
1622108064.296, lauv-roald, SmartX, 1019.576
1622108064.795, lauv-roald, SmartX, 1019.214
1622108065.296, lauv-roald, SmartX, 1018.790
1622108065.795, lauv-roald, SmartX, 1018.395
1622108066.295, lauv-roald, SmartX, 1018.342
1622108066.795, lauv-roald, SmartX, 1018.555
1622108067.295, lauv-roald, SmartX, 1018.976
1622108067.795, lauv-roald, SmartX, 1019.107
1622108068.295, lauv-roald, SmartX, 1019.160
1622108068.795, lauv-roald, SmartX, 1019.263
1622108069.295, lauv-roald, SmartX, 1019.662
1622108069.795, lauv-roald, SmartX, 1019.626
1622108070.295, lauv-roald, SmartX, 1019.499
1622108070.795, lauv-roald, SmartX, 1019.106
1622108071.295, lauv-roald, SmartX, 1018.608
1622108071.795, lauv-roald, SmartX, 1018.218
1622108072.295, lauv-roald, SmartX, 1017.984
1622108072.794, lauv-roald, SmartX, 1018.049
1622108073.295, lauv-roald, SmartX, 1017.842
1622108073.795, lauv-roald, SmartX, 1017.796
1622108074.295, lauv-roald, SmartX, 1017.512
1622108074.795, lauv-roald, SmartX, 1017.180
1622108075.295, lauv-roald, SmartX, 1017.454
1622108075.795, lauv-roald, SmartX, 1017.689
1622108076.295, lauv-roald, SmartX, 1017.867
1622108076.794, lauv-roald, SmartX, 1016.995
1622108077.295, lauv-roald, SmartX, 1017.042
1622108077.794, lauv-roald, SmartX, 1017.184
1622108078.294, lauv-roald, SmartX, 1017.537
1622108078.794, lauv-roald, SmartX, 1017.850
1622108079.294, lauv-roald, SmartX, 1017.601
1622108079.794, lauv-roald, SmartX, 1017.957
1622108080.294, lauv-roald, SmartX, 1017.933
1622108080.794, lauv-roald, SmartX, 1017.996
1622108081.294, lauv-roald, SmartX, 1018.125
1622108081.794, lauv-roald, SmartX, 1018.141
1622108082.294, lauv-roald, SmartX, 1018.044
1622108082.794, lauv-roald, SmartX, 1017.617
1622108083.294, lauv-roald, SmartX, 1017.402
1622108083.794, lauv-roald, SmartX, 1017.259
1622108084.294, lauv-roald, SmartX, 1017.164
1622108084.794, lauv-roald, SmartX, 1017.301
1622108085.294, lauv-roald, SmartX, 1017.693
1622108085.794, lauv-roald, SmartX, 1017.655
1622108086.294, lauv-roald, SmartX, 1017.462
1622108086.794, lauv-roald, SmartX, 1017.324
1622108087.294, lauv-roald, SmartX, 1017.324
1622108087.794, lauv-roald, SmartX, 1017.436
1622108088.294, lauv-roald, SmartX, 1017.224
1622108088.794, lauv-roald, SmartX, 1016.790
1622108089.294, lauv-roald, SmartX, 1016.373
1622108089.793, lauv-roald, SmartX, 1016.330
1622108090.294, lauv-roald, SmartX, 1016.476
1622108090.794, lauv-roald, SmartX, 1017.203
1622108091.293, lauv-roald, SmartX, 1017.726
1622108091.793, lauv-roald, SmartX, 1017.713
1622108092.293, lauv-roald, SmartX, 1017.777
1622108092.793, lauv-roald, SmartX, 1017.686
1622108093.293, lauv-roald, SmartX, 1016.664
1622108093.794, lauv-roald, SmartX, 1015.953
1622108094.293, lauv-roald, SmartX, 1015.414
1622108094.794, lauv-roald, SmartX, 1015.095
1622108095.293, lauv-roald, SmartX, 1014.816
1622108095.793, lauv-roald, SmartX, 1014.475
1622108096.293, lauv-roald, SmartX, 1014.503
1622108096.793, lauv-roald, SmartX, 1014.381
1622108097.293, lauv-roald, SmartX, 1014.418
1622108097.793, lauv-roald, SmartX, 1014.798
1622108098.293, lauv-roald, SmartX, 1015.241
1622108098.793, lauv-roald, SmartX, 1015.808
1622108099.293, lauv-roald, SmartX, 1016.087
1622108099.793, lauv-roald, SmartX, 1015.060
1622108100.293, lauv-roald, SmartX, 1014.881
1622108100.793, lauv-roald, SmartX, 1014.795
1622108101.293, lauv-roald, SmartX, 1015.466
1622108101.793, lauv-roald, SmartX, 1016.042
1622108102.293, lauv-roald, SmartX, 1015.923
1622108102.793, lauv-roald, SmartX, 1014.697
1622108103.293, lauv-roald, SmartX, 1013.546
1622108103.792, lauv-roald, SmartX, 1012.168
1622108104.292, lauv-roald, SmartX, 1012.392
1622108104.793, lauv-roald, SmartX, 1012.938
1622108105.292, lauv-roald, SmartX, 1014.371
1622108105.793, lauv-roald, SmartX, 1014.121
1622108106.292, lauv-roald, SmartX, 1014.053
1622108106.793, lauv-roald, SmartX, 1014.092
1622108107.293, lauv-roald, SmartX, 1013.540
1622108107.792, lauv-roald, SmartX, 1013.116
1622108108.292, lauv-roald, SmartX, 1013.276
1622108108.792, lauv-roald, SmartX, 1013.601
1622108109.292, lauv-roald, SmartX, 1013.626
1622108109.792, lauv-roald, SmartX, 1013.560
1622108110.292, lauv-roald, SmartX, 1013.790
1622108110.792, lauv-roald, SmartX, 1013.641
1622108111.292, lauv-roald, SmartX, 1013.152
1622108111.792, lauv-roald, SmartX, 1012.513
1622108112.294, lauv-roald, SmartX, 1012.575
1622108112.794, lauv-roald, SmartX, 1012.667
1622108113.294, lauv-roald, SmartX, 1013.095
1622108113.794, lauv-roald, SmartX, 1013.359
1622108114.292, lauv-roald, SmartX, 1012.941
1622108114.792, lauv-roald, SmartX, 1012.808
1622108115.292, lauv-roald, SmartX, 1012.453
1622108115.791, lauv-roald, SmartX, 1012.015
1622108116.291, lauv-roald, SmartX, 1011.783
1622108116.791, lauv-roald, SmartX, 1011.671
1622108117.291, lauv-roald, SmartX, 1010.853
1622108117.791, lauv-roald, SmartX, 1010.850
1622108118.291, lauv-roald, SmartX, 1010.995
1622108118.791, lauv-roald, SmartX, 1011.201
1622108119.291, lauv-roald, SmartX, 1011.424
1622108119.791, lauv-roald, SmartX, 1011.913
1622108120.291, lauv-roald, SmartX, 1012.297
1622108120.791, lauv-roald, SmartX, 1012.509
1622108121.291, lauv-roald, SmartX, 1012.442
1622108121.791, lauv-roald, SmartX, 1012.505
1622108122.291, lauv-roald, SmartX, 1012.406
1622108122.792, lauv-roald, SmartX, 1012.617
1622108123.291, lauv-roald, SmartX, 1012.883
1622108123.791, lauv-roald, SmartX, 1013.022
1622108124.291, lauv-roald, SmartX, 1012.818
1622108124.791, lauv-roald, SmartX, 1012.379
1622108125.291, lauv-roald, SmartX, 1011.843
1622108125.791, lauv-roald, SmartX, 1011.408
1622108126.291, lauv-roald, SmartX, 1011.866
1622108126.791, lauv-roald, SmartX, 1011.749
1622108127.291, lauv-roald, SmartX, 1011.882
1622108127.791, lauv-roald, SmartX, 1012.782
1622108128.291, lauv-roald, SmartX, 1012.943
1622108128.791, lauv-roald, SmartX, 1012.952
1622108129.291, lauv-roald, SmartX, 1013.511
1622108129.791, lauv-roald, SmartX, 1013.887
1622108130.291, lauv-roald, SmartX, 1014.322
1622108130.791, lauv-roald, SmartX, 1013.755
1622108131.291, lauv-roald, SmartX, 1013.879
1622108131.791, lauv-roald, SmartX, 1014.256
1622108132.291, lauv-roald, SmartX, 1014.954
1622108132.791, lauv-roald, SmartX, 1015.066
1622108133.291, lauv-roald, SmartX, 1014.572
1622108133.791, lauv-roald, SmartX, 1014.234
1622108134.291, lauv-roald, SmartX, 1014.419
1622108134.791, lauv-roald, SmartX, 1014.047
1622108135.291, lauv-roald, SmartX, 1013.315
1622108135.791, lauv-roald, SmartX, 1012.757
1622108136.291, lauv-roald, SmartX, 1014.061
1622108136.790, lauv-roald, SmartX, 1014.639
1622108137.290, lauv-roald, SmartX, 1014.760
1622108137.790, lauv-roald, SmartX, 1014.283
1622108138.290, lauv-roald, SmartX, 1014.443
1622108138.791, lauv-roald, SmartX, 1014.640
1622108139.290, lauv-roald, SmartX, 1014.800
1622108139.790, lauv-roald, SmartX, 1015.169
1622108140.290, lauv-roald, SmartX, 1015.555
1622108140.790, lauv-roald, SmartX, 1015.613
1622108141.290, lauv-roald, SmartX, 1015.986
1622108141.790, lauv-roald, SmartX, 1016.275
1622108142.290, lauv-roald, SmartX, 1016.461
1622108142.790, lauv-roald, SmartX, 1016.533
1622108143.290, lauv-roald, SmartX, 1016.792
1622108143.790, lauv-roald, SmartX, 1016.669
1622108144.290, lauv-roald, SmartX, 1016.469
1622108144.791, lauv-roald, SmartX, 1016.647
1622108145.290, lauv-roald, SmartX, 1016.976
1622108145.791, lauv-roald, SmartX, 1017.420
1622108146.290, lauv-roald, SmartX, 1017.482
1622108146.790, lauv-roald, SmartX, 1017.178
1622108147.290, lauv-roald, SmartX, 1016.836
1622108147.790, lauv-roald, SmartX, 1016.863
1622108148.290, lauv-roald, SmartX, 1017.386
1622108148.790, lauv-roald, SmartX, 1017.445
1622108149.290, lauv-roald, SmartX, 1017.471
1622108149.790, lauv-roald, SmartX, 1017.497
1622108150.290, lauv-roald, SmartX, 1017.385
1622108150.789, lauv-roald, SmartX, 1017.343
1622108151.289, lauv-roald, SmartX, 1017.555
1622108151.789, lauv-roald, SmartX, 1017.684
1622108152.289, lauv-roald, SmartX, 1017.864
1622108152.789, lauv-roald, SmartX, 1018.120
1622108153.289, lauv-roald, SmartX, 1018.157
1622108153.789, lauv-roald, SmartX, 1018.238
1622108154.289, lauv-roald, SmartX, 1018.192
1622108154.789, lauv-roald, SmartX, 1018.156
1622108155.289, lauv-roald, SmartX, 1018.233
1622108155.789, lauv-roald, SmartX, 1018.434
1622108156.289, lauv-roald, SmartX, 1018.396
1622108156.789, lauv-roald, SmartX, 1018.211
1622108157.289, lauv-roald, SmartX, 1018.365
1622108157.789, lauv-roald, SmartX, 1018.567
1622108158.289, lauv-roald, SmartX, 1018.672
1622108158.789, lauv-roald, SmartX, 1018.728
1622108159.289, lauv-roald, SmartX, 1018.514
1622108159.789, lauv-roald, SmartX, 1017.637
1622108160.289, lauv-roald, SmartX, 1017.747
1622108160.789, lauv-roald, SmartX, 1018.110
1622108161.289, lauv-roald, SmartX, 1018.272
1622108161.788, lauv-roald, SmartX, 1018.227
1622108162.289, lauv-roald, SmartX, 1017.600
1622108162.789, lauv-roald, SmartX, 1017.224
1622108163.289, lauv-roald, SmartX, 1016.906
1622108163.788, lauv-roald, SmartX, 1017.307
1622108164.288, lauv-roald, SmartX, 1018.034
1622108164.788, lauv-roald, SmartX, 1018.055
1622108165.288, lauv-roald, SmartX, 1017.579
1622108165.788, lauv-roald, SmartX, 1017.672
1622108166.288, lauv-roald, SmartX, 1017.977
1622108166.788, lauv-roald, SmartX, 1018.122
1622108167.288, lauv-roald, SmartX, 1017.945
1622108167.788, lauv-roald, SmartX, 1018.012
1622108168.288, lauv-roald, SmartX, 1018.066
1622108168.788, lauv-roald, SmartX, 1017.970
1622108169.288, lauv-roald, SmartX, 1017.891
1622108169.788, lauv-roald, SmartX, 1017.937
1622108170.288, lauv-roald, SmartX, 1017.863
1622108170.788, lauv-roald, SmartX, 1017.734
1622108171.288, lauv-roald, SmartX, 1017.728
1622108171.788, lauv-roald, SmartX, 1017.883
1622108172.288, lauv-roald, SmartX, 1017.871
1622108172.788, lauv-roald, SmartX, 1018.034
1622108173.288, lauv-roald, SmartX, 1018.233
1622108173.788, lauv-roald, SmartX, 1018.440
1622108174.288, lauv-roald, SmartX, 1018.418
1622108174.788, lauv-roald, SmartX, 1018.323
1622108175.288, lauv-roald, SmartX, 1018.225
1622108175.788, lauv-roald, SmartX, 1018.194
1622108176.288, lauv-roald, SmartX, 1018.063
1622108176.788, lauv-roald, SmartX, 1017.690
1622108177.288, lauv-roald, SmartX, 1017.811
1622108177.787, lauv-roald, SmartX, 1017.739
1622108178.287, lauv-roald, SmartX, 1017.655
1622108178.788, lauv-roald, SmartX, 1017.408
1622108179.287, lauv-roald, SmartX, 1017.696
1622108179.787, lauv-roald, SmartX, 1018.098
1622108180.288, lauv-roald, SmartX, 1018.021
1622108180.787, lauv-roald, SmartX, 1018.523
1622108181.287, lauv-roald, SmartX, 1018.836
1622108181.787, lauv-roald, SmartX, 1018.927
1622108182.287, lauv-roald, SmartX, 1019.060
1622108182.787, lauv-roald, SmartX, 1019.106
1622108183.287, lauv-roald, SmartX, 1019.084
1622108183.787, lauv-roald, SmartX, 1019.176
1622108184.287, lauv-roald, SmartX, 1019.376
1622108184.787, lauv-roald, SmartX, 1019.282
1622108185.287, lauv-roald, SmartX, 1018.563
1622108185.787, lauv-roald, SmartX, 1018.027
1622108186.288, lauv-roald, SmartX, 1018.087
1622108186.787, lauv-roald, SmartX, 1018.707
1622108187.287, lauv-roald, SmartX, 1019.010
1622108187.787, lauv-roald, SmartX, 1019.714
1622108188.287, lauv-roald, SmartX, 1020.072
1622108188.787, lauv-roald, SmartX, 1020.266
1622108189.287, lauv-roald, SmartX, 1020.392
1622108189.787, lauv-roald, SmartX, 1020.450
1622108190.287, lauv-roald, SmartX, 1020.499
1622108190.787, lauv-roald, SmartX, 1020.525
1622108191.287, lauv-roald, SmartX, 1020.547
1622108191.787, lauv-roald, SmartX, 1020.560
1622108192.286, lauv-roald, SmartX, 1020.559
1622108192.786, lauv-roald, SmartX, 1020.382
1622108193.286, lauv-roald, SmartX, 1020.028
1622108193.787, lauv-roald, SmartX, 1019.631
1622108194.286, lauv-roald, SmartX, 1019.704
1622108194.786, lauv-roald, SmartX, 1019.919
1622108195.286, lauv-roald, SmartX, 1020.174
1622108195.786, lauv-roald, SmartX, 1020.264
1622108196.286, lauv-roald, SmartX, 1020.317
1622108196.786, lauv-roald, SmartX, 1020.329
1622108197.286, lauv-roald, SmartX, 1020.312
1622108197.786, lauv-roald, SmartX, 1020.284
1622108198.286, lauv-roald, SmartX, 1020.202
1622108198.786, lauv-roald, SmartX, 1020.193
1622108199.286, lauv-roald, SmartX, 1020.283
1622108199.786, lauv-roald, SmartX, 1020.272
1622108200.286, lauv-roald, SmartX, 1020.156
1622108200.786, lauv-roald, SmartX, 1019.957
1622108201.286, lauv-roald, SmartX, 1019.931
1622108201.786, lauv-roald, SmartX, 1020.044
1622108202.286, lauv-roald, SmartX, 1020.097
1622108202.786, lauv-roald, SmartX, 1020.043
1622108203.286, lauv-roald, SmartX, 1019.984
1622108203.786, lauv-roald, SmartX, 1019.957
1622108204.286, lauv-roald, SmartX, 1020.068
1622108204.786, lauv-roald, SmartX, 1020.136
1622108205.285, lauv-roald, SmartX, 1020.170
1622108205.786, lauv-roald, SmartX, 1020.054
1622108206.285, lauv-roald, SmartX, 1019.763
1622108206.786, lauv-roald, SmartX, 1019.797
1622108207.285, lauv-roald, SmartX, 1019.932
1622108207.785, lauv-roald, SmartX, 1020.087
1622108208.285, lauv-roald, SmartX, 1020.185
1622108208.785, lauv-roald, SmartX, 1020.244
1622108209.285, lauv-roald, SmartX, 1020.262
1622108209.785, lauv-roald, SmartX, 1020.247
1622108210.285, lauv-roald, SmartX, 1020.226
1622108210.785, lauv-roald, SmartX, 1020.195
1622108211.285, lauv-roald, SmartX, 1020.203
1622108211.785, lauv-roald, SmartX, 1020.217
1622108212.285, lauv-roald, SmartX, 1020.243
1622108212.785, lauv-roald, SmartX, 1020.290
1622108213.285, lauv-roald, SmartX, 1020.294
1622108213.785, lauv-roald, SmartX, 1020.282
1622108214.285, lauv-roald, SmartX, 1020.064
1622108214.785, lauv-roald, SmartX, 1019.793
1622108215.285, lauv-roald, SmartX, 1019.713
1622108215.785, lauv-roald, SmartX, 1019.700
1622108216.285, lauv-roald, SmartX, 1019.799
1622108216.785, lauv-roald, SmartX, 1020.047
1622108217.285, lauv-roald, SmartX, 1020.182
1622108217.785, lauv-roald, SmartX, 1020.272
1622108218.285, lauv-roald, SmartX, 1020.361
1622108218.785, lauv-roald, SmartX, 1020.367
1622108219.285, lauv-roald, SmartX, 1020.357
1622108219.786, lauv-roald, SmartX, 1020.325
1622108220.285, lauv-roald, SmartX, 1020.316
1622108220.785, lauv-roald, SmartX, 1020.343
1622108221.284, lauv-roald, SmartX, 1020.369
1622108221.784, lauv-roald, SmartX, 1020.387
1622108222.284, lauv-roald, SmartX, 1020.403
1622108222.784, lauv-roald, SmartX, 1020.402
1622108223.284, lauv-roald, SmartX, 1020.383
1622108223.784, lauv-roald, SmartX, 1020.379
1622108224.284, lauv-roald, SmartX, 1020.386
1622108224.784, lauv-roald, SmartX, 1020.397
1622108225.284, lauv-roald, SmartX, 1020.402
1622108225.784, lauv-roald, SmartX, 1020.410
1622108226.284, lauv-roald, SmartX, 1020.397
1622108226.784, lauv-roald, SmartX, 1020.384
1622108227.285, lauv-roald, SmartX, 1020.375
1622108227.784, lauv-roald, SmartX, 1020.367
1622108228.284, lauv-roald, SmartX, 1020.361
1622108228.784, lauv-roald, SmartX, 1020.362
1622108229.284, lauv-roald, SmartX, 1020.370
1622108229.784, lauv-roald, SmartX, 1020.358
1622108230.284, lauv-roald, SmartX, 1020.376
1622108230.784, lauv-roald, SmartX, 1020.386
1622108231.284, lauv-roald, SmartX, 1020.379
1622108231.784, lauv-roald, SmartX, 1020.380
1622108232.284, lauv-roald, SmartX, 1020.373
1622108232.784, lauv-roald, SmartX, 1020.374
1622108233.284, lauv-roald, SmartX, 1020.365
1622108233.784, lauv-roald, SmartX, 1020.358
1622108234.284, lauv-roald, SmartX, 1020.346
1622108234.783, lauv-roald, SmartX, 1020.334
1622108235.283, lauv-roald, SmartX, 1020.338
1622108235.784, lauv-roald, SmartX, 1020.331
1622108236.283, lauv-roald, SmartX, 1020.329
1622108236.783, lauv-roald, SmartX, 1020.330
1622108237.283, lauv-roald, SmartX, 1020.329
1622108237.783, lauv-roald, SmartX, 1020.324
1622108238.284, lauv-roald, SmartX, 1020.304
1622108238.784, lauv-roald, SmartX, 1020.300
1622108239.283, lauv-roald, SmartX, 1020.289
1622108239.783, lauv-roald, SmartX, 1020.299
1622108240.283, lauv-roald, SmartX, 1020.299
1622108240.783, lauv-roald, SmartX, 1020.294
1622108241.283, lauv-roald, SmartX, 1020.289
1622108241.783, lauv-roald, SmartX, 1020.274
1622108242.283, lauv-roald, SmartX, 1020.268
1622108242.783, lauv-roald, SmartX, 1020.254
1622108243.283, lauv-roald, SmartX, 1020.258
1622108243.783, lauv-roald, SmartX, 1020.265
1622108244.283, lauv-roald, SmartX, 1020.258
1622108244.783, lauv-roald, SmartX, 1020.250
1622108245.283, lauv-roald, SmartX, 1020.240
1622108245.783, lauv-roald, SmartX, 1020.228
1622108246.283, lauv-roald, SmartX, 1020.225
1622108246.783, lauv-roald, SmartX, 1020.233
1622108247.283, lauv-roald, SmartX, 1020.226
1622108247.783, lauv-roald, SmartX, 1020.225
1622108248.283, lauv-roald, SmartX, 1020.208
1622108248.783, lauv-roald, SmartX, 1020.199
1622108249.283, lauv-roald, SmartX, 1020.203
1622108249.783, lauv-roald, SmartX, 1020.192
1622108250.283, lauv-roald, SmartX, 1020.207
1622108250.783, lauv-roald, SmartX, 1020.224
1622108251.283, lauv-roald, SmartX, 1020.209
1622108251.783, lauv-roald, SmartX, 1020.195
1622108252.282, lauv-roald, SmartX, 1020.183
1622108252.782, lauv-roald, SmartX, 1020.185
1622108253.282, lauv-roald, SmartX, 1020.189
1622108253.782, lauv-roald, SmartX, 1020.195
1622108254.282, lauv-roald, SmartX, 1020.209
1622108254.782, lauv-roald, SmartX, 1020.197
1622108255.282, lauv-roald, SmartX, 1020.178
1622108255.782, lauv-roald, SmartX, 1020.185
1622108256.282, lauv-roald, SmartX, 1020.189
1622108256.782, lauv-roald, SmartX, 1020.189
1622108257.282, lauv-roald, SmartX, 1020.171
1622108257.782, lauv-roald, SmartX, 1020.165
1622108258.282, lauv-roald, SmartX, 1020.155
1622108258.782, lauv-roald, SmartX, 1020.149
1622108259.282, lauv-roald, SmartX, 1020.151
1622108259.782, lauv-roald, SmartX, 1020.146
1622108260.282, lauv-roald, SmartX, 1020.133
1622108260.782, lauv-roald, SmartX, 1020.127
1622108261.282, lauv-roald, SmartX, 1020.121
1622108261.782, lauv-roald, SmartX, 1020.123
1622108262.282, lauv-roald, SmartX, 1020.122
1622108262.781, lauv-roald, SmartX, 1020.112
1622108263.282, lauv-roald, SmartX, 1020.097
1622108263.782, lauv-roald, SmartX, 1020.097
1622108264.282, lauv-roald, SmartX, 1020.102
1622108264.782, lauv-roald, SmartX, 1020.102
1622108265.282, lauv-roald, SmartX, 1020.104
1622108265.782, lauv-roald, SmartX, 1020.087
1622108266.281, lauv-roald, SmartX, 1020.066
1622108266.781, lauv-roald, SmartX, 1020.043
1622108267.282, lauv-roald, SmartX, 1020.048
1622108267.781, lauv-roald, SmartX, 1020.051
1622108268.281, lauv-roald, SmartX, 1020.063
1622108268.781, lauv-roald, SmartX, 1020.066
1622108269.281, lauv-roald, SmartX, 1020.082
1622108269.781, lauv-roald, SmartX, 1020.072
1622108270.281, lauv-roald, SmartX, 1020.038
1622108270.781, lauv-roald, SmartX, 1020.030
1622108271.281, lauv-roald, SmartX, 1020.034
1622108271.781, lauv-roald, SmartX, 1020.070
1622108272.281, lauv-roald, SmartX, 1020.072
1622108272.781, lauv-roald, SmartX, 1020.090
1622108273.281, lauv-roald, SmartX, 1020.167
1622108273.781, lauv-roald, SmartX, 1020.114
1622108274.281, lauv-roald, SmartX, 1020.115
1622108274.781, lauv-roald, SmartX, 1020.138
1622108275.281, lauv-roald, SmartX, 1020.192
1622108275.781, lauv-roald, SmartX, 1020.231
1622108276.281, lauv-roald, SmartX, 1020.185
1622108276.781, lauv-roald, SmartX, 1020.149
1622108277.281, lauv-roald, SmartX, 1020.256
1622108277.782, lauv-roald, SmartX, 1020.147
1622108278.281, lauv-roald, SmartX, 1020.188
1622108278.781, lauv-roald, SmartX, 1020.173
1622108279.281, lauv-roald, SmartX, 1020.164
1622108279.780, lauv-roald, SmartX, 1020.182
1622108280.281, lauv-roald, SmartX, 1020.161
1622108280.781, lauv-roald, SmartX, 1020.210
1622108281.280, lauv-roald, SmartX, 1020.263
1622108281.780, lauv-roald, SmartX, 1020.267
1622108282.280, lauv-roald, SmartX, 1020.178
1622108282.780, lauv-roald, SmartX, 1020.196
1622108283.280, lauv-roald, SmartX, 1020.279
1622108283.780, lauv-roald, SmartX, 1020.337
1622108284.280, lauv-roald, SmartX, 1020.305
1622108284.780, lauv-roald, SmartX, 1020.320
1622108285.280, lauv-roald, SmartX, 1020.296
1622108285.780, lauv-roald, SmartX, 1020.274
1622108286.280, lauv-roald, SmartX, 1020.267
1622108286.780, lauv-roald, SmartX, 1020.284
1622108287.280, lauv-roald, SmartX, 1020.289
1622108287.780, lauv-roald, SmartX, 1020.353
1622108288.280, lauv-roald, SmartX, 1020.313
1622108288.780, lauv-roald, SmartX, 1020.208
1622108289.280, lauv-roald, SmartX, 1020.260
1622108289.780, lauv-roald, SmartX, 1020.306
1622108290.280, lauv-roald, SmartX, 1020.274
1622108290.780, lauv-roald, SmartX, 1020.348
1622108291.280, lauv-roald, SmartX, 1020.414
1622108291.780, lauv-roald, SmartX, 1020.436
1622108292.280, lauv-roald, SmartX, 1020.390
1622108292.780, lauv-roald, SmartX, 1020.295
1622108293.280, lauv-roald, SmartX, 1020.264
1622108293.780, lauv-roald, SmartX, 1020.287
1622108294.280, lauv-roald, SmartX, 1020.409
1622108294.780, lauv-roald, SmartX, 1020.455
1622108295.280, lauv-roald, SmartX, 1020.520
1622108295.780, lauv-roald, SmartX, 1020.491
