timestamp, system, entity , value (µm)
1622104187.293, lauv-roald, Oxygen Sensor, 308.891
1622104188.293, lauv-roald, Oxygen Sensor, 311.743
1622104189.293, lauv-roald, Oxygen Sensor, 312.169
1622104190.293, lauv-roald, Oxygen Sensor, 308.955
1622104191.293, lauv-roald, Oxygen Sensor, 310.438
1622104192.293, lauv-roald, Oxygen Sensor, 309.931
1622104193.293, lauv-roald, Oxygen Sensor, 309.668
1622104194.293, lauv-roald, Oxygen Sensor, 310.414
1622104195.293, lauv-roald, Oxygen Sensor, 310.613
1622104196.293, lauv-roald, Oxygen Sensor, 311.935
1622104197.293, lauv-roald, Oxygen Sensor, 311.863
1622104198.293, lauv-roald, Oxygen Sensor, 312.049
1622104199.293, lauv-roald, Oxygen Sensor, 312.147
1622104200.293, lauv-roald, Oxygen Sensor, 312.315
1622104201.293, lauv-roald, Oxygen Sensor, 311.754
1622104202.293, lauv-roald, Oxygen Sensor, 311.636
1622104203.293, lauv-roald, Oxygen Sensor, 311.359
1622104204.293, lauv-roald, Oxygen Sensor, 311.165
1622104205.293, lauv-roald, Oxygen Sensor, 310.626
1622104206.292, lauv-roald, Oxygen Sensor, 311.136
1622104207.292, lauv-roald, Oxygen Sensor, 309.176
1622104208.292, lauv-roald, Oxygen Sensor, 308.160
1622104209.292, lauv-roald, Oxygen Sensor, 307.750
1622104210.292, lauv-roald, Oxygen Sensor, 307.716
1622104211.293, lauv-roald, Oxygen Sensor, 310.071
1622104212.293, lauv-roald, Oxygen Sensor, 308.875
1622104213.292, lauv-roald, Oxygen Sensor, 309.118
1622104214.292, lauv-roald, Oxygen Sensor, 307.935
1622104215.292, lauv-roald, Oxygen Sensor, 310.854
1622104216.292, lauv-roald, Oxygen Sensor, 312.568
1622104217.292, lauv-roald, Oxygen Sensor, 311.494
1622104218.292, lauv-roald, Oxygen Sensor, 309.093
1622104219.292, lauv-roald, Oxygen Sensor, 310.509
1622104220.292, lauv-roald, Oxygen Sensor, 313.121
1622104221.292, lauv-roald, Oxygen Sensor, 314.616
1622104222.292, lauv-roald, Oxygen Sensor, 316.333
1622104223.292, lauv-roald, Oxygen Sensor, 313.029
1622104224.292, lauv-roald, Oxygen Sensor, 308.579
1622104225.292, lauv-roald, Oxygen Sensor, 311.275
1622104226.292, lauv-roald, Oxygen Sensor, 311.456
1622104227.292, lauv-roald, Oxygen Sensor, 311.536
1622104228.292, lauv-roald, Oxygen Sensor, 313.395
1622104229.292, lauv-roald, Oxygen Sensor, 310.943
1622104230.292, lauv-roald, Oxygen Sensor, 312.035
1622104231.292, lauv-roald, Oxygen Sensor, 313.202
1622104232.292, lauv-roald, Oxygen Sensor, 309.688
1622104233.292, lauv-roald, Oxygen Sensor, 309.885
1622104234.292, lauv-roald, Oxygen Sensor, 311.841
1622104235.292, lauv-roald, Oxygen Sensor, 313.267
1622104236.292, lauv-roald, Oxygen Sensor, 310.399
1622104237.292, lauv-roald, Oxygen Sensor, 308.229
1622104238.292, lauv-roald, Oxygen Sensor, 313.343
1622104239.292, lauv-roald, Oxygen Sensor, 312.392
1622104240.292, lauv-roald, Oxygen Sensor, 308.278
1622104241.292, lauv-roald, Oxygen Sensor, 309.667
1622104242.291, lauv-roald, Oxygen Sensor, 310.960
1622104243.291, lauv-roald, Oxygen Sensor, 312.040
1622104244.291, lauv-roald, Oxygen Sensor, 312.270
1622104245.291, lauv-roald, Oxygen Sensor, 313.010
1622104246.291, lauv-roald, Oxygen Sensor, 311.684
1622104247.291, lauv-roald, Oxygen Sensor, 310.580
1622104248.291, lauv-roald, Oxygen Sensor, 310.620
1622104249.291, lauv-roald, Oxygen Sensor, 313.958
1622104250.291, lauv-roald, Oxygen Sensor, 312.448
1622104251.291, lauv-roald, Oxygen Sensor, 309.949
1622104252.291, lauv-roald, Oxygen Sensor, 312.457
1622104253.291, lauv-roald, Oxygen Sensor, 318.003
1622104254.291, lauv-roald, Oxygen Sensor, 313.518
1622104255.292, lauv-roald, Oxygen Sensor, 314.384
1622104256.291, lauv-roald, Oxygen Sensor, 315.123
1622104257.291, lauv-roald, Oxygen Sensor, 308.974
1622104258.291, lauv-roald, Oxygen Sensor, 310.268
1622104259.291, lauv-roald, Oxygen Sensor, 315.529
1622104260.291, lauv-roald, Oxygen Sensor, 311.661
1622104261.291, lauv-roald, Oxygen Sensor, 312.682
1622104262.291, lauv-roald, Oxygen Sensor, 311.610
1622104263.291, lauv-roald, Oxygen Sensor, 310.288
1622104264.291, lauv-roald, Oxygen Sensor, 314.055
1622104265.291, lauv-roald, Oxygen Sensor, 312.276
1622104266.291, lauv-roald, Oxygen Sensor, 308.665
1622104267.291, lauv-roald, Oxygen Sensor, 314.346
1622104268.291, lauv-roald, Oxygen Sensor, 311.345
1622104269.290, lauv-roald, Oxygen Sensor, 312.208
1622104270.290, lauv-roald, Oxygen Sensor, 313.345
1622104271.290, lauv-roald, Oxygen Sensor, 314.451
1622104272.290, lauv-roald, Oxygen Sensor, 313.558
1622104273.290, lauv-roald, Oxygen Sensor, 309.389
1622104274.290, lauv-roald, Oxygen Sensor, 311.477
1622104275.290, lauv-roald, Oxygen Sensor, 315.799
1622104276.291, lauv-roald, Oxygen Sensor, 312.050
1622104277.290, lauv-roald, Oxygen Sensor, 310.570
1622104278.290, lauv-roald, Oxygen Sensor, 311.283
1622104279.290, lauv-roald, Oxygen Sensor, 311.232
1622104280.290, lauv-roald, Oxygen Sensor, 310.639
1622104281.290, lauv-roald, Oxygen Sensor, 309.027
1622104282.290, lauv-roald, Oxygen Sensor, 315.801
1622104283.290, lauv-roald, Oxygen Sensor, 313.709
1622104284.290, lauv-roald, Oxygen Sensor, 309.359
1622104285.290, lauv-roald, Oxygen Sensor, 312.543
1622104286.290, lauv-roald, Oxygen Sensor, 317.655
1622104287.290, lauv-roald, Oxygen Sensor, 312.865
1622104288.290, lauv-roald, Oxygen Sensor, 309.708
1622104289.290, lauv-roald, Oxygen Sensor, 314.015
1622104290.290, lauv-roald, Oxygen Sensor, 312.365
1622104291.290, lauv-roald, Oxygen Sensor, 311.297
1622104292.290, lauv-roald, Oxygen Sensor, 311.860
1622104293.290, lauv-roald, Oxygen Sensor, 312.099
1622104294.290, lauv-roald, Oxygen Sensor, 311.737
1622104295.290, lauv-roald, Oxygen Sensor, 310.415
1622104296.290, lauv-roald, Oxygen Sensor, 312.366
1622104297.290, lauv-roald, Oxygen Sensor, 313.884
1622104298.290, lauv-roald, Oxygen Sensor, 311.701
1622104299.290, lauv-roald, Oxygen Sensor, 312.978
1622104300.291, lauv-roald, Oxygen Sensor, 312.562
1622104301.290, lauv-roald, Oxygen Sensor, 309.537
1622104302.290, lauv-roald, Oxygen Sensor, 312.817
1622104303.289, lauv-roald, Oxygen Sensor, 317.717
1622104304.289, lauv-roald, Oxygen Sensor, 314.022
1622104305.289, lauv-roald, Oxygen Sensor, 308.250
1622104306.289, lauv-roald, Oxygen Sensor, 314.801
1622104307.289, lauv-roald, Oxygen Sensor, 322.905
1622104308.289, lauv-roald, Oxygen Sensor, 313.546
1622104309.289, lauv-roald, Oxygen Sensor, 307.862
1622104310.289, lauv-roald, Oxygen Sensor, 319.771
1622104311.289, lauv-roald, Oxygen Sensor, 317.852
1622104312.289, lauv-roald, Oxygen Sensor, 308.831
1622104313.289, lauv-roald, Oxygen Sensor, 312.241
1622104314.289, lauv-roald, Oxygen Sensor, 322.434
1622104315.289, lauv-roald, Oxygen Sensor, 315.474
1622104316.290, lauv-roald, Oxygen Sensor, 310.284
1622104317.289, lauv-roald, Oxygen Sensor, 314.025
1622104318.289, lauv-roald, Oxygen Sensor, 315.266
1622104319.289, lauv-roald, Oxygen Sensor, 312.571
1622104320.289, lauv-roald, Oxygen Sensor, 310.534
1622104321.289, lauv-roald, Oxygen Sensor, 313.791
1622104322.289, lauv-roald, Oxygen Sensor, 313.273
1622104323.289, lauv-roald, Oxygen Sensor, 313.057
1622104324.290, lauv-roald, Oxygen Sensor, 312.979
1622104325.290, lauv-roald, Oxygen Sensor, 310.205
1622104326.290, lauv-roald, Oxygen Sensor, 313.176
1622104327.289, lauv-roald, Oxygen Sensor, 323.560
1622104328.291, lauv-roald, Oxygen Sensor, 312.966
1622104329.289, lauv-roald, Oxygen Sensor, 307.458
1622104330.288, lauv-roald, Oxygen Sensor, 322.674
1622104331.288, lauv-roald, Oxygen Sensor, 320.456
1622104332.289, lauv-roald, Oxygen Sensor, 313.888
1622104333.288, lauv-roald, Oxygen Sensor, 307.070
1622104334.288, lauv-roald, Oxygen Sensor, 321.309
1622104335.288, lauv-roald, Oxygen Sensor, 316.566
1622104336.288, lauv-roald, Oxygen Sensor, 313.078
1622104337.288, lauv-roald, Oxygen Sensor, 312.727
1622104338.288, lauv-roald, Oxygen Sensor, 318.204
1622104339.288, lauv-roald, Oxygen Sensor, 313.613
1622104340.288, lauv-roald, Oxygen Sensor, 313.882
1622104341.288, lauv-roald, Oxygen Sensor, 312.973
1622104342.288, lauv-roald, Oxygen Sensor, 312.747
1622104343.288, lauv-roald, Oxygen Sensor, 314.100
1622104344.288, lauv-roald, Oxygen Sensor, 314.508
1622104345.288, lauv-roald, Oxygen Sensor, 313.692
1622104346.288, lauv-roald, Oxygen Sensor, 315.544
1622104347.288, lauv-roald, Oxygen Sensor, 314.260
1622104348.288, lauv-roald, Oxygen Sensor, 311.772
1622104349.288, lauv-roald, Oxygen Sensor, 313.743
1622104350.288, lauv-roald, Oxygen Sensor, 318.330
1622104351.288, lauv-roald, Oxygen Sensor, 314.103
1622104352.288, lauv-roald, Oxygen Sensor, 312.934
1622104353.288, lauv-roald, Oxygen Sensor, 314.320
1622104354.288, lauv-roald, Oxygen Sensor, 314.235
1622104355.288, lauv-roald, Oxygen Sensor, 313.574
1622104356.288, lauv-roald, Oxygen Sensor, 313.608
1622104357.288, lauv-roald, Oxygen Sensor, 311.332
1622104358.288, lauv-roald, Oxygen Sensor, 320.185
1622104359.287, lauv-roald, Oxygen Sensor, 316.373
1622104360.288, lauv-roald, Oxygen Sensor, 313.589
1622104361.288, lauv-roald, Oxygen Sensor, 313.693
1622104362.288, lauv-roald, Oxygen Sensor, 313.950
1622104363.287, lauv-roald, Oxygen Sensor, 314.288
1622104364.287, lauv-roald, Oxygen Sensor, 315.464
1622104365.287, lauv-roald, Oxygen Sensor, 310.962
1622104366.287, lauv-roald, Oxygen Sensor, 317.266
1622104367.287, lauv-roald, Oxygen Sensor, 320.672
1622104368.287, lauv-roald, Oxygen Sensor, 318.369
1622104369.287, lauv-roald, Oxygen Sensor, 306.035
1622104370.287, lauv-roald, Oxygen Sensor, 323.071
1622104371.287, lauv-roald, Oxygen Sensor, 327.646
1622104372.287, lauv-roald, Oxygen Sensor, 311.710
1622104373.287, lauv-roald, Oxygen Sensor, 316.418
1622104374.287, lauv-roald, Oxygen Sensor, 328.069
1622104375.287, lauv-roald, Oxygen Sensor, 314.544
1622104376.287, lauv-roald, Oxygen Sensor, 306.792
1622104377.287, lauv-roald, Oxygen Sensor, 325.685
1622104378.287, lauv-roald, Oxygen Sensor, 324.116
1622104379.287, lauv-roald, Oxygen Sensor, 312.659
1622104380.287, lauv-roald, Oxygen Sensor, 315.252
1622104381.287, lauv-roald, Oxygen Sensor, 320.081
1622104382.287, lauv-roald, Oxygen Sensor, 305.818
1622104383.287, lauv-roald, Oxygen Sensor, 321.782
1622104384.287, lauv-roald, Oxygen Sensor, 327.988
1622104385.287, lauv-roald, Oxygen Sensor, 316.373
1622104386.287, lauv-roald, Oxygen Sensor, 310.068
1622104387.286, lauv-roald, Oxygen Sensor, 312.847
1622104388.287, lauv-roald, Oxygen Sensor, 327.278
1622104389.286, lauv-roald, Oxygen Sensor, 324.555
1622104390.286, lauv-roald, Oxygen Sensor, 314.248
1622104391.286, lauv-roald, Oxygen Sensor, 321.170
1622104392.287, lauv-roald, Oxygen Sensor, 313.375
1622104393.286, lauv-roald, Oxygen Sensor, 310.317
1622104394.286, lauv-roald, Oxygen Sensor, 325.909
1622104395.286, lauv-roald, Oxygen Sensor, 316.858
1622104396.286, lauv-roald, Oxygen Sensor, 307.309
1622104397.286, lauv-roald, Oxygen Sensor, 331.706
1622104398.286, lauv-roald, Oxygen Sensor, 322.835
1622104399.286, lauv-roald, Oxygen Sensor, 312.207
1622104400.286, lauv-roald, Oxygen Sensor, 318.043
1622104401.286, lauv-roald, Oxygen Sensor, 318.094
1622104402.286, lauv-roald, Oxygen Sensor, 307.375
1622104403.286, lauv-roald, Oxygen Sensor, 319.216
1622104404.286, lauv-roald, Oxygen Sensor, 322.196
1622104405.286, lauv-roald, Oxygen Sensor, 313.425
1622104406.286, lauv-roald, Oxygen Sensor, 315.014
1622104407.286, lauv-roald, Oxygen Sensor, 330.137
1622104408.286, lauv-roald, Oxygen Sensor, 323.177
1622104409.286, lauv-roald, Oxygen Sensor, 313.455
1622104410.286, lauv-roald, Oxygen Sensor, 303.678
1622104411.286, lauv-roald, Oxygen Sensor, 330.591
1622104412.286, lauv-roald, Oxygen Sensor, 329.646
1622104413.286, lauv-roald, Oxygen Sensor, 303.886
1622104414.286, lauv-roald, Oxygen Sensor, 327.016
1622104415.286, lauv-roald, Oxygen Sensor, 330.667
1622104416.286, lauv-roald, Oxygen Sensor, 318.117
1622104417.285, lauv-roald, Oxygen Sensor, 303.948
1622104418.286, lauv-roald, Oxygen Sensor, 327.294
1622104419.285, lauv-roald, Oxygen Sensor, 324.569
1622104420.285, lauv-roald, Oxygen Sensor, 304.662
1622104421.285, lauv-roald, Oxygen Sensor, 321.223
1622104422.285, lauv-roald, Oxygen Sensor, 321.820
1622104423.285, lauv-roald, Oxygen Sensor, 323.474
1622104424.285, lauv-roald, Oxygen Sensor, 325.050
1622104425.285, lauv-roald, Oxygen Sensor, 325.430
1622104426.285, lauv-roald, Oxygen Sensor, 318.063
1622104427.285, lauv-roald, Oxygen Sensor, 322.210
1622104428.285, lauv-roald, Oxygen Sensor, 331.253
1622104429.285, lauv-roald, Oxygen Sensor, 314.452
1622104430.285, lauv-roald, Oxygen Sensor, 315.744
1622104431.285, lauv-roald, Oxygen Sensor, 323.578
1622104432.285, lauv-roald, Oxygen Sensor, 332.966
1622104433.285, lauv-roald, Oxygen Sensor, 318.078
1622104434.285, lauv-roald, Oxygen Sensor, 308.851
1622104435.285, lauv-roald, Oxygen Sensor, 323.068
1622104436.285, lauv-roald, Oxygen Sensor, 332.477
1622104437.285, lauv-roald, Oxygen Sensor, 319.053
1622104438.285, lauv-roald, Oxygen Sensor, 322.349
1622104439.285, lauv-roald, Oxygen Sensor, 327.194
1622104440.285, lauv-roald, Oxygen Sensor, 309.300
1622104441.285, lauv-roald, Oxygen Sensor, 307.093
1622104442.285, lauv-roald, Oxygen Sensor, 328.145
1622104443.285, lauv-roald, Oxygen Sensor, 325.286
1622104444.284, lauv-roald, Oxygen Sensor, 306.587
1622104445.286, lauv-roald, Oxygen Sensor, 317.314
1622104446.284, lauv-roald, Oxygen Sensor, 327.511
1622104447.284, lauv-roald, Oxygen Sensor, 330.799
1622104448.284, lauv-roald, Oxygen Sensor, 319.081
1622104449.284, lauv-roald, Oxygen Sensor, 324.426
1622104450.284, lauv-roald, Oxygen Sensor, 317.844
1622104451.284, lauv-roald, Oxygen Sensor, 318.782
1622104452.284, lauv-roald, Oxygen Sensor, 325.423
1622104453.284, lauv-roald, Oxygen Sensor, 326.640
1622104454.284, lauv-roald, Oxygen Sensor, 322.029
1622104455.284, lauv-roald, Oxygen Sensor, 324.158
1622104456.284, lauv-roald, Oxygen Sensor, 322.039
1622104457.284, lauv-roald, Oxygen Sensor, 315.049
1622104458.284, lauv-roald, Oxygen Sensor, 319.204
1622104459.284, lauv-roald, Oxygen Sensor, 331.682
1622104460.284, lauv-roald, Oxygen Sensor, 336.893
1622104461.284, lauv-roald, Oxygen Sensor, 316.245
1622104462.284, lauv-roald, Oxygen Sensor, 299.560
1622104463.284, lauv-roald, Oxygen Sensor, 321.579
1622104464.284, lauv-roald, Oxygen Sensor, 342.669
1622104465.284, lauv-roald, Oxygen Sensor, 323.606
1622104466.284, lauv-roald, Oxygen Sensor, 303.008
1622104467.284, lauv-roald, Oxygen Sensor, 323.547
1622104468.284, lauv-roald, Oxygen Sensor, 341.016
1622104469.284, lauv-roald, Oxygen Sensor, 339.148
1622104470.284, lauv-roald, Oxygen Sensor, 319.167
1622104471.284, lauv-roald, Oxygen Sensor, 297.363
1622104472.284, lauv-roald, Oxygen Sensor, 323.108
1622104473.284, lauv-roald, Oxygen Sensor, 350.710
1622104474.284, lauv-roald, Oxygen Sensor, 328.650
1622104475.284, lauv-roald, Oxygen Sensor, 302.015
1622104476.283, lauv-roald, Oxygen Sensor, 322.146
1622104477.284, lauv-roald, Oxygen Sensor, 337.360
1622104478.284, lauv-roald, Oxygen Sensor, 317.481
1622104479.283, lauv-roald, Oxygen Sensor, 312.521
1622104480.283, lauv-roald, Oxygen Sensor, 329.872
1622104481.283, lauv-roald, Oxygen Sensor, 341.295
1622104482.284, lauv-roald, Oxygen Sensor, 326.299
1622104483.283, lauv-roald, Oxygen Sensor, 307.524
1622104484.283, lauv-roald, Oxygen Sensor, 298.350
1622104485.283, lauv-roald, Oxygen Sensor, 331.393
1622104486.283, lauv-roald, Oxygen Sensor, 353.756
1622104487.283, lauv-roald, Oxygen Sensor, 333.080
1622104488.283, lauv-roald, Oxygen Sensor, 297.904
1622104489.283, lauv-roald, Oxygen Sensor, 312.034
1622104490.283, lauv-roald, Oxygen Sensor, 354.345
1622104491.283, lauv-roald, Oxygen Sensor, 337.919
1622104492.283, lauv-roald, Oxygen Sensor, 315.443
1622104493.283, lauv-roald, Oxygen Sensor, 299.372
1622104494.283, lauv-roald, Oxygen Sensor, 317.768
1622104495.283, lauv-roald, Oxygen Sensor, 345.134
1622104496.283, lauv-roald, Oxygen Sensor, 354.745
1622104497.283, lauv-roald, Oxygen Sensor, 332.926
1622104498.283, lauv-roald, Oxygen Sensor, 294.708
1622104499.283, lauv-roald, Oxygen Sensor, 325.314
1622104500.283, lauv-roald, Oxygen Sensor, 352.557
1622104501.283, lauv-roald, Oxygen Sensor, 334.211
1622104502.283, lauv-roald, Oxygen Sensor, 302.893
1622104503.282, lauv-roald, Oxygen Sensor, 308.841
1622104504.283, lauv-roald, Oxygen Sensor, 348.876
1622104505.282, lauv-roald, Oxygen Sensor, 336.540
1622104506.282, lauv-roald, Oxygen Sensor, 301.776
1622104507.283, lauv-roald, Oxygen Sensor, 324.908
1622104508.283, lauv-roald, Oxygen Sensor, 363.034
1622104509.282, lauv-roald, Oxygen Sensor, 350.628
1622104510.282, lauv-roald, Oxygen Sensor, 299.447
1622104511.282, lauv-roald, Oxygen Sensor, 314.551
1622104512.282, lauv-roald, Oxygen Sensor, 348.617
1622104513.282, lauv-roald, Oxygen Sensor, 362.327
1622104514.282, lauv-roald, Oxygen Sensor, 330.130
1622104515.282, lauv-roald, Oxygen Sensor, 294.581
1622104516.282, lauv-roald, Oxygen Sensor, 329.828
1622104517.282, lauv-roald, Oxygen Sensor, 354.855
1622104518.282, lauv-roald, Oxygen Sensor, 331.184
1622104519.282, lauv-roald, Oxygen Sensor, 309.080
1622104520.282, lauv-roald, Oxygen Sensor, 337.502
1622104521.282, lauv-roald, Oxygen Sensor, 363.180
1622104522.282, lauv-roald, Oxygen Sensor, 340.080
1622104523.282, lauv-roald, Oxygen Sensor, 310.455
1622104524.282, lauv-roald, Oxygen Sensor, 322.916
1622104525.282, lauv-roald, Oxygen Sensor, 349.129
1622104526.282, lauv-roald, Oxygen Sensor, 360.285
1622104527.282, lauv-roald, Oxygen Sensor, 318.044
1622104528.282, lauv-roald, Oxygen Sensor, 301.027
1622104529.282, lauv-roald, Oxygen Sensor, 319.685
1622104530.282, lauv-roald, Oxygen Sensor, 339.203
1622104531.282, lauv-roald, Oxygen Sensor, 338.129
1622104532.282, lauv-roald, Oxygen Sensor, 335.135
1622104533.282, lauv-roald, Oxygen Sensor, 341.953
1622104534.282, lauv-roald, Oxygen Sensor, 337.029
1622104535.282, lauv-roald, Oxygen Sensor, 334.598
1622104536.282, lauv-roald, Oxygen Sensor, 338.165
1622104537.282, lauv-roald, Oxygen Sensor, 344.877
1622104538.282, lauv-roald, Oxygen Sensor, 341.580
1622104539.282, lauv-roald, Oxygen Sensor, 336.128
1622104540.282, lauv-roald, Oxygen Sensor, 340.798
1622104541.282, lauv-roald, Oxygen Sensor, 342.461
1622104542.281, lauv-roald, Oxygen Sensor, 336.857
1622104543.281, lauv-roald, Oxygen Sensor, 351.389
1622104544.281, lauv-roald, Oxygen Sensor, 359.795
1622104545.281, lauv-roald, Oxygen Sensor, 343.059
1622104546.281, lauv-roald, Oxygen Sensor, 322.604
1622104547.281, lauv-roald, Oxygen Sensor, 328.101
1622104548.281, lauv-roald, Oxygen Sensor, 350.657
1622104549.281, lauv-roald, Oxygen Sensor, 356.083
1622104550.281, lauv-roald, Oxygen Sensor, 354.255
1622104551.281, lauv-roald, Oxygen Sensor, 332.945
1622104552.281, lauv-roald, Oxygen Sensor, 320.929
1622104553.281, lauv-roald, Oxygen Sensor, 340.891
1622104554.281, lauv-roald, Oxygen Sensor, 354.642
1622104555.281, lauv-roald, Oxygen Sensor, 358.128
1622104556.281, lauv-roald, Oxygen Sensor, 334.665
1622104557.281, lauv-roald, Oxygen Sensor, 332.723
1622104558.281, lauv-roald, Oxygen Sensor, 353.125
1622104559.281, lauv-roald, Oxygen Sensor, 355.640
1622104560.281, lauv-roald, Oxygen Sensor, 341.460
1622104561.281, lauv-roald, Oxygen Sensor, 339.786
1622104562.281, lauv-roald, Oxygen Sensor, 351.243
1622104563.281, lauv-roald, Oxygen Sensor, 355.602
1622104564.281, lauv-roald, Oxygen Sensor, 347.890
1622104565.281, lauv-roald, Oxygen Sensor, 328.866
1622104566.281, lauv-roald, Oxygen Sensor, 335.898
1622104567.281, lauv-roald, Oxygen Sensor, 349.211
1622104568.281, lauv-roald, Oxygen Sensor, 358.917
1622104569.281, lauv-roald, Oxygen Sensor, 351.793
1622104570.280, lauv-roald, Oxygen Sensor, 338.330
1622104571.280, lauv-roald, Oxygen Sensor, 345.772
1622104572.281, lauv-roald, Oxygen Sensor, 350.064
1622104573.281, lauv-roald, Oxygen Sensor, 344.653
1622104574.281, lauv-roald, Oxygen Sensor, 347.439
1622104575.280, lauv-roald, Oxygen Sensor, 344.788
1622104576.280, lauv-roald, Oxygen Sensor, 332.398
1622104577.280, lauv-roald, Oxygen Sensor, 340.206
1622104578.280, lauv-roald, Oxygen Sensor, 348.073
1622104579.280, lauv-roald, Oxygen Sensor, 353.257
1622104580.280, lauv-roald, Oxygen Sensor, 357.561
1622104581.280, lauv-roald, Oxygen Sensor, 351.452
1622104582.280, lauv-roald, Oxygen Sensor, 346.470
1622104583.280, lauv-roald, Oxygen Sensor, 353.508
1622104584.280, lauv-roald, Oxygen Sensor, 342.138
1622104585.280, lauv-roald, Oxygen Sensor, 343.217
1622104586.280, lauv-roald, Oxygen Sensor, 348.570
1622104587.280, lauv-roald, Oxygen Sensor, 353.428
1622104588.280, lauv-roald, Oxygen Sensor, 351.831
1622104589.280, lauv-roald, Oxygen Sensor, 341.165
1622104590.280, lauv-roald, Oxygen Sensor, 345.850
1622104591.280, lauv-roald, Oxygen Sensor, 355.179
1622104592.280, lauv-roald, Oxygen Sensor, 354.681
1622104593.280, lauv-roald, Oxygen Sensor, 346.605
1622104594.280, lauv-roald, Oxygen Sensor, 349.093
1622104595.280, lauv-roald, Oxygen Sensor, 354.621
1622104596.280, lauv-roald, Oxygen Sensor, 359.403
1622104597.280, lauv-roald, Oxygen Sensor, 344.511
1622104598.280, lauv-roald, Oxygen Sensor, 336.634
1622104599.280, lauv-roald, Oxygen Sensor, 349.428
1622104600.280, lauv-roald, Oxygen Sensor, 354.454
1622104601.280, lauv-roald, Oxygen Sensor, 352.233
1622104602.280, lauv-roald, Oxygen Sensor, 350.414
1622104603.279, lauv-roald, Oxygen Sensor, 351.139
1622104604.280, lauv-roald, Oxygen Sensor, 356.719
1622104605.280, lauv-roald, Oxygen Sensor, 345.939
1622104606.279, lauv-roald, Oxygen Sensor, 339.048
1622104607.280, lauv-roald, Oxygen Sensor, 342.288
1622104608.279, lauv-roald, Oxygen Sensor, 344.306
1622104609.280, lauv-roald, Oxygen Sensor, 352.785
1622104610.279, lauv-roald, Oxygen Sensor, 339.632
1622104611.279, lauv-roald, Oxygen Sensor, 336.618
1622104612.279, lauv-roald, Oxygen Sensor, 335.309
1622104613.279, lauv-roald, Oxygen Sensor, 339.535
1622104614.279, lauv-roald, Oxygen Sensor, 348.886
1622104615.279, lauv-roald, Oxygen Sensor, 342.897
1622104616.279, lauv-roald, Oxygen Sensor, 336.606
1622104617.279, lauv-roald, Oxygen Sensor, 339.870
1622104618.279, lauv-roald, Oxygen Sensor, 336.403
1622104619.279, lauv-roald, Oxygen Sensor, 338.720
1622104620.279, lauv-roald, Oxygen Sensor, 336.676
1622104621.279, lauv-roald, Oxygen Sensor, 341.082
1622104622.279, lauv-roald, Oxygen Sensor, 338.977
1622104623.279, lauv-roald, Oxygen Sensor, 334.536
1622104624.279, lauv-roald, Oxygen Sensor, 336.577
1622104625.279, lauv-roald, Oxygen Sensor, 339.582
1622104626.279, lauv-roald, Oxygen Sensor, 340.084
1622104627.279, lauv-roald, Oxygen Sensor, 338.636
1622104628.279, lauv-roald, Oxygen Sensor, 338.655
1622104629.279, lauv-roald, Oxygen Sensor, 329.830
1622104630.279, lauv-roald, Oxygen Sensor, 334.701
1622104631.279, lauv-roald, Oxygen Sensor, 338.874
1622104632.279, lauv-roald, Oxygen Sensor, 343.938
1622104633.279, lauv-roald, Oxygen Sensor, 334.787
1622104634.279, lauv-roald, Oxygen Sensor, 332.382
1622104635.279, lauv-roald, Oxygen Sensor, 334.543
1622104636.279, lauv-roald, Oxygen Sensor, 332.938
1622104637.279, lauv-roald, Oxygen Sensor, 334.011
1622104638.279, lauv-roald, Oxygen Sensor, 335.890
1622104639.279, lauv-roald, Oxygen Sensor, 341.163
1622104640.279, lauv-roald, Oxygen Sensor, 336.193
1622104641.278, lauv-roald, Oxygen Sensor, 330.076
1622104642.278, lauv-roald, Oxygen Sensor, 329.789
1622104643.278, lauv-roald, Oxygen Sensor, 332.376
1622104644.278, lauv-roald, Oxygen Sensor, 332.740
1622104645.278, lauv-roald, Oxygen Sensor, 334.279
1622104646.280, lauv-roald, Oxygen Sensor, 331.575
1622104647.278, lauv-roald, Oxygen Sensor, 335.607
1622104648.278, lauv-roald, Oxygen Sensor, 330.731
1622104649.278, lauv-roald, Oxygen Sensor, 331.071
1622104650.278, lauv-roald, Oxygen Sensor, 331.842
1622104651.278, lauv-roald, Oxygen Sensor, 334.297
1622104652.278, lauv-roald, Oxygen Sensor, 330.371
1622104653.278, lauv-roald, Oxygen Sensor, 331.177
1622104654.278, lauv-roald, Oxygen Sensor, 328.058
1622104655.278, lauv-roald, Oxygen Sensor, 328.312
1622104656.278, lauv-roald, Oxygen Sensor, 330.981
1622104657.278, lauv-roald, Oxygen Sensor, 324.127
1622104658.278, lauv-roald, Oxygen Sensor, 330.332
1622104659.278, lauv-roald, Oxygen Sensor, 325.134
1622104660.278, lauv-roald, Oxygen Sensor, 328.359
1622104661.278, lauv-roald, Oxygen Sensor, 327.231
1622104662.278, lauv-roald, Oxygen Sensor, 320.553
1622104663.278, lauv-roald, Oxygen Sensor, 320.954
1622104664.278, lauv-roald, Oxygen Sensor, 328.665
1622104665.278, lauv-roald, Oxygen Sensor, 323.375
1622104666.278, lauv-roald, Oxygen Sensor, 328.495
1622104667.278, lauv-roald, Oxygen Sensor, 330.058
1622104668.277, lauv-roald, Oxygen Sensor, 330.698
