timestamp, system, entity , value (µm)
1622108829.145, lauv-roald, Oxygen Sensor, 308.029
1622108830.145, lauv-roald, Oxygen Sensor, 307.942
1622108831.145, lauv-roald, Oxygen Sensor, 308.012
1622108832.144, lauv-roald, Oxygen Sensor, 308.458
1622108833.145, lauv-roald, Oxygen Sensor, 307.635
1622108834.145, lauv-roald, Oxygen Sensor, 308.057
1622108835.144, lauv-roald, Oxygen Sensor, 308.555
1622108836.144, lauv-roald, Oxygen Sensor, 308.515
1622108837.144, lauv-roald, Oxygen Sensor, 308.370
1622108838.144, lauv-roald, Oxygen Sensor, 308.108
1622108839.145, lauv-roald, Oxygen Sensor, 308.186
1622108840.144, lauv-roald, Oxygen Sensor, 308.604
1622108841.144, lauv-roald, Oxygen Sensor, 308.354
1622108842.144, lauv-roald, Oxygen Sensor, 308.159
1622108843.144, lauv-roald, Oxygen Sensor, 309.439
1622108844.144, lauv-roald, Oxygen Sensor, 308.281
1622108845.144, lauv-roald, Oxygen Sensor, 308.506
1622108846.144, lauv-roald, Oxygen Sensor, 308.443
1622108847.144, lauv-roald, Oxygen Sensor, 308.525
1622108848.144, lauv-roald, Oxygen Sensor, 308.563
1622108849.144, lauv-roald, Oxygen Sensor, 309.020
1622108850.144, lauv-roald, Oxygen Sensor, 308.695
1622108851.144, lauv-roald, Oxygen Sensor, 308.222
1622108852.144, lauv-roald, Oxygen Sensor, 308.525
1622108853.144, lauv-roald, Oxygen Sensor, 309.337
1622108854.144, lauv-roald, Oxygen Sensor, 308.832
1622108855.144, lauv-roald, Oxygen Sensor, 308.485
1622108856.144, lauv-roald, Oxygen Sensor, 308.747
1622108857.144, lauv-roald, Oxygen Sensor, 308.686
1622108858.144, lauv-roald, Oxygen Sensor, 308.940
1622108859.144, lauv-roald, Oxygen Sensor, 308.951
1622108860.144, lauv-roald, Oxygen Sensor, 308.935
1622108861.144, lauv-roald, Oxygen Sensor, 309.023
1622108862.144, lauv-roald, Oxygen Sensor, 308.787
1622108863.143, lauv-roald, Oxygen Sensor, 308.633
1622108864.143, lauv-roald, Oxygen Sensor, 309.196
1622108865.143, lauv-roald, Oxygen Sensor, 308.774
1622108866.143, lauv-roald, Oxygen Sensor, 309.148
1622108867.143, lauv-roald, Oxygen Sensor, 309.313
1622108868.143, lauv-roald, Oxygen Sensor, 309.051
1622108869.143, lauv-roald, Oxygen Sensor, 309.169
1622108870.143, lauv-roald, Oxygen Sensor, 309.237
1622108871.143, lauv-roald, Oxygen Sensor, 309.100
1622108872.143, lauv-roald, Oxygen Sensor, 309.054
1622108873.143, lauv-roald, Oxygen Sensor, 309.180
1622108874.143, lauv-roald, Oxygen Sensor, 309.089
1622108875.143, lauv-roald, Oxygen Sensor, 309.194
1622108876.143, lauv-roald, Oxygen Sensor, 309.153
1622108877.143, lauv-roald, Oxygen Sensor, 308.918
1622108878.143, lauv-roald, Oxygen Sensor, 308.939
1622108879.143, lauv-roald, Oxygen Sensor, 309.110
1622108880.143, lauv-roald, Oxygen Sensor, 309.163
1622108881.143, lauv-roald, Oxygen Sensor, 309.311
1622108882.143, lauv-roald, Oxygen Sensor, 308.904
1622108883.143, lauv-roald, Oxygen Sensor, 308.934
1622108884.143, lauv-roald, Oxygen Sensor, 309.135
1622108885.143, lauv-roald, Oxygen Sensor, 309.153
1622108886.143, lauv-roald, Oxygen Sensor, 309.271
1622108887.143, lauv-roald, Oxygen Sensor, 309.231
1622108888.143, lauv-roald, Oxygen Sensor, 309.268
1622108889.143, lauv-roald, Oxygen Sensor, 309.212
1622108890.143, lauv-roald, Oxygen Sensor, 309.282
1622108891.142, lauv-roald, Oxygen Sensor, 309.509
1622108892.142, lauv-roald, Oxygen Sensor, 309.516
1622108893.142, lauv-roald, Oxygen Sensor, 309.487
1622108894.143, lauv-roald, Oxygen Sensor, 309.253
1622108895.142, lauv-roald, Oxygen Sensor, 309.825
1622108896.142, lauv-roald, Oxygen Sensor, 309.842
1622108897.142, lauv-roald, Oxygen Sensor, 309.436
1622108898.142, lauv-roald, Oxygen Sensor, 309.588
1622108899.142, lauv-roald, Oxygen Sensor, 309.286
1622108900.142, lauv-roald, Oxygen Sensor, 309.488
1622108901.142, lauv-roald, Oxygen Sensor, 309.414
1622108902.142, lauv-roald, Oxygen Sensor, 309.701
1622108903.142, lauv-roald, Oxygen Sensor, 309.474
1622108904.142, lauv-roald, Oxygen Sensor, 309.364
1622108905.142, lauv-roald, Oxygen Sensor, 309.306
1622108906.142, lauv-roald, Oxygen Sensor, 309.582
1622108907.142, lauv-roald, Oxygen Sensor, 310.379
1622108908.142, lauv-roald, Oxygen Sensor, 309.396
1622108909.142, lauv-roald, Oxygen Sensor, 309.260
1622108910.142, lauv-roald, Oxygen Sensor, 310.035
1622108911.142, lauv-roald, Oxygen Sensor, 309.942
1622108912.142, lauv-roald, Oxygen Sensor, 309.555
1622108913.142, lauv-roald, Oxygen Sensor, 309.906
1622108914.142, lauv-roald, Oxygen Sensor, 310.379
1622108915.142, lauv-roald, Oxygen Sensor, 310.868
1622108916.142, lauv-roald, Oxygen Sensor, 308.680
1622108917.142, lauv-roald, Oxygen Sensor, 309.385
1622108918.142, lauv-roald, Oxygen Sensor, 310.039
1622108919.142, lauv-roald, Oxygen Sensor, 309.521
1622108920.142, lauv-roald, Oxygen Sensor, 310.243
1622108921.142, lauv-roald, Oxygen Sensor, 310.016
1622108922.142, lauv-roald, Oxygen Sensor, 310.311
1622108923.142, lauv-roald, Oxygen Sensor, 310.447
1622108924.142, lauv-roald, Oxygen Sensor, 311.198
1622108925.142, lauv-roald, Oxygen Sensor, 309.747
1622108926.141, lauv-roald, Oxygen Sensor, 309.896
1622108927.141, lauv-roald, Oxygen Sensor, 309.718
1622108928.141, lauv-roald, Oxygen Sensor, 309.741
1622108929.141, lauv-roald, Oxygen Sensor, 309.385
1622108930.141, lauv-roald, Oxygen Sensor, 310.282
1622108931.141, lauv-roald, Oxygen Sensor, 309.479
1622108932.141, lauv-roald, Oxygen Sensor, 310.811
1622108933.141, lauv-roald, Oxygen Sensor, 309.141
1622108934.141, lauv-roald, Oxygen Sensor, 309.049
1622108935.141, lauv-roald, Oxygen Sensor, 309.707
1622108936.141, lauv-roald, Oxygen Sensor, 310.186
1622108937.141, lauv-roald, Oxygen Sensor, 311.300
1622108938.141, lauv-roald, Oxygen Sensor, 311.009
1622108939.141, lauv-roald, Oxygen Sensor, 309.368
1622108940.141, lauv-roald, Oxygen Sensor, 309.869
1622108941.141, lauv-roald, Oxygen Sensor, 310.208
1622108942.141, lauv-roald, Oxygen Sensor, 310.481
1622108943.141, lauv-roald, Oxygen Sensor, 309.831
1622108944.141, lauv-roald, Oxygen Sensor, 309.372
1622108945.141, lauv-roald, Oxygen Sensor, 309.926
1622108946.141, lauv-roald, Oxygen Sensor, 309.654
1622108947.141, lauv-roald, Oxygen Sensor, 310.203
1622108948.141, lauv-roald, Oxygen Sensor, 309.457
1622108949.141, lauv-roald, Oxygen Sensor, 309.480
1622108950.141, lauv-roald, Oxygen Sensor, 309.926
1622108951.141, lauv-roald, Oxygen Sensor, 310.003
1622108952.141, lauv-roald, Oxygen Sensor, 309.501
1622108953.141, lauv-roald, Oxygen Sensor, 310.017
1622108954.141, lauv-roald, Oxygen Sensor, 309.711
1622108955.141, lauv-roald, Oxygen Sensor, 310.225
1622108956.140, lauv-roald, Oxygen Sensor, 309.695
1622108957.140, lauv-roald, Oxygen Sensor, 309.951
1622108958.141, lauv-roald, Oxygen Sensor, 310.001
1622108959.140, lauv-roald, Oxygen Sensor, 309.554
1622108960.141, lauv-roald, Oxygen Sensor, 310.008
1622108961.140, lauv-roald, Oxygen Sensor, 309.848
1622108962.140, lauv-roald, Oxygen Sensor, 309.715
1622108963.140, lauv-roald, Oxygen Sensor, 309.401
1622108964.140, lauv-roald, Oxygen Sensor, 309.499
1622108965.140, lauv-roald, Oxygen Sensor, 309.195
1622108966.140, lauv-roald, Oxygen Sensor, 309.542
1622108967.140, lauv-roald, Oxygen Sensor, 309.812
1622108968.140, lauv-roald, Oxygen Sensor, 309.664
1622108969.140, lauv-roald, Oxygen Sensor, 309.640
1622108970.140, lauv-roald, Oxygen Sensor, 309.939
1622108971.140, lauv-roald, Oxygen Sensor, 310.487
1622108972.140, lauv-roald, Oxygen Sensor, 309.998
1622108973.140, lauv-roald, Oxygen Sensor, 309.769
1622108974.140, lauv-roald, Oxygen Sensor, 309.771
1622108975.140, lauv-roald, Oxygen Sensor, 310.372
1622108976.140, lauv-roald, Oxygen Sensor, 310.308
1622108977.140, lauv-roald, Oxygen Sensor, 310.260
1622108978.140, lauv-roald, Oxygen Sensor, 309.688
1622108979.140, lauv-roald, Oxygen Sensor, 310.313
1622108980.140, lauv-roald, Oxygen Sensor, 310.345
1622108981.140, lauv-roald, Oxygen Sensor, 310.132
1622108982.140, lauv-roald, Oxygen Sensor, 310.081
1622108983.140, lauv-roald, Oxygen Sensor, 310.109
1622108984.140, lauv-roald, Oxygen Sensor, 310.195
1622108985.140, lauv-roald, Oxygen Sensor, 310.301
1622108986.140, lauv-roald, Oxygen Sensor, 310.233
1622108987.140, lauv-roald, Oxygen Sensor, 310.559
1622108988.140, lauv-roald, Oxygen Sensor, 310.487
1622108989.140, lauv-roald, Oxygen Sensor, 310.529
1622108990.140, lauv-roald, Oxygen Sensor, 310.662
1622108991.140, lauv-roald, Oxygen Sensor, 310.801
1622108992.139, lauv-roald, Oxygen Sensor, 311.057
1622108993.140, lauv-roald, Oxygen Sensor, 310.886
1622108994.139, lauv-roald, Oxygen Sensor, 310.593
1622108995.140, lauv-roald, Oxygen Sensor, 310.809
1622108996.139, lauv-roald, Oxygen Sensor, 310.950
1622108997.141, lauv-roald, Oxygen Sensor, 311.118
1622108998.140, lauv-roald, Oxygen Sensor, 310.237
1622108999.140, lauv-roald, Oxygen Sensor, 309.716
1622109000.140, lauv-roald, Oxygen Sensor, 310.508
1622109001.140, lauv-roald, Oxygen Sensor, 310.297
1622109002.140, lauv-roald, Oxygen Sensor, 309.334
1622109003.140, lauv-roald, Oxygen Sensor, 309.980
1622109004.140, lauv-roald, Oxygen Sensor, 309.399
1622109005.139, lauv-roald, Oxygen Sensor, 309.861
1622109006.139, lauv-roald, Oxygen Sensor, 309.767
1622109007.139, lauv-roald, Oxygen Sensor, 309.581
1622109008.139, lauv-roald, Oxygen Sensor, 309.562
1622109009.139, lauv-roald, Oxygen Sensor, 309.510
1622109010.139, lauv-roald, Oxygen Sensor, 309.364
1622109011.139, lauv-roald, Oxygen Sensor, 310.016
1622109012.139, lauv-roald, Oxygen Sensor, 310.049
1622109013.139, lauv-roald, Oxygen Sensor, 308.920
1622109014.139, lauv-roald, Oxygen Sensor, 309.470
1622109015.139, lauv-roald, Oxygen Sensor, 311.386
1622109016.138, lauv-roald, Oxygen Sensor, 310.024
1622109017.139, lauv-roald, Oxygen Sensor, 310.916
1622109018.139, lauv-roald, Oxygen Sensor, 310.916
1622109019.138, lauv-roald, Oxygen Sensor, 309.642
1622109020.138, lauv-roald, Oxygen Sensor, 310.203
1622109021.138, lauv-roald, Oxygen Sensor, 311.143
1622109022.138, lauv-roald, Oxygen Sensor, 311.447
1622109023.138, lauv-roald, Oxygen Sensor, 310.370
1622109024.138, lauv-roald, Oxygen Sensor, 310.470
1622109025.138, lauv-roald, Oxygen Sensor, 311.015
1622109026.138, lauv-roald, Oxygen Sensor, 310.868
1622109027.138, lauv-roald, Oxygen Sensor, 311.385
1622109028.138, lauv-roald, Oxygen Sensor, 311.486
1622109029.138, lauv-roald, Oxygen Sensor, 311.823
1622109030.138, lauv-roald, Oxygen Sensor, 311.971
1622109031.138, lauv-roald, Oxygen Sensor, 311.340
1622109032.138, lauv-roald, Oxygen Sensor, 310.292
1622109033.138, lauv-roald, Oxygen Sensor, 310.626
1622109034.138, lauv-roald, Oxygen Sensor, 310.494
1622109035.138, lauv-roald, Oxygen Sensor, 310.221
1622109036.138, lauv-roald, Oxygen Sensor, 310.768
1622109037.138, lauv-roald, Oxygen Sensor, 311.066
1622109038.138, lauv-roald, Oxygen Sensor, 309.456
1622109039.138, lauv-roald, Oxygen Sensor, 309.508
1622109040.138, lauv-roald, Oxygen Sensor, 309.810
1622109041.138, lauv-roald, Oxygen Sensor, 309.834
1622109042.138, lauv-roald, Oxygen Sensor, 309.884
1622109043.138, lauv-roald, Oxygen Sensor, 309.781
1622109044.138, lauv-roald, Oxygen Sensor, 310.400
1622109045.137, lauv-roald, Oxygen Sensor, 309.888
1622109046.138, lauv-roald, Oxygen Sensor, 309.582
1622109047.138, lauv-roald, Oxygen Sensor, 309.738
1622109048.137, lauv-roald, Oxygen Sensor, 310.070
1622109049.137, lauv-roald, Oxygen Sensor, 309.604
1622109050.137, lauv-roald, Oxygen Sensor, 309.612
1622109051.137, lauv-roald, Oxygen Sensor, 309.775
1622109052.137, lauv-roald, Oxygen Sensor, 309.603
1622109053.137, lauv-roald, Oxygen Sensor, 310.072
1622109054.137, lauv-roald, Oxygen Sensor, 309.569
1622109055.137, lauv-roald, Oxygen Sensor, 309.611
1622109056.137, lauv-roald, Oxygen Sensor, 310.151
1622109057.137, lauv-roald, Oxygen Sensor, 309.934
1622109058.137, lauv-roald, Oxygen Sensor, 310.331
1622109059.137, lauv-roald, Oxygen Sensor, 310.579
1622109060.137, lauv-roald, Oxygen Sensor, 310.102
1622109061.137, lauv-roald, Oxygen Sensor, 310.107
1622109062.137, lauv-roald, Oxygen Sensor, 309.878
1622109063.137, lauv-roald, Oxygen Sensor, 310.812
1622109064.137, lauv-roald, Oxygen Sensor, 310.982
1622109065.137, lauv-roald, Oxygen Sensor, 309.901
1622109066.137, lauv-roald, Oxygen Sensor, 310.400
1622109067.137, lauv-roald, Oxygen Sensor, 310.397
1622109068.137, lauv-roald, Oxygen Sensor, 310.204
1622109069.137, lauv-roald, Oxygen Sensor, 309.635
1622109070.137, lauv-roald, Oxygen Sensor, 309.707
1622109071.137, lauv-roald, Oxygen Sensor, 309.895
1622109072.137, lauv-roald, Oxygen Sensor, 310.648
1622109073.137, lauv-roald, Oxygen Sensor, 311.226
1622109074.137, lauv-roald, Oxygen Sensor, 311.491
1622109075.137, lauv-roald, Oxygen Sensor, 310.700
1622109076.137, lauv-roald, Oxygen Sensor, 311.018
1622109077.136, lauv-roald, Oxygen Sensor, 311.468
1622109078.137, lauv-roald, Oxygen Sensor, 310.620
1622109079.137, lauv-roald, Oxygen Sensor, 310.256
1622109080.136, lauv-roald, Oxygen Sensor, 310.474
1622109081.136, lauv-roald, Oxygen Sensor, 310.026
1622109082.136, lauv-roald, Oxygen Sensor, 310.552
1622109083.136, lauv-roald, Oxygen Sensor, 311.025
1622109084.136, lauv-roald, Oxygen Sensor, 310.076
1622109085.136, lauv-roald, Oxygen Sensor, 309.370
1622109086.136, lauv-roald, Oxygen Sensor, 310.516
1622109087.136, lauv-roald, Oxygen Sensor, 310.292
1622109088.136, lauv-roald, Oxygen Sensor, 309.998
1622109089.136, lauv-roald, Oxygen Sensor, 309.819
1622109090.136, lauv-roald, Oxygen Sensor, 309.814
1622109091.136, lauv-roald, Oxygen Sensor, 310.360
1622109092.136, lauv-roald, Oxygen Sensor, 311.382
1622109093.136, lauv-roald, Oxygen Sensor, 311.802
1622109094.136, lauv-roald, Oxygen Sensor, 309.868
1622109095.136, lauv-roald, Oxygen Sensor, 309.837
1622109096.136, lauv-roald, Oxygen Sensor, 309.947
1622109097.136, lauv-roald, Oxygen Sensor, 310.306
1622109098.136, lauv-roald, Oxygen Sensor, 310.697
1622109099.136, lauv-roald, Oxygen Sensor, 310.249
1622109100.136, lauv-roald, Oxygen Sensor, 310.105
1622109101.136, lauv-roald, Oxygen Sensor, 309.734
1622109102.136, lauv-roald, Oxygen Sensor, 309.578
1622109103.136, lauv-roald, Oxygen Sensor, 309.870
1622109104.136, lauv-roald, Oxygen Sensor, 310.525
1622109105.136, lauv-roald, Oxygen Sensor, 310.095
1622109106.136, lauv-roald, Oxygen Sensor, 310.257
1622109107.136, lauv-roald, Oxygen Sensor, 311.039
1622109108.136, lauv-roald, Oxygen Sensor, 310.612
1622109109.135, lauv-roald, Oxygen Sensor, 310.136
1622109110.135, lauv-roald, Oxygen Sensor, 309.950
1622109111.135, lauv-roald, Oxygen Sensor, 310.207
1622109112.135, lauv-roald, Oxygen Sensor, 310.356
1622109113.135, lauv-roald, Oxygen Sensor, 310.343
1622109114.135, lauv-roald, Oxygen Sensor, 310.725
1622109115.135, lauv-roald, Oxygen Sensor, 309.582
1622109116.135, lauv-roald, Oxygen Sensor, 310.376
1622109117.135, lauv-roald, Oxygen Sensor, 310.049
1622109118.135, lauv-roald, Oxygen Sensor, 310.326
1622109119.135, lauv-roald, Oxygen Sensor, 309.544
1622109120.135, lauv-roald, Oxygen Sensor, 309.946
1622109121.135, lauv-roald, Oxygen Sensor, 310.209
1622109122.135, lauv-roald, Oxygen Sensor, 310.605
1622109123.135, lauv-roald, Oxygen Sensor, 310.147
1622109124.135, lauv-roald, Oxygen Sensor, 309.734
1622109125.135, lauv-roald, Oxygen Sensor, 309.971
1622109126.135, lauv-roald, Oxygen Sensor, 311.196
1622109127.135, lauv-roald, Oxygen Sensor, 309.735
1622109128.135, lauv-roald, Oxygen Sensor, 308.736
1622109129.135, lauv-roald, Oxygen Sensor, 310.451
1622109130.135, lauv-roald, Oxygen Sensor, 309.441
1622109131.135, lauv-roald, Oxygen Sensor, 310.533
1622109132.135, lauv-roald, Oxygen Sensor, 308.671
1622109133.135, lauv-roald, Oxygen Sensor, 307.888
1622109134.135, lauv-roald, Oxygen Sensor, 311.213
1622109135.135, lauv-roald, Oxygen Sensor, 310.338
1622109136.135, lauv-roald, Oxygen Sensor, 309.232
1622109137.135, lauv-roald, Oxygen Sensor, 308.877
1622109138.135, lauv-roald, Oxygen Sensor, 310.045
1622109139.135, lauv-roald, Oxygen Sensor, 307.864
1622109140.134, lauv-roald, Oxygen Sensor, 309.849
1622109141.134, lauv-roald, Oxygen Sensor, 309.104
1622109142.134, lauv-roald, Oxygen Sensor, 309.088
1622109143.134, lauv-roald, Oxygen Sensor, 308.407
1622109144.134, lauv-roald, Oxygen Sensor, 310.179
1622109145.134, lauv-roald, Oxygen Sensor, 309.311
1622109146.134, lauv-roald, Oxygen Sensor, 308.411
1622109147.134, lauv-roald, Oxygen Sensor, 309.488
1622109148.134, lauv-roald, Oxygen Sensor, 309.069
1622109149.134, lauv-roald, Oxygen Sensor, 308.773
1622109150.134, lauv-roald, Oxygen Sensor, 309.961
1622109151.134, lauv-roald, Oxygen Sensor, 309.404
1622109152.134, lauv-roald, Oxygen Sensor, 308.895
1622109153.134, lauv-roald, Oxygen Sensor, 308.905
1622109154.134, lauv-roald, Oxygen Sensor, 308.762
1622109155.134, lauv-roald, Oxygen Sensor, 308.783
1622109156.134, lauv-roald, Oxygen Sensor, 308.199
1622109157.134, lauv-roald, Oxygen Sensor, 310.630
1622109158.134, lauv-roald, Oxygen Sensor, 309.187
1622109159.134, lauv-roald, Oxygen Sensor, 308.646
1622109160.134, lauv-roald, Oxygen Sensor, 308.272
1622109161.134, lauv-roald, Oxygen Sensor, 310.036
1622109162.134, lauv-roald, Oxygen Sensor, 309.696
1622109163.134, lauv-roald, Oxygen Sensor, 309.392
1622109164.134, lauv-roald, Oxygen Sensor, 308.821
1622109165.135, lauv-roald, Oxygen Sensor, 309.897
1622109166.134, lauv-roald, Oxygen Sensor, 308.917
1622109167.134, lauv-roald, Oxygen Sensor, 308.801
1622109168.134, lauv-roald, Oxygen Sensor, 308.543
1622109169.134, lauv-roald, Oxygen Sensor, 309.192
1622109170.133, lauv-roald, Oxygen Sensor, 308.702
1622109171.134, lauv-roald, Oxygen Sensor, 309.720
1622109172.133, lauv-roald, Oxygen Sensor, 309.117
1622109173.133, lauv-roald, Oxygen Sensor, 308.781
1622109174.133, lauv-roald, Oxygen Sensor, 308.265
1622109175.133, lauv-roald, Oxygen Sensor, 309.369
1622109176.133, lauv-roald, Oxygen Sensor, 307.304
1622109177.133, lauv-roald, Oxygen Sensor, 310.041
1622109178.133, lauv-roald, Oxygen Sensor, 309.711
1622109179.133, lauv-roald, Oxygen Sensor, 309.303
1622109180.133, lauv-roald, Oxygen Sensor, 308.811
1622109181.133, lauv-roald, Oxygen Sensor, 308.823
1622109182.133, lauv-roald, Oxygen Sensor, 309.211
1622109183.133, lauv-roald, Oxygen Sensor, 308.807
1622109184.133, lauv-roald, Oxygen Sensor, 308.674
1622109185.133, lauv-roald, Oxygen Sensor, 308.782
1622109186.133, lauv-roald, Oxygen Sensor, 309.470
1622109187.133, lauv-roald, Oxygen Sensor, 309.162
1622109188.133, lauv-roald, Oxygen Sensor, 308.914
1622109189.133, lauv-roald, Oxygen Sensor, 307.025
1622109190.133, lauv-roald, Oxygen Sensor, 309.014
1622109191.133, lauv-roald, Oxygen Sensor, 309.591
1622109192.133, lauv-roald, Oxygen Sensor, 308.400
1622109193.133, lauv-roald, Oxygen Sensor, 308.993
1622109194.133, lauv-roald, Oxygen Sensor, 308.840
1622109195.133, lauv-roald, Oxygen Sensor, 308.683
1622109196.133, lauv-roald, Oxygen Sensor, 308.588
1622109197.133, lauv-roald, Oxygen Sensor, 308.689
1622109198.133, lauv-roald, Oxygen Sensor, 308.015
1622109199.133, lauv-roald, Oxygen Sensor, 308.379
1622109200.132, lauv-roald, Oxygen Sensor, 308.012
1622109201.133, lauv-roald, Oxygen Sensor, 307.584
1622109202.133, lauv-roald, Oxygen Sensor, 308.673
1622109203.132, lauv-roald, Oxygen Sensor, 310.299
1622109204.132, lauv-roald, Oxygen Sensor, 308.508
1622109205.132, lauv-roald, Oxygen Sensor, 307.508
1622109206.132, lauv-roald, Oxygen Sensor, 311.699
1622109207.132, lauv-roald, Oxygen Sensor, 312.786
1622109208.132, lauv-roald, Oxygen Sensor, 311.603
1622109209.132, lauv-roald, Oxygen Sensor, 309.420
1622109210.132, lauv-roald, Oxygen Sensor, 308.718
1622109211.132, lauv-roald, Oxygen Sensor, 309.845
1622109212.132, lauv-roald, Oxygen Sensor, 309.962
1622109213.132, lauv-roald, Oxygen Sensor, 308.962
1622109214.132, lauv-roald, Oxygen Sensor, 312.030
1622109215.132, lauv-roald, Oxygen Sensor, 311.055
1622109216.132, lauv-roald, Oxygen Sensor, 311.246
1622109217.132, lauv-roald, Oxygen Sensor, 308.566
1622109218.132, lauv-roald, Oxygen Sensor, 314.035
1622109219.132, lauv-roald, Oxygen Sensor, 315.230
1622109220.132, lauv-roald, Oxygen Sensor, 312.101
1622109221.132, lauv-roald, Oxygen Sensor, 309.555
1622109222.132, lauv-roald, Oxygen Sensor, 309.865
1622109223.132, lauv-roald, Oxygen Sensor, 311.070
1622109224.132, lauv-roald, Oxygen Sensor, 311.588
1622109225.132, lauv-roald, Oxygen Sensor, 309.451
1622109226.132, lauv-roald, Oxygen Sensor, 309.306
1622109227.132, lauv-roald, Oxygen Sensor, 309.614
1622109228.132, lauv-roald, Oxygen Sensor, 315.082
1622109229.132, lauv-roald, Oxygen Sensor, 309.365
1622109230.132, lauv-roald, Oxygen Sensor, 311.522
1622109231.132, lauv-roald, Oxygen Sensor, 312.596
1622109232.132, lauv-roald, Oxygen Sensor, 310.309
1622109233.132, lauv-roald, Oxygen Sensor, 313.609
1622109234.132, lauv-roald, Oxygen Sensor, 312.239
1622109235.132, lauv-roald, Oxygen Sensor, 307.725
1622109236.131, lauv-roald, Oxygen Sensor, 315.072
1622109237.132, lauv-roald, Oxygen Sensor, 318.224
1622109238.131, lauv-roald, Oxygen Sensor, 318.094
1622109239.131, lauv-roald, Oxygen Sensor, 313.508
1622109240.131, lauv-roald, Oxygen Sensor, 317.813
1622109241.131, lauv-roald, Oxygen Sensor, 316.317
1622109242.133, lauv-roald, Oxygen Sensor, 311.086
1622109243.131, lauv-roald, Oxygen Sensor, 312.968
1622109244.131, lauv-roald, Oxygen Sensor, 310.835
1622109245.131, lauv-roald, Oxygen Sensor, 309.723
1622109246.132, lauv-roald, Oxygen Sensor, 305.387
1622109247.131, lauv-roald, Oxygen Sensor, 324.373
1622109248.131, lauv-roald, Oxygen Sensor, 323.984
1622109249.131, lauv-roald, Oxygen Sensor, 314.728
1622109250.131, lauv-roald, Oxygen Sensor, 308.497
1622109251.131, lauv-roald, Oxygen Sensor, 314.323
1622109252.131, lauv-roald, Oxygen Sensor, 320.349
1622109253.131, lauv-roald, Oxygen Sensor, 318.210
1622109254.131, lauv-roald, Oxygen Sensor, 308.214
1622109255.131, lauv-roald, Oxygen Sensor, 322.135
1622109256.131, lauv-roald, Oxygen Sensor, 319.960
1622109257.131, lauv-roald, Oxygen Sensor, 310.210
1622109258.131, lauv-roald, Oxygen Sensor, 310.014
1622109259.131, lauv-roald, Oxygen Sensor, 314.415
1622109260.131, lauv-roald, Oxygen Sensor, 315.176
1622109261.131, lauv-roald, Oxygen Sensor, 314.861
1622109262.131, lauv-roald, Oxygen Sensor, 313.933
1622109263.131, lauv-roald, Oxygen Sensor, 318.905
1622109264.131, lauv-roald, Oxygen Sensor, 320.096
1622109265.130, lauv-roald, Oxygen Sensor, 319.805
1622109266.130, lauv-roald, Oxygen Sensor, 317.437
1622109267.130, lauv-roald, Oxygen Sensor, 317.623
1622109268.130, lauv-roald, Oxygen Sensor, 316.347
1622109269.130, lauv-roald, Oxygen Sensor, 317.347
1622109270.130, lauv-roald, Oxygen Sensor, 316.735
1622109271.130, lauv-roald, Oxygen Sensor, 319.526
1622109272.130, lauv-roald, Oxygen Sensor, 320.144
1622109273.130, lauv-roald, Oxygen Sensor, 319.973
1622109274.130, lauv-roald, Oxygen Sensor, 315.052
1622109275.130, lauv-roald, Oxygen Sensor, 317.327
1622109276.130, lauv-roald, Oxygen Sensor, 316.557
1622109277.130, lauv-roald, Oxygen Sensor, 317.564
1622109278.130, lauv-roald, Oxygen Sensor, 315.371
1622109279.130, lauv-roald, Oxygen Sensor, 310.814
1622109280.130, lauv-roald, Oxygen Sensor, 312.077
1622109281.130, lauv-roald, Oxygen Sensor, 319.942
1622109282.130, lauv-roald, Oxygen Sensor, 317.900
1622109283.130, lauv-roald, Oxygen Sensor, 313.287
1622109284.130, lauv-roald, Oxygen Sensor, 311.381
1622109285.130, lauv-roald, Oxygen Sensor, 314.484
1622109286.130, lauv-roald, Oxygen Sensor, 313.945
1622109287.130, lauv-roald, Oxygen Sensor, 311.575
1622109288.130, lauv-roald, Oxygen Sensor, 315.412
1622109289.130, lauv-roald, Oxygen Sensor, 313.088
1622109290.130, lauv-roald, Oxygen Sensor, 314.757
1622109291.130, lauv-roald, Oxygen Sensor, 314.743
1622109292.130, lauv-roald, Oxygen Sensor, 313.053
1622109293.130, lauv-roald, Oxygen Sensor, 311.146
1622109294.130, lauv-roald, Oxygen Sensor, 313.263
1622109295.129, lauv-roald, Oxygen Sensor, 316.164
1622109296.129, lauv-roald, Oxygen Sensor, 314.923
1622109297.130, lauv-roald, Oxygen Sensor, 313.838
1622109298.130, lauv-roald, Oxygen Sensor, 315.147
1622109299.129, lauv-roald, Oxygen Sensor, 312.942
1622109300.129, lauv-roald, Oxygen Sensor, 312.800
1622109301.129, lauv-roald, Oxygen Sensor, 313.076
1622109302.129, lauv-roald, Oxygen Sensor, 313.744
1622109303.129, lauv-roald, Oxygen Sensor, 316.516
1622109304.129, lauv-roald, Oxygen Sensor, 314.462
1622109305.129, lauv-roald, Oxygen Sensor, 312.889
1622109306.129, lauv-roald, Oxygen Sensor, 313.570
1622109307.129, lauv-roald, Oxygen Sensor, 313.236
1622109308.129, lauv-roald, Oxygen Sensor, 314.661
1622109309.129, lauv-roald, Oxygen Sensor, 313.235
1622109310.129, lauv-roald, Oxygen Sensor, 317.262
