timestamp, system, entity , value (m)
1622106004.763, lauv-roald, DVL, 0.502
1622106004.934, lauv-roald, SmartX, 0.915
1622106004.960, lauv-roald, DVL, 0.506
1622106005.160, lauv-roald, DVL, 0.499
1622106005.434, lauv-roald, SmartX, 0.905
1622106005.559, lauv-roald, DVL, 0.498
1622106005.753, lauv-roald, DVL, 0.490
1622106005.934, lauv-roald, SmartX, 0.885
1622106005.961, lauv-roald, DVL, 0.471
1622106006.360, lauv-roald, DVL, 0.484
1622106006.434, lauv-roald, SmartX, 0.915
1622106006.562, lauv-roald, DVL, 0.491
1622106006.761, lauv-roald, DVL, 0.489
1622106006.934, lauv-roald, SmartX, 0.935
1622106007.161, lauv-roald, DVL, 0.502
1622106007.361, lauv-roald, DVL, 0.504
1622106007.434, lauv-roald, SmartX, 0.945
1622106007.562, lauv-roald, DVL, 0.498
1622106007.934, lauv-roald, SmartX, 0.905
1622106007.958, lauv-roald, DVL, 0.492
1622106008.161, lauv-roald, DVL, 0.490
1622106008.360, lauv-roald, DVL, 0.501
1622106008.434, lauv-roald, SmartX, 0.875
1622106008.762, lauv-roald, DVL, 0.488
1622106008.934, lauv-roald, SmartX, 0.895
1622106008.962, lauv-roald, DVL, 0.491
1622106009.161, lauv-roald, DVL, 0.487
1622106009.434, lauv-roald, SmartX, 0.905
1622106009.561, lauv-roald, DVL, 0.497
1622106009.758, lauv-roald, DVL, 0.489
1622106009.934, lauv-roald, SmartX, 0.955
1622106009.961, lauv-roald, DVL, 0.509
1622106010.360, lauv-roald, DVL, 0.514
1622106010.434, lauv-roald, SmartX, 0.925
1622106010.561, lauv-roald, DVL, 0.510
1622106010.761, lauv-roald, DVL, 0.505
1622106010.934, lauv-roald, SmartX, 0.925
1622106011.160, lauv-roald, DVL, 0.510
1622106011.365, lauv-roald, DVL, 0.497
1622106011.434, lauv-roald, SmartX, 0.885
1622106011.561, lauv-roald, DVL, 0.483
1622106011.934, lauv-roald, SmartX, 0.875
1622106011.961, lauv-roald, DVL, 0.480
1622106012.162, lauv-roald, DVL, 0.492
1622106012.361, lauv-roald, DVL, 0.475
1622106012.434, lauv-roald, SmartX, 0.895
1622106012.759, lauv-roald, DVL, 0.482
1622106012.934, lauv-roald, SmartX, 0.915
1622106012.958, lauv-roald, DVL, 0.477
1622106013.158, lauv-roald, DVL, 0.492
1622106013.434, lauv-roald, SmartX, 0.925
1622106013.561, lauv-roald, DVL, 0.496
1622106013.760, lauv-roald, DVL, 0.514
1622106013.934, lauv-roald, SmartX, 0.955
1622106013.960, lauv-roald, DVL, 0.515
1622106014.360, lauv-roald, DVL, 0.521
1622106014.434, lauv-roald, SmartX, 0.925
1622106014.560, lauv-roald, DVL, 0.516
1622106014.763, lauv-roald, DVL, 0.512
1622106014.934, lauv-roald, SmartX, 0.925
1622106015.160, lauv-roald, DVL, 0.504
1622106015.358, lauv-roald, DVL, 0.496
1622106015.433, lauv-roald, SmartX, 0.885
1622106015.563, lauv-roald, DVL, 0.504
1622106015.934, lauv-roald, SmartX, 0.875
1622106015.963, lauv-roald, DVL, 0.482
1622106016.159, lauv-roald, DVL, 0.493
1622106016.359, lauv-roald, DVL, 0.489
1622106016.434, lauv-roald, SmartX, 0.895
1622106016.752, lauv-roald, DVL, 0.493
1622106016.934, lauv-roald, SmartX, 0.925
1622106016.958, lauv-roald, DVL, 0.490
1622106017.160, lauv-roald, DVL, 0.508
1622106017.434, lauv-roald, SmartX, 0.935
1622106017.558, lauv-roald, DVL, 0.507
1622106017.761, lauv-roald, DVL, 0.524
1622106017.933, lauv-roald, SmartX, 0.925
1622106017.959, lauv-roald, DVL, 0.522
1622106018.363, lauv-roald, DVL, 0.508
1622106018.433, lauv-roald, SmartX, 0.915
1622106018.561, lauv-roald, DVL, 0.509
1622106018.759, lauv-roald, DVL, 0.506
1622106018.933, lauv-roald, SmartX, 0.915
1622106019.160, lauv-roald, DVL, 0.500
1622106019.359, lauv-roald, DVL, 0.502
1622106019.433, lauv-roald, SmartX, 0.895
1622106019.558, lauv-roald, DVL, 0.494
1622106019.933, lauv-roald, SmartX, 0.905
1622106019.960, lauv-roald, DVL, 0.492
1622106020.162, lauv-roald, DVL, 0.490
1622106020.359, lauv-roald, DVL, 0.492
1622106020.433, lauv-roald, SmartX, 0.895
1622106020.762, lauv-roald, DVL, 0.492
1622106020.933, lauv-roald, SmartX, 0.915
1622106020.962, lauv-roald, DVL, 0.500
1622106021.159, lauv-roald, DVL, 0.501
1622106021.433, lauv-roald, SmartX, 0.925
1622106021.559, lauv-roald, DVL, 0.515
1622106021.762, lauv-roald, DVL, 0.517
1622106021.933, lauv-roald, SmartX, 0.935
1622106021.958, lauv-roald, DVL, 0.513
1622106022.360, lauv-roald, DVL, 0.511
1622106022.433, lauv-roald, SmartX, 0.905
1622106022.561, lauv-roald, DVL, 0.497
1622106022.762, lauv-roald, DVL, 0.512
1622106022.933, lauv-roald, SmartX, 0.925
1622106023.159, lauv-roald, DVL, 0.509
1622106023.360, lauv-roald, DVL, 0.501
1622106023.433, lauv-roald, SmartX, 0.895
1622106023.560, lauv-roald, DVL, 0.497
1622106023.933, lauv-roald, SmartX, 0.895
1622106023.962, lauv-roald, DVL, 0.492
1622106024.163, lauv-roald, DVL, 0.494
1622106024.361, lauv-roald, DVL, 0.494
1622106024.433, lauv-roald, SmartX, 0.935
1622106024.760, lauv-roald, DVL, 0.503
1622106024.933, lauv-roald, SmartX, 0.905
1622106024.957, lauv-roald, DVL, 0.501
1622106025.159, lauv-roald, DVL, 0.502
1622106025.433, lauv-roald, SmartX, 0.935
1622106025.560, lauv-roald, DVL, 0.514
1622106025.759, lauv-roald, DVL, 0.513
1622106025.933, lauv-roald, SmartX, 0.925
1622106025.960, lauv-roald, DVL, 0.513
1622106026.358, lauv-roald, DVL, 0.512
1622106026.433, lauv-roald, SmartX, 0.925
1622106026.559, lauv-roald, DVL, 0.521
1622106026.760, lauv-roald, DVL, 0.511
1622106026.933, lauv-roald, SmartX, 0.915
1622106027.157, lauv-roald, DVL, 0.517
1622106027.360, lauv-roald, DVL, 0.493
1622106027.433, lauv-roald, SmartX, 0.905
1622106027.561, lauv-roald, DVL, 0.502
1622106027.933, lauv-roald, SmartX, 0.895
1622106027.959, lauv-roald, DVL, 0.497
1622106028.157, lauv-roald, DVL, 0.488
1622106028.360, lauv-roald, DVL, 0.492
1622106028.433, lauv-roald, SmartX, 0.905
1622106028.760, lauv-roald, DVL, 0.489
1622106028.933, lauv-roald, SmartX, 0.885
1622106028.960, lauv-roald, DVL, 0.486
1622106029.162, lauv-roald, DVL, 0.477
1622106029.433, lauv-roald, SmartX, 0.905
1622106029.560, lauv-roald, DVL, 0.483
1622106029.756, lauv-roald, DVL, 0.503
1622106029.933, lauv-roald, SmartX, 0.925
1622106029.961, lauv-roald, DVL, 0.514
1622106030.356, lauv-roald, DVL, 0.518
1622106030.433, lauv-roald, SmartX, 0.935
1622106030.561, lauv-roald, DVL, 0.519
1622106030.760, lauv-roald, DVL, 0.525
1622106030.933, lauv-roald, SmartX, 0.905
1622106031.161, lauv-roald, DVL, 0.514
1622106031.358, lauv-roald, DVL, 0.505
1622106031.432, lauv-roald, SmartX, 0.895
1622106031.561, lauv-roald, DVL, 0.508
1622106031.932, lauv-roald, SmartX, 0.905
1622106031.961, lauv-roald, DVL, 0.500
1622106032.161, lauv-roald, DVL, 0.502
1622106032.360, lauv-roald, DVL, 0.491
1622106032.433, lauv-roald, SmartX, 0.885
1622106032.760, lauv-roald, DVL, 0.487
1622106032.933, lauv-roald, SmartX, 0.905
1622106032.961, lauv-roald, DVL, 0.482
1622106033.162, lauv-roald, DVL, 0.491
1622106033.432, lauv-roald, SmartX, 0.925
1622106033.561, lauv-roald, DVL, 0.494
1622106033.759, lauv-roald, DVL, 0.500
1622106033.932, lauv-roald, SmartX, 0.925
1622106033.960, lauv-roald, DVL, 0.502
1622106034.358, lauv-roald, DVL, 0.509
1622106034.432, lauv-roald, SmartX, 0.915
1622106034.561, lauv-roald, DVL, 0.502
1622106034.760, lauv-roald, DVL, 0.498
1622106034.932, lauv-roald, SmartX, 0.905
1622106035.159, lauv-roald, DVL, 0.492
1622106035.359, lauv-roald, DVL, 0.505
1622106035.432, lauv-roald, SmartX, 0.905
1622106035.560, lauv-roald, DVL, 0.497
1622106035.932, lauv-roald, SmartX, 0.895
1622106035.961, lauv-roald, DVL, 0.489
1622106036.161, lauv-roald, DVL, 0.485
1622106036.358, lauv-roald, DVL, 0.487
1622106036.432, lauv-roald, SmartX, 0.885
1622106036.760, lauv-roald, DVL, 0.481
1622106036.932, lauv-roald, SmartX, 0.925
1622106036.958, lauv-roald, DVL, 0.494
1622106037.158, lauv-roald, DVL, 0.501
1622106037.432, lauv-roald, SmartX, 0.955
1622106037.561, lauv-roald, DVL, 0.519
1622106037.757, lauv-roald, DVL, 0.520
1622106037.932, lauv-roald, SmartX, 0.935
1622106037.957, lauv-roald, DVL, 0.524
1622106038.359, lauv-roald, DVL, 0.526
1622106038.432, lauv-roald, SmartX, 0.925
1622106038.561, lauv-roald, DVL, 0.534
1622106038.761, lauv-roald, DVL, 0.523
1622106038.932, lauv-roald, SmartX, 0.905
1622106039.162, lauv-roald, DVL, 0.510
1622106039.365, lauv-roald, DVL, 0.497
1622106039.432, lauv-roald, SmartX, 0.895
1622106039.561, lauv-roald, DVL, 0.495
1622106039.932, lauv-roald, SmartX, 0.895
1622106039.959, lauv-roald, DVL, 0.477
1622106040.161, lauv-roald, DVL, 0.487
1622106040.361, lauv-roald, DVL, 0.491
1622106040.432, lauv-roald, SmartX, 0.895
1622106040.759, lauv-roald, DVL, 0.503
1622106040.932, lauv-roald, SmartX, 0.905
1622106040.959, lauv-roald, DVL, 0.495
1622106041.157, lauv-roald, DVL, 0.502
1622106041.432, lauv-roald, SmartX, 0.945
1622106041.559, lauv-roald, DVL, 0.509
1622106041.759, lauv-roald, DVL, 0.518
1622106041.932, lauv-roald, SmartX, 0.935
1622106041.962, lauv-roald, DVL, 0.525
1622106042.358, lauv-roald, DVL, 0.522
1622106042.432, lauv-roald, SmartX, 0.915
1622106042.560, lauv-roald, DVL, 0.521
1622106042.760, lauv-roald, DVL, 0.511
1622106042.932, lauv-roald, SmartX, 0.885
1622106043.158, lauv-roald, DVL, 0.501
1622106043.360, lauv-roald, DVL, 0.494
1622106043.432, lauv-roald, SmartX, 0.895
1622106043.562, lauv-roald, DVL, 0.508
1622106043.932, lauv-roald, SmartX, 0.925
1622106043.958, lauv-roald, DVL, 0.512
1622106044.162, lauv-roald, DVL, 0.501
1622106044.359, lauv-roald, DVL, 0.508
1622106044.432, lauv-roald, SmartX, 0.945
1622106044.758, lauv-roald, DVL, 0.509
1622106044.931, lauv-roald, SmartX, 0.905
1622106044.958, lauv-roald, DVL, 0.514
1622106045.159, lauv-roald, DVL, 0.502
1622106045.432, lauv-roald, SmartX, 0.905
1622106045.559, lauv-roald, DVL, 0.522
1622106045.761, lauv-roald, DVL, 0.507
1622106045.932, lauv-roald, SmartX, 0.905
1622106045.961, lauv-roald, DVL, 0.514
1622106046.361, lauv-roald, DVL, 0.509
1622106046.432, lauv-roald, SmartX, 0.885
1622106046.562, lauv-roald, DVL, 0.509
1622106046.761, lauv-roald, DVL, 0.499
1622106046.931, lauv-roald, SmartX, 0.895
1622106047.161, lauv-roald, DVL, 0.500
1622106047.359, lauv-roald, DVL, 0.495
1622106047.431, lauv-roald, SmartX, 0.925
1622106047.558, lauv-roald, DVL, 0.515
1622106047.931, lauv-roald, SmartX, 0.925
1622106047.961, lauv-roald, DVL, 0.518
1622106048.159, lauv-roald, DVL, 0.518
1622106048.359, lauv-roald, DVL, 0.523
1622106048.431, lauv-roald, SmartX, 0.925
1622106048.758, lauv-roald, DVL, 0.522
1622106048.931, lauv-roald, SmartX, 0.905
1622106048.958, lauv-roald, DVL, 0.524
1622106049.158, lauv-roald, DVL, 0.517
1622106049.431, lauv-roald, SmartX, 0.905
1622106049.559, lauv-roald, DVL, 0.510
1622106049.758, lauv-roald, DVL, 0.491
1622106049.931, lauv-roald, SmartX, 0.895
1622106049.960, lauv-roald, DVL, 0.494
1622106050.361, lauv-roald, DVL, 0.480
1622106050.431, lauv-roald, SmartX, 0.885
1622106050.558, lauv-roald, DVL, 0.493
1622106050.758, lauv-roald, DVL, 0.490
1622106050.931, lauv-roald, SmartX, 0.925
1622106051.162, lauv-roald, DVL, 0.497
1622106051.359, lauv-roald, DVL, 0.494
1622106051.431, lauv-roald, SmartX, 0.925
1622106051.557, lauv-roald, DVL, 0.515
1622106051.931, lauv-roald, SmartX, 0.915
1622106051.959, lauv-roald, DVL, 0.516
1622106052.158, lauv-roald, DVL, 0.528
1622106052.359, lauv-roald, DVL, 0.516
1622106052.431, lauv-roald, SmartX, 0.925
1622106052.759, lauv-roald, DVL, 0.523
1622106052.931, lauv-roald, SmartX, 0.905
1622106052.958, lauv-roald, DVL, 0.516
1622106053.158, lauv-roald, DVL, 0.514
1622106053.431, lauv-roald, SmartX, 0.895
1622106053.561, lauv-roald, DVL, 0.507
1622106053.758, lauv-roald, DVL, 0.497
1622106053.931, lauv-roald, SmartX, 0.875
1622106053.968, lauv-roald, DVL, 0.488
1622106054.358, lauv-roald, DVL, 0.475
1622106054.431, lauv-roald, SmartX, 0.895
1622106054.558, lauv-roald, DVL, 0.481
1622106054.762, lauv-roald, DVL, 0.486
1622106054.931, lauv-roald, SmartX, 0.905
1622106055.159, lauv-roald, DVL, 0.504
1622106055.358, lauv-roald, DVL, 0.495
1622106055.431, lauv-roald, SmartX, 0.915
1622106055.558, lauv-roald, DVL, 0.503
1622106055.931, lauv-roald, SmartX, 0.915
1622106055.958, lauv-roald, DVL, 0.503
1622106056.158, lauv-roald, DVL, 0.519
1622106056.359, lauv-roald, DVL, 0.508
1622106056.431, lauv-roald, SmartX, 0.915
1622106056.760, lauv-roald, DVL, 0.518
1622106056.931, lauv-roald, SmartX, 0.915
1622106056.961, lauv-roald, DVL, 0.509
1622106057.158, lauv-roald, DVL, 0.510
1622106057.431, lauv-roald, SmartX, 0.905
1622106057.558, lauv-roald, DVL, 0.494
1622106057.761, lauv-roald, DVL, 0.498
1622106057.931, lauv-roald, SmartX, 0.895
1622106057.962, lauv-roald, DVL, 0.503
1622106058.359, lauv-roald, DVL, 0.498
1622106058.431, lauv-roald, SmartX, 0.895
1622106058.554, lauv-roald, DVL, 0.494
1622106058.758, lauv-roald, DVL, 0.497
1622106058.931, lauv-roald, SmartX, 0.925
1622106059.158, lauv-roald, DVL, 0.508
1622106059.360, lauv-roald, DVL, 0.515
1622106059.431, lauv-roald, SmartX, 0.905
1622106059.562, lauv-roald, DVL, 0.505
1622106059.930, lauv-roald, SmartX, 0.905
1622106059.959, lauv-roald, DVL, 0.508
1622106060.157, lauv-roald, DVL, 0.503
1622106060.358, lauv-roald, DVL, 0.505
1622106060.430, lauv-roald, SmartX, 0.895
1622106060.758, lauv-roald, DVL, 0.511
1622106060.930, lauv-roald, SmartX, 0.925
1622106060.961, lauv-roald, DVL, 0.497
1622106061.159, lauv-roald, DVL, 0.499
1622106061.430, lauv-roald, SmartX, 0.915
1622106061.557, lauv-roald, DVL, 0.496
1622106061.759, lauv-roald, DVL, 0.505
1622106061.930, lauv-roald, SmartX, 0.895
1622106061.957, lauv-roald, DVL, 0.494
1622106062.359, lauv-roald, DVL, 0.493
1622106062.430, lauv-roald, SmartX, 0.905
1622106062.557, lauv-roald, DVL, 0.489
1622106062.759, lauv-roald, DVL, 0.508
1622106062.930, lauv-roald, SmartX, 0.905
1622106063.158, lauv-roald, DVL, 0.507
1622106063.359, lauv-roald, DVL, 0.501
1622106063.430, lauv-roald, SmartX, 0.895
1622106063.559, lauv-roald, DVL, 0.504
1622106063.930, lauv-roald, SmartX, 0.925
1622106063.958, lauv-roald, DVL, 0.510
1622106064.157, lauv-roald, DVL, 0.521
1622106064.357, lauv-roald, DVL, 0.522
1622106064.430, lauv-roald, SmartX, 0.945
1622106064.762, lauv-roald, DVL, 0.526
1622106064.930, lauv-roald, SmartX, 0.945
1622106064.959, lauv-roald, DVL, 0.523
1622106065.159, lauv-roald, DVL, 0.527
1622106065.430, lauv-roald, SmartX, 0.925
1622106065.558, lauv-roald, DVL, 0.527
1622106065.757, lauv-roald, DVL, 0.505
1622106065.930, lauv-roald, SmartX, 0.905
1622106065.957, lauv-roald, DVL, 0.506
1622106066.361, lauv-roald, DVL, 0.490
1622106066.430, lauv-roald, SmartX, 0.905
1622106066.561, lauv-roald, DVL, 0.506
1622106066.757, lauv-roald, DVL, 0.486
1622106066.930, lauv-roald, SmartX, 0.905
1622106067.159, lauv-roald, DVL, 0.491
1622106067.358, lauv-roald, DVL, 0.492
1622106067.430, lauv-roald, SmartX, 0.925
1622106067.558, lauv-roald, DVL, 0.507
1622106067.930, lauv-roald, SmartX, 0.925
1622106067.961, lauv-roald, DVL, 0.511
1622106068.159, lauv-roald, DVL, 0.512
1622106068.359, lauv-roald, DVL, 0.523
1622106068.430, lauv-roald, SmartX, 0.955
1622106068.760, lauv-roald, DVL, 0.529
1622106068.930, lauv-roald, SmartX, 0.955
1622106068.960, lauv-roald, DVL, 0.538
1622106069.158, lauv-roald, DVL, 0.535
1622106069.430, lauv-roald, SmartX, 0.935
1622106069.562, lauv-roald, DVL, 0.517
1622106069.758, lauv-roald, DVL, 0.517
1622106069.930, lauv-roald, SmartX, 0.895
1622106069.961, lauv-roald, DVL, 0.513
1622106070.360, lauv-roald, DVL, 0.491
1622106070.430, lauv-roald, SmartX, 0.885
1622106070.558, lauv-roald, DVL, 0.479
1622106070.762, lauv-roald, DVL, 0.489
1622106070.930, lauv-roald, SmartX, 0.905
1622106071.159, lauv-roald, DVL, 0.487
1622106071.360, lauv-roald, DVL, 0.506
1622106071.430, lauv-roald, SmartX, 0.945
1622106071.561, lauv-roald, DVL, 0.506
1622106071.930, lauv-roald, SmartX, 0.965
1622106071.959, lauv-roald, DVL, 0.523
1622106072.158, lauv-roald, DVL, 0.524
1622106072.359, lauv-roald, DVL, 0.542
1622106072.430, lauv-roald, SmartX, 0.945
1622106072.758, lauv-roald, DVL, 0.549
1622106072.930, lauv-roald, SmartX, 0.945
1622106072.959, lauv-roald, DVL, 0.535
1622106073.159, lauv-roald, DVL, 0.536
1622106073.430, lauv-roald, SmartX, 0.925
1622106073.559, lauv-roald, DVL, 0.536
1622106073.760, lauv-roald, DVL, 0.530
1622106073.930, lauv-roald, SmartX, 0.925
1622106073.961, lauv-roald, DVL, 0.508
1622106074.359, lauv-roald, DVL, 0.508
1622106074.430, lauv-roald, SmartX, 0.905
1622106074.559, lauv-roald, DVL, 0.506
1622106074.759, lauv-roald, DVL, 0.495
1622106074.930, lauv-roald, SmartX, 0.915
1622106075.158, lauv-roald, DVL, 0.498
1622106075.359, lauv-roald, DVL, 0.498
1622106075.429, lauv-roald, SmartX, 0.925
1622106075.558, lauv-roald, DVL, 0.509
1622106075.929, lauv-roald, SmartX, 0.935
1622106075.958, lauv-roald, DVL, 0.524
1622106076.159, lauv-roald, DVL, 0.518
1622106076.361, lauv-roald, DVL, 0.536
1622106076.429, lauv-roald, SmartX, 0.945
1622106076.762, lauv-roald, DVL, 0.530
1622106076.929, lauv-roald, SmartX, 0.945
1622106076.959, lauv-roald, DVL, 0.540
1622106077.159, lauv-roald, DVL, 0.524
1622106077.429, lauv-roald, SmartX, 0.945
1622106077.562, lauv-roald, DVL, 0.518
1622106077.759, lauv-roald, DVL, 0.527
1622106077.929, lauv-roald, SmartX, 0.935
1622106077.961, lauv-roald, DVL, 0.503
1622106078.358, lauv-roald, DVL, 0.506
1622106078.429, lauv-roald, SmartX, 0.915
1622106078.558, lauv-roald, DVL, 0.506
1622106078.759, lauv-roald, DVL, 0.509
1622106078.929, lauv-roald, SmartX, 0.925
1622106079.159, lauv-roald, DVL, 0.498
1622106079.358, lauv-roald, DVL, 0.500
1622106079.429, lauv-roald, SmartX, 0.925
1622106079.561, lauv-roald, DVL, 0.510
1622106079.929, lauv-roald, SmartX, 0.935
1622106079.960, lauv-roald, DVL, 0.529
1622106080.159, lauv-roald, DVL, 0.513
1622106080.359, lauv-roald, DVL, 0.532
1622106080.429, lauv-roald, SmartX, 0.945
1622106080.758, lauv-roald, DVL, 0.533
1622106080.929, lauv-roald, SmartX, 0.945
1622106080.959, lauv-roald, DVL, 0.537
1622106081.158, lauv-roald, DVL, 0.534
1622106081.429, lauv-roald, SmartX, 0.945
1622106081.561, lauv-roald, DVL, 0.517
1622106081.759, lauv-roald, DVL, 0.527
1622106081.929, lauv-roald, SmartX, 0.925
1622106081.966, lauv-roald, DVL, 0.501
1622106082.360, lauv-roald, DVL, 0.504
1622106082.429, lauv-roald, SmartX, 0.925
1622106082.557, lauv-roald, DVL, 0.517
1622106082.760, lauv-roald, DVL, 0.499
1622106082.929, lauv-roald, SmartX, 0.905
1622106083.158, lauv-roald, DVL, 0.510
1622106083.358, lauv-roald, DVL, 0.508
1622106083.429, lauv-roald, SmartX, 0.915
1622106083.558, lauv-roald, DVL, 0.508
1622106083.929, lauv-roald, SmartX, 0.935
1622106083.961, lauv-roald, DVL, 0.513
1622106084.160, lauv-roald, DVL, 0.512
1622106084.360, lauv-roald, DVL, 0.523
1622106084.429, lauv-roald, SmartX, 0.965
1622106084.758, lauv-roald, DVL, 0.525
1622106084.929, lauv-roald, SmartX, 0.945
1622106084.958, lauv-roald, DVL, 0.534
1622106085.160, lauv-roald, DVL, 0.540
1622106085.429, lauv-roald, SmartX, 0.955
1622106085.558, lauv-roald, DVL, 0.544
1622106085.759, lauv-roald, DVL, 0.527
1622106085.929, lauv-roald, SmartX, 0.935
1622106085.958, lauv-roald, DVL, 0.537
1622106086.359, lauv-roald, DVL, 0.523
1622106086.429, lauv-roald, SmartX, 0.915
1622106086.560, lauv-roald, DVL, 0.516
1622106086.759, lauv-roald, DVL, 0.516
1622106086.929, lauv-roald, SmartX, 0.915
1622106087.160, lauv-roald, DVL, 0.509
1622106087.357, lauv-roald, DVL, 0.491
1622106087.429, lauv-roald, SmartX, 0.905
1622106087.558, lauv-roald, DVL, 0.506
1622106087.929, lauv-roald, SmartX, 0.935
1622106087.959, lauv-roald, DVL, 0.507
1622106088.160, lauv-roald, DVL, 0.509
1622106088.358, lauv-roald, DVL, 0.516
1622106088.429, lauv-roald, SmartX, 0.965
1622106088.757, lauv-roald, DVL, 0.525
1622106088.929, lauv-roald, SmartX, 0.955
1622106088.960, lauv-roald, DVL, 0.533
1622106089.154, lauv-roald, DVL, 0.533
1622106089.429, lauv-roald, SmartX, 0.955
1622106089.560, lauv-roald, DVL, 0.529
1622106089.759, lauv-roald, DVL, 0.541
1622106089.929, lauv-roald, SmartX, 0.925
1622106089.958, lauv-roald, DVL, 0.517
1622106090.358, lauv-roald, DVL, 0.508
1622106090.428, lauv-roald, SmartX, 0.875
1622106090.559, lauv-roald, DVL, 0.509
1622106090.758, lauv-roald, DVL, 0.496
1622106090.929, lauv-roald, SmartX, 0.895
1622106091.159, lauv-roald, DVL, 0.492
1622106091.356, lauv-roald, DVL, 0.511
1622106091.428, lauv-roald, SmartX, 0.925
1622106091.558, lauv-roald, DVL, 0.491
1622106091.928, lauv-roald, SmartX, 0.945
1622106091.959, lauv-roald, DVL, 0.517
1622106092.158, lauv-roald, DVL, 0.536
1622106092.358, lauv-roald, DVL, 0.538
1622106092.428, lauv-roald, SmartX, 0.985
1622106092.759, lauv-roald, DVL, 0.541
1622106092.928, lauv-roald, SmartX, 0.985
1622106092.958, lauv-roald, DVL, 0.563
1622106093.162, lauv-roald, DVL, 0.557
1622106093.428, lauv-roald, SmartX, 0.945
1622106093.558, lauv-roald, DVL, 0.544
1622106093.759, lauv-roald, DVL, 0.548
1622106093.928, lauv-roald, SmartX, 0.955
1622106093.959, lauv-roald, DVL, 0.538
1622106094.359, lauv-roald, DVL, 0.522
1622106094.428, lauv-roald, SmartX, 0.895
1622106094.561, lauv-roald, DVL, 0.512
1622106094.760, lauv-roald, DVL, 0.505
1622106094.928, lauv-roald, SmartX, 0.875
1622106095.158, lauv-roald, DVL, 0.488
1622106095.362, lauv-roald, DVL, 0.502
1622106095.428, lauv-roald, SmartX, 0.905
1622106095.561, lauv-roald, DVL, 0.509
1622106095.928, lauv-roald, SmartX, 0.945
1622106095.960, lauv-roald, DVL, 0.521
1622106096.159, lauv-roald, DVL, 0.523
1622106096.359, lauv-roald, DVL, 0.534
1622106096.428, lauv-roald, SmartX, 0.965
1622106096.758, lauv-roald, DVL, 0.530
1622106096.928, lauv-roald, SmartX, 0.985
1622106096.959, lauv-roald, DVL, 0.542
1622106097.159, lauv-roald, DVL, 0.535
1622106097.428, lauv-roald, SmartX, 0.975
1622106097.560, lauv-roald, DVL, 0.543
1622106097.758, lauv-roald, DVL, 0.537
1622106097.928, lauv-roald, SmartX, 0.945
1622106097.955, lauv-roald, DVL, 0.540
1622106098.358, lauv-roald, DVL, 0.534
1622106098.428, lauv-roald, SmartX, 0.915
1622106098.560, lauv-roald, DVL, 0.517
1622106098.759, lauv-roald, DVL, 0.527
1622106098.928, lauv-roald, SmartX, 0.935
1622106099.159, lauv-roald, DVL, 0.534
1622106099.360, lauv-roald, DVL, 0.500
1622106099.428, lauv-roald, SmartX, 0.945
1622106099.560, lauv-roald, DVL, 0.509
1622106099.928, lauv-roald, SmartX, 0.935
1622106099.958, lauv-roald, DVL, 0.520
1622106100.159, lauv-roald, DVL, 0.511
1622106100.360, lauv-roald, DVL, 0.529
1622106100.428, lauv-roald, SmartX, 0.935
1622106100.759, lauv-roald, DVL, 0.525
1622106100.928, lauv-roald, SmartX, 0.955
1622106100.959, lauv-roald, DVL, 0.537
1622106101.159, lauv-roald, DVL, 0.533
1622106101.428, lauv-roald, SmartX, 0.955
1622106101.557, lauv-roald, DVL, 0.530
1622106101.758, lauv-roald, DVL, 0.539
1622106101.928, lauv-roald, SmartX, 0.935
1622106101.959, lauv-roald, DVL, 0.513
1622106102.360, lauv-roald, DVL, 0.498
1622106102.427, lauv-roald, SmartX, 0.905
1622106102.559, lauv-roald, DVL, 0.515
1622106102.758, lauv-roald, DVL, 0.495
1622106102.928, lauv-roald, SmartX, 0.905
1622106103.159, lauv-roald, DVL, 0.495
1622106103.356, lauv-roald, DVL, 0.501
1622106103.428, lauv-roald, SmartX, 0.935
1622106103.557, lauv-roald, DVL, 0.504
1622106103.928, lauv-roald, SmartX, 0.945
1622106103.953, lauv-roald, DVL, 0.524
1622106104.158, lauv-roald, DVL, 0.517
1622106104.358, lauv-roald, DVL, 0.535
1622106104.427, lauv-roald, SmartX, 0.955
1622106104.759, lauv-roald, DVL, 0.529
1622106104.927, lauv-roald, SmartX, 0.965
1622106104.959, lauv-roald, DVL, 0.535
1622106105.162, lauv-roald, DVL, 0.549
1622106105.427, lauv-roald, SmartX, 0.975
1622106105.558, lauv-roald, DVL, 0.540
1622106105.761, lauv-roald, DVL, 0.512
1622106105.927, lauv-roald, SmartX, 0.935
1622106105.962, lauv-roald, DVL, 0.522
1622106106.359, lauv-roald, DVL, 0.504
1622106106.427, lauv-roald, SmartX, 0.905
1622106106.559, lauv-roald, DVL, 0.502
1622106106.759, lauv-roald, DVL, 0.497
1622106106.927, lauv-roald, SmartX, 0.925
1622106107.159, lauv-roald, DVL, 0.486
1622106107.358, lauv-roald, DVL, 0.510
1622106107.427, lauv-roald, SmartX, 0.935
1622106107.560, lauv-roald, DVL, 0.494
1622106107.927, lauv-roald, SmartX, 0.935
1622106107.962, lauv-roald, DVL, 0.504
1622106108.159, lauv-roald, DVL, 0.509
1622106108.361, lauv-roald, DVL, 0.515
1622106108.427, lauv-roald, SmartX, 0.925
1622106108.762, lauv-roald, DVL, 0.522
