4.107523418817924465e+01, -8.764722584542040451e+00, 9.059673547744750977e-02
4.107523418817924465e+01, -8.764722584542040451e+00, 9.059673547744750977e-02
4.107523418817924465e+01, -8.764722578176696643e+00, 5.269428715109825134e-02
4.107523418817924465e+01, -8.764722582632437309e+00, 6.721448898315429688e-02
4.107523418817924465e+01, -8.764722579540700664e+00, 4.129924345761537552e-03
4.107523418817924465e+01, -8.764722583541772138e+00, 1.017066165804862976e-01
4.107523418817924465e+01, -8.764722583723639104e+00, 1.726133376359939575e-02
4.107523418817924465e+01, -8.764722580722834167e+00, 4.808001965284347534e-02
4.107523418817924465e+01, -8.764722580722834167e+00, 1.613030582666397095e-02
4.107523418817924465e+01, -8.764722583087104724e+00, 5.483331531286239624e-02
4.107523418817924465e+01, -8.764722580995634615e+00, 9.716209024190902710e-02
4.107523418817924465e+01, -8.764722580904702909e+00, 2.670217305421829224e-02
4.107523418817924465e+01, -8.764722579086031473e+00, 2.187122404575347900e-02
4.107523418817924465e+01, -8.764722580086299786e+00, -3.326871246099472046e-02
4.107523418817924465e+01, -8.764722577903897971e+00, 6.979965418577194214e-02
4.107523418817924465e+01, -8.764722577812962712e+00, 3.722333163022994995e-02
4.107523418817924465e+01, -8.764722581904969445e+00, 3.680008649826049805e-02
4.107523418817924465e+01, -8.764722579631632371e+00, 4.157528281211853027e-02
4.107523418817924465e+01, -8.764722583178039983e+00, 3.898624330759048462e-02
4.107523418817924465e+01, -8.764722581995902928e+00, 5.615346878767013550e-02
4.107523418817924465e+01, -8.764722581995902928e+00, 5.042478907853364944e-03
4.107523418817924465e+01, -8.764722581177503358e+00, -4.868365358561277390e-03
4.107523418817924465e+01, -8.764722580177233269e+00, 4.721880424767732620e-03
4.107523418817924465e+01, -8.764722579358831922e+00, 9.483701433055102825e-04
4.107523418817924465e+01, -8.764722583450838655e+00, 1.972834020853042603e-02
4.107523418817924465e+01, -8.764722577994829678e+00, 1.114315837621688843e-01
4.107523418817924465e+01, -8.764722580995634615e+00, 1.046734377741813660e-01
4.107523418817924465e+01, -8.764722580631900684e+00, 2.158643305301666260e-02
4.107523418817924465e+01, -8.764722582359636860e+00, -2.432443946599960327e-02
4.107523418817924465e+01, -8.764722582359636860e+00, 7.146162539720535278e-02
4.107523418817924465e+01, -8.764722580631900684e+00, -3.321402519941329956e-02
4.107523418817924465e+01, -8.764722581814035962e+00, 6.461437046527862549e-02
4.107523418817924465e+01, -8.764722580450033718e+00, 1.132959872484207153e-01
4.107523418817924465e+01, -8.764722581177503358e+00, 1.042827740311622620e-01
4.107523418817924465e+01, -8.764722580359100235e+00, 2.294776588678359985e-02
4.107523418817924465e+01, -8.764722579267900215e+00, 1.056525856256484985e-01
4.107523418817924465e+01, -8.764722579267900215e+00, 6.947146356105804443e-02
4.107523418817924465e+01, -8.764722581268435064e+00, 5.200323462486267090e-02
4.107523418817924465e+01, -8.764722581904969445e+00, 7.682658731937408447e-02
4.107523418817924465e+01, -8.764722580086299786e+00, 5.574638396501541138e-02
4.107523418817924465e+01, -8.764722580540968977e+00, 3.761023283004760742e-02
4.107523418817924465e+01, -8.764722582450570343e+00, 8.225151151418685913e-02
4.107523418817924465e+01, -8.764722579722565854e+00, 5.531989783048629761e-02
4.107523418817924465e+01, -8.764722580268166752e+00, 1.099117025732994080e-01
4.107523418817924465e+01, -8.764722580995634615e+00, 7.496231794357299805e-02
4.107523418817924465e+01, -8.764722583359905173e+00, 2.134688198566436768e-02
4.107523418817924465e+01, -8.764722583359905173e+00, 9.604196250438690186e-02
4.107523418817924465e+01, -8.764722583268971690e+00, 9.178388863801956177e-02
4.107523418817924465e+01, -8.764722581268435064e+00, 2.480586618185043335e-02
4.107523418817924465e+01, -8.764722583268971690e+00, 8.350636810064315796e-02
4.107523418817924465e+01, -8.764722582541505602e+00, 6.643369048833847046e-02
4.107523418817924465e+01, -8.764722579267900215e+00, 8.783131092786788940e-02
4.107523418817924465e+01, -8.764722579813499337e+00, 1.063583120703697205e-01
4.107523418817924465e+01, -8.764722579813499337e+00, -2.289902418851852417e-02
4.107523418817924465e+01, -8.764722581177503358e+00, 1.115560680627822876e-01
4.107523418817924465e+01, -8.764722582450570343e+00, 4.365780204534530640e-02
4.107523418817924465e+01, -8.764722580631900684e+00, 8.315906673669815063e-02
4.107523418817924465e+01, -8.764722582359636860e+00, 4.658288508653640747e-02
