7.271064758300781250e+00,2.768109537760416856e+02,9.797499999999999432e+00,7.164500000000000313e+00
7.271064758300781250e+00,2.768109537760416856e+02,8.592999999999999972e+00,6.901500000000000412e+00
7.271064758300781250e+00,2.768109537760416856e+02,7.868999999999999773e+00,6.890000000000000568e+00
7.271064758300781250e+00,2.768109537760416856e+02,9.385999999999999233e+00,7.244500000000000384e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.042099999999999937e+01,7.326499999999999346e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.055450000000000088e+01,7.314500000000000668e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.102250000000000085e+01,7.444499999999999673e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.080000000000000071e+01,7.402499999999999858e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.086800000000000033e+01,7.426999999999999602e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.066799999999999926e+01,7.390499999999999403e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.133999999999999986e+01,7.615000000000000213e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.198249999999999993e+01,7.567000000000000171e+00
7.271064758300781250e+00,2.768109537760416856e+02,1.109349999999999881e+01,7.402499999999999858e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.141050000000000075e+01,7.586000000000000298e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.239999999999999858e+01,7.641000000000000014e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.267099999999999937e+01,7.811999999999999389e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.159799999999999898e+01,7.419999999999999929e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.122599999999999909e+01,7.559000000000000163e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.257450000000000045e+01,7.953500000000000014e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.326300000000000168e+01,7.832499999999999574e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.285000000000000142e+01,7.760500000000000398e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.301299999999999990e+01,7.769999999999999574e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.268900000000000006e+01,7.700000000000000178e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.314900000000000091e+01,7.992499999999999716e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.427299999999999969e+01,8.084500000000000242e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.420449999999999946e+01,7.942500000000000782e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.399050000000000082e+01,7.894999999999999574e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.385549999999999926e+01,7.877499999999999503e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.374150000000000027e+01,7.929000000000000270e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.428099999999999881e+01,7.993000000000000327e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.396600000000000108e+01,7.950499999999999901e+00
8.900800069173177675e+00,2.770573730468750000e+02,1.450500000000000078e+01,8.156000000000000583e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.452299999999999969e+01,8.045999999999999375e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.455499999999999972e+01,8.024499999999999744e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.476650000000000063e+01,8.137000000000000455e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.543349999999999866e+01,8.323499999999999233e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.568850000000000122e+01,8.428999999999998494e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.637349999999999994e+01,8.559999999999998721e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.648649999999999949e+01,8.607500000000001705e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.667000000000000171e+01,8.695000000000000284e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.764349999999999952e+01,8.858999999999999986e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.732399999999999807e+01,8.780000000000001137e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.827400000000000091e+01,9.048000000000000043e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.830550000000000210e+01,8.939999999999999503e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.914900000000000091e+01,9.314000000000000057e+00
1.084902106391059107e+01,2.773515896267360858e+02,2.012899999999999778e+01,9.527499999999999858e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.984550000000000125e+01,9.326499999999999346e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.876399999999999935e+01,9.093500000000000583e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.876200000000000045e+01,9.265000000000000568e+00
1.084902106391059107e+01,2.773515896267360858e+02,1.928849999999999909e+01,9.380500000000001393e+00
1.274292585584852411e+01,2.776375596788194571e+02,2.153150000000000119e+01,9.905000000000001137e+00
1.274292585584852411e+01,2.776375596788194571e+02,2.238349999999999795e+01,1.001500000000000057e+01
1.274292585584852411e+01,2.776375596788194571e+02,2.267799999999999727e+01,1.011949999999999861e+01
1.274292585584852411e+01,2.776375596788194571e+02,2.436549999999999727e+01,1.064000000000000057e+01
1.274292585584852411e+01,2.776375596788194571e+02,2.554850000000000065e+01,1.072350000000000136e+01
1.274292585584852411e+01,2.776375596788194571e+02,2.418200000000000216e+01,1.010800000000000054e+01
1.274292585584852411e+01,2.776375596788194571e+02,2.423000000000000043e+01,1.042650000000000077e+01
1.274292585584852411e+01,2.776375596788194571e+02,2.642750000000000199e+01,1.102949999999999875e+01
6.704129960801866517e+00,2.767234429253472285e+02,1.232850000000000001e+01,7.721000000000000085e+00
6.704129960801866517e+00,2.767234429253472285e+02,1.169699999999999918e+01,7.554499999999999993e+00
6.704129960801866517e+00,2.767234429253472285e+02,1.236550000000000082e+01,7.694499999999999673e+00
6.704129960801866517e+00,2.767234429253472285e+02,1.335299999999999976e+01,7.870000000000000107e+00
6.704129960801866517e+00,2.767234429253472285e+02,1.436400000000000077e+01,8.131499999999999062e+00
6.704129960801866517e+00,2.767234429253472285e+02,1.456599999999999895e+01,8.074999999999999289e+00
6.704129960801866517e+00,2.767234429253472285e+02,1.421699999999999875e+01,7.932999999999999829e+00
6.704129960801866517e+00,2.767234429253472285e+02,1.321249999999999858e+01,7.841000000000000192e+00
6.704129960801866517e+00,2.767234429253472285e+02,1.340200000000000102e+01,7.860999999999999766e+00
8.666482713487413392e+00,2.770214029947916856e+02,1.318050000000000033e+01,7.826500000000000234e+00
8.666482713487413392e+00,2.770214029947916856e+02,1.365500000000000114e+01,7.972999999999999865e+00
8.666482713487413392e+00,2.770214029947916856e+02,1.425450000000000017e+01,8.030499999999999972e+00
8.666482713487413392e+00,2.770214029947916856e+02,1.477299999999999969e+01,8.125499999999998835e+00
8.666482713487413392e+00,2.770214029947916856e+02,1.432649999999999935e+01,8.139499999999999957e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.537749999999999950e+01,8.347500000000000142e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.466750000000000043e+01,8.050499999999999545e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.389900000000000091e+01,8.103999999999999204e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.674300000000000210e+01,8.817999999999999616e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.660999999999999943e+01,8.444499999999999673e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.675250000000000128e+01,8.678000000000000824e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.957699999999999818e+01,9.241500000000000270e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.738250000000000028e+01,8.408999999999998920e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.805499999999999972e+01,8.893499999999999517e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.880199999999999960e+01,8.975999999999999091e+00
8.243169148763021425e+00,2.769572482638889142e+02,1.985499999999999687e+01,9.310999999999999943e+00
1.068498060438368036e+01,2.773264431423610858e+02,2.057499999999999929e+01,9.242000000000000881e+00
1.068498060438368036e+01,2.773264431423610858e+02,2.130900000000000105e+01,9.573499999999999233e+00
