timestamp, system, entity , value (m)
1623930004.530, lauv-roald, SmartX, 0.189
1623930004.823, lauv-roald, DVL, 0.000
1623930005.024, lauv-roald, DVL, 0.000
1623930005.030, lauv-roald, SmartX, 0.189
1623930005.225, lauv-roald, DVL, 0.000
1623930005.530, lauv-roald, SmartX, 0.189
1623930005.623, lauv-roald, DVL, 0.000
1623930005.824, lauv-roald, DVL, 0.000
1623930006.023, lauv-roald, DVL, 0.000
1623930006.030, lauv-roald, SmartX, 0.199
1623930006.423, lauv-roald, DVL, 0.000
1623930006.530, lauv-roald, SmartX, 0.199
1623930006.624, lauv-roald, DVL, 0.000
1623930006.824, lauv-roald, DVL, 0.000
1623930007.030, lauv-roald, SmartX, 0.189
1623930007.223, lauv-roald, DVL, 0.000
1623930007.424, lauv-roald, DVL, 0.000
1623930007.530, lauv-roald, SmartX, 0.199
1623930007.623, lauv-roald, DVL, 0.000
1623930008.023, lauv-roald, DVL, 0.000
1623930008.030, lauv-roald, SmartX, 0.189
1623930008.224, lauv-roald, DVL, 0.000
1623930008.423, lauv-roald, DVL, 0.000
1623930008.530, lauv-roald, SmartX, 0.189
1623930008.824, lauv-roald, DVL, 0.000
1623930009.024, lauv-roald, DVL, 0.000
1623930009.030, lauv-roald, SmartX, 0.169
1623930009.223, lauv-roald, DVL, 0.000
1623930009.530, lauv-roald, SmartX, 0.199
1623930009.623, lauv-roald, DVL, 0.000
1623930009.824, lauv-roald, DVL, 0.000
1623930010.024, lauv-roald, DVL, 0.000
1623930010.030, lauv-roald, SmartX, 0.199
1623930010.423, lauv-roald, DVL, 0.000
1623930010.530, lauv-roald, SmartX, 0.189
1623930010.624, lauv-roald, DVL, 0.000
1623930010.824, lauv-roald, DVL, 0.000
1623930011.030, lauv-roald, SmartX, 0.199
1623930011.223, lauv-roald, DVL, 0.000
1623930011.424, lauv-roald, DVL, 0.000
1623930011.530, lauv-roald, SmartX, 0.189
1623930011.623, lauv-roald, DVL, 0.000
1623930012.024, lauv-roald, DVL, 0.000
1623930012.030, lauv-roald, SmartX, 0.189
1623930012.224, lauv-roald, DVL, 0.000
1623930012.424, lauv-roald, DVL, 0.000
1623930012.530, lauv-roald, SmartX, 0.189
1623930012.824, lauv-roald, DVL, 0.000
1623930013.024, lauv-roald, DVL, 0.000
1623930013.030, lauv-roald, SmartX, 0.189
1623930013.223, lauv-roald, DVL, 0.000
1623930013.530, lauv-roald, SmartX, 0.199
1623930013.623, lauv-roald, DVL, 0.000
1623930013.824, lauv-roald, DVL, 0.000
1623930014.024, lauv-roald, DVL, 0.000
1623930014.030, lauv-roald, SmartX, 0.199
1623930014.424, lauv-roald, DVL, 0.000
1623930014.530, lauv-roald, SmartX, 0.199
1623930014.624, lauv-roald, DVL, 0.000
1623930014.824, lauv-roald, DVL, 0.000
1623930015.030, lauv-roald, SmartX, 0.189
1623930015.223, lauv-roald, DVL, 0.000
1623930015.424, lauv-roald, DVL, 0.000
1623930015.529, lauv-roald, SmartX, 0.219
1623930015.623, lauv-roald, DVL, 0.000
1623930016.023, lauv-roald, DVL, 0.000
1623930016.029, lauv-roald, SmartX, 0.199
1623930016.224, lauv-roald, DVL, 0.000
1623930016.423, lauv-roald, DVL, 0.000
1623930016.529, lauv-roald, SmartX, 0.199
1623930016.824, lauv-roald, DVL, 0.000
1623930017.024, lauv-roald, DVL, 0.000
1623930017.029, lauv-roald, SmartX, 0.199
1623930017.223, lauv-roald, DVL, 0.000
1623930017.529, lauv-roald, SmartX, 0.199
1623930017.624, lauv-roald, DVL, 0.000
1623930017.824, lauv-roald, DVL, 0.000
1623930018.024, lauv-roald, DVL, 0.000
1623930018.029, lauv-roald, SmartX, 0.189
1623930018.423, lauv-roald, DVL, 0.000
1623930018.529, lauv-roald, SmartX, 0.189
1623930018.624, lauv-roald, DVL, 0.000
1623930018.824, lauv-roald, DVL, 0.000
1623930019.029, lauv-roald, SmartX, 0.199
1623930019.223, lauv-roald, DVL, 0.000
1623930019.426, lauv-roald, DVL, 0.000
1623930019.529, lauv-roald, SmartX, 0.199
1623930019.624, lauv-roald, DVL, 0.000
1623930020.023, lauv-roald, DVL, 0.000
1623930020.029, lauv-roald, SmartX, 0.189
1623930020.224, lauv-roald, DVL, 0.000
1623930020.424, lauv-roald, DVL, 0.000
1623930020.529, lauv-roald, SmartX, 0.189
1623930020.824, lauv-roald, DVL, 0.000
1623930021.024, lauv-roald, DVL, 0.000
1623930021.029, lauv-roald, SmartX, 0.199
1623930021.223, lauv-roald, DVL, 0.000
1623930021.529, lauv-roald, SmartX, 0.179
1623930021.623, lauv-roald, DVL, 0.000
1623930021.824, lauv-roald, DVL, 0.000
1623930022.024, lauv-roald, DVL, 0.000
1623930022.029, lauv-roald, SmartX, 0.199
1623930022.423, lauv-roald, DVL, 0.000
1623930022.529, lauv-roald, SmartX, 0.199
1623930022.624, lauv-roald, DVL, 0.000
1623930022.824, lauv-roald, DVL, 0.000
1623930023.029, lauv-roald, SmartX, 0.199
1623930023.223, lauv-roald, DVL, 0.000
1623930023.424, lauv-roald, DVL, 0.000
1623930023.529, lauv-roald, SmartX, 0.189
1623930023.623, lauv-roald, DVL, 0.000
1623930024.024, lauv-roald, DVL, 0.000
1623930024.029, lauv-roald, SmartX, 0.199
1623930024.224, lauv-roald, DVL, 0.000
1623930024.424, lauv-roald, DVL, 0.000
1623930024.529, lauv-roald, SmartX, 0.199
1623930024.824, lauv-roald, DVL, 0.000
1623930025.024, lauv-roald, DVL, 0.000
1623930025.029, lauv-roald, SmartX, 0.199
1623930025.224, lauv-roald, DVL, 0.000
1623930025.529, lauv-roald, SmartX, 0.199
1623930025.624, lauv-roald, DVL, 0.000
1623930025.824, lauv-roald, DVL, 0.000
1623930026.024, lauv-roald, DVL, 0.000
1623930026.029, lauv-roald, SmartX, 0.189
1623930026.424, lauv-roald, DVL, 0.000
1623930026.529, lauv-roald, SmartX, 0.199
1623930026.624, lauv-roald, DVL, 0.000
1623930026.824, lauv-roald, DVL, 0.000
1623930027.029, lauv-roald, SmartX, 0.189
1623930027.224, lauv-roald, DVL, 0.000
1623930027.424, lauv-roald, DVL, 0.000
1623930027.529, lauv-roald, SmartX, 0.199
1623930027.623, lauv-roald, DVL, 0.000
1623930028.023, lauv-roald, DVL, 0.000
1623930028.029, lauv-roald, SmartX, 0.199
1623930028.224, lauv-roald, DVL, 0.000
1623930028.424, lauv-roald, DVL, 0.000
1623930028.529, lauv-roald, SmartX, 0.199
1623930028.824, lauv-roald, DVL, 0.000
1623930029.024, lauv-roald, DVL, 0.000
1623930029.029, lauv-roald, SmartX, 0.189
1623930029.223, lauv-roald, DVL, 0.000
1623930029.528, lauv-roald, SmartX, 0.199
1623930029.624, lauv-roald, DVL, 0.000
1623930029.824, lauv-roald, DVL, 0.000
1623930030.023, lauv-roald, DVL, 0.000
1623930030.028, lauv-roald, SmartX, 0.189
1623930030.424, lauv-roald, DVL, 0.000
1623930030.528, lauv-roald, SmartX, 0.189
1623930030.624, lauv-roald, DVL, 0.000
1623930030.824, lauv-roald, DVL, 0.000
1623930031.028, lauv-roald, SmartX, 0.219
1623930031.223, lauv-roald, DVL, 0.000
1623930031.424, lauv-roald, DVL, 0.000
1623930031.528, lauv-roald, SmartX, 0.209
1623930031.623, lauv-roald, DVL, 0.000
1623930032.024, lauv-roald, DVL, 0.000
1623930032.028, lauv-roald, SmartX, 0.209
1623930032.224, lauv-roald, DVL, 0.000
1623930032.423, lauv-roald, DVL, 0.000
1623930032.528, lauv-roald, SmartX, 0.189
1623930032.824, lauv-roald, DVL, 0.000
1623930033.024, lauv-roald, DVL, 0.000
1623930033.028, lauv-roald, SmartX, 0.199
1623930033.223, lauv-roald, DVL, 0.000
1623930033.528, lauv-roald, SmartX, 0.199
1623930033.624, lauv-roald, DVL, 0.000
1623930033.824, lauv-roald, DVL, 0.000
1623930034.023, lauv-roald, DVL, 0.000
1623930034.028, lauv-roald, SmartX, 0.199
1623930034.424, lauv-roald, DVL, 0.000
1623930034.528, lauv-roald, SmartX, 0.219
1623930034.624, lauv-roald, DVL, 0.000
1623930034.824, lauv-roald, DVL, 0.000
1623930035.028, lauv-roald, SmartX, 0.189
1623930035.223, lauv-roald, DVL, 0.000
1623930035.424, lauv-roald, DVL, 0.000
1623930035.528, lauv-roald, SmartX, 0.189
1623930035.623, lauv-roald, DVL, 0.000
1623930036.024, lauv-roald, DVL, 0.000
1623930036.028, lauv-roald, SmartX, 0.189
1623930036.224, lauv-roald, DVL, 0.000
1623930036.423, lauv-roald, DVL, 0.000
1623930036.528, lauv-roald, SmartX, 0.199
1623930036.830, lauv-roald, DVL, 0.000
1623930037.024, lauv-roald, DVL, 0.000
1623930037.028, lauv-roald, SmartX, 0.199
1623930037.223, lauv-roald, DVL, 0.000
1623930037.528, lauv-roald, SmartX, 0.189
1623930037.623, lauv-roald, DVL, 0.000
1623930037.824, lauv-roald, DVL, 0.000
1623930038.023, lauv-roald, DVL, 0.000
1623930038.028, lauv-roald, SmartX, 0.209
1623930038.423, lauv-roald, DVL, 0.000
1623930038.528, lauv-roald, SmartX, 0.189
1623930038.624, lauv-roald, DVL, 0.000
1623930038.824, lauv-roald, DVL, 0.000
1623930039.028, lauv-roald, SmartX, 0.199
1623930039.224, lauv-roald, DVL, 0.000
1623930039.424, lauv-roald, DVL, 0.000
1623930039.528, lauv-roald, SmartX, 0.209
1623930039.624, lauv-roald, DVL, 0.000
1623930040.024, lauv-roald, DVL, 0.000
1623930040.028, lauv-roald, SmartX, 0.199
1623930040.224, lauv-roald, DVL, 0.000
1623930040.423, lauv-roald, DVL, 0.000
1623930040.528, lauv-roald, SmartX, 0.199
1623930040.824, lauv-roald, DVL, 0.000
1623930041.024, lauv-roald, DVL, 0.000
1623930041.028, lauv-roald, SmartX, 0.189
1623930041.224, lauv-roald, DVL, 0.000
1623930041.528, lauv-roald, SmartX, 0.179
1623930041.624, lauv-roald, DVL, 0.000
1623930041.824, lauv-roald, DVL, 0.000
1623930042.024, lauv-roald, DVL, 0.000
1623930042.028, lauv-roald, SmartX, 0.219
1623930042.424, lauv-roald, DVL, 0.000
1623930042.528, lauv-roald, SmartX, 0.229
1623930042.624, lauv-roald, DVL, 0.000
1623930042.824, lauv-roald, DVL, 0.000
1623930043.028, lauv-roald, SmartX, 0.199
1623930043.224, lauv-roald, DVL, 0.000
1623930043.424, lauv-roald, DVL, 0.000
1623930043.527, lauv-roald, SmartX, 0.219
1623930043.624, lauv-roald, DVL, 0.000
1623930044.024, lauv-roald, DVL, 0.000
1623930044.028, lauv-roald, SmartX, 0.189
1623930044.224, lauv-roald, DVL, 0.000
1623930044.424, lauv-roald, DVL, 0.000
1623930044.527, lauv-roald, SmartX, 0.189
1623930044.824, lauv-roald, DVL, 0.000
1623930045.024, lauv-roald, DVL, 0.000
1623930045.027, lauv-roald, SmartX, 0.219
1623930045.224, lauv-roald, DVL, 0.000
1623930045.527, lauv-roald, SmartX, 0.199
1623930045.624, lauv-roald, DVL, 0.000
1623930045.824, lauv-roald, DVL, 0.000
1623930046.024, lauv-roald, DVL, 0.000
1623930046.027, lauv-roald, SmartX, 0.189
1623930046.424, lauv-roald, DVL, 0.000
1623930046.527, lauv-roald, SmartX, 0.199
1623930046.624, lauv-roald, DVL, 0.000
1623930046.824, lauv-roald, DVL, 0.000
1623930047.027, lauv-roald, SmartX, 0.189
1623930047.223, lauv-roald, DVL, 0.000
1623930047.424, lauv-roald, DVL, 0.000
1623930047.527, lauv-roald, SmartX, 0.199
1623930047.623, lauv-roald, DVL, 0.000
1623930048.024, lauv-roald, DVL, 0.000
1623930048.027, lauv-roald, SmartX, 0.189
1623930048.224, lauv-roald, DVL, 0.000
1623930048.424, lauv-roald, DVL, 0.000
1623930048.527, lauv-roald, SmartX, 0.199
1623930048.824, lauv-roald, DVL, 0.000
1623930049.024, lauv-roald, DVL, 0.000
1623930049.027, lauv-roald, SmartX, 0.199
1623930049.224, lauv-roald, DVL, 0.000
1623930049.527, lauv-roald, SmartX, 0.199
1623930049.624, lauv-roald, DVL, 0.000
1623930049.824, lauv-roald, DVL, 0.000
1623930050.024, lauv-roald, DVL, 0.000
1623930050.027, lauv-roald, SmartX, 0.209
1623930050.424, lauv-roald, DVL, 0.000
1623930050.527, lauv-roald, SmartX, 0.199
1623930050.624, lauv-roald, DVL, 0.000
1623930050.824, lauv-roald, DVL, 0.000
1623930051.027, lauv-roald, SmartX, 0.189
1623930051.224, lauv-roald, DVL, 0.000
1623930051.425, lauv-roald, DVL, 0.000
1623930051.527, lauv-roald, SmartX, 0.199
1623930051.624, lauv-roald, DVL, 0.000
1623930052.024, lauv-roald, DVL, 0.000
1623930052.027, lauv-roald, SmartX, 0.209
1623930052.224, lauv-roald, DVL, 0.000
1623930052.424, lauv-roald, DVL, 0.000
1623930052.527, lauv-roald, SmartX, 0.209
1623930052.824, lauv-roald, DVL, 0.000
1623930053.024, lauv-roald, DVL, 0.000
1623930053.027, lauv-roald, SmartX, 0.219
1623930053.224, lauv-roald, DVL, 0.000
1623930053.527, lauv-roald, SmartX, 0.199
1623930053.624, lauv-roald, DVL, 0.000
1623930053.824, lauv-roald, DVL, 0.000
1623930054.024, lauv-roald, DVL, 0.000
1623930054.027, lauv-roald, SmartX, 0.199
1623930054.424, lauv-roald, DVL, 0.000
1623930054.527, lauv-roald, SmartX, 0.209
1623930054.624, lauv-roald, DVL, 0.000
1623930054.824, lauv-roald, DVL, 0.000
1623930055.027, lauv-roald, SmartX, 0.189
1623930055.224, lauv-roald, DVL, 0.000
1623930055.424, lauv-roald, DVL, 0.000
1623930055.527, lauv-roald, SmartX, 0.249
1623930055.624, lauv-roald, DVL, 0.000
1623930056.024, lauv-roald, DVL, 0.000
1623930056.027, lauv-roald, SmartX, 0.239
1623930056.224, lauv-roald, DVL, 0.000
1623930056.424, lauv-roald, DVL, 0.000
1623930056.527, lauv-roald, SmartX, 0.239
1623930056.824, lauv-roald, DVL, 0.000
1623930057.024, lauv-roald, DVL, 0.000
1623930057.027, lauv-roald, SmartX, 0.239
1623930057.224, lauv-roald, DVL, 0.000
1623930057.527, lauv-roald, SmartX, 0.219
1623930057.624, lauv-roald, DVL, 0.000
1623930057.824, lauv-roald, DVL, 0.000
1623930058.024, lauv-roald, DVL, 0.000
1623930058.027, lauv-roald, SmartX, 0.219
1623930058.424, lauv-roald, DVL, 0.000
1623930058.526, lauv-roald, SmartX, 0.209
1623930058.624, lauv-roald, DVL, 0.000
1623930058.824, lauv-roald, DVL, 0.000
1623930059.027, lauv-roald, SmartX, 0.189
1623930059.224, lauv-roald, DVL, 0.000
1623930059.424, lauv-roald, DVL, 0.000
1623930059.527, lauv-roald, SmartX, 0.199
1623930059.624, lauv-roald, DVL, 0.000
1623930060.024, lauv-roald, DVL, 0.000
1623930060.026, lauv-roald, SmartX, 0.189
1623930060.224, lauv-roald, DVL, 0.000
1623930060.424, lauv-roald, DVL, 0.000
1623930060.526, lauv-roald, SmartX, 0.199
1623930060.824, lauv-roald, DVL, 0.000
1623930061.024, lauv-roald, DVL, 0.000
1623930061.027, lauv-roald, SmartX, 0.199
1623930061.224, lauv-roald, DVL, 0.000
1623930061.526, lauv-roald, SmartX, 0.209
1623930061.624, lauv-roald, DVL, 0.000
1623930061.824, lauv-roald, DVL, 0.000
1623930062.024, lauv-roald, DVL, 0.000
1623930062.027, lauv-roald, SmartX, 0.189
1623930062.424, lauv-roald, DVL, 0.000
1623930062.526, lauv-roald, SmartX, 0.199
1623930062.624, lauv-roald, DVL, 0.000
1623930062.824, lauv-roald, DVL, 0.000
1623930063.026, lauv-roald, SmartX, 0.219
1623930063.224, lauv-roald, DVL, 0.000
1623930063.424, lauv-roald, DVL, 0.000
1623930063.526, lauv-roald, SmartX, 0.209
1623930063.624, lauv-roald, DVL, 0.000
1623930064.024, lauv-roald, DVL, 0.000
1623930064.026, lauv-roald, SmartX, 0.209
1623930064.224, lauv-roald, DVL, 0.000
1623930064.424, lauv-roald, DVL, 0.000
1623930064.526, lauv-roald, SmartX, 0.199
1623930064.824, lauv-roald, DVL, 0.000
1623930065.024, lauv-roald, DVL, 0.000
1623930065.026, lauv-roald, SmartX, 0.199
1623930065.224, lauv-roald, DVL, 0.000
1623930065.526, lauv-roald, SmartX, 0.229
1623930065.624, lauv-roald, DVL, 0.000
1623930065.825, lauv-roald, DVL, 0.000
1623930066.026, lauv-roald, SmartX, 0.219
1623930066.030, lauv-roald, DVL, 0.000
1623930066.424, lauv-roald, DVL, 0.000
1623930066.526, lauv-roald, SmartX, 0.229
1623930066.624, lauv-roald, DVL, 0.000
1623930066.824, lauv-roald, DVL, 0.000
1623930067.026, lauv-roald, SmartX, 0.229
1623930067.224, lauv-roald, DVL, 0.000
1623930067.424, lauv-roald, DVL, 0.000
1623930067.526, lauv-roald, SmartX, 0.229
1623930067.624, lauv-roald, DVL, 0.000
1623930068.024, lauv-roald, DVL, 0.000
1623930068.026, lauv-roald, SmartX, 0.209
1623930068.224, lauv-roald, DVL, 0.000
1623930068.424, lauv-roald, DVL, 0.000
1623930068.526, lauv-roald, SmartX, 0.209
1623930068.824, lauv-roald, DVL, 0.000
1623930069.024, lauv-roald, DVL, 0.000
1623930069.026, lauv-roald, SmartX, 0.199
1623930069.224, lauv-roald, DVL, 0.000
1623930069.526, lauv-roald, SmartX, 0.199
1623930069.624, lauv-roald, DVL, 0.000
1623930069.824, lauv-roald, DVL, 0.000
1623930070.024, lauv-roald, DVL, 0.000
1623930070.026, lauv-roald, SmartX, 0.179
1623930070.424, lauv-roald, DVL, 0.000
1623930070.526, lauv-roald, SmartX, 0.219
1623930070.624, lauv-roald, DVL, 0.000
1623930070.824, lauv-roald, DVL, 0.000
1623930071.026, lauv-roald, SmartX, 0.219
1623930071.224, lauv-roald, DVL, 0.000
1623930071.424, lauv-roald, DVL, 0.000
1623930071.527, lauv-roald, SmartX, 0.219
1623930071.624, lauv-roald, DVL, 0.000
1623930072.024, lauv-roald, DVL, 0.000
1623930072.026, lauv-roald, SmartX, 0.229
1623930072.224, lauv-roald, DVL, 0.000
1623930072.424, lauv-roald, DVL, 0.000
1623930072.526, lauv-roald, SmartX, 0.199
1623930072.824, lauv-roald, DVL, 0.000
1623930073.024, lauv-roald, DVL, 0.000
1623930073.026, lauv-roald, SmartX, 0.199
1623930073.224, lauv-roald, DVL, 0.000
1623930073.525, lauv-roald, SmartX, 0.219
1623930073.624, lauv-roald, DVL, 0.000
1623930073.825, lauv-roald, DVL, 0.000
1623930074.024, lauv-roald, DVL, 0.000
1623930074.026, lauv-roald, SmartX, 0.199
1623930074.424, lauv-roald, DVL, 0.000
1623930074.525, lauv-roald, SmartX, 0.219
1623930074.624, lauv-roald, DVL, 0.000
1623930074.824, lauv-roald, DVL, 0.000
1623930075.025, lauv-roald, SmartX, 0.209
1623930075.224, lauv-roald, DVL, 0.000
1623930075.424, lauv-roald, DVL, 0.000
1623930075.525, lauv-roald, SmartX, 0.189
1623930075.624, lauv-roald, DVL, 0.000
1623930076.024, lauv-roald, DVL, 0.000
1623930076.025, lauv-roald, SmartX, 0.229
1623930076.224, lauv-roald, DVL, 0.000
1623930076.424, lauv-roald, DVL, 0.000
1623930076.525, lauv-roald, SmartX, 0.219
1623930076.824, lauv-roald, DVL, 0.000
1623930077.024, lauv-roald, DVL, 0.000
1623930077.026, lauv-roald, SmartX, 0.219
1623930077.224, lauv-roald, DVL, 0.000
1623930077.525, lauv-roald, SmartX, 0.229
1623930077.624, lauv-roald, DVL, 0.000
1623930077.824, lauv-roald, DVL, 0.000
1623930078.024, lauv-roald, DVL, 0.000
1623930078.025, lauv-roald, SmartX, 0.199
1623930078.424, lauv-roald, DVL, 0.000
1623930078.525, lauv-roald, SmartX, 0.199
1623930078.624, lauv-roald, DVL, 0.000
1623930078.824, lauv-roald, DVL, 0.000
1623930079.025, lauv-roald, SmartX, 0.199
1623930079.224, lauv-roald, DVL, 0.000
1623930079.424, lauv-roald, DVL, 0.000
1623930079.525, lauv-roald, SmartX, 0.199
1623930079.624, lauv-roald, DVL, 0.000
1623930080.024, lauv-roald, DVL, 0.000
1623930080.025, lauv-roald, SmartX, 0.199
1623930080.225, lauv-roald, DVL, 0.000
1623930080.424, lauv-roald, DVL, 0.000
1623930080.525, lauv-roald, SmartX, 0.199
1623930080.824, lauv-roald, DVL, 0.000
1623930081.024, lauv-roald, DVL, 0.000
1623930081.026, lauv-roald, SmartX, 0.199
1623930081.224, lauv-roald, DVL, 0.000
1623930081.525, lauv-roald, SmartX, 0.199
1623930081.624, lauv-roald, DVL, 0.000
1623930081.824, lauv-roald, DVL, 0.000
1623930082.024, lauv-roald, DVL, 0.000
1623930082.026, lauv-roald, SmartX, 0.209
1623930082.424, lauv-roald, DVL, 0.000
1623930082.525, lauv-roald, SmartX, 0.219
1623930082.624, lauv-roald, DVL, 0.000
1623930082.824, lauv-roald, DVL, 0.000
1623930083.025, lauv-roald, SmartX, 0.229
1623930083.224, lauv-roald, DVL, 0.000
1623930083.424, lauv-roald, DVL, 0.000
1623930083.525, lauv-roald, SmartX, 0.189
1623930083.624, lauv-roald, DVL, 0.000
1623930084.024, lauv-roald, DVL, 0.000
1623930084.025, lauv-roald, SmartX, 0.229
1623930084.224, lauv-roald, DVL, 0.000
1623930084.424, lauv-roald, DVL, 0.000
1623930084.525, lauv-roald, SmartX, 0.229
1623930084.824, lauv-roald, DVL, 0.000
1623930085.025, lauv-roald, SmartX, 0.219
1623930085.025, lauv-roald, DVL, 0.000
1623930085.224, lauv-roald, DVL, 0.000
1623930085.525, lauv-roald, SmartX, 0.219
1623930085.624, lauv-roald, DVL, 0.000
1623930085.824, lauv-roald, DVL, 0.000
1623930086.024, lauv-roald, DVL, 0.000
1623930086.025, lauv-roald, SmartX, 0.219
1623930086.424, lauv-roald, DVL, 0.000
1623930086.525, lauv-roald, SmartX, 0.199
1623930086.624, lauv-roald, DVL, 0.000
1623930086.824, lauv-roald, DVL, 0.000
1623930087.024, lauv-roald, SmartX, 0.219
1623930087.224, lauv-roald, DVL, 0.000
1623930087.424, lauv-roald, DVL, 0.000
1623930087.524, lauv-roald, SmartX, 0.199
1623930087.624, lauv-roald, DVL, 0.000
1623930088.025, lauv-roald, SmartX, 0.199
1623930088.024, lauv-roald, DVL, 0.000
1623930088.224, lauv-roald, DVL, 0.000
1623930088.424, lauv-roald, DVL, 0.000
1623930088.525, lauv-roald, SmartX, 0.199
1623930088.824, lauv-roald, DVL, 0.000
1623930089.025, lauv-roald, SmartX, 0.199
1623930089.025, lauv-roald, DVL, 0.000
1623930089.224, lauv-roald, DVL, 0.000
1623930089.524, lauv-roald, SmartX, 0.209
1623930089.624, lauv-roald, DVL, 0.000
1623930089.825, lauv-roald, DVL, 0.000
1623930090.024, lauv-roald, DVL, 0.000
1623930090.025, lauv-roald, SmartX, 0.209
1623930090.424, lauv-roald, DVL, 0.000
1623930090.524, lauv-roald, SmartX, 0.189
1623930090.624, lauv-roald, DVL, 0.000
1623930090.824, lauv-roald, DVL, 0.000
1623930091.024, lauv-roald, SmartX, 0.219
1623930091.224, lauv-roald, DVL, 0.000
1623930091.424, lauv-roald, DVL, 0.000
1623930091.524, lauv-roald, SmartX, 0.219
1623930091.624, lauv-roald, DVL, 0.000
1623930092.024, lauv-roald, SmartX, 0.219
1623930092.025, lauv-roald, DVL, 0.000
1623930092.224, lauv-roald, DVL, 0.000
1623930092.424, lauv-roald, DVL, 0.000
1623930092.524, lauv-roald, SmartX, 0.219
1623930092.824, lauv-roald, DVL, 0.000
1623930093.024, lauv-roald, SmartX, 0.199
1623930093.024, lauv-roald, DVL, 0.000
1623930093.224, lauv-roald, DVL, 0.000
1623930093.524, lauv-roald, SmartX, 0.189
1623930093.624, lauv-roald, DVL, 0.000
1623930093.824, lauv-roald, DVL, 0.000
1623930094.024, lauv-roald, SmartX, 0.209
1623930094.024, lauv-roald, DVL, 0.000
1623930094.424, lauv-roald, DVL, 0.000
1623930094.524, lauv-roald, SmartX, 0.229
1623930094.624, lauv-roald, DVL, 0.000
1623930094.824, lauv-roald, DVL, 0.000
1623930095.024, lauv-roald, SmartX, 0.219
1623930095.231, lauv-roald, DVL, 0.000
1623930095.424, lauv-roald, DVL, 0.000
1623930095.524, lauv-roald, SmartX, 0.209
1623930095.624, lauv-roald, DVL, 0.000
1623930096.024, lauv-roald, SmartX, 0.189
1623930096.024, lauv-roald, DVL, 0.000
1623930096.225, lauv-roald, DVL, 0.000
1623930096.424, lauv-roald, DVL, 0.000
1623930096.524, lauv-roald, SmartX, 0.199
1623930096.824, lauv-roald, DVL, 0.000
1623930097.024, lauv-roald, SmartX, 0.199
1623930097.024, lauv-roald, DVL, 0.000
1623930097.224, lauv-roald, DVL, 0.000
1623930097.524, lauv-roald, SmartX, 0.199
1623930097.624, lauv-roald, DVL, 0.000
1623930097.825, lauv-roald, DVL, 0.000
1623930098.024, lauv-roald, SmartX, 0.199
1623930098.024, lauv-roald, DVL, 0.000
1623930098.424, lauv-roald, DVL, 0.000
1623930098.524, lauv-roald, SmartX, 0.219
1623930098.624, lauv-roald, DVL, 0.000
1623930098.824, lauv-roald, DVL, 0.000
1623930099.024, lauv-roald, SmartX, 0.209
1623930099.224, lauv-roald, DVL, 0.000
1623930099.424, lauv-roald, DVL, 0.000
1623930099.524, lauv-roald, SmartX, 0.219
1623930099.624, lauv-roald, DVL, 0.000
1623930100.024, lauv-roald, SmartX, 0.219
1623930100.024, lauv-roald, DVL, 0.000
1623930100.224, lauv-roald, DVL, 0.000
1623930100.424, lauv-roald, DVL, 0.000
1623930100.524, lauv-roald, SmartX, 0.199
1623930100.824, lauv-roald, DVL, 0.000
1623930101.024, lauv-roald, SmartX, 0.189
1623930101.024, lauv-roald, DVL, 0.000
1623930101.224, lauv-roald, DVL, 0.000
1623930101.524, lauv-roald, SmartX, 0.199
1623930101.624, lauv-roald, DVL, 0.000
1623930101.824, lauv-roald, DVL, 0.000
1623930102.024, lauv-roald, SmartX, 0.199
1623930102.024, lauv-roald, DVL, 0.000
1623930102.424, lauv-roald, DVL, 0.000
1623930102.524, lauv-roald, SmartX, 0.209
1623930102.624, lauv-roald, DVL, 0.000
1623930102.824, lauv-roald, DVL, 0.000
1623930103.024, lauv-roald, SmartX, 0.189
1623930103.224, lauv-roald, DVL, 0.000
1623930103.424, lauv-roald, DVL, 0.000
1623930103.523, lauv-roald, SmartX, 0.199
1623930103.624, lauv-roald, DVL, 0.000
1623930104.023, lauv-roald, SmartX, 0.199
1623930104.024, lauv-roald, DVL, 0.000
1623930104.224, lauv-roald, DVL, 0.000
1623930104.424, lauv-roald, DVL, 0.000
1623930104.523, lauv-roald, SmartX, 0.209
1623930104.824, lauv-roald, DVL, 0.000
1623930105.023, lauv-roald, SmartX, 0.209
1623930105.024, lauv-roald, DVL, 0.000
1623930105.224, lauv-roald, DVL, 0.000
1623930105.523, lauv-roald, SmartX, 0.189
1623930105.624, lauv-roald, DVL, 0.000
1623930105.825, lauv-roald, DVL, 0.000
1623930106.024, lauv-roald, SmartX, 0.209
1623930106.024, lauv-roald, DVL, 0.000
1623930106.424, lauv-roald, DVL, 0.000
1623930106.523, lauv-roald, SmartX, 0.199
1623930106.624, lauv-roald, DVL, 0.000
1623930106.824, lauv-roald, DVL, 0.000
1623930107.023, lauv-roald, SmartX, 0.209
1623930107.224, lauv-roald, DVL, 0.000
1623930107.425, lauv-roald, DVL, 0.000
1623930107.523, lauv-roald, SmartX, 0.199
1623930107.624, lauv-roald, DVL, 0.000
1623930108.023, lauv-roald, SmartX, 0.209
1623930108.024, lauv-roald, DVL, 0.000
1623930108.224, lauv-roald, DVL, 0.000
1623930108.424, lauv-roald, DVL, 0.000
