4.106999886225138141e+01, -8.740411824102181981e+00
4.107039588156720100e+01, -8.740420037735059822e+00
4.107079250512553159e+01, -8.740444872108401597e+00
4.107118833756338461e+01, -8.740486302766575122e+00
4.107158298430638155e+01, -8.740544288708028020e+00
4.107197605196206069e+01, -8.740618772424985750e+00
4.107236714871203986e+01, -8.740709679959591583e+00
4.107275588470256622e+01, -8.740816920976484994e+00
4.107314187243315473e+01, -8.740940388851717202e+00
4.107352472714284630e+01, -8.741079960777936364e+00
4.107390406719373033e+01, -8.741235497885732286e+00
4.107427951445139769e+01, -8.741406845381035851e+00
4.107465069466186236e+01, -8.741593832698423938e+00
4.107501723782461056e+01, -8.741796273670200179e+00
4.107537877856145059e+01, -8.742013966711068562e+00
4.107573495648070860e+01, -8.742246695018229374e+00
4.107608541653649326e+01, -8.742494226786709177e+00
4.107642980938260280e+01, -8.742756315439688564e+00
4.107676779172075499e+01, -8.743032699873625191e+00
4.107709902664279866e+01, -8.743323104717918071e+00
4.107742318396656600e+01, -8.743627240608873308e+00
4.107773994056498879e+01, -8.743944804477660426e+00
4.107804898068819455e+01, -8.744275479852024802e+00
4.107834999627826988e+01, -8.744618937171429351e+00
4.107864268727633572e+01, -8.744974834115300411e+00
4.107892676192162895e+01, -8.745342815944091797e+00
4.107920193704237022e+01, -8.745722515852783374e+00
4.107946793833801991e+01, -8.746113555336494372e+00
4.107972450065269499e+01, -8.746515544567827760e+00
4.107997136823949802e+01, -8.746928082785586867e+00
4.108020829501545279e+01, -8.747350758694453887e+00
4.108043504480679786e+01, -8.747783150875251934e+00
4.108065139158441070e+01, -8.748224828205371395e+00
4.108085711968912079e+01, -8.748675350288937835e+00
4.108105202404667011e+01, -8.749134267896296890e+00
4.108123591037216471e+01, -8.749601123412366732e+00
4.108140859536371181e+01, -8.750075451293430007e+00
4.108156990688515720e+01, -8.750556778531874969e+00
4.108171968413766706e+01, -8.751044625128452381e+00
4.108185777782001935e+01, -8.751538504571549026e+00
4.108198405027743405e+01, -8.752037924323017748e+00
4.108209837563877187e+01, -8.752542386310057765e+00
4.108220063994203031e+01, -8.753051387422660312e+00
4.108229074124792390e+01, -8.753564420016129333e+00
4.108236858974151318e+01, -8.754080972418151418e+00
