1.636122045000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.172306999999999932e-01, 1.172306999999999932e-01, 0.000000000000000000e+00, 1.856899999999999906e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122046000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.182415499999999869e-01, 1.182415499999999869e-01, 0.000000000000000000e+00, 1.854599999999999937e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122047000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.135455999999999827e-01, 1.135455999999999827e-01, 0.000000000000000000e+00, 1.855699900000000113e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122048000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.238273999999999903e-01, 1.238273999999999903e-01, 0.000000000000000000e+00, 1.858099899999999849e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122049000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.196774500000000324e-01, 1.196774500000000324e-01, 0.000000000000000000e+00, 1.858099899999999849e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122050000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.215056499999999789e-01, 1.215056499999999789e-01, 0.000000000000000000e+00, 1.853599900000000034e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122051000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.173915500000000112e-01, 1.173915500000000112e-01, 0.000000000000000000e+00, 1.852799999999999869e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122052000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.210687499999999889e-01, 1.210687499999999889e-01, 0.000000000000000000e+00, 1.855400099999999952e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122053000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.382010000000000030e-02, 2.382010000000000030e-02, 0.000000000000000000e+00, 1.856699899999999914e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122054000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.602160000000000389e-02, -1.602160000000000389e-02, 0.000000000000000000e+00, 1.859299999999999997e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122055000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.847974999999999618e-02, -1.847974999999999618e-02, 0.000000000000000000e+00, 1.863800000000000168e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122056000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.404905000000000216e-02, -1.404905000000000216e-02, 0.000000000000000000e+00, 1.863899999999999935e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122057000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.803830000000000017e-02, -1.803830000000000017e-02, 0.000000000000000000e+00, 1.864800100000000072e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122058000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.429899999999999748e-02, -1.429899999999999748e-02, 0.000000000000000000e+00, 1.863800000000000168e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
1.636122059000000000e+09, 4.112966359669610483e+01, -8.709613376748347235e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.935510000000000008e-02, -1.935510000000000008e-02, 0.000000000000000000e+00, 1.859900100000000123e+01, 7.178480500000001818e-01, -1.520114299999999752e-01
