1.625574475000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.022694615384615417e+02,2.116651538461538280e+02,4.920076923076924125e+00,-6.153846153846154188e-02,1.111250000000000071e+01,1.675949999999999918e+01
1.625574476000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.028539499999999975e+02,2.117809000000000310e+02,4.591500000000000803e+00,-8.970000000000001583e-02,1.150949999999999918e+01,1.672950000000000159e+01
1.625574477000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.036826500000000237e+02,2.121410499999999502e+02,4.437749999999998529e+00,-6.895000000000002516e-02,1.138350000000000151e+01,1.674149999999999849e+01
1.625574478000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.045146499999999605e+02,2.124221999999999753e+02,4.483899999999999331e+00,-7.349999999999998201e-02,1.171349999999999980e+01,1.669700000000000273e+01
1.625574479000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.052301000000000499e+02,2.127683499999999981e+02,4.470799999999999663e+00,-7.910000000000001752e-02,1.155900000000000105e+01,1.671549999999999869e+01
1.625574480000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.062277000000000271e+02,2.134318999999999846e+02,4.740450000000000941e+00,-7.150000000000000799e-02,1.130499999999999972e+01,1.671450000000000102e+01
1.625574481000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.075266000000000304e+02,2.140368499999999585e+02,4.682999999999999829e+00,-5.885000000000001341e-02,1.147850000000000037e+01,1.673850000000000193e+01
1.625574482000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.088992499999999382e+02,2.151075999999999908e+02,5.004400000000001292e+00,-5.594999999999999973e-02,1.053999999999999915e+01,1.692349999999999710e+01
1.625574483000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.102054500000000417e+02,2.163921499999999867e+02,4.918799999999999173e+00,-4.640000000000001762e-02,8.871999999999999886e+00,1.714049999999999940e+01
1.625574484000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.119251000000000431e+02,2.179163499999999658e+02,4.664500000000000313e+00,-7.599999999999999985e-03,9.786500000000000199e+00,1.675699999999999790e+01
1.625574485000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.130975499999999556e+02,2.197813499999999749e+02,4.795600000000002083e+00,-1.244999999999999579e-02,1.121250000000000036e+01,1.669500000000000028e+01
1.625574486000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.145488500000000158e+02,2.211460000000000150e+02,4.904149999999999565e+00,-3.090000000000000038e-02,1.163949999999999996e+01,1.667150000000000176e+01
1.625574487000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.163674000000000888e+02,2.224135000000000275e+02,4.599649999999998684e+00,-4.600000000000002004e-02,1.181500000000000128e+01,1.668999999999999773e+01
1.625574488000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.185038499999999431e+02,2.236218000000000359e+02,4.504200000000001758e+00,-5.055000000000000465e-02,1.170049999999999990e+01,1.671150000000000091e+01
1.625574489000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.206261000000000649e+02,2.249202499999999816e+02,4.815249999999999808e+00,-6.225000000000001366e-02,1.109900000000000020e+01,1.679599999999999937e+01
1.625574490000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.229521500000000742e+02,2.258967000000000098e+02,4.517449999999999299e+00,-6.210000000000000936e-02,1.083800000000000097e+01,1.681250000000000000e+01
1.625574491000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.252133000000000607e+02,2.264695999999999856e+02,4.447850000000000747e+00,-3.440000000000002084e-02,1.079449999999999932e+01,1.676200000000000045e+01
1.625574492000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.274224499999999125e+02,2.268687500000000057e+02,4.559200000000001474e+00,-4.325000000000000372e-02,1.118750000000000000e+01,1.674050000000000082e+01
1.625574493000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.297427999999999884e+02,2.270700000000000216e+02,4.484599999999999476e+00,-6.139999999999998931e-02,1.070700000000000074e+01,1.680199999999999960e+01
1.625574494000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.318663999999998850e+02,2.269979500000000030e+02,4.612350000000000172e+00,-6.650000000000000355e-02,1.052749999999999986e+01,1.679299999999999926e+01
1.625574495000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.336279499999999416e+02,2.266122000000000298e+02,4.815950000000000841e+00,-3.240000000000001212e-02,1.126249999999999929e+01,1.670299999999999940e+01
1.625574496000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.353099500000000148e+02,2.259733000000000516e+02,4.848350000000001714e+00,-1.240000000000000477e-02,1.281300000000000061e+01,1.651350000000000051e+01
1.625574497000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.367722999999999729e+02,2.251077000000000226e+02,4.782350000000000989e+00,2.200000000000000133e-03,1.296049999999999969e+01,1.657999999999999829e+01
1.625574498000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.382709000000000970e+02,2.242252000000000010e+02,4.902299999999998548e+00,2.090000000000000885e-02,1.247349999999999959e+01,1.661299999999999955e+01
1.625574499000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.395189499999999612e+02,2.229299500000000194e+02,4.895949999999999136e+00,7.355000000000001814e-02,1.401249999999999929e+01,1.639999999999999858e+01
1.625574500000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.411153500000000349e+02,2.221187000000000467e+02,4.921450000000001879e+00,6.160000000000000198e-02,1.336950000000000038e+01,1.664600000000000080e+01
1.625574501000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.439962000000000444e+02,2.222815999999999690e+02,4.903100000000000236e+00,-6.309999999999998943e-02,1.192000000000000171e+01,1.671249999999999858e+01
1.625574502000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.447242999999999711e+02,2.208396499999999776e+02,4.981200000000002071e+00,-7.110000000000002429e-02,1.182799999999999940e+01,1.661100000000000065e+01
1.625574503000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.445343500000000176e+02,2.194707500000000095e+02,4.877449999999999619e+00,-4.650000000000001354e-02,1.225400000000000134e+01,1.662199999999999989e+01
1.625574504000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.440545500000000061e+02,2.178173000000000741e+02,4.729499999999999815e+00,-1.174999999999998615e-02,1.400499999999999901e+01,1.638449999999999918e+01
1.625574505000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.434538000000000579e+02,2.168074999999999761e+02,4.787749999999998174e+00,1.324499999999999567e-01,1.622200000000000131e+01,1.613250000000000028e+01
1.625574506000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.417703000000000202e+02,2.165344500000000494e+02,4.689400000000000901e+00,1.203000000000000319e-01,1.654400000000000048e+01,1.627100000000000080e+01
1.625574507000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.393999000000000592e+02,2.168677500000000293e+02,4.528399999999999537e+00,-3.740000000000000269e-02,1.392749999999999844e+01,1.659550000000000125e+01
1.625574508000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.382879500000000235e+02,2.164482499999999732e+02,4.445450000000001012e+00,-6.450000000000001565e-02,1.265050000000000097e+01,1.664150000000000063e+01
1.625574509000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.371625500000000102e+02,2.157874000000000194e+02,4.942450000000000898e+00,8.985000000000001319e-02,1.510749999999999993e+01,1.617399999999999949e+01
1.625574510000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.362025000000000432e+02,2.156921500000000265e+02,5.154099999999998793e+00,1.484000000000000319e-01,1.642650000000000077e+01,1.637800000000000011e+01
1.625574511000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.353845000000000027e+02,2.159013999999999669e+02,5.109150000000000524e+00,-3.864999999999999686e-02,1.273499999999999943e+01,1.681300000000000239e+01
1.625574512000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.343372499999999263e+02,2.158798499999999763e+02,4.639800000000000146e+00,-8.004999999999998228e-02,1.077949999999999875e+01,1.682750000000000057e+01
1.625574513000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.338173499999999763e+02,2.157010999999999399e+02,4.089099999999999291e+00,-4.475000000000000505e-02,1.257700000000000173e+01,1.642500000000000071e+01
1.625574514000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.329211500000000115e+02,2.161987999999999772e+02,4.208000000000000185e+00,3.950000000000000386e-03,1.443999999999999950e+01,1.633800000000000097e+01
1.625574515000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.317883999999997968e+02,2.169274000000000342e+02,4.359350000000000946e+00,5.040000000000001423e-02,1.494449999999999967e+01,1.637750000000000128e+01
1.625574516000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.307936499999999569e+02,2.178185500000000161e+02,4.418950000000000600e+00,5.050000000000002404e-02,1.321049999999999969e+01,1.663499999999999801e+01
1.625574517000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.303610999999999649e+02,2.193095500000000015e+02,4.459299999999999820e+00,-3.370000000000000773e-02,1.272100000000000009e+01,1.657099999999999795e+01
1.625574518000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.298812999999998965e+02,2.209561499999999796e+02,4.410349999999999326e+00,5.100000000000002968e-03,1.401399999999999935e+01,1.638799999999999812e+01
1.625574519000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.289798499999999990e+02,2.217704000000000519e+02,4.486799999999999677e+00,1.226500000000000090e-01,1.511050000000000004e+01,1.622299999999999898e+01
1.625574520000000000e+09,1.107393569999999716e+00,1.819025999999999421e-01,4.280384500000000116e+02,2.229425000000000239e+02,4.644800000000000928e+00,2.362000000000000488e-01,1.806500000000000128e+01,1.597899999999999920e+01
