timestamp (seconds since 01/01/1970), system, entity , value
1636122192.010596, lauv-xplore-1, 78, 0.000000
1636122193.010358, lauv-xplore-1, 78, 0.000000
1636122194.010132, lauv-xplore-1, 78, 0.000000
1636122195.009848, lauv-xplore-1, 78, 0.000000
1636122196.009832, lauv-xplore-1, 78, 0.000000
1636122197.009538, lauv-xplore-1, 78, 0.000000
1636122198.009398, lauv-xplore-1, 78, 0.000000
1636122199.009109, lauv-xplore-1, 78, 0.000000
1636122200.009078, lauv-xplore-1, 78, 0.000000
1636122201.008956, lauv-xplore-1, 78, 0.000000
1636122202.008649, lauv-xplore-1, 78, 0.000000
1636122203.008366, lauv-xplore-1, 78, 0.000000
1636122204.008322, lauv-xplore-1, 78, 0.000000
1636122205.008067, lauv-xplore-1, 78, 0.000000
1636122206.007892, lauv-xplore-1, 78, 0.000000
1636122207.007709, lauv-xplore-1, 78, 0.000000
1636122208.007533, lauv-xplore-1, 78, 0.000000
1636122209.007280, lauv-xplore-1, 78, 0.000000
1636122210.007184, lauv-xplore-1, 78, 0.000000
1636122211.006976, lauv-xplore-1, 78, 0.000000
1636122212.006741, lauv-xplore-1, 78, 0.000000
1636122213.006685, lauv-xplore-1, 78, 0.000000
1636122214.006466, lauv-xplore-1, 78, 0.000000
1636122215.006203, lauv-xplore-1, 78, 0.000000
1636122216.006193, lauv-xplore-1, 78, 0.000000
1636122217.005934, lauv-xplore-1, 78, 0.000000
1636122218.005702, lauv-xplore-1, 78, 0.000000
1636122219.005475, lauv-xplore-1, 78, 0.000000
1636122220.005347, lauv-xplore-1, 78, 0.000000
1636122221.005143, lauv-xplore-1, 78, 0.000000
1636122222.004983, lauv-xplore-1, 78, 0.000000
1636122223.004844, lauv-xplore-1, 78, 0.000000
1636122224.004595, lauv-xplore-1, 78, 0.000000
1636122225.004422, lauv-xplore-1, 78, 0.000000
1636122226.004231, lauv-xplore-1, 78, 0.000000
1636122227.004012, lauv-xplore-1, 78, 0.000000
1636122228.003912, lauv-xplore-1, 78, 0.000000
1636122229.003682, lauv-xplore-1, 78, 0.000000
1636122230.003457, lauv-xplore-1, 78, 0.000000
1636122231.003365, lauv-xplore-1, 78, 0.000000
1636122232.003198, lauv-xplore-1, 78, 0.000000
1636122233.002922, lauv-xplore-1, 78, 0.000000
1636122234.002679, lauv-xplore-1, 78, 0.000000
1636122235.002455, lauv-xplore-1, 78, 0.000000
1636122236.002347, lauv-xplore-1, 78, 0.000000
1636122237.002156, lauv-xplore-1, 78, 0.000000
1636122238.002151, lauv-xplore-1, 78, 0.000000
1636122239.001816, lauv-xplore-1, 78, 0.000000
1636122240.001586, lauv-xplore-1, 78, 0.000000
1636122241.001534, lauv-xplore-1, 78, 0.000000
1636122242.001279, lauv-xplore-1, 78, 0.000000
1636122243.001076, lauv-xplore-1, 78, 0.000000
1636122244.000972, lauv-xplore-1, 78, 0.000000
1636122245.000711, lauv-xplore-1, 78, 0.000000
1636122246.000499, lauv-xplore-1, 78, 0.000000
1636122247.000389, lauv-xplore-1, 78, 0.000000
1636122248.000170, lauv-xplore-1, 78, 0.000000
1636122248.999966, lauv-xplore-1, 78, 0.000000
1636122249.999908, lauv-xplore-1, 78, 0.000000
1636122250.999665, lauv-xplore-1, 78, 0.000000
1636122251.999515, lauv-xplore-1, 78, 0.000000
1636122252.999228, lauv-xplore-1, 78, 0.000000
1636122253.999178, lauv-xplore-1, 78, 0.000000
1636122254.998950, lauv-xplore-1, 78, 0.000000
1636122255.998749, lauv-xplore-1, 78, 0.000000
1636122256.998525, lauv-xplore-1, 78, 0.000000
1636122257.998309, lauv-xplore-1, 78, 0.000000
1636122258.998188, lauv-xplore-1, 78, 0.000000
1636122259.997973, lauv-xplore-1, 78, 0.000000
1636122260.997717, lauv-xplore-1, 78, 0.000000
1636122261.997626, lauv-xplore-1, 78, 0.000000
1636122262.997551, lauv-xplore-1, 78, 0.000000
1636122263.997311, lauv-xplore-1, 78, 0.000000
1636122264.997050, lauv-xplore-1, 78, 0.000000
1636122265.996899, lauv-xplore-1, 78, 0.000000
1636122266.996793, lauv-xplore-1, 78, 0.000000
1636122267.996491, lauv-xplore-1, 78, 0.000000
1636122268.996382, lauv-xplore-1, 78, 0.000000
1636122269.996124, lauv-xplore-1, 78, 0.000000
1636122270.996005, lauv-xplore-1, 78, 0.000000
1636122271.995807, lauv-xplore-1, 78, 0.000000
1636122272.995586, lauv-xplore-1, 78, 0.000000
1636122273.995446, lauv-xplore-1, 78, 0.000000
1636122274.995257, lauv-xplore-1, 78, 0.000000
1636122275.994980, lauv-xplore-1, 78, 0.000000
1636122276.994951, lauv-xplore-1, 78, 0.000000
1636122277.994702, lauv-xplore-1, 78, 0.000000
1636122278.994457, lauv-xplore-1, 78, 0.000000
1636122279.994353, lauv-xplore-1, 78, 0.000000
1636122280.994142, lauv-xplore-1, 78, 0.000000
1636122281.993926, lauv-xplore-1, 78, 0.000000
1636122282.993893, lauv-xplore-1, 78, 0.000000
1636122283.993628, lauv-xplore-1, 78, 0.000000
1636122284.993456, lauv-xplore-1, 78, 0.000000
1636122285.993229, lauv-xplore-1, 78, 0.000000
1636122286.992997, lauv-xplore-1, 78, 0.000000
1636122287.992984, lauv-xplore-1, 78, 0.000000
1636122288.992766, lauv-xplore-1, 78, 0.000000
1636122289.992467, lauv-xplore-1, 78, 0.000000
1636122290.992379, lauv-xplore-1, 78, 0.000000
1636122291.992338, lauv-xplore-1, 78, 0.000000
1636122292.991976, lauv-xplore-1, 78, 0.000000
1636122293.991732, lauv-xplore-1, 78, 0.000000
1636122294.991644, lauv-xplore-1, 78, 0.000000
1636122295.991410, lauv-xplore-1, 78, 0.000000
1636122296.991205, lauv-xplore-1, 78, 0.000000
1636122297.990986, lauv-xplore-1, 78, 0.000000
1636122298.990848, lauv-xplore-1, 78, 0.000000
1636122299.990685, lauv-xplore-1, 78, 0.000000
1636122300.990426, lauv-xplore-1, 78, 0.000000
1636122301.990398, lauv-xplore-1, 78, 0.000000
1636122302.990113, lauv-xplore-1, 78, 0.000000
1636122303.989959, lauv-xplore-1, 78, 0.000000
1636122304.989671, lauv-xplore-1, 78, 0.000000
1636122305.989676, lauv-xplore-1, 78, 0.000000
1636122306.989280, lauv-xplore-1, 78, 0.000000
1636122307.989239, lauv-xplore-1, 78, 0.000000
1636122308.989165, lauv-xplore-1, 78, 0.000000
1636122309.988881, lauv-xplore-1, 78, 0.000000
1636122310.988688, lauv-xplore-1, 78, 0.000000
1636122311.988456, lauv-xplore-1, 78, 0.000000
1636122312.988312, lauv-xplore-1, 78, 0.000000
1636122313.988070, lauv-xplore-1, 78, 0.000000
1636122314.987809, lauv-xplore-1, 78, 0.000000
1636122315.987730, lauv-xplore-1, 78, 0.000000
1636122316.987490, lauv-xplore-1, 78, 0.000000
1636122317.987398, lauv-xplore-1, 78, 0.000000
1636122318.987201, lauv-xplore-1, 78, 0.000000
1636122319.986971, lauv-xplore-1, 78, 0.000000
1636122320.986763, lauv-xplore-1, 78, 0.000000
1636122321.986640, lauv-xplore-1, 78, 0.000000
1636122322.986466, lauv-xplore-1, 78, 0.000000
1636122323.986267, lauv-xplore-1, 78, 0.000000
1636122324.986037, lauv-xplore-1, 78, 0.000000
1636122325.986000, lauv-xplore-1, 78, 0.000000
1636122326.985715, lauv-xplore-1, 78, 0.000000
1636122327.985489, lauv-xplore-1, 78, 0.000000
1636122328.985344, lauv-xplore-1, 78, 0.000000
1636122329.985118, lauv-xplore-1, 78, 0.000000
1636122330.985089, lauv-xplore-1, 78, 0.000000
1636122331.984683, lauv-xplore-1, 78, 0.000000
1636122332.984623, lauv-xplore-1, 78, 0.000000
1636122333.984384, lauv-xplore-1, 78, 0.000000
1636122334.984319, lauv-xplore-1, 78, 0.000000
1636122335.984066, lauv-xplore-1, 78, 0.000000
1636122336.983928, lauv-xplore-1, 78, 0.000000
1636122337.983680, lauv-xplore-1, 78, 0.000000
1636122338.983577, lauv-xplore-1, 78, 0.000000
1636122339.983351, lauv-xplore-1, 78, 0.000000
1636122340.983223, lauv-xplore-1, 78, 0.000000
1636122341.982994, lauv-xplore-1, 78, 0.000000
1636122342.982796, lauv-xplore-1, 78, 0.000000
1636122343.982645, lauv-xplore-1, 78, 0.000000
1636122344.982382, lauv-xplore-1, 78, 0.000000
1636122345.982250, lauv-xplore-1, 78, 0.000000
1636122346.982010, lauv-xplore-1, 78, 0.000000
1636122347.981990, lauv-xplore-1, 78, 0.000000
1636122348.981730, lauv-xplore-1, 78, 0.000000
1636122349.981501, lauv-xplore-1, 78, 0.000000
1636122350.981286, lauv-xplore-1, 78, 0.000000
1636122351.981060, lauv-xplore-1, 78, 0.000000
1636122352.981045, lauv-xplore-1, 78, 0.000000
1636122353.980751, lauv-xplore-1, 78, 0.000000
1636122354.980508, lauv-xplore-1, 78, 0.000000
1636122355.980443, lauv-xplore-1, 78, 0.000000
1636122356.980201, lauv-xplore-1, 78, 0.000000
1636122357.980011, lauv-xplore-1, 78, 0.000000
1636122358.979820, lauv-xplore-1, 78, 0.000000
1636122359.979606, lauv-xplore-1, 78, 0.000000
1636122360.979458, lauv-xplore-1, 78, 0.000000
1636122361.979225, lauv-xplore-1, 78, 0.000000
1636122362.979096, lauv-xplore-1, 78, 0.000000
1636122363.978839, lauv-xplore-1, 78, 0.000000
1636122364.978769, lauv-xplore-1, 78, 0.000000
1636122365.978473, lauv-xplore-1, 78, 0.000000
1636122366.978423, lauv-xplore-1, 78, 0.000000
1636122367.978227, lauv-xplore-1, 78, 0.000000
1636122368.977999, lauv-xplore-1, 78, 0.000000
1636122369.977843, lauv-xplore-1, 78, 0.000000
1636122370.977598, lauv-xplore-1, 78, 0.000000
1636122371.977426, lauv-xplore-1, 78, 0.000000
1636122372.977277, lauv-xplore-1, 78, 0.000000
1636122373.977001, lauv-xplore-1, 78, 0.000000
1636122374.976911, lauv-xplore-1, 78, 0.000000
1636122375.976732, lauv-xplore-1, 78, 0.000000
1636122376.976567, lauv-xplore-1, 78, 0.000000
1636122377.976234, lauv-xplore-1, 78, 0.000000
1636122378.976237, lauv-xplore-1, 78, 0.000000
1636122379.975978, lauv-xplore-1, 78, 0.000000
1636122380.975754, lauv-xplore-1, 78, 0.000000
1636122381.975592, lauv-xplore-1, 78, 0.000000
1636122382.975401, lauv-xplore-1, 78, 0.000000
1636122383.975270, lauv-xplore-1, 78, 0.000000
1636122384.974944, lauv-xplore-1, 78, 0.000000
1636122385.974927, lauv-xplore-1, 78, 0.000000
1636122386.974725, lauv-xplore-1, 78, 0.000000
1636122387.974450, lauv-xplore-1, 78, 0.000000
1636122388.974248, lauv-xplore-1, 78, 0.000000
1636122389.974064, lauv-xplore-1, 78, 0.000000
1636122390.973919, lauv-xplore-1, 78, 0.000000
1636122391.973757, lauv-xplore-1, 78, 0.000000
1636122392.973583, lauv-xplore-1, 78, 0.000000
1636122393.973443, lauv-xplore-1, 78, 0.000000
1636122394.973152, lauv-xplore-1, 78, 0.000000
1636122395.973042, lauv-xplore-1, 78, 0.000000
1636122396.973046, lauv-xplore-1, 78, 0.000000
1636122397.972777, lauv-xplore-1, 78, 0.000000
1636122398.972425, lauv-xplore-1, 78, 0.000000
1636122399.973683, lauv-xplore-1, 78, 0.000000
1636122400.972140, lauv-xplore-1, 78, 0.000000
1636122401.971967, lauv-xplore-1, 78, 0.000000
1636122402.971700, lauv-xplore-1, 78, 0.000000
1636122403.971536, lauv-xplore-1, 78, 0.000000
1636122404.971373, lauv-xplore-1, 78, 0.000000
1636122405.971214, lauv-xplore-1, 78, 0.000000
1636122406.971022, lauv-xplore-1, 78, 0.000000
1636122407.970706, lauv-xplore-1, 78, 0.000000
1636122408.970613, lauv-xplore-1, 78, 0.000000
1636122409.970460, lauv-xplore-1, 78, 0.000000
1636122410.970296, lauv-xplore-1, 78, 0.000000
1636122411.969970, lauv-xplore-1, 78, 0.000000
1636122412.969905, lauv-xplore-1, 78, 0.000000
1636122413.969708, lauv-xplore-1, 78, 0.000000
1636122414.969549, lauv-xplore-1, 78, 0.000000
1636122415.969385, lauv-xplore-1, 78, 0.000000
1636122416.969186, lauv-xplore-1, 78, 0.000000
1636122417.968978, lauv-xplore-1, 78, 0.000000
1636122418.968833, lauv-xplore-1, 78, 0.000000
1636122419.968469, lauv-xplore-1, 78, 0.000000
1636122420.968493, lauv-xplore-1, 78, 0.000000
1636122421.968161, lauv-xplore-1, 78, 0.000000
1636122422.968072, lauv-xplore-1, 78, 0.000000
1636122423.968057, lauv-xplore-1, 78, 0.000000
1636122424.967671, lauv-xplore-1, 78, 0.000000
1636122425.967538, lauv-xplore-1, 78, 0.000000
1636122426.967402, lauv-xplore-1, 78, 0.000000
1636122427.967146, lauv-xplore-1, 78, 0.000000
1636122428.966976, lauv-xplore-1, 78, 0.000000
1636122429.966815, lauv-xplore-1, 78, 0.000000
1636122430.966562, lauv-xplore-1, 78, 0.000000
1636122431.966385, lauv-xplore-1, 78, 0.000000
1636122432.966223, lauv-xplore-1, 78, 0.000000
1636122433.966108, lauv-xplore-1, 78, 0.000000
1636122434.965914, lauv-xplore-1, 78, 0.000000
1636122435.965672, lauv-xplore-1, 78, 0.000000
1636122436.965511, lauv-xplore-1, 78, 0.000000
1636122437.965272, lauv-xplore-1, 78, 0.000000
1636122438.965098, lauv-xplore-1, 78, 0.000000
1636122439.964990, lauv-xplore-1, 78, 0.000000
1636122440.964809, lauv-xplore-1, 78, 0.000000
1636122441.964586, lauv-xplore-1, 78, 0.000000
1636122442.964288, lauv-xplore-1, 78, 0.000000
1636122443.964173, lauv-xplore-1, 78, 0.000000
1636122444.963978, lauv-xplore-1, 78, 0.000000
1636122445.963888, lauv-xplore-1, 78, 0.000000
1636122446.963533, lauv-xplore-1, 78, 0.000000
1636122447.963355, lauv-xplore-1, 78, 0.000000
1636122448.963209, lauv-xplore-1, 78, 0.000000
1636122449.963071, lauv-xplore-1, 78, 0.000000
1636122450.962929, lauv-xplore-1, 78, 0.000000
1636122451.962753, lauv-xplore-1, 78, 0.000000
1636122452.962476, lauv-xplore-1, 78, 0.000000
1636122453.962353, lauv-xplore-1, 78, 0.000000
1636122454.962184, lauv-xplore-1, 78, 0.000000
1636122455.962034, lauv-xplore-1, 78, 0.000000
1636122456.961724, lauv-xplore-1, 78, 0.000000
1636122457.961578, lauv-xplore-1, 78, 0.000000
1636122458.961467, lauv-xplore-1, 78, 0.000000
1636122459.961129, lauv-xplore-1, 78, 0.000000
1636122460.961145, lauv-xplore-1, 78, 0.000000
1636122461.960797, lauv-xplore-1, 78, 0.000000
1636122462.960726, lauv-xplore-1, 78, 0.000000
1636122463.960470, lauv-xplore-1, 78, 0.000000
1636122464.960345, lauv-xplore-1, 78, 0.000000
1636122465.960186, lauv-xplore-1, 78, 0.000000
1636122466.959944, lauv-xplore-1, 78, 0.000000
1636122467.959757, lauv-xplore-1, 78, 0.000000
1636122468.959594, lauv-xplore-1, 78, 0.000000
1636122469.959418, lauv-xplore-1, 78, 0.000000
1636122470.959227, lauv-xplore-1, 78, 0.000000
1636122471.959059, lauv-xplore-1, 78, 0.000000
1636122472.958902, lauv-xplore-1, 78, 0.000000
1636122473.958705, lauv-xplore-1, 78, 0.000000
1636122474.958390, lauv-xplore-1, 78, 0.000000
1636122475.958221, lauv-xplore-1, 78, 0.000000
1636122476.958056, lauv-xplore-1, 78, 0.000000
1636122477.957918, lauv-xplore-1, 78, 0.000000
1636122478.957731, lauv-xplore-1, 78, 0.000000
1636122479.957610, lauv-xplore-1, 78, 0.000000
1636122480.957278, lauv-xplore-1, 78, 0.000000
1636122481.957266, lauv-xplore-1, 78, 0.000000
1636122482.956968, lauv-xplore-1, 78, 0.000000
1636122483.956796, lauv-xplore-1, 78, 0.000000
1636122484.956599, lauv-xplore-1, 78, 0.000000
1636122485.956482, lauv-xplore-1, 78, 0.000000
1636122486.956352, lauv-xplore-1, 78, 0.000000
1636122487.956219, lauv-xplore-1, 78, 0.000000
1636122488.956016, lauv-xplore-1, 78, 0.000000
1636122489.955808, lauv-xplore-1, 78, 0.000000
1636122490.955425, lauv-xplore-1, 78, 0.000000
1636122491.955394, lauv-xplore-1, 78, 0.000000
1636122492.955199, lauv-xplore-1, 78, 0.000000
1636122493.954980, lauv-xplore-1, 78, 0.000000
1636122494.954793, lauv-xplore-1, 78, 0.000000
1636122495.954612, lauv-xplore-1, 78, 0.000000
1636122496.954506, lauv-xplore-1, 78, 0.000000
1636122497.954284, lauv-xplore-1, 78, 0.000000
1636122498.954082, lauv-xplore-1, 78, 0.000000
1636122499.953917, lauv-xplore-1, 78, 0.000000
1636122500.953712, lauv-xplore-1, 78, 0.000000
1636122501.953495, lauv-xplore-1, 78, 0.000000
1636122502.953321, lauv-xplore-1, 78, 0.000000
1636122503.953141, lauv-xplore-1, 78, 0.000000
1636122504.953034, lauv-xplore-1, 78, 0.000000
1636122505.952700, lauv-xplore-1, 78, 0.000000
1636122506.952730, lauv-xplore-1, 78, 0.000000
1636122507.952491, lauv-xplore-1, 78, 0.000000
1636122508.952333, lauv-xplore-1, 78, 0.000000
1636122509.952051, lauv-xplore-1, 78, 0.000000
1636122510.951846, lauv-xplore-1, 78, 0.000000
1636122511.951648, lauv-xplore-1, 78, 0.000000
1636122512.952248, lauv-xplore-1, 78, 0.000000
1636122513.951341, lauv-xplore-1, 78, 0.000000
1636122514.951203, lauv-xplore-1, 78, 0.000000
1636122515.951088, lauv-xplore-1, 78, 0.000000
1636122516.950803, lauv-xplore-1, 78, 0.000000
1636122517.950628, lauv-xplore-1, 78, 0.000000
1636122518.950579, lauv-xplore-1, 78, 0.000000
1636122519.950198, lauv-xplore-1, 78, 0.000000
1636122520.949979, lauv-xplore-1, 78, 0.000000
1636122521.949982, lauv-xplore-1, 78, 0.000000
1636122522.949679, lauv-xplore-1, 78, 0.000000
1636122523.949423, lauv-xplore-1, 78, 0.000000
1636122524.949214, lauv-xplore-1, 78, 0.000000
1636122525.949036, lauv-xplore-1, 78, 0.000000
1636122526.948953, lauv-xplore-1, 78, 0.000000
1636122527.948885, lauv-xplore-1, 78, 0.000000
1636122528.948553, lauv-xplore-1, 78, 0.000000
1636122529.948373, lauv-xplore-1, 78, 0.000000
1636122530.948275, lauv-xplore-1, 78, 0.000000
1636122531.948160, lauv-xplore-1, 78, 0.000000
1636122532.947935, lauv-xplore-1, 78, 0.000000
1636122533.947728, lauv-xplore-1, 78, 0.000000
1636122534.947530, lauv-xplore-1, 78, 0.000000
1636122535.947349, lauv-xplore-1, 78, 0.000000
1636122536.947078, lauv-xplore-1, 78, 0.000000
1636122537.946928, lauv-xplore-1, 78, 0.000000
1636122538.946845, lauv-xplore-1, 78, 0.000000
1636122539.946547, lauv-xplore-1, 78, 0.000000
1636122540.946408, lauv-xplore-1, 78, 0.000000
1636122541.946125, lauv-xplore-1, 78, 0.000000
1636122542.946010, lauv-xplore-1, 78, 0.000000
1636122543.945932, lauv-xplore-1, 78, 0.000000
1636122544.945621, lauv-xplore-1, 78, 0.000000
1636122545.945502, lauv-xplore-1, 78, 0.000000
1636122546.944092, lauv-xplore-1, 78, 0.000000
1636122547.945120, lauv-xplore-1, 78, 0.000000
1636122548.945113, lauv-xplore-1, 78, 0.000000
1636122549.944629, lauv-xplore-1, 78, 0.000000
1636122550.944564, lauv-xplore-1, 78, 0.000000
1636122551.944402, lauv-xplore-1, 78, 0.000000
1636122552.944248, lauv-xplore-1, 78, 0.000000
1636122553.944057, lauv-xplore-1, 78, 0.000000
1636122554.943728, lauv-xplore-1, 78, 0.000000
1636122555.943584, lauv-xplore-1, 78, 0.000000
1636122556.943377, lauv-xplore-1, 78, 0.000000
1636122557.943221, lauv-xplore-1, 78, 0.000000
1636122558.943074, lauv-xplore-1, 78, 0.000000
