1.472690520000000000e+09, 1.472712180000000000e+09
1.472734620000000000e+09, 1.472756880000000000e+09
1.472779020000000000e+09, 1.472800680000000000e+09
1.472823060000000000e+09, 1.472845260000000000e+09
1.472867400000000000e+09, 1.472889060000000000e+09
1.472911500000000000e+09, 1.472933580000000000e+09
1.472955780000000000e+09, 1.472977440000000000e+09
1.472999880000000000e+09, 1.473021900000000000e+09
1.473044160000000000e+09, 1.473065820000000000e+09
1.473088320000000000e+09, 1.473110220000000000e+09
1.473132600000000000e+09, 1.473154320000000000e+09
1.473176820000000000e+09, 1.473198720000000000e+09
1.473221220000000000e+09, 1.473243000000000000e+09
1.473265620000000000e+09, 1.473287460000000000e+09
1.473310200000000000e+09, 1.473332160000000000e+09
1.473354840000000000e+09, 1.473376800000000000e+09
1.473399840000000000e+09, 1.473422220000000000e+09
1.473445140000000000e+09, 1.473467220000000000e+09
1.473490620000000000e+09, 1.473513540000000000e+09
1.473536460000000000e+09, 1.473558720000000000e+09
1.473581940000000000e+09, 1.473605040000000000e+09
1.473627600000000000e+09, 1.473649680000000000e+09
1.473672420000000000e+09, 1.473695280000000000e+09
1.473717600000000000e+09, 1.473739500000000000e+09
1.473762000000000000e+09, 1.473784620000000000e+09
1.473806880000000000e+09, 1.473828660000000000e+09
1.473851100000000000e+09, 1.473873540000000000e+09
1.473895800000000000e+09, 1.473917580000000000e+09
1.473940020000000000e+09, 1.473962340000000000e+09
1.473984600000000000e+09, 1.474006380000000000e+09
1.474028820000000000e+09, 1.474051140000000000e+09
1.474073400000000000e+09, 1.474095240000000000e+09
1.474117680000000000e+09, 1.474140000000000000e+09
1.474162260000000000e+09, 1.474184160000000000e+09
1.474206660000000000e+09, 1.474228860000000000e+09
1.474251240000000000e+09, 1.474273140000000000e+09
1.474295700000000000e+09, 1.474317900000000000e+09
1.474340280000000000e+09, 1.474362300000000000e+09
1.474384920000000000e+09, 1.474407060000000000e+09
1.474429560000000000e+09, 1.474451700000000000e+09
1.474474440000000000e+09, 1.474496520000000000e+09
1.474519260000000000e+09, 1.474541580000000000e+09
1.474564500000000000e+09, 1.474586580000000000e+09
1.474609560000000000e+09, 1.474632360000000000e+09
1.474655400000000000e+09, 1.474677660000000000e+09
1.474700700000000000e+09, 1.474724100000000000e+09
1.474747020000000000e+09, 1.474769400000000000e+09
1.474792200000000000e+09, 1.474815660000000000e+09
1.474838280000000000e+09, 1.474860420000000000e+09
1.474882920000000000e+09, 1.474906020000000000e+09
1.474928400000000000e+09, 1.474950300000000000e+09
1.474972620000000000e+09, 1.474995360000000000e+09
1.475017620000000000e+09, 1.475039400000000000e+09
1.475061660000000000e+09, 1.475084160000000000e+09
1.475106360000000000e+09, 1.475128080000000000e+09
1.475150340000000000e+09, 1.475172600000000000e+09
1.475194800000000000e+09, 1.475216460000000000e+09
1.475238780000000000e+09, 1.475260860000000000e+09
1.504258680000000000e+09, 1.504281600000000000e+09
1.504303800000000000e+09, 1.504325700000000000e+09
