4.109604913340235299e+01, -8.733122605800224036e+00, -5.000000000000000000e-01, 3.443349697235476725e+01
4.109604913340235299e+01, -8.733122605800224036e+00, -1.250000000000000000e+00, 3.489162672642537899e+01
4.109604913340235299e+01, -8.733122605800224036e+00, -2.000000000000000000e+00, 3.518288972662323033e+01
4.109682709758291708e+01, -8.733571763629253581e+00, -5.000000000000000000e-01, 3.446284870077998619e+01
4.109682709758291708e+01, -8.733571763629253581e+00, -1.250000000000000000e+00, 3.490505412986942702e+01
4.109682709758291708e+01, -8.733571763629253581e+00, -2.000000000000000000e+00, 3.518186216747968587e+01
4.109682709758291708e+01, -8.734470079287476096e+00, -5.000000000000000000e-01, 3.449408835227285408e+01
4.109682709758291708e+01, -8.734470079287476096e+00, -1.250000000000000000e+00, 3.491613846178503167e+01
4.109682709758291708e+01, -8.734470079287476096e+00, -2.000000000000000000e+00, 3.517895365978191080e+01
4.109604913340235299e+01, -8.734919237116505641e+00, -5.000000000000000000e-01, 3.451235267862509204e+01
4.109604913340235299e+01, -8.734919237116505641e+00, -1.250000000000000000e+00, 3.492179053892974139e+01
4.109604913340235299e+01, -8.734919237116505641e+00, -2.000000000000000000e+00, 3.517680967708580653e+01
4.109527116922178891e+01, -8.734470079287476096e+00, -5.000000000000000000e-01, 3.448195509261331182e+01
4.109527116922178891e+01, -8.734470079287476096e+00, -1.250000000000000000e+00, 3.490845805160770965e+01
4.109527116922178891e+01, -8.734470079287476096e+00, -2.000000000000000000e+00, 3.517754089433522324e+01
4.109527116922178891e+01, -8.733571763629253581e+00, -5.000000000000000000e-01, 3.445007670306461023e+01
4.109527116922178891e+01, -8.733571763629253581e+00, -1.250000000000000000e+00, 3.489648835966399076e+01
4.109527116922178891e+01, -8.733571763629253581e+00, -2.000000000000000000e+00, 3.518038683496698127e+01
4.109604913340235299e+01, -8.732224290142083234e+00, -5.000000000000000000e-01, 3.443349697235476725e+01
4.109604913340235299e+01, -8.732224290142083234e+00, -1.250000000000000000e+00, 3.489162672642537899e+01
4.109604913340235299e+01, -8.732224290142083234e+00, -2.000000000000000000e+00, 3.518288972662323033e+01
4.109682709758291708e+01, -8.732673447971112779e+00, -5.000000000000000000e-01, 3.444876803030386014e+01
4.109682709758291708e+01, -8.732673447971112779e+00, -1.250000000000000000e+00, 3.489875055084532107e+01
4.109682709758291708e+01, -8.732673447971112779e+00, -2.000000000000000000e+00, 3.518245523630365312e+01
4.109604913340235299e+01, -8.734020921458364839e+00, -5.000000000000000000e-01, 3.448020106391697226e+01
4.109604913340235299e+01, -8.734020921458364839e+00, -1.250000000000000000e+00, 3.491016251772015977e+01
4.109604913340235299e+01, -8.734020921458364839e+00, -2.000000000000000000e+00, 3.517954166343501043e+01
4.109527116922178891e+01, -8.732673447971112779e+00, -5.000000000000000000e-01, 3.441664987497846795e+01
4.109527116922178891e+01, -8.732673447971112779e+00, -1.250000000000000000e+00, 3.488349989180465371e+01
4.109527116922178891e+01, -8.732673447971112779e+00, -2.000000000000000000e+00, 3.518307383538734001e+01
4.109604913340235299e+01, -8.731325974483942431e+00, -5.000000000000000000e-01, 3.439622457331056182e+01
4.109604913340235299e+01, -8.731325974483942431e+00, -1.250000000000000000e+00, 3.487663730892260361e+01
4.109604913340235299e+01, -8.731325974483942431e+00, -2.000000000000000000e+00, 3.518505578080650764e+01
4.109682709758291708e+01, -8.731775132312971976e+00, -5.000000000000000000e-01, 3.441299590242488193e+01
