timestamp, system, entity , value (psu)
1625574562.396, lauv-roald, SmartX, 14.489
1625574562.896, lauv-roald, SmartX, 13.712
1625574563.396, lauv-roald, SmartX, 13.445
1625574563.896, lauv-roald, SmartX, 14.074
1625574564.396, lauv-roald, SmartX, 14.763
1625574564.896, lauv-roald, SmartX, 18.133
1625574565.396, lauv-roald, SmartX, 19.534
1625574565.896, lauv-roald, SmartX, 19.229
1625574566.396, lauv-roald, SmartX, 18.031
1625574566.896, lauv-roald, SmartX, 16.309
1625574567.395, lauv-roald, SmartX, 15.189
1625574567.895, lauv-roald, SmartX, 13.930
1625574568.395, lauv-roald, SmartX, 14.929
1625574568.896, lauv-roald, SmartX, 16.093
1625574569.395, lauv-roald, SmartX, 16.245
1625574569.896, lauv-roald, SmartX, 16.589
1625574570.396, lauv-roald, SmartX, 16.413
1625574570.895, lauv-roald, SmartX, 15.128
1625574571.395, lauv-roald, SmartX, 13.851
1625574571.895, lauv-roald, SmartX, 13.534
1625574572.395, lauv-roald, SmartX, 13.236
1625574572.895, lauv-roald, SmartX, 13.314
1625574573.395, lauv-roald, SmartX, 13.875
1625574573.896, lauv-roald, SmartX, 16.545
1625574574.396, lauv-roald, SmartX, 17.543
1625574574.896, lauv-roald, SmartX, 17.180
1625574575.395, lauv-roald, SmartX, 15.100
1625574575.895, lauv-roald, SmartX, 14.150
1625574576.395, lauv-roald, SmartX, 13.166
1625574576.895, lauv-roald, SmartX, 12.906
1625574577.395, lauv-roald, SmartX, 13.090
1625574577.895, lauv-roald, SmartX, 13.496
1625574578.395, lauv-roald, SmartX, 15.455
1625574578.895, lauv-roald, SmartX, 17.055
1625574579.395, lauv-roald, SmartX, 17.021
1625574579.895, lauv-roald, SmartX, 15.851
1625574580.395, lauv-roald, SmartX, 14.000
1625574580.894, lauv-roald, SmartX, 12.964
1625574581.395, lauv-roald, SmartX, 12.540
1625574581.895, lauv-roald, SmartX, 12.991
1625574582.395, lauv-roald, SmartX, 13.699
1625574582.894, lauv-roald, SmartX, 14.531
1625574583.395, lauv-roald, SmartX, 15.187
1625574583.894, lauv-roald, SmartX, 14.830
1625574584.394, lauv-roald, SmartX, 13.921
1625574584.894, lauv-roald, SmartX, 13.374
1625574585.394, lauv-roald, SmartX, 13.620
1625574585.894, lauv-roald, SmartX, 13.990
1625574586.394, lauv-roald, SmartX, 15.033
1625574586.894, lauv-roald, SmartX, 15.908
1625574587.395, lauv-roald, SmartX, 17.029
1625574587.895, lauv-roald, SmartX, 17.882
1625574588.395, lauv-roald, SmartX, 17.120
1625574588.894, lauv-roald, SmartX, 15.572
1625574589.394, lauv-roald, SmartX, 14.032
1625574589.894, lauv-roald, SmartX, 13.710
1625574590.394, lauv-roald, SmartX, 14.323
1625574590.895, lauv-roald, SmartX, 16.692
1625574591.394, lauv-roald, SmartX, 19.318
1625574591.894, lauv-roald, SmartX, 20.159
1625574592.394, lauv-roald, SmartX, 18.632
1625574592.894, lauv-roald, SmartX, 16.235
1625574593.394, lauv-roald, SmartX, 14.610
1625574593.894, lauv-roald, SmartX, 12.955
1625574594.394, lauv-roald, SmartX, 11.970
1625574594.894, lauv-roald, SmartX, 11.608
1625574595.394, lauv-roald, SmartX, 12.416
1625574595.893, lauv-roald, SmartX, 13.488
1625574596.393, lauv-roald, SmartX, 15.125
1625574596.894, lauv-roald, SmartX, 16.117
1625574597.393, lauv-roald, SmartX, 14.550
1625574597.894, lauv-roald, SmartX, 12.440
1625574598.393, lauv-roald, SmartX, 12.615
1625574598.894, lauv-roald, SmartX, 11.504
1625574599.393, lauv-roald, SmartX, 11.320
1625574599.893, lauv-roald, SmartX, 11.516
1625574600.393, lauv-roald, SmartX, 12.371
1625574600.893, lauv-roald, SmartX, 15.306
1625574601.394, lauv-roald, SmartX, 16.334
1625574601.894, lauv-roald, SmartX, 16.350
1625574602.393, lauv-roald, SmartX, 14.849
1625574602.893, lauv-roald, SmartX, 12.094
1625574603.393, lauv-roald, SmartX, 11.115
1625574603.893, lauv-roald, SmartX, 11.387
1625574604.393, lauv-roald, SmartX, 13.636
1625574604.893, lauv-roald, SmartX, 15.627
1625574605.394, lauv-roald, SmartX, 16.787
1625574605.894, lauv-roald, SmartX, 17.489
1625574606.393, lauv-roald, SmartX, 17.118
1625574606.893, lauv-roald, SmartX, 14.336
1625574607.393, lauv-roald, SmartX, 10.963
1625574607.893, lauv-roald, SmartX, 10.363
