timestamp, system, entity , value (m/s)
1625580123.120, lauv-roald, SmartX, 1501.650
1625580123.345, lauv-roald, DVL, 1512.006
1625580123.548, lauv-roald, DVL, 1512.016
1625580123.620, lauv-roald, SmartX, 1501.700
1625580123.745, lauv-roald, DVL, 1512.003
1625580124.120, lauv-roald, SmartX, 1501.700
1625580124.147, lauv-roald, DVL, 1511.968
1625580124.346, lauv-roald, DVL, 1512.005
1625580124.547, lauv-roald, DVL, 1511.980
1625580124.620, lauv-roald, SmartX, 1501.700
1625580124.943, lauv-roald, DVL, 1511.987
1625580125.120, lauv-roald, SmartX, 1501.700
1625580125.144, lauv-roald, DVL, 1511.971
1625580125.344, lauv-roald, DVL, 1511.985
1625580125.620, lauv-roald, SmartX, 1501.710
1625580125.747, lauv-roald, DVL, 1511.973
1625580125.951, lauv-roald, DVL, 1511.978
1625580126.120, lauv-roald, SmartX, 1501.690
1625580126.146, lauv-roald, DVL, 1511.975
1625580126.545, lauv-roald, DVL, 1511.966
1625580126.620, lauv-roald, SmartX, 1501.670
1625580126.749, lauv-roald, DVL, 1511.969
1625580126.946, lauv-roald, DVL, 1511.972
1625580127.120, lauv-roald, SmartX, 1501.670
1625580127.345, lauv-roald, DVL, 1511.955
1625580127.544, lauv-roald, DVL, 1511.977
1625580127.620, lauv-roald, SmartX, 1501.680
1625580127.745, lauv-roald, DVL, 1511.957
1625580128.120, lauv-roald, SmartX, 1501.640
1625580128.146, lauv-roald, DVL, 1511.929
1625580128.346, lauv-roald, DVL, 1511.949
1625580128.547, lauv-roald, DVL, 1511.941
1625580128.619, lauv-roald, SmartX, 1501.620
1625580128.949, lauv-roald, DVL, 1511.946
1625580129.119, lauv-roald, SmartX, 1501.590
1625580129.149, lauv-roald, DVL, 1511.928
1625580129.347, lauv-roald, DVL, 1511.927
1625580129.619, lauv-roald, SmartX, 1501.580
1625580129.749, lauv-roald, DVL, 1511.930
1625580129.944, lauv-roald, DVL, 1511.940
1625580130.119, lauv-roald, SmartX, 1501.560
1625580130.143, lauv-roald, DVL, 1511.929
1625580130.546, lauv-roald, DVL, 1511.937
1625580130.619, lauv-roald, SmartX, 1501.520
1625580130.747, lauv-roald, DVL, 1511.927
1625580130.945, lauv-roald, DVL, 1511.939
1625580131.120, lauv-roald, SmartX, 1501.520
1625580131.346, lauv-roald, DVL, 1511.926
1625580131.548, lauv-roald, DVL, 1511.938
1625580131.619, lauv-roald, SmartX, 1501.490
1625580131.742, lauv-roald, DVL, 1511.924
1625580132.119, lauv-roald, SmartX, 1501.490
1625580132.146, lauv-roald, DVL, 1511.916
1625580132.348, lauv-roald, DVL, 1511.927
1625580132.546, lauv-roald, DVL, 1511.929
1625580132.619, lauv-roald, SmartX, 1501.480
1625580132.942, lauv-roald, DVL, 1511.934
1625580133.119, lauv-roald, SmartX, 1501.470
1625580133.146, lauv-roald, DVL, 1511.930
1625580133.346, lauv-roald, DVL, 1511.936
1625580133.619, lauv-roald, SmartX, 1501.460
1625580133.746, lauv-roald, DVL, 1511.930
1625580133.946, lauv-roald, DVL, 1511.943
1625580134.119, lauv-roald, SmartX, 1501.400
1625580134.144, lauv-roald, DVL, 1511.933
1625580134.544, lauv-roald, DVL, 1511.942
1625580134.619, lauv-roald, SmartX, 1501.390
1625580134.746, lauv-roald, DVL, 1511.946
1625580134.941, lauv-roald, DVL, 1511.947
1625580135.119, lauv-roald, SmartX, 1501.340
1625580135.343, lauv-roald, DVL, 1511.949
1625580135.543, lauv-roald, DVL, 1511.946
1625580135.619, lauv-roald, SmartX, 1501.170
1625580135.745, lauv-roald, DVL, 1511.943
1625580136.119, lauv-roald, SmartX, 1501.240
1625580136.141, lauv-roald, DVL, 1511.944
1625580136.343, lauv-roald, DVL, 1511.960
1625580136.536, lauv-roald, DVL, 1511.974
1625580136.619, lauv-roald, SmartX, 1501.220
1625580136.942, lauv-roald, DVL, 1511.971
1625580137.119, lauv-roald, SmartX, 1501.170
1625580137.149, lauv-roald, DVL, 1511.963
1625580137.346, lauv-roald, DVL, 1511.969
1625580137.619, lauv-roald, SmartX, 1501.290
1625580137.749, lauv-roald, DVL, 1511.970
1625580137.944, lauv-roald, DVL, 1511.973
1625580138.119, lauv-roald, SmartX, 1501.330
1625580138.144, lauv-roald, DVL, 1511.969
1625580138.546, lauv-roald, DVL, 1511.960
1625580138.619, lauv-roald, SmartX, 1501.370
1625580138.745, lauv-roald, DVL, 1511.968
1625580138.946, lauv-roald, DVL, 1511.977
1625580139.119, lauv-roald, SmartX, 1501.380
1625580139.348, lauv-roald, DVL, 1511.967
1625580139.548, lauv-roald, DVL, 1511.979
1625580139.619, lauv-roald, SmartX, 1501.400
1625580139.746, lauv-roald, DVL, 1511.974
1625580140.119, lauv-roald, SmartX, 1501.430
1625580140.149, lauv-roald, DVL, 1511.964
1625580140.342, lauv-roald, DVL, 1511.971
1625580140.548, lauv-roald, DVL, 1511.973
1625580140.619, lauv-roald, SmartX, 1501.460
1625580140.945, lauv-roald, DVL, 1511.968
1625580141.119, lauv-roald, SmartX, 1501.450
1625580141.149, lauv-roald, DVL, 1511.952
1625580141.341, lauv-roald, DVL, 1511.976
1625580141.619, lauv-roald, SmartX, 1501.460
1625580141.746, lauv-roald, DVL, 1511.959
1625580141.939, lauv-roald, DVL, 1511.969
1625580142.119, lauv-roald, SmartX, 1501.460
1625580142.138, lauv-roald, DVL, 1511.950
1625580142.545, lauv-roald, DVL, 1511.956
1625580142.619, lauv-roald, SmartX, 1501.450
1625580142.748, lauv-roald, DVL, 1511.971
1625580142.943, lauv-roald, DVL, 1511.964
1625580143.119, lauv-roald, SmartX, 1501.420
1625580143.343, lauv-roald, DVL, 1511.955
1625580143.544, lauv-roald, DVL, 1511.961
1625580143.618, lauv-roald, SmartX, 1501.450
1625580143.743, lauv-roald, DVL, 1511.963
1625580144.118, lauv-roald, SmartX, 1501.460
1625580144.146, lauv-roald, DVL, 1511.938
1625580144.345, lauv-roald, DVL, 1511.945
1625580144.545, lauv-roald, DVL, 1511.937
1625580144.618, lauv-roald, SmartX, 1501.480
1625580144.942, lauv-roald, DVL, 1511.935
1625580145.118, lauv-roald, SmartX, 1501.470
1625580145.146, lauv-roald, DVL, 1511.945
1625580145.345, lauv-roald, DVL, 1511.930
1625580145.618, lauv-roald, SmartX, 1501.410
1625580145.745, lauv-roald, DVL, 1511.930
1625580145.946, lauv-roald, DVL, 1511.923
1625580146.118, lauv-roald, SmartX, 1501.310
1625580146.145, lauv-roald, DVL, 1511.927
1625580146.513, lauv-roald, DVL, 1511.938
1625580146.618, lauv-roald, SmartX, 1501.280
1625580146.714, lauv-roald, DVL, 1511.952
1625580146.914, lauv-roald, DVL, 1511.944
1625580147.118, lauv-roald, SmartX, 1501.290
1625580147.337, lauv-roald, DVL, 1511.947
1625580147.538, lauv-roald, DVL, 1511.941
1625580147.618, lauv-roald, SmartX, 1501.300
1625580147.719, lauv-roald, DVL, 1511.932
1625580148.118, lauv-roald, SmartX, 1501.410
1625580148.149, lauv-roald, DVL, 1511.910
1625580148.343, lauv-roald, DVL, 1511.931
1625580148.542, lauv-roald, DVL, 1511.924
1625580148.618, lauv-roald, SmartX, 1501.420
1625580148.946, lauv-roald, DVL, 1511.910
1625580149.118, lauv-roald, SmartX, 1501.430
1625580149.145, lauv-roald, DVL, 1511.906
1625580149.341, lauv-roald, DVL, 1511.904
1625580149.618, lauv-roald, SmartX, 1501.440
1625580149.742, lauv-roald, DVL, 1511.888
1625580149.946, lauv-roald, DVL, 1511.886
1625580150.118, lauv-roald, SmartX, 1501.390
1625580150.144, lauv-roald, DVL, 1511.873
1625580150.535, lauv-roald, DVL, 1511.862
1625580150.618, lauv-roald, SmartX, 1501.240
1625580150.729, lauv-roald, DVL, 1511.861
1625580150.933, lauv-roald, DVL, 1511.853
1625580151.118, lauv-roald, SmartX, 1501.050
1625580151.334, lauv-roald, DVL, 1511.861
1625580151.546, lauv-roald, DVL, 1511.848
1625580151.618, lauv-roald, SmartX, 1501.210
1625580151.747, lauv-roald, DVL, 1511.847
1625580152.118, lauv-roald, SmartX, 1500.890
1625580152.147, lauv-roald, DVL, 1511.789
1625580152.340, lauv-roald, DVL, 1511.797
1625580152.537, lauv-roald, DVL, 1511.780
1625580152.618, lauv-roald, SmartX, 1500.770
1625580152.929, lauv-roald, DVL, 1511.832
1625580153.118, lauv-roald, SmartX, 1500.800
1625580153.144, lauv-roald, DVL, 1511.854
1625580153.336, lauv-roald, DVL, 1511.898
1625580153.618, lauv-roald, SmartX, 1500.900
1625580153.743, lauv-roald, DVL, 1511.925
1625580153.941, lauv-roald, DVL, 1511.936
1625580154.118, lauv-roald, SmartX, 1500.930
1625580154.148, lauv-roald, DVL, 1511.931
1625580154.541, lauv-roald, DVL, 1511.945
1625580154.618, lauv-roald, SmartX, 1501.020
1625580154.744, lauv-roald, DVL, 1511.960
1625580154.944, lauv-roald, DVL, 1511.956
1625580155.118, lauv-roald, SmartX, 1501.010
1625580155.342, lauv-roald, DVL, 1511.966
1625580155.538, lauv-roald, DVL, 1511.964
1625580155.618, lauv-roald, SmartX, 1500.940
1625580155.743, lauv-roald, DVL, 1511.960
1625580156.118, lauv-roald, SmartX, 1501.030
1625580156.143, lauv-roald, DVL, 1511.955
1625580156.346, lauv-roald, DVL, 1511.980
1625580156.540, lauv-roald, DVL, 1511.977
1625580156.618, lauv-roald, SmartX, 1501.040
1625580156.946, lauv-roald, DVL, 1511.988
1625580157.117, lauv-roald, SmartX, 1501.060
1625580157.145, lauv-roald, DVL, 1511.975
1625580157.349, lauv-roald, DVL, 1511.974
1625580157.618, lauv-roald, SmartX, 1501.070
1625580157.744, lauv-roald, DVL, 1511.962
1625580157.940, lauv-roald, DVL, 1511.981
1625580158.118, lauv-roald, SmartX, 1501.080
1625580158.144, lauv-roald, DVL, 1511.974
1625580158.541, lauv-roald, DVL, 1511.975
1625580158.618, lauv-roald, SmartX, 1500.930
1625580158.746, lauv-roald, DVL, 1511.991
1625580158.937, lauv-roald, DVL, 1511.984
1625580159.118, lauv-roald, SmartX, 1500.700
1625580159.333, lauv-roald, DVL, 1512.013
1625580159.531, lauv-roald, DVL, 1512.024
1625580159.618, lauv-roald, SmartX, 1500.630
1625580159.733, lauv-roald, DVL, 1512.058
1625580160.118, lauv-roald, SmartX, 1500.640
1625580160.131, lauv-roald, DVL, 1512.065
1625580160.338, lauv-roald, DVL, 1512.092
1625580160.532, lauv-roald, DVL, 1512.105
1625580160.618, lauv-roald, SmartX, 1500.830
1625580160.933, lauv-roald, DVL, 1512.101
1625580161.117, lauv-roald, SmartX, 1500.790
1625580161.135, lauv-roald, DVL, 1512.095
1625580161.341, lauv-roald, DVL, 1512.109
1625580161.617, lauv-roald, SmartX, 1500.880
1625580161.742, lauv-roald, DVL, 1512.077
1625580161.945, lauv-roald, DVL, 1512.084
1625580162.117, lauv-roald, SmartX, 1501.040
1625580162.143, lauv-roald, DVL, 1512.069
1625580162.547, lauv-roald, DVL, 1512.066
1625580162.617, lauv-roald, SmartX, 1501.230
1625580162.750, lauv-roald, DVL, 1512.071
1625580162.941, lauv-roald, DVL, 1512.063
1625580163.117, lauv-roald, SmartX, 1501.310
1625580163.342, lauv-roald, DVL, 1512.024
1625580163.541, lauv-roald, DVL, 1512.026
1625580163.617, lauv-roald, SmartX, 1501.400
1625580163.740, lauv-roald, DVL, 1512.006
1625580164.117, lauv-roald, SmartX, 1501.430
1625580164.145, lauv-roald, DVL, 1511.986
1625580164.344, lauv-roald, DVL, 1511.998
1625580164.547, lauv-roald, DVL, 1511.991
1625580164.617, lauv-roald, SmartX, 1501.450
1625580164.944, lauv-roald, DVL, 1511.977
1625580165.117, lauv-roald, SmartX, 1501.490
1625580165.141, lauv-roald, DVL, 1511.977
1625580165.336, lauv-roald, DVL, 1511.976
1625580165.617, lauv-roald, SmartX, 1501.460
1625580165.737, lauv-roald, DVL, 1511.959
1625580165.941, lauv-roald, DVL, 1511.976
1625580166.117, lauv-roald, SmartX, 1501.450
1625580166.142, lauv-roald, DVL, 1511.965
1625580166.538, lauv-roald, DVL, 1511.971
1625580166.617, lauv-roald, SmartX, 1501.470
1625580166.734, lauv-roald, DVL, 1511.975
1625580166.938, lauv-roald, DVL, 1511.979
1625580167.117, lauv-roald, SmartX, 1501.490
1625580167.335, lauv-roald, DVL, 1511.960
1625580167.537, lauv-roald, DVL, 1511.967
1625580167.617, lauv-roald, SmartX, 1501.530
1625580167.743, lauv-roald, DVL, 1511.967
1625580168.117, lauv-roald, SmartX, 1501.450
1625580168.147, lauv-roald, DVL, 1511.948
1625580168.345, lauv-roald, DVL, 1511.947
1625580168.543, lauv-roald, DVL, 1511.951
1625580168.617, lauv-roald, SmartX, 1501.410
1625580168.943, lauv-roald, DVL, 1511.942
1625580169.117, lauv-roald, SmartX, 1501.410
1625580169.140, lauv-roald, DVL, 1511.924
1625580169.345, lauv-roald, DVL, 1511.940
1625580169.617, lauv-roald, SmartX, 1501.370
1625580169.744, lauv-roald, DVL, 1511.940
1625580169.944, lauv-roald, DVL, 1511.949
1625580170.117, lauv-roald, SmartX, 1501.390
1625580170.147, lauv-roald, DVL, 1511.930
1625580170.548, lauv-roald, DVL, 1511.931
1625580170.617, lauv-roald, SmartX, 1501.320
1625580170.747, lauv-roald, DVL, 1511.933
1625580170.945, lauv-roald, DVL, 1511.922
1625580171.117, lauv-roald, SmartX, 1501.280
1625580171.344, lauv-roald, DVL, 1511.939
1625580171.547, lauv-roald, DVL, 1511.953
1625580171.617, lauv-roald, SmartX, 1501.250
1625580171.748, lauv-roald, DVL, 1511.956
1625580172.116, lauv-roald, SmartX, 1501.240
1625580172.145, lauv-roald, DVL, 1511.967
1625580172.346, lauv-roald, DVL, 1511.977
1625580172.538, lauv-roald, DVL, 1511.988
1625580172.617, lauv-roald, SmartX, 1501.270
1625580172.933, lauv-roald, DVL, 1512.001
1625580173.117, lauv-roald, SmartX, 1501.320
1625580173.136, lauv-roald, DVL, 1512.016
1625580173.331, lauv-roald, DVL, 1512.015
1625580173.617, lauv-roald, SmartX, 1501.390
1625580173.734, lauv-roald, DVL, 1512.006
1625580173.930, lauv-roald, DVL, 1512.003
1625580174.117, lauv-roald, SmartX, 1501.450
1625580174.138, lauv-roald, DVL, 1512.002
1625580174.534, lauv-roald, DVL, 1511.990
1625580174.616, lauv-roald, SmartX, 1501.480
1625580174.742, lauv-roald, DVL, 1511.986
1625580174.947, lauv-roald, DVL, 1511.985
1625580175.117, lauv-roald, SmartX, 1501.460
1625580175.340, lauv-roald, DVL, 1511.956
1625580175.549, lauv-roald, DVL, 1511.952
1625580175.616, lauv-roald, SmartX, 1501.480
1625580175.745, lauv-roald, DVL, 1511.945
1625580176.116, lauv-roald, SmartX, 1501.470
1625580176.148, lauv-roald, DVL, 1511.925
1625580176.344, lauv-roald, DVL, 1511.914
1625580176.545, lauv-roald, DVL, 1511.906
1625580176.616, lauv-roald, SmartX, 1501.470
1625580176.942, lauv-roald, DVL, 1511.886
1625580177.117, lauv-roald, SmartX, 1501.470
1625580177.143, lauv-roald, DVL, 1511.880
1625580177.346, lauv-roald, DVL, 1511.886
1625580177.616, lauv-roald, SmartX, 1501.310
1625580177.746, lauv-roald, DVL, 1511.884
1625580177.948, lauv-roald, DVL, 1511.887
1625580178.116, lauv-roald, SmartX, 1501.150
1625580178.147, lauv-roald, DVL, 1511.892
1625580178.548, lauv-roald, DVL, 1511.924
1625580178.616, lauv-roald, SmartX, 1500.980
1625580178.742, lauv-roald, DVL, 1511.941
1625580178.938, lauv-roald, DVL, 1511.967
1625580179.116, lauv-roald, SmartX, 1500.870
1625580179.327, lauv-roald, DVL, 1511.994
1625580179.528, lauv-roald, DVL, 1512.020
1625580179.616, lauv-roald, SmartX, 1500.660
1625580179.728, lauv-roald, DVL, 1512.034
1625580180.116, lauv-roald, SmartX, 1500.680
1625580180.133, lauv-roald, DVL, 1512.065
1625580180.337, lauv-roald, DVL, 1512.090
1625580180.530, lauv-roald, DVL, 1512.105
1625580180.616, lauv-roald, SmartX, 1500.770
1625580180.938, lauv-roald, DVL, 1512.125
1625580181.116, lauv-roald, SmartX, 1500.860
1625580181.138, lauv-roald, DVL, 1512.129
1625580181.341, lauv-roald, DVL, 1512.135
1625580181.616, lauv-roald, SmartX, 1501.100
1625580181.741, lauv-roald, DVL, 1512.114
1625580181.942, lauv-roald, DVL, 1512.117
1625580182.116, lauv-roald, SmartX, 1501.120
1625580182.143, lauv-roald, DVL, 1512.086
1625580182.539, lauv-roald, DVL, 1512.028
1625580182.616, lauv-roald, SmartX, 1501.280
1625580182.738, lauv-roald, DVL, 1512.008
1625580182.940, lauv-roald, DVL, 1511.969
1625580183.116, lauv-roald, SmartX, 1501.070
1625580183.347, lauv-roald, DVL, 1511.913
1625580183.545, lauv-roald, DVL, 1511.897
1625580183.616, lauv-roald, SmartX, 1500.980
1625580183.746, lauv-roald, DVL, 1511.875
1625580184.116, lauv-roald, SmartX, 1501.250
1625580184.147, lauv-roald, DVL, 1511.784
1625580184.348, lauv-roald, DVL, 1511.753
1625580184.546, lauv-roald, DVL, 1511.685
1625580184.616, lauv-roald, SmartX, 1501.180
1625580184.938, lauv-roald, DVL, 1511.581
1625580185.116, lauv-roald, SmartX, 1501.180
1625580185.140, lauv-roald, DVL, 1511.553
1625580185.335, lauv-roald, DVL, 1511.525
1625580185.616, lauv-roald, SmartX, 1501.240
1625580185.737, lauv-roald, DVL, 1511.478
1625580185.944, lauv-roald, DVL, 1511.460
1625580186.116, lauv-roald, SmartX, 1501.110
1625580186.143, lauv-roald, DVL, 1511.432
1625580186.545, lauv-roald, DVL, 1511.407
1625580186.616, lauv-roald, SmartX, 1500.990
1625580186.746, lauv-roald, DVL, 1511.414
1625580186.936, lauv-roald, DVL, 1511.424
1625580187.116, lauv-roald, SmartX, 1500.970
1625580187.340, lauv-roald, DVL, 1511.396
1625580187.539, lauv-roald, DVL, 1511.362
1625580187.616, lauv-roald, SmartX, 1500.980
1625580187.742, lauv-roald, DVL, 1511.349
1625580188.117, lauv-roald, SmartX, 1501.370
1625580188.148, lauv-roald, DVL, 1511.283
1625580188.342, lauv-roald, DVL, 1511.269
1625580188.548, lauv-roald, DVL, 1511.252
1625580188.616, lauv-roald, SmartX, 1501.320
1625580188.944, lauv-roald, DVL, 1511.234
1625580189.116, lauv-roald, SmartX, 1501.220
1625580189.144, lauv-roald, DVL, 1511.232
1625580189.343, lauv-roald, DVL, 1511.281
1625580189.615, lauv-roald, SmartX, 1501.360
1625580189.746, lauv-roald, DVL, 1511.314
1625580189.944, lauv-roald, DVL, 1511.337
1625580190.116, lauv-roald, SmartX, 1501.420
1625580190.146, lauv-roald, DVL, 1511.381
1625580190.546, lauv-roald, DVL, 1511.468
1625580190.615, lauv-roald, SmartX, 1501.330
1625580190.743, lauv-roald, DVL, 1511.514
1625580190.941, lauv-roald, DVL, 1511.561
1625580191.115, lauv-roald, SmartX, 1501.320
1625580191.344, lauv-roald, DVL, 1511.649
1625580191.550, lauv-roald, DVL, 1511.696
1625580191.615, lauv-roald, SmartX, 1501.270
1625580191.748, lauv-roald, DVL, 1511.728
1625580192.115, lauv-roald, SmartX, 1501.300
1625580192.145, lauv-roald, DVL, 1511.787
1625580192.341, lauv-roald, DVL, 1511.812
1625580192.549, lauv-roald, DVL, 1511.849
1625580192.615, lauv-roald, SmartX, 1501.350
1625580192.938, lauv-roald, DVL, 1511.876
1625580193.115, lauv-roald, SmartX, 1501.350
1625580193.134, lauv-roald, DVL, 1511.887
1625580193.331, lauv-roald, DVL, 1511.892
1625580193.615, lauv-roald, SmartX, 1501.380
1625580193.733, lauv-roald, DVL, 1511.912
1625580193.936, lauv-roald, DVL, 1511.926
1625580194.115, lauv-roald, SmartX, 1501.430
1625580194.141, lauv-roald, DVL, 1511.920
1625580194.547, lauv-roald, DVL, 1511.927
1625580194.615, lauv-roald, SmartX, 1501.450
1625580194.743, lauv-roald, DVL, 1511.932
1625580194.948, lauv-roald, DVL, 1511.923
1625580195.115, lauv-roald, SmartX, 1501.540
1625580195.347, lauv-roald, DVL, 1511.923
1625580195.548, lauv-roald, DVL, 1511.933
1625580195.615, lauv-roald, SmartX, 1501.570
1625580195.749, lauv-roald, DVL, 1511.934
1625580196.115, lauv-roald, SmartX, 1501.580
1625580196.136, lauv-roald, DVL, 1511.909
1625580196.334, lauv-roald, DVL, 1511.921
1625580196.534, lauv-roald, DVL, 1511.931
1625580196.615, lauv-roald, SmartX, 1501.580
1625580196.940, lauv-roald, DVL, 1511.939
1625580197.115, lauv-roald, SmartX, 1501.540
1625580197.146, lauv-roald, DVL, 1511.944
1625580197.348, lauv-roald, DVL, 1511.943
1625580197.615, lauv-roald, SmartX, 1501.420
1625580197.745, lauv-roald, DVL, 1511.972
1625580197.944, lauv-roald, DVL, 1511.972
1625580198.115, lauv-roald, SmartX, 1501.600
1625580198.146, lauv-roald, DVL, 1511.959
1625580198.539, lauv-roald, DVL, 1511.936
1625580198.615, lauv-roald, SmartX, 1501.620
1625580198.738, lauv-roald, DVL, 1511.939
1625580198.929, lauv-roald, DVL, 1511.932
1625580199.115, lauv-roald, SmartX, 1501.580
1625580199.347, lauv-roald, DVL, 1511.932
1625580199.559, lauv-roald, DVL, 1511.933
1625580199.615, lauv-roald, SmartX, 1501.620
1625580199.748, lauv-roald, DVL, 1511.941
1625580200.115, lauv-roald, SmartX, 1501.620
1625580200.145, lauv-roald, DVL, 1511.945
1625580200.349, lauv-roald, DVL, 1511.951
1625580200.543, lauv-roald, DVL, 1511.960
1625580200.615, lauv-roald, SmartX, 1501.650
1625580200.945, lauv-roald, DVL, 1511.944
1625580201.115, lauv-roald, SmartX, 1501.610
1625580201.145, lauv-roald, DVL, 1511.945
1625580201.314, lauv-roald, DVL, 1511.950
1625580201.615, lauv-roald, SmartX, 1501.670
1625580201.731, lauv-roald, DVL, 1511.956
1625580201.928, lauv-roald, DVL, 1511.977
1625580202.115, lauv-roald, SmartX, 1501.630
1625580202.132, lauv-roald, DVL, 1511.960
1625580202.537, lauv-roald, DVL, 1511.979
1625580202.615, lauv-roald, SmartX, 1501.630
1625580202.748, lauv-roald, DVL, 1511.995
1625580202.944, lauv-roald, DVL, 1511.997
1625580203.115, lauv-roald, SmartX, 1501.610
1625580203.350, lauv-roald, DVL, 1511.995
1625580203.546, lauv-roald, DVL, 1512.004
1625580203.615, lauv-roald, SmartX, 1501.640
1625580203.746, lauv-roald, DVL, 1511.999
1625580204.115, lauv-roald, SmartX, 1501.660
1625580204.146, lauv-roald, DVL, 1511.970
1625580204.348, lauv-roald, DVL, 1511.988
1625580204.547, lauv-roald, DVL, 1511.997
1625580204.615, lauv-roald, SmartX, 1501.650
1625580204.946, lauv-roald, DVL, 1511.985
1625580205.115, lauv-roald, SmartX, 1501.740
1625580205.142, lauv-roald, DVL, 1511.992
1625580205.341, lauv-roald, DVL, 1512.006
1625580205.615, lauv-roald, SmartX, 1501.760
1625580205.747, lauv-roald, DVL, 1512.000
1625580205.947, lauv-roald, DVL, 1512.026
1625580206.114, lauv-roald, SmartX, 1501.760
1625580206.146, lauv-roald, DVL, 1512.010
1625580206.540, lauv-roald, DVL, 1512.029
1625580206.614, lauv-roald, SmartX, 1501.720
1625580206.740, lauv-roald, DVL, 1512.026
1625580206.939, lauv-roald, DVL, 1512.040
1625580207.114, lauv-roald, SmartX, 1501.690
1625580207.349, lauv-roald, DVL, 1512.052
1625580207.549, lauv-roald, DVL, 1512.063
1625580207.614, lauv-roald, SmartX, 1501.690
1625580207.750, lauv-roald, DVL, 1512.070
1625580208.114, lauv-roald, SmartX, 1501.670
1625580208.145, lauv-roald, DVL, 1512.040
1625580208.348, lauv-roald, DVL, 1512.055
1625580208.547, lauv-roald, DVL, 1512.060
1625580208.614, lauv-roald, SmartX, 1501.620
1625580208.942, lauv-roald, DVL, 1512.054
1625580209.114, lauv-roald, SmartX, 1501.620
1625580209.145, lauv-roald, DVL, 1512.044
1625580209.346, lauv-roald, DVL, 1512.055
1625580209.614, lauv-roald, SmartX, 1501.630
1625580209.749, lauv-roald, DVL, 1512.052
1625580209.946, lauv-roald, DVL, 1512.052
1625580210.114, lauv-roald, SmartX, 1501.650
1625580210.145, lauv-roald, DVL, 1512.046
1625580210.545, lauv-roald, DVL, 1512.062
1625580210.614, lauv-roald, SmartX, 1501.660
1625580210.746, lauv-roald, DVL, 1512.073
1625580210.947, lauv-roald, DVL, 1512.081
1625580211.114, lauv-roald, SmartX, 1501.630
1625580211.342, lauv-roald, DVL, 1512.059
1625580211.548, lauv-roald, DVL, 1512.073
1625580211.614, lauv-roald, SmartX, 1501.600
1625580211.743, lauv-roald, DVL, 1512.071
1625580212.114, lauv-roald, SmartX, 1501.620
1625580212.142, lauv-roald, DVL, 1512.066
1625580212.349, lauv-roald, DVL, 1512.081
1625580212.545, lauv-roald, DVL, 1512.075
1625580212.614, lauv-roald, SmartX, 1501.630
1625580212.945, lauv-roald, DVL, 1512.063
1625580213.114, lauv-roald, SmartX, 1501.580
1625580213.146, lauv-roald, DVL, 1512.061
1625580213.348, lauv-roald, DVL, 1512.075
1625580213.614, lauv-roald, SmartX, 1501.550
1625580213.749, lauv-roald, DVL, 1512.072
1625580213.947, lauv-roald, DVL, 1512.073
1625580214.114, lauv-roald, SmartX, 1501.500
1625580214.144, lauv-roald, DVL, 1512.058
1625580214.545, lauv-roald, DVL, 1512.078
1625580214.614, lauv-roald, SmartX, 1501.470
1625580214.748, lauv-roald, DVL, 1512.084
1625580214.943, lauv-roald, DVL, 1512.073
1625580215.114, lauv-roald, SmartX, 1501.480
1625580215.348, lauv-roald, DVL, 1512.080
1625580215.547, lauv-roald, DVL, 1512.092
1625580215.614, lauv-roald, SmartX, 1501.400
1625580215.745, lauv-roald, DVL, 1512.089
1625580216.114, lauv-roald, SmartX, 1501.350
1625580216.148, lauv-roald, DVL, 1512.072
1625580216.344, lauv-roald, DVL, 1512.095
1625580216.543, lauv-roald, DVL, 1512.087
1625580216.614, lauv-roald, SmartX, 1501.360
1625580216.949, lauv-roald, DVL, 1512.098
1625580217.114, lauv-roald, SmartX, 1501.400
1625580217.148, lauv-roald, DVL, 1512.085
1625580217.350, lauv-roald, DVL, 1512.102
1625580217.614, lauv-roald, SmartX, 1501.310
1625580217.747, lauv-roald, DVL, 1512.086
1625580217.947, lauv-roald, DVL, 1512.109
1625580218.113, lauv-roald, SmartX, 1501.340
1625580218.147, lauv-roald, DVL, 1512.094
1625580218.546, lauv-roald, DVL, 1512.109
1625580218.613, lauv-roald, SmartX, 1501.370
1625580218.743, lauv-roald, DVL, 1512.112
1625580218.945, lauv-roald, DVL, 1512.107
1625580219.113, lauv-roald, SmartX, 1501.410
1625580219.346, lauv-roald, DVL, 1512.094
1625580219.546, lauv-roald, DVL, 1512.107
1625580219.614, lauv-roald, SmartX, 1501.430
1625580219.744, lauv-roald, DVL, 1512.119
1625580220.114, lauv-roald, SmartX, 1501.470
1625580220.149, lauv-roald, DVL, 1512.096
1625580220.343, lauv-roald, DVL, 1512.112
1625580220.542, lauv-roald, DVL, 1512.108
1625580220.614, lauv-roald, SmartX, 1501.580
1625580220.945, lauv-roald, DVL, 1512.092
1625580221.114, lauv-roald, SmartX, 1501.560
1625580221.146, lauv-roald, DVL, 1512.094
1625580221.341, lauv-roald, DVL, 1512.101
1625580221.613, lauv-roald, SmartX, 1501.550
1625580221.729, lauv-roald, DVL, 1512.075
1625580221.934, lauv-roald, DVL, 1512.089
1625580222.113, lauv-roald, SmartX, 1501.570
1625580222.135, lauv-roald, DVL, 1512.083
1625580222.536, lauv-roald, DVL, 1512.062
1625580222.613, lauv-roald, SmartX, 1501.610
1625580222.750, lauv-roald, DVL, 1512.079
