timestamp, system, entity , value (m/s)
1625577236.216, lauv-roald, SmartX, 1486.230
1625577236.473, lauv-roald, DVL, 1501.637
1625577236.670, lauv-roald, DVL, 1501.634
1625577236.716, lauv-roald, SmartX, 1486.220
1625577236.872, lauv-roald, DVL, 1501.635
1625577237.216, lauv-roald, SmartX, 1486.180
1625577237.270, lauv-roald, DVL, 1501.616
1625577237.471, lauv-roald, DVL, 1501.628
1625577237.672, lauv-roald, DVL, 1501.631
1625577237.716, lauv-roald, SmartX, 1486.190
1625577238.072, lauv-roald, DVL, 1501.628
1625577238.216, lauv-roald, SmartX, 1486.200
1625577238.271, lauv-roald, DVL, 1501.619
1625577238.471, lauv-roald, DVL, 1501.619
1625577238.716, lauv-roald, SmartX, 1486.150
1625577238.872, lauv-roald, DVL, 1501.618
1625577239.071, lauv-roald, DVL, 1501.623
1625577239.216, lauv-roald, SmartX, 1486.130
1625577239.272, lauv-roald, DVL, 1501.621
1625577239.672, lauv-roald, DVL, 1501.619
1625577239.716, lauv-roald, SmartX, 1486.140
1625577239.871, lauv-roald, DVL, 1501.630
1625577240.072, lauv-roald, DVL, 1501.633
1625577240.215, lauv-roald, SmartX, 1486.170
1625577240.471, lauv-roald, DVL, 1501.613
1625577240.673, lauv-roald, DVL, 1501.629
1625577240.716, lauv-roald, SmartX, 1486.190
1625577240.872, lauv-roald, DVL, 1501.631
1625577241.215, lauv-roald, SmartX, 1486.140
1625577241.272, lauv-roald, DVL, 1501.609
1625577241.470, lauv-roald, DVL, 1501.623
1625577241.670, lauv-roald, DVL, 1501.631
1625577241.716, lauv-roald, SmartX, 1486.110
1625577242.070, lauv-roald, DVL, 1501.622
1625577242.215, lauv-roald, SmartX, 1486.170
1625577242.273, lauv-roald, DVL, 1501.628
1625577242.471, lauv-roald, DVL, 1501.626
1625577242.715, lauv-roald, SmartX, 1486.160
1625577242.872, lauv-roald, DVL, 1501.625
1625577243.072, lauv-roald, DVL, 1501.632
1625577243.215, lauv-roald, SmartX, 1486.160
1625577243.272, lauv-roald, DVL, 1501.617
1625577243.670, lauv-roald, DVL, 1501.634
1625577243.716, lauv-roald, SmartX, 1486.200
1625577243.870, lauv-roald, DVL, 1501.631
1625577244.072, lauv-roald, DVL, 1501.633
1625577244.215, lauv-roald, SmartX, 1486.230
1625577244.472, lauv-roald, DVL, 1501.642
1625577244.670, lauv-roald, DVL, 1501.628
1625577244.715, lauv-roald, SmartX, 1486.160
1625577244.872, lauv-roald, DVL, 1501.641
1625577245.215, lauv-roald, SmartX, 1486.140
1625577245.270, lauv-roald, DVL, 1501.617
1625577245.470, lauv-roald, DVL, 1501.634
1625577245.670, lauv-roald, DVL, 1501.628
1625577245.715, lauv-roald, SmartX, 1486.150
1625577246.073, lauv-roald, DVL, 1501.614
1625577246.215, lauv-roald, SmartX, 1486.180
1625577246.270, lauv-roald, DVL, 1501.619
1625577246.473, lauv-roald, DVL, 1501.620
1625577246.715, lauv-roald, SmartX, 1486.150
1625577246.872, lauv-roald, DVL, 1501.615
1625577247.071, lauv-roald, DVL, 1501.615
1625577247.215, lauv-roald, SmartX, 1486.170
1625577247.273, lauv-roald, DVL, 1501.607
1625577247.670, lauv-roald, DVL, 1501.615
1625577247.715, lauv-roald, SmartX, 1486.220
1625577247.870, lauv-roald, DVL, 1501.618
1625577248.072, lauv-roald, DVL, 1501.615
1625577248.215, lauv-roald, SmartX, 1486.160
1625577248.471, lauv-roald, DVL, 1501.613
1625577248.671, lauv-roald, DVL, 1501.611
1625577248.715, lauv-roald, SmartX, 1486.170
1625577248.871, lauv-roald, DVL, 1501.618
1625577249.215, lauv-roald, SmartX, 1486.210
1625577249.273, lauv-roald, DVL, 1501.596
1625577249.473, lauv-roald, DVL, 1501.612
1625577249.672, lauv-roald, DVL, 1501.606
1625577249.715, lauv-roald, SmartX, 1486.180
1625577250.070, lauv-roald, DVL, 1501.620
1625577250.215, lauv-roald, SmartX, 1486.160
1625577250.269, lauv-roald, DVL, 1501.603
1625577250.473, lauv-roald, DVL, 1501.613
1625577250.715, lauv-roald, SmartX, 1486.200
1625577250.870, lauv-roald, DVL, 1501.613
1625577251.071, lauv-roald, DVL, 1501.620
1625577251.215, lauv-roald, SmartX, 1486.250
1625577251.273, lauv-roald, DVL, 1501.605
1625577251.671, lauv-roald, DVL, 1501.604
1625577251.715, lauv-roald, SmartX, 1486.240
1625577251.870, lauv-roald, DVL, 1501.615
1625577252.072, lauv-roald, DVL, 1501.621
1625577252.215, lauv-roald, SmartX, 1486.180
1625577252.470, lauv-roald, DVL, 1501.608
1625577252.672, lauv-roald, DVL, 1501.609
1625577252.715, lauv-roald, SmartX, 1486.220
1625577252.871, lauv-roald, DVL, 1501.623
1625577253.215, lauv-roald, SmartX, 1486.210
1625577253.270, lauv-roald, DVL, 1501.601
1625577253.470, lauv-roald, DVL, 1501.620
1625577253.669, lauv-roald, DVL, 1501.613
1625577253.717, lauv-roald, SmartX, 1486.190
1625577254.072, lauv-roald, DVL, 1501.603
1625577254.215, lauv-roald, SmartX, 1486.210
1625577254.271, lauv-roald, DVL, 1501.604
1625577254.471, lauv-roald, DVL, 1501.612
1625577254.715, lauv-roald, SmartX, 1486.210
1625577254.870, lauv-roald, DVL, 1501.604
1625577255.072, lauv-roald, DVL, 1501.608
1625577255.215, lauv-roald, SmartX, 1486.230
1625577255.272, lauv-roald, DVL, 1501.604
1625577255.674, lauv-roald, DVL, 1501.605
1625577255.714, lauv-roald, SmartX, 1486.260
1625577255.871, lauv-roald, DVL, 1501.615
1625577256.074, lauv-roald, DVL, 1501.606
1625577256.214, lauv-roald, SmartX, 1486.190
1625577256.472, lauv-roald, DVL, 1501.608
1625577256.670, lauv-roald, DVL, 1501.601
1625577256.715, lauv-roald, SmartX, 1486.170
1625577256.870, lauv-roald, DVL, 1501.613
1625577257.214, lauv-roald, SmartX, 1486.250
1625577257.272, lauv-roald, DVL, 1501.606
1625577257.470, lauv-roald, DVL, 1501.604
1625577257.672, lauv-roald, DVL, 1501.625
1625577257.714, lauv-roald, SmartX, 1486.200
1625577258.070, lauv-roald, DVL, 1501.583
1625577258.214, lauv-roald, SmartX, 1486.210
1625577258.270, lauv-roald, DVL, 1501.593
1625577258.473, lauv-roald, DVL, 1501.621
1625577258.714, lauv-roald, SmartX, 1486.340
1625577258.870, lauv-roald, DVL, 1501.607
1625577259.072, lauv-roald, DVL, 1501.610
1625577259.214, lauv-roald, SmartX, 1486.330
1625577259.272, lauv-roald, DVL, 1501.605
1625577259.671, lauv-roald, DVL, 1501.604
1625577259.714, lauv-roald, SmartX, 1486.290
1625577259.870, lauv-roald, DVL, 1501.599
1625577260.072, lauv-roald, DVL, 1501.611
1625577260.214, lauv-roald, SmartX, 1486.300
1625577260.469, lauv-roald, DVL, 1501.602
1625577260.669, lauv-roald, DVL, 1501.603
1625577260.714, lauv-roald, SmartX, 1486.330
1625577260.873, lauv-roald, DVL, 1501.599
1625577261.214, lauv-roald, SmartX, 1486.300
1625577261.270, lauv-roald, DVL, 1501.608
1625577261.472, lauv-roald, DVL, 1501.610
1625577261.673, lauv-roald, DVL, 1501.604
1625577261.714, lauv-roald, SmartX, 1486.330
1625577262.070, lauv-roald, DVL, 1501.601
1625577262.214, lauv-roald, SmartX, 1486.270
1625577262.270, lauv-roald, DVL, 1501.599
1625577262.472, lauv-roald, DVL, 1501.610
1625577262.714, lauv-roald, SmartX, 1486.280
1625577262.870, lauv-roald, DVL, 1501.601
1625577263.072, lauv-roald, DVL, 1501.603
1625577263.214, lauv-roald, SmartX, 1486.310
1625577263.270, lauv-roald, DVL, 1501.596
1625577263.669, lauv-roald, DVL, 1501.598
1625577263.714, lauv-roald, SmartX, 1486.300
1625577263.868, lauv-roald, DVL, 1501.597
1625577264.071, lauv-roald, DVL, 1501.594
1625577264.214, lauv-roald, SmartX, 1486.290
1625577264.470, lauv-roald, DVL, 1501.597
1625577264.671, lauv-roald, DVL, 1501.587
1625577264.714, lauv-roald, SmartX, 1486.300
1625577264.871, lauv-roald, DVL, 1501.596
1625577265.214, lauv-roald, SmartX, 1486.290
1625577265.274, lauv-roald, DVL, 1501.597
1625577265.474, lauv-roald, DVL, 1501.603
1625577265.673, lauv-roald, DVL, 1501.600
1625577265.714, lauv-roald, SmartX, 1486.260
1625577266.072, lauv-roald, DVL, 1501.605
1625577266.214, lauv-roald, SmartX, 1486.320
1625577266.272, lauv-roald, DVL, 1501.596
1625577266.472, lauv-roald, DVL, 1501.591
1625577266.714, lauv-roald, SmartX, 1486.310
1625577266.872, lauv-roald, DVL, 1501.601
1625577267.072, lauv-roald, DVL, 1501.602
1625577267.214, lauv-roald, SmartX, 1486.380
1625577267.272, lauv-roald, DVL, 1501.593
1625577267.672, lauv-roald, DVL, 1501.596
1625577267.714, lauv-roald, SmartX, 1486.300
1625577267.870, lauv-roald, DVL, 1501.604
1625577268.072, lauv-roald, DVL, 1501.598
1625577268.214, lauv-roald, SmartX, 1486.260
1625577268.470, lauv-roald, DVL, 1501.599
1625577268.672, lauv-roald, DVL, 1501.600
1625577268.714, lauv-roald, SmartX, 1486.310
1625577268.871, lauv-roald, DVL, 1501.595
1625577269.213, lauv-roald, SmartX, 1486.340
1625577269.272, lauv-roald, DVL, 1501.592
1625577269.470, lauv-roald, DVL, 1501.602
1625577269.671, lauv-roald, DVL, 1501.596
1625577269.714, lauv-roald, SmartX, 1486.360
1625577270.069, lauv-roald, DVL, 1501.604
1625577270.214, lauv-roald, SmartX, 1486.310
1625577270.271, lauv-roald, DVL, 1501.604
1625577270.469, lauv-roald, DVL, 1501.593
1625577270.714, lauv-roald, SmartX, 1486.330
1625577270.872, lauv-roald, DVL, 1501.598
1625577271.071, lauv-roald, DVL, 1501.590
1625577271.214, lauv-roald, SmartX, 1486.340
1625577271.272, lauv-roald, DVL, 1501.597
1625577271.671, lauv-roald, DVL, 1501.591
1625577271.713, lauv-roald, SmartX, 1486.310
1625577271.871, lauv-roald, DVL, 1501.591
1625577272.073, lauv-roald, DVL, 1501.591
1625577272.214, lauv-roald, SmartX, 1486.350
1625577272.473, lauv-roald, DVL, 1501.596
1625577272.676, lauv-roald, DVL, 1501.599
1625577272.713, lauv-roald, SmartX, 1486.300
1625577272.874, lauv-roald, DVL, 1501.600
1625577273.213, lauv-roald, SmartX, 1486.320
1625577273.271, lauv-roald, DVL, 1501.593
1625577273.472, lauv-roald, DVL, 1501.609
1625577273.672, lauv-roald, DVL, 1501.599
1625577273.713, lauv-roald, SmartX, 1486.340
1625577274.074, lauv-roald, DVL, 1501.592
1625577274.213, lauv-roald, SmartX, 1486.320
1625577274.272, lauv-roald, DVL, 1501.589
1625577274.472, lauv-roald, DVL, 1501.603
1625577274.714, lauv-roald, SmartX, 1486.330
1625577274.872, lauv-roald, DVL, 1501.588
1625577275.071, lauv-roald, DVL, 1501.594
1625577275.214, lauv-roald, SmartX, 1486.320
1625577275.271, lauv-roald, DVL, 1501.594
1625577275.672, lauv-roald, DVL, 1501.591
1625577275.713, lauv-roald, SmartX, 1486.300
1625577275.872, lauv-roald, DVL, 1501.584
1625577276.070, lauv-roald, DVL, 1501.588
1625577276.214, lauv-roald, SmartX, 1486.320
1625577276.469, lauv-roald, DVL, 1501.590
1625577276.670, lauv-roald, DVL, 1501.590
1625577276.713, lauv-roald, SmartX, 1486.300
1625577276.871, lauv-roald, DVL, 1501.598
1625577277.214, lauv-roald, SmartX, 1486.370
1625577277.272, lauv-roald, DVL, 1501.571
1625577277.472, lauv-roald, DVL, 1501.589
1625577277.672, lauv-roald, DVL, 1501.585
1625577277.713, lauv-roald, SmartX, 1486.300
1625577278.070, lauv-roald, DVL, 1501.593
1625577278.214, lauv-roald, SmartX, 1486.310
1625577278.272, lauv-roald, DVL, 1501.585
1625577278.469, lauv-roald, DVL, 1501.582
1625577278.714, lauv-roald, SmartX, 1486.320
1625577278.871, lauv-roald, DVL, 1501.580
1625577279.071, lauv-roald, DVL, 1501.589
1625577279.214, lauv-roald, SmartX, 1486.320
1625577279.271, lauv-roald, DVL, 1501.584
1625577279.672, lauv-roald, DVL, 1501.584
1625577279.713, lauv-roald, SmartX, 1486.260
1625577279.871, lauv-roald, DVL, 1501.596
1625577280.072, lauv-roald, DVL, 1501.583
1625577280.214, lauv-roald, SmartX, 1486.260
1625577280.471, lauv-roald, DVL, 1501.587
1625577280.671, lauv-roald, DVL, 1501.587
1625577280.713, lauv-roald, SmartX, 1486.280
1625577280.871, lauv-roald, DVL, 1501.582
1625577281.214, lauv-roald, SmartX, 1486.250
1625577281.270, lauv-roald, DVL, 1501.583
1625577281.472, lauv-roald, DVL, 1501.599
1625577281.672, lauv-roald, DVL, 1501.602
1625577281.713, lauv-roald, SmartX, 1486.260
1625577282.073, lauv-roald, DVL, 1501.591
1625577282.214, lauv-roald, SmartX, 1486.250
1625577282.272, lauv-roald, DVL, 1501.591
1625577282.472, lauv-roald, DVL, 1501.609
1625577282.714, lauv-roald, SmartX, 1486.260
1625577282.870, lauv-roald, DVL, 1501.592
1625577283.073, lauv-roald, DVL, 1501.600
1625577283.213, lauv-roald, SmartX, 1486.270
1625577283.271, lauv-roald, DVL, 1501.609
1625577283.669, lauv-roald, DVL, 1501.604
1625577283.713, lauv-roald, SmartX, 1486.250
1625577283.870, lauv-roald, DVL, 1501.613
1625577284.071, lauv-roald, DVL, 1501.606
1625577284.213, lauv-roald, SmartX, 1486.270
1625577284.469, lauv-roald, DVL, 1501.591
1625577284.671, lauv-roald, DVL, 1501.607
1625577284.712, lauv-roald, SmartX, 1486.270
1625577284.871, lauv-roald, DVL, 1501.612
1625577285.213, lauv-roald, SmartX, 1486.220
1625577285.274, lauv-roald, DVL, 1501.612
1625577285.470, lauv-roald, DVL, 1501.618
1625577285.671, lauv-roald, DVL, 1501.615
1625577285.712, lauv-roald, SmartX, 1486.250
1625577286.070, lauv-roald, DVL, 1501.602
1625577286.212, lauv-roald, SmartX, 1486.290
1625577286.273, lauv-roald, DVL, 1501.603
1625577286.472, lauv-roald, DVL, 1501.616
1625577286.717, lauv-roald, SmartX, 1486.260
1625577286.871, lauv-roald, DVL, 1501.611
1625577287.072, lauv-roald, DVL, 1501.620
1625577287.212, lauv-roald, SmartX, 1486.260
1625577287.271, lauv-roald, DVL, 1501.613
1625577287.671, lauv-roald, DVL, 1501.613
1625577287.712, lauv-roald, SmartX, 1486.270
1625577287.872, lauv-roald, DVL, 1501.637
1625577288.071, lauv-roald, DVL, 1501.619
1625577288.212, lauv-roald, SmartX, 1486.250
1625577288.472, lauv-roald, DVL, 1501.617
1625577288.670, lauv-roald, DVL, 1501.625
1625577288.712, lauv-roald, SmartX, 1486.240
1625577288.873, lauv-roald, DVL, 1501.621
1625577289.212, lauv-roald, SmartX, 1486.270
1625577289.272, lauv-roald, DVL, 1501.620
1625577289.470, lauv-roald, DVL, 1501.628
1625577289.674, lauv-roald, DVL, 1501.621
1625577289.712, lauv-roald, SmartX, 1486.280
1625577290.071, lauv-roald, DVL, 1501.608
1625577290.212, lauv-roald, SmartX, 1486.320
1625577290.272, lauv-roald, DVL, 1501.621
1625577290.473, lauv-roald, DVL, 1501.621
1625577290.714, lauv-roald, SmartX, 1486.300
1625577290.872, lauv-roald, DVL, 1501.626
1625577291.071, lauv-roald, DVL, 1501.629
1625577291.212, lauv-roald, SmartX, 1486.280
1625577291.272, lauv-roald, DVL, 1501.618
1625577291.674, lauv-roald, DVL, 1501.620
1625577291.712, lauv-roald, SmartX, 1486.310
1625577291.871, lauv-roald, DVL, 1501.629
1625577292.071, lauv-roald, DVL, 1501.633
1625577292.212, lauv-roald, SmartX, 1486.270
1625577292.473, lauv-roald, DVL, 1501.622
1625577292.673, lauv-roald, DVL, 1501.635
1625577292.712, lauv-roald, SmartX, 1486.280
1625577292.871, lauv-roald, DVL, 1501.635
1625577293.212, lauv-roald, SmartX, 1486.300
1625577293.269, lauv-roald, DVL, 1501.628
1625577293.470, lauv-roald, DVL, 1501.636
1625577293.671, lauv-roald, DVL, 1501.637
1625577293.712, lauv-roald, SmartX, 1486.270
1625577294.070, lauv-roald, DVL, 1501.644
1625577294.212, lauv-roald, SmartX, 1486.270
1625577294.272, lauv-roald, DVL, 1501.645
1625577294.472, lauv-roald, DVL, 1501.646
1625577294.712, lauv-roald, SmartX, 1486.300
1625577294.870, lauv-roald, DVL, 1501.640
1625577295.071, lauv-roald, DVL, 1501.647
1625577295.212, lauv-roald, SmartX, 1486.350
1625577295.271, lauv-roald, DVL, 1501.633
1625577295.670, lauv-roald, DVL, 1501.654
1625577295.712, lauv-roald, SmartX, 1486.330
1625577295.870, lauv-roald, DVL, 1501.659
1625577296.075, lauv-roald, DVL, 1501.657
1625577296.212, lauv-roald, SmartX, 1486.380
1625577296.471, lauv-roald, DVL, 1501.645
1625577296.673, lauv-roald, DVL, 1501.656
1625577296.712, lauv-roald, SmartX, 1486.320
1625577296.872, lauv-roald, DVL, 1501.668
1625577297.212, lauv-roald, SmartX, 1486.290
1625577297.269, lauv-roald, DVL, 1501.648
1625577297.473, lauv-roald, DVL, 1501.651
1625577297.671, lauv-roald, DVL, 1501.648
1625577297.712, lauv-roald, SmartX, 1486.310
1625577298.073, lauv-roald, DVL, 1501.651
1625577298.212, lauv-roald, SmartX, 1486.410
1625577298.273, lauv-roald, DVL, 1501.649
1625577298.470, lauv-roald, DVL, 1501.654
1625577298.713, lauv-roald, SmartX, 1486.370
1625577298.871, lauv-roald, DVL, 1501.661
1625577299.071, lauv-roald, DVL, 1501.659
1625577299.212, lauv-roald, SmartX, 1486.320
1625577299.274, lauv-roald, DVL, 1501.646
1625577299.673, lauv-roald, DVL, 1501.655
1625577299.712, lauv-roald, SmartX, 1486.340
1625577299.870, lauv-roald, DVL, 1501.659
1625577300.072, lauv-roald, DVL, 1501.656
1625577300.212, lauv-roald, SmartX, 1486.360
1625577300.473, lauv-roald, DVL, 1501.651
1625577300.671, lauv-roald, DVL, 1501.655
1625577300.713, lauv-roald, SmartX, 1486.330
1625577300.873, lauv-roald, DVL, 1501.661
1625577301.211, lauv-roald, SmartX, 1486.390
1625577301.272, lauv-roald, DVL, 1501.650
1625577301.473, lauv-roald, DVL, 1501.659
1625577301.672, lauv-roald, DVL, 1501.669
1625577301.713, lauv-roald, SmartX, 1486.320
1625577302.071, lauv-roald, DVL, 1501.665
1625577302.211, lauv-roald, SmartX, 1486.360
1625577302.270, lauv-roald, DVL, 1501.647
1625577302.473, lauv-roald, DVL, 1501.664
1625577302.713, lauv-roald, SmartX, 1486.430
1625577302.870, lauv-roald, DVL, 1501.662
1625577303.074, lauv-roald, DVL, 1501.670
1625577303.211, lauv-roald, SmartX, 1486.360
1625577303.272, lauv-roald, DVL, 1501.661
1625577303.672, lauv-roald, DVL, 1501.660
1625577303.711, lauv-roald, SmartX, 1486.390
1625577303.873, lauv-roald, DVL, 1501.673
1625577304.075, lauv-roald, DVL, 1501.664
1625577304.211, lauv-roald, SmartX, 1486.440
1625577304.472, lauv-roald, DVL, 1501.659
1625577304.670, lauv-roald, DVL, 1501.659
1625577304.711, lauv-roald, SmartX, 1486.410
1625577304.872, lauv-roald, DVL, 1501.664
1625577305.211, lauv-roald, SmartX, 1486.400
1625577305.272, lauv-roald, DVL, 1501.648
1625577305.472, lauv-roald, DVL, 1501.654
1625577305.673, lauv-roald, DVL, 1501.669
1625577305.711, lauv-roald, SmartX, 1486.420
1625577306.074, lauv-roald, DVL, 1501.659
1625577306.211, lauv-roald, SmartX, 1486.390
1625577306.271, lauv-roald, DVL, 1501.663
1625577306.473, lauv-roald, DVL, 1501.657
1625577306.711, lauv-roald, SmartX, 1486.400
1625577306.873, lauv-roald, DVL, 1501.652
1625577307.073, lauv-roald, DVL, 1501.660
1625577307.211, lauv-roald, SmartX, 1486.530
1625577307.274, lauv-roald, DVL, 1501.651
1625577307.671, lauv-roald, DVL, 1501.657
1625577307.711, lauv-roald, SmartX, 1486.450
1625577307.871, lauv-roald, DVL, 1501.656
1625577308.073, lauv-roald, DVL, 1501.654
1625577308.211, lauv-roald, SmartX, 1486.490
1625577308.474, lauv-roald, DVL, 1501.656
1625577308.672, lauv-roald, DVL, 1501.665
1625577308.711, lauv-roald, SmartX, 1486.590
1625577308.871, lauv-roald, DVL, 1501.670
1625577309.211, lauv-roald, SmartX, 1486.500
1625577309.272, lauv-roald, DVL, 1501.648
1625577309.472, lauv-roald, DVL, 1501.662
1625577309.673, lauv-roald, DVL, 1501.673
1625577309.711, lauv-roald, SmartX, 1486.580
1625577310.072, lauv-roald, DVL, 1501.650
1625577310.211, lauv-roald, SmartX, 1486.710
1625577310.273, lauv-roald, DVL, 1501.657
1625577310.474, lauv-roald, DVL, 1501.669
1625577310.711, lauv-roald, SmartX, 1486.630
1625577310.870, lauv-roald, DVL, 1501.656
1625577311.070, lauv-roald, DVL, 1501.661
1625577311.211, lauv-roald, SmartX, 1486.610
1625577311.272, lauv-roald, DVL, 1501.662
1625577311.672, lauv-roald, DVL, 1501.659
1625577311.711, lauv-roald, SmartX, 1486.640
1625577311.873, lauv-roald, DVL, 1501.658
1625577312.073, lauv-roald, DVL, 1501.675
1625577312.210, lauv-roald, SmartX, 1486.630
1625577312.474, lauv-roald, DVL, 1501.657
1625577312.671, lauv-roald, DVL, 1501.674
1625577312.711, lauv-roald, SmartX, 1486.690
1625577312.872, lauv-roald, DVL, 1501.664
1625577313.211, lauv-roald, SmartX, 1486.700
1625577313.272, lauv-roald, DVL, 1501.656
1625577313.472, lauv-roald, DVL, 1501.652
1625577313.670, lauv-roald, DVL, 1501.660
1625577313.711, lauv-roald, SmartX, 1486.740
1625577314.074, lauv-roald, DVL, 1501.663
1625577314.210, lauv-roald, SmartX, 1486.690
1625577314.274, lauv-roald, DVL, 1501.653
1625577314.470, lauv-roald, DVL, 1501.662
1625577314.713, lauv-roald, SmartX, 1486.670
1625577314.872, lauv-roald, DVL, 1501.660
1625577315.071, lauv-roald, DVL, 1501.677
1625577315.210, lauv-roald, SmartX, 1486.600
1625577315.272, lauv-roald, DVL, 1501.660
1625577315.669, lauv-roald, DVL, 1501.665
1625577315.711, lauv-roald, SmartX, 1486.670
1625577315.873, lauv-roald, DVL, 1501.661
1625577316.073, lauv-roald, DVL, 1501.665
1625577316.210, lauv-roald, SmartX, 1486.700
1625577316.472, lauv-roald, DVL, 1501.664
1625577316.671, lauv-roald, DVL, 1501.677
1625577316.710, lauv-roald, SmartX, 1486.620
1625577316.871, lauv-roald, DVL, 1501.672
1625577317.210, lauv-roald, SmartX, 1486.700
1625577317.271, lauv-roald, DVL, 1501.658
1625577317.472, lauv-roald, DVL, 1501.665
1625577317.673, lauv-roald, DVL, 1501.658
1625577317.710, lauv-roald, SmartX, 1486.750
1625577318.072, lauv-roald, DVL, 1501.668
1625577318.210, lauv-roald, SmartX, 1486.620
1625577318.273, lauv-roald, DVL, 1501.648
1625577318.471, lauv-roald, DVL, 1501.670
1625577318.710, lauv-roald, SmartX, 1486.630
1625577318.871, lauv-roald, DVL, 1501.650
1625577319.072, lauv-roald, DVL, 1501.661
1625577319.210, lauv-roald, SmartX, 1486.740
1625577319.273, lauv-roald, DVL, 1501.665
1625577319.671, lauv-roald, DVL, 1501.658
1625577319.710, lauv-roald, SmartX, 1486.730
1625577319.871, lauv-roald, DVL, 1501.669
1625577320.073, lauv-roald, DVL, 1501.660
1625577320.210, lauv-roald, SmartX, 1486.710
1625577320.469, lauv-roald, DVL, 1501.653
1625577320.671, lauv-roald, DVL, 1501.663
1625577320.710, lauv-roald, SmartX, 1486.680
1625577320.872, lauv-roald, DVL, 1501.663
1625577321.210, lauv-roald, SmartX, 1486.670
1625577321.269, lauv-roald, DVL, 1501.655
1625577321.472, lauv-roald, DVL, 1501.669
1625577321.670, lauv-roald, DVL, 1501.654
1625577321.710, lauv-roald, SmartX, 1486.670
1625577322.073, lauv-roald, DVL, 1501.659
1625577322.210, lauv-roald, SmartX, 1486.600
1625577322.273, lauv-roald, DVL, 1501.655
1625577322.473, lauv-roald, DVL, 1501.672
1625577322.710, lauv-roald, SmartX, 1486.580
1625577322.873, lauv-roald, DVL, 1501.669
1625577323.071, lauv-roald, DVL, 1501.675
1625577323.210, lauv-roald, SmartX, 1486.440
1625577323.275, lauv-roald, DVL, 1501.674
1625577323.673, lauv-roald, DVL, 1501.685
1625577323.710, lauv-roald, SmartX, 1486.210
1625577323.873, lauv-roald, DVL, 1501.679
1625577324.073, lauv-roald, DVL, 1501.676
1625577324.210, lauv-roald, SmartX, 1486.100
1625577324.473, lauv-roald, DVL, 1501.669
1625577324.673, lauv-roald, DVL, 1501.661
1625577324.710, lauv-roald, SmartX, 1486.010
1625577324.873, lauv-roald, DVL, 1501.679
1625577325.210, lauv-roald, SmartX, 1486.000
1625577325.273, lauv-roald, DVL, 1501.671
1625577325.472, lauv-roald, DVL, 1501.695
1625577325.673, lauv-roald, DVL, 1501.696
1625577325.710, lauv-roald, SmartX, 1486.060
1625577326.073, lauv-roald, DVL, 1501.693
1625577326.210, lauv-roald, SmartX, 1486.700
1625577326.271, lauv-roald, DVL, 1501.700
1625577326.476, lauv-roald, DVL, 1501.726
1625577326.710, lauv-roald, SmartX, 1487.280
1625577326.874, lauv-roald, DVL, 1501.747
1625577327.074, lauv-roald, DVL, 1501.768
1625577327.209, lauv-roald, SmartX, 1487.390
1625577327.272, lauv-roald, DVL, 1501.767
1625577327.673, lauv-roald, DVL, 1501.800
1625577327.709, lauv-roald, SmartX, 1487.500
1625577327.873, lauv-roald, DVL, 1501.809
1625577328.074, lauv-roald, DVL, 1501.811
1625577328.209, lauv-roald, SmartX, 1487.710
1625577328.473, lauv-roald, DVL, 1501.821
1625577328.674, lauv-roald, DVL, 1501.845
1625577328.709, lauv-roald, SmartX, 1488.490
1625577328.875, lauv-roald, DVL, 1501.860
1625577329.210, lauv-roald, SmartX, 1488.880
1625577329.274, lauv-roald, DVL, 1501.848
1625577329.477, lauv-roald, DVL, 1501.862
1625577329.673, lauv-roald, DVL, 1501.851
1625577329.709, lauv-roald, SmartX, 1489.510
1625577330.076, lauv-roald, DVL, 1501.837
1625577330.209, lauv-roald, SmartX, 1489.790
1625577330.273, lauv-roald, DVL, 1501.833
1625577330.476, lauv-roald, DVL, 1501.831
1625577330.709, lauv-roald, SmartX, 1490.100
1625577330.873, lauv-roald, DVL, 1501.807
1625577331.075, lauv-roald, DVL, 1501.786
1625577331.209, lauv-roald, SmartX, 1490.330
1625577331.276, lauv-roald, DVL, 1501.766
1625577331.673, lauv-roald, DVL, 1501.730
1625577331.709, lauv-roald, SmartX, 1489.830
1625577331.873, lauv-roald, DVL, 1501.734
1625577332.073, lauv-roald, DVL, 1501.725
1625577332.209, lauv-roald, SmartX, 1489.550
1625577332.476, lauv-roald, DVL, 1501.725
1625577332.670, lauv-roald, DVL, 1501.751
1625577332.709, lauv-roald, SmartX, 1489.580
1625577332.875, lauv-roald, DVL, 1501.763
1625577333.209, lauv-roald, SmartX, 1490.050
1625577333.272, lauv-roald, DVL, 1501.764
1625577333.474, lauv-roald, DVL, 1501.759
1625577333.671, lauv-roald, DVL, 1501.771
1625577333.709, lauv-roald, SmartX, 1490.000
1625577334.076, lauv-roald, DVL, 1501.739
1625577334.209, lauv-roald, SmartX, 1490.050
1625577334.271, lauv-roald, DVL, 1501.735
1625577334.474, lauv-roald, DVL, 1501.738
1625577334.709, lauv-roald, SmartX, 1489.730
1625577334.874, lauv-roald, DVL, 1501.714
1625577335.072, lauv-roald, DVL, 1501.733
1625577335.209, lauv-roald, SmartX, 1489.370
1625577335.273, lauv-roald, DVL, 1501.705
1625577335.670, lauv-roald, DVL, 1501.737
1625577335.709, lauv-roald, SmartX, 1489.480
1625577335.876, lauv-roald, DVL, 1501.755
