timestamp, system, entity , validity (bitfield), x (m/s), y (m/s), z (m/s)
1625575264.473, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55117393, -0.03162760, -0.08392669
1625575264.677, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59825325, -0.04093596, -0.08886230
1625575264.874, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57019424, -0.01636758, -0.08750153
1625575265.271, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54261160, -0.01048282, -0.09333333
1625575265.467, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54686606, -0.05317277, -0.08679511
1625575265.672, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51552117, -0.05483872, -0.08417191
1625575266.075, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51893783, -0.03712246, -0.09695055
1625575266.275, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54131651, -0.03530851, -0.09430839
1625575266.470, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54659605, -0.04941130, -0.08746843
1625575266.867, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53851223, -0.01607808, -0.08556446
1625575267.071, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52826309, -0.03469259, -0.07707581
1625575267.267, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55656302, -0.00478154, -0.08470597
1625575267.664, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53809917, -0.00660419, -0.10072737
1625575267.867, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57315111, -0.05922210, -0.08588698
1625575268.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54512870, -0.03038597, -0.08392793
1625575268.475, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54694891, -0.03774798, -0.08251116
1625575268.673, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54053390, -0.07064763, -0.07795476
1625575268.877, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56487489, -0.05487701, -0.08670761
1625575269.270, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55803919, -0.08811149, -0.08446224
1625575269.477, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56111932, -0.02600628, -0.08052612
1625575269.673, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56532896, -0.09613404, -0.09227965
1625575270.068, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54059172, -0.01832289, -0.08176136
1625575270.277, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53535748, -0.04761240, -0.08676612
1625575270.476, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55167878, -0.04884824, -0.09162481
1625575270.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53540492, -0.03082913, -0.09631243
1625575271.070, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55621493, -0.02401277, -0.09339128
1625575271.270, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56236315, -0.00254068, -0.09187224
1625575271.675, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57175362, -0.03165644, -0.10345076
1625575271.871, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55063522, -0.03953364, -0.09324690
1625575272.069, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54488802, -0.04034948, -0.09324151
1625575272.471, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54587770, -0.03775343, -0.07330368
1625575272.671, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57751358, -0.03663602, -0.08068624
1625575272.867, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53333998, -0.03955945, -0.07831649
1625575273.274, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53914464, -0.02050880, -0.08840077
1625575273.475, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55324626, -0.03693256, -0.09176188
1625575273.666, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52623308, -0.02665812, -0.08933264
1625575274.069, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56919503, -0.03586122, -0.09702288
1625575274.276, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57100797, -0.04170293, -0.10464319
1625575274.469, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56209755, -0.04323921, -0.09568476
1625575274.870, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57800198, -0.04917744, -0.09880300
1625575275.070, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58781672, -0.06436470, -0.07028100
1625575275.268, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57774329, -0.03753224, -0.08319370
1625575275.667, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55880284, -0.01814812, -0.08159304
1625575275.869, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53835130, -0.03553978, -0.07808739
1625575276.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55721760, -0.06308746, -0.07900948
1625575276.472, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55731809, -0.03538126, -0.08267176
1625575276.672, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55780673, -0.04804134, -0.09508467
1625575276.866, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57100534, -0.07098621, -0.10278975
1625575277.267, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54085433, -0.04977220, -0.09956260
1625575277.467, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56829357, -0.03473601, -0.09494795
1625575277.667, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55611932, -0.07720795, -0.09536552
1625575278.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57764161, -0.05707547, -0.07881778
1625575278.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56802678, -0.04502270, -0.08350092
1625575278.473, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55248713, -0.04297867, -0.07814521
1625575278.865, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55727899, -0.04873261, -0.07528472
1625575279.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56887925, -0.04703039, -0.06849165
1625575279.271, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58352041, -0.07686478, -0.08368412
1625575279.665, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58842838, -0.02388293, -0.08965078
1625575279.871, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59658492, -0.04098359, -0.09610951
1625575280.068, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55584562, -0.06511039, -0.10093837
1625575280.470, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59265399, -0.04576758, -0.08957763
1625575280.674, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59612668, -0.07468534, -0.08893678
1625575280.869, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59020150, -0.05971920, -0.07413926
1625575281.273, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58187389, -0.02563047, -0.08225233
1625575281.474, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56037605, -0.04408678, -0.09846302
1625575281.667, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59420872, -0.08733371, -0.09528980
1625575282.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56972229, -0.08542779, -0.11934672
1625575282.266, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58242869, -0.09631169, -0.10646399
1625575282.470, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56698334, -0.04722363, -0.08884476
1625575282.867, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58371305, -0.10845143, -0.09489797
1625575283.069, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55771267, -0.10963348, -0.07801454
1625575283.271, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58607793, -0.07306737, -0.06498726
1625575283.675, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58783305, -0.08395040, -0.07702370
1625575283.872, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56517744, -0.08702189, -0.07662263
1625575284.074, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59600830, -0.08504999, -0.07817401
1625575284.476, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57981777, -0.08108792, -0.09707753
1625575284.676, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57493305, -0.05249602, -0.09236884
1625575284.876, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57240486, -0.07012996, -0.08617001
1625575285.274, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58677292, -0.09233388, -0.07538629
1625575285.474, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57282162, -0.06582901, -0.07308433
1625575285.670, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55814517, -0.04060543, -0.07872906
1625575286.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56174505, -0.09419209, -0.07834866
1625575286.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57984960, -0.07511792, -0.07879956
1625575286.472, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61412811, -0.07807925, -0.08687780
1625575286.869, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56186199, -0.05849877, -0.08801218
1625575287.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56861317, -0.05740950, -0.07737488
1625575287.267, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53952146, -0.09110925, -0.07480117
1625575287.668, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59615183, -0.07157812, -0.07142762
1625575287.864, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55852985, -0.04788643, -0.06838479
1625575288.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56396198, -0.07404417, -0.08317462
1625575288.471, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57113338, -0.03951046, -0.08949133
1625575288.665, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53485596, -0.07708290, -0.09462288
1625575288.870, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57475996, -0.07879746, -0.09315987
1625575289.274, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55814075, -0.10185060, -0.08325804
1625575289.470, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55516291, -0.06196162, -0.06946898
1625575289.677, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56947780, -0.08864468, -0.06282935
1625575290.072, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57673335, -0.06948897, -0.06819897
1625575290.270, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56712973, -0.06459603, -0.06529672
1625575290.470, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54189968, -0.03069529, -0.07769461
1625575290.875, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55961478, -0.04253420, -0.08858308
1625575291.076, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56065369, -0.07584888, -0.10083349
1625575291.274, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51915383, -0.04876205, -0.10281180
1625575291.671, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54614031, -0.07582006, -0.10491965
1625575291.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54192555, -0.08747891, -0.08921061
1625575292.076, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55969644, -0.07360640, -0.09251666
1625575292.475, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56422782, -0.08599696, -0.08963074
1625575292.674, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59138417, -0.05969441, -0.07917329
1625575292.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58680773, -0.08587661, -0.07686258
1625575293.267, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53684819, -0.06898326, -0.08153247
1625575293.474, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57492435, -0.04581228, -0.08746845
1625575293.669, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57484198, -0.05439875, -0.08722788
1625575294.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56094933, -0.06139392, -0.07317431
1625575294.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55339742, -0.06724116, -0.07478467
1625575294.468, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55030870, -0.03060222, -0.08373269
1625575294.867, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56075847, -0.01887381, -0.09555602
1625575295.071, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53582239, -0.03516850, -0.08474063
1625575295.267, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53458023, -0.04731587, -0.08833858
1625575295.673, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55932152, -0.03842142, -0.10676053
1625575295.867, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51801014, -0.04686660, -0.09665295
1625575296.069, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55020356, -0.05548275, -0.08641988
1625575296.473, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54709864, -0.05286175, -0.06098545
1625575296.671, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55926013, -0.04788774, -0.05705781
1625575296.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53209960, -0.04208460, -0.06422511
1625575297.273, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52984667, -0.04801193, -0.06361404
1625575297.470, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51499748, -0.05472291, -0.05955303
1625575297.669, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52542770, -0.05411988, -0.07745026
1625575298.071, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53945923, -0.08040696, -0.08862798
1625575298.267, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52484989, -0.01750743, -0.09717529
1625575298.467, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55594754, -0.06843764, -0.09965459
1625575298.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53957224, -0.08149964, -0.08870774
1625575299.068, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57579732, -0.04319543, -0.08434765
1625575299.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53040481, -0.07577437, -0.07731494
1625575299.672, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57170188, -0.08428240, -0.07637121
1625575299.870, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55637741, -0.07135999, -0.06462905
1625575300.077, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55263329, -0.07216847, -0.07267930
1625575300.473, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54365671, -0.04203993, -0.07594189
1625575300.675, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52667606, -0.03797498, -0.08714115
1625575300.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55476069, -0.05806226, -0.09889502
1625575301.271, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55960417, -0.01739663, -0.10434539
1625575301.469, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55559063, -0.06907067, -0.09467445
1625575301.672, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52240753, -0.02288318, -0.08935934
1625575302.073, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53539181, -0.04354054, -0.07673688
1625575302.278, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51911974, -0.03273621, -0.07307055
1625575302.469, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54917717, -0.02647522, -0.07320384
1625575302.866, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54719973, -0.03525937, -0.08804172
1625575303.074, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53004253, -0.02108249, -0.07784767
1625575303.273, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52252483, 0.00279304, -0.07499789
1625575303.668, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51488006, -0.01503336, -0.06159834
1625575303.870, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52700949, -0.00700793, -0.07070953
1625575304.073, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53820300, 0.00283670, -0.07306306
1625575304.466, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51893020, -0.02426168, -0.08351715
1625575304.669, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52182972, -0.02787274, -0.08591930
1625575304.869, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54220915, -0.01252788, -0.09417526
1625575305.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51972842, -0.02687329, -0.09092046
1625575305.467, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53494716, -0.02157348, -0.07854976
1625575305.669, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49150145, -0.05044746, -0.06656706
1625575306.069, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52531278, -0.03916276, -0.07166634
1625575306.273, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55860722, -0.04557317, -0.08034559
1625575306.466, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54150665, -0.02235529, -0.08180304
1625575306.870, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53929210, -0.01134279, -0.08155786
1625575307.069, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53791726, -0.02342418, -0.07239463
1625575307.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54164040, -0.02323627, -0.07233155
1625575307.672, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54871428, -0.02757472, -0.07526337
1625575307.874, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52782941, -0.03192884, -0.07292212
1625575308.071, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53833234, -0.02799380, -0.06660932
1625575308.467, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55041385, -0.02696925, -0.07821719
1625575308.671, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52862144, -0.01898864, -0.08553186
1625575308.872, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53421783, -0.01501173, -0.08012617
1625575309.266, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53802323, -0.03659657, -0.09872963
1625575309.466, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51733708, -0.01075071, -0.09004588
1625575309.675, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54376698, -0.00393486, -0.09270764
1625575310.069, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50202847, -0.01257327, -0.07579639
1625575310.276, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51941288, -0.00108415, -0.07281245
1625575310.474, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54414463, -0.00278142, -0.07113948
1625575310.867, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53533721, 0.02066699, -0.06540947
1625575311.069, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54967833, 0.02374262, -0.07191222
1625575311.276, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53459692, -0.01190174, -0.09084716
1625575311.676, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49535739, 0.01778665, -0.09381294
1625575311.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.48766732, 0.02221301, -0.11074025
1625575312.075, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49682331, 0.00649074, -0.09426889
1625575312.471, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51234317, -0.02196670, -0.08899020
1625575312.671, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53806233, -0.00803363, -0.08420825
1625575312.869, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49978769, -0.01564807, -0.07462212
1625575313.274, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55329645, -0.03415301, -0.08060261
1625575313.471, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53095591, -0.02155608, -0.08648409
1625575313.675, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54097533, -0.02670777, -0.08289807
1625575314.074, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53532505, -0.01674637, -0.09034991
1625575314.273, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54003513, -0.02037463, -0.08840940
1625575314.467, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52182746, -0.03832608, -0.08457329
1625575314.869, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54650092, -0.02169356, -0.08454002
1625575315.068, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57304561, -0.04401961, -0.06634539
1625575315.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52851605, 0.00256443, -0.07472456
1625575315.667, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54653120, -0.00116128, -0.07903659
1625575315.869, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54285777, 0.00344926, -0.07386235
1625575316.068, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54073083, -0.01798236, -0.09066561
1625575316.475, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55082071, 0.01618084, -0.07722864
1625575316.671, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55209148, -0.00149709, -0.09166469
1625575316.867, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56297266, -0.02999234, -0.08267901
1625575317.266, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.63047695, 0.02177447, -0.08949231
1625575317.471, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54218352, -0.03397456, -0.06594457
1625575317.673, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54148376, -0.00936061, -0.07995201
1625575318.072, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56059778, -0.00750399, -0.08197948
1625575318.274, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54177904, -0.00874940, -0.08706626
1625575318.466, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53223419, 0.00197372, -0.09012810
1625575318.871, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54327548, -0.03230900, -0.08206352
1625575319.066, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51356804, -0.02213037, -0.08204173
1625575319.270, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54219997, -0.01593745, -0.07641929
1625575319.670, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57371950, -0.00942740, -0.07385899
1625575319.874, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57365489, -0.01877466, -0.08090252
1625575320.073, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55557942, -0.00471902, -0.08522666
1625575320.470, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57463157, -0.00557223, -0.08958568
1625575320.674, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53199124, -0.02662009, -0.08941991
1625575320.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55978465, -0.01421082, -0.07509645
1625575321.276, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56945324, -0.00544286, -0.07283111
1625575321.474, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57382166, -0.00890896, -0.06983012
1625575321.674, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56163275, -0.02665901, -0.06625654
1625575322.072, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55682480, -0.02675444, -0.07081205
1625575322.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54268444, -0.03587431, -0.07889752
1625575322.471, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57706285, -0.01054525, -0.07784343
1625575322.870, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52137148, -0.03553200, -0.07893130
1625575323.073, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54977405, -0.01933113, -0.10208526
1625575323.273, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58120394, -0.02897635, -0.09245230
1625575323.667, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53903985, 0.01857376, -0.08875389
1625575323.869, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53914917, -0.02836090, -0.08801740
1625575324.072, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56076133, -0.03816003, -0.08494664
1625575324.469, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56828904, -0.04573405, -0.07914121
1625575324.673, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55375504, -0.03324780, -0.07220229
1625575324.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54513884, -0.03915647, -0.07804814
1625575325.267, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54835641, -0.04688323, -0.07773331
1625575325.468, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55492282, -0.03795731, -0.06879499
1625575325.671, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55902684, -0.04807433, -0.08068901
1625575326.067, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53873575, -0.01028305, -0.09017802
1625575326.269, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55116367, -0.01771569, -0.07986526
1625575326.475, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54204261, -0.02698436, -0.08897157
1625575326.868, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56793213, -0.05112609, -0.10047715
1625575327.070, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55039990, -0.05660409, -0.08746655
