timestamp, system, entity , value (s/m)
1625575174.855, lauv-roald, SmartX, 3.506
1625575175.355, lauv-roald, SmartX, 3.506
1625575175.854, lauv-roald, SmartX, 3.506
1625575176.355, lauv-roald, SmartX, 3.506
1625575176.855, lauv-roald, SmartX, 3.506
1625575177.354, lauv-roald, SmartX, 3.506
1625575177.854, lauv-roald, SmartX, 3.506
1625575178.354, lauv-roald, SmartX, 3.506
1625575178.854, lauv-roald, SmartX, 3.506
1625575179.354, lauv-roald, SmartX, 3.506
1625575179.854, lauv-roald, SmartX, 3.506
1625575180.354, lauv-roald, SmartX, 3.506
1625575180.854, lauv-roald, SmartX, 3.506
1625575181.354, lauv-roald, SmartX, 3.506
1625575181.854, lauv-roald, SmartX, 3.506
1625575182.354, lauv-roald, SmartX, 3.506
1625575182.854, lauv-roald, SmartX, 3.506
1625575183.355, lauv-roald, SmartX, 3.506
1625575183.854, lauv-roald, SmartX, 3.505
1625575184.354, lauv-roald, SmartX, 3.506
1625575184.854, lauv-roald, SmartX, 3.506
1625575185.354, lauv-roald, SmartX, 3.506
1625575185.854, lauv-roald, SmartX, 3.506
1625575186.354, lauv-roald, SmartX, 3.506
1625575186.854, lauv-roald, SmartX, 3.506
1625575187.354, lauv-roald, SmartX, 3.506
1625575187.854, lauv-roald, SmartX, 3.506
1625575188.354, lauv-roald, SmartX, 3.506
1625575188.854, lauv-roald, SmartX, 3.506
1625575189.354, lauv-roald, SmartX, 3.506
1625575189.854, lauv-roald, SmartX, 3.506
1625575190.354, lauv-roald, SmartX, 3.506
1625575190.854, lauv-roald, SmartX, 3.506
1625575191.353, lauv-roald, SmartX, 3.506
1625575191.854, lauv-roald, SmartX, 3.506
1625575192.354, lauv-roald, SmartX, 3.506
1625575192.853, lauv-roald, SmartX, 3.506
1625575193.353, lauv-roald, SmartX, 3.506
1625575193.853, lauv-roald, SmartX, 3.506
1625575194.353, lauv-roald, SmartX, 3.506
1625575194.853, lauv-roald, SmartX, 3.506
1625575195.353, lauv-roald, SmartX, 3.505
1625575195.853, lauv-roald, SmartX, 3.505
1625575196.353, lauv-roald, SmartX, 3.505
1625575196.853, lauv-roald, SmartX, 3.504
1625575197.353, lauv-roald, SmartX, 3.505
1625575197.853, lauv-roald, SmartX, 3.505
1625575198.353, lauv-roald, SmartX, 3.505
1625575198.853, lauv-roald, SmartX, 3.505
1625575199.353, lauv-roald, SmartX, 3.505
1625575199.853, lauv-roald, SmartX, 3.506
1625575200.353, lauv-roald, SmartX, 3.506
1625575200.853, lauv-roald, SmartX, 3.505
1625575201.353, lauv-roald, SmartX, 3.506
1625575201.853, lauv-roald, SmartX, 3.505
1625575202.353, lauv-roald, SmartX, 3.506
1625575202.853, lauv-roald, SmartX, 3.506
1625575203.353, lauv-roald, SmartX, 3.506
1625575203.853, lauv-roald, SmartX, 3.506
1625575204.353, lauv-roald, SmartX, 3.506
1625575204.853, lauv-roald, SmartX, 3.506
1625575205.353, lauv-roald, SmartX, 3.506
1625575205.853, lauv-roald, SmartX, 3.506
1625575206.352, lauv-roald, SmartX, 3.506
1625575206.852, lauv-roald, SmartX, 3.506
1625575207.352, lauv-roald, SmartX, 3.506
1625575207.853, lauv-roald, SmartX, 3.506
1625575208.352, lauv-roald, SmartX, 3.507
1625575208.852, lauv-roald, SmartX, 3.507
1625575209.352, lauv-roald, SmartX, 3.507
1625575209.852, lauv-roald, SmartX, 3.507
1625575210.352, lauv-roald, SmartX, 3.507
1625575210.852, lauv-roald, SmartX, 3.507
1625575211.352, lauv-roald, SmartX, 3.507
1625575211.852, lauv-roald, SmartX, 3.507
1625575212.352, lauv-roald, SmartX, 3.507
1625575212.852, lauv-roald, SmartX, 3.507
1625575213.352, lauv-roald, SmartX, 3.507
1625575213.852, lauv-roald, SmartX, 3.507
1625575214.352, lauv-roald, SmartX, 3.507
1625575214.852, lauv-roald, SmartX, 3.507
1625575215.352, lauv-roald, SmartX, 3.507
1625575215.852, lauv-roald, SmartX, 3.507
1625575216.352, lauv-roald, SmartX, 3.507
1625575216.852, lauv-roald, SmartX, 3.507
1625575217.352, lauv-roald, SmartX, 3.507
1625575217.852, lauv-roald, SmartX, 3.507
1625575218.352, lauv-roald, SmartX, 3.507
1625575218.852, lauv-roald, SmartX, 3.507
1625575219.352, lauv-roald, SmartX, 3.507
1625575219.852, lauv-roald, SmartX, 3.507
1625575220.352, lauv-roald, SmartX, 3.507
1625575220.852, lauv-roald, SmartX, 3.507
1625575221.352, lauv-roald, SmartX, 3.507
1625575221.852, lauv-roald, SmartX, 3.507
1625575222.351, lauv-roald, SmartX, 3.507
1625575222.851, lauv-roald, SmartX, 3.507
1625575223.351, lauv-roald, SmartX, 3.507
1625575223.851, lauv-roald, SmartX, 3.507
1625575224.351, lauv-roald, SmartX, 3.507
1625575224.851, lauv-roald, SmartX, 3.507
1625575225.351, lauv-roald, SmartX, 3.507
1625575225.851, lauv-roald, SmartX, 3.507
1625575226.351, lauv-roald, SmartX, 3.507
1625575226.851, lauv-roald, SmartX, 3.507
1625575227.351, lauv-roald, SmartX, 3.507
1625575227.851, lauv-roald, SmartX, 3.507
1625575228.351, lauv-roald, SmartX, 3.507
1625575228.851, lauv-roald, SmartX, 3.507
1625575229.351, lauv-roald, SmartX, 3.507
1625575229.851, lauv-roald, SmartX, 3.507
1625575230.351, lauv-roald, SmartX, 3.507
1625575230.851, lauv-roald, SmartX, 3.507
1625575231.351, lauv-roald, SmartX, 3.507
1625575231.851, lauv-roald, SmartX, 3.507
1625575232.351, lauv-roald, SmartX, 3.507
1625575232.851, lauv-roald, SmartX, 3.507
1625575233.351, lauv-roald, SmartX, 3.507
1625575233.851, lauv-roald, SmartX, 3.507
1625575234.351, lauv-roald, SmartX, 3.507
1625575234.851, lauv-roald, SmartX, 3.507
1625575235.351, lauv-roald, SmartX, 3.507
1625575235.851, lauv-roald, SmartX, 3.507
1625575236.351, lauv-roald, SmartX, 3.507
1625575236.851, lauv-roald, SmartX, 3.507
1625575237.350, lauv-roald, SmartX, 3.508
1625575237.850, lauv-roald, SmartX, 3.507
1625575238.350, lauv-roald, SmartX, 3.507
1625575238.850, lauv-roald, SmartX, 3.507
1625575239.350, lauv-roald, SmartX, 3.507
1625575239.850, lauv-roald, SmartX, 3.507
1625575240.350, lauv-roald, SmartX, 3.507
1625575240.850, lauv-roald, SmartX, 3.507
1625575241.350, lauv-roald, SmartX, 3.507
1625575241.850, lauv-roald, SmartX, 3.507
1625575242.350, lauv-roald, SmartX, 3.508
1625575242.850, lauv-roald, SmartX, 3.507
1625575243.350, lauv-roald, SmartX, 3.507
1625575243.850, lauv-roald, SmartX, 3.507
1625575244.350, lauv-roald, SmartX, 3.507
1625575244.850, lauv-roald, SmartX, 3.507
1625575245.350, lauv-roald, SmartX, 3.507
1625575245.850, lauv-roald, SmartX, 3.507
1625575246.350, lauv-roald, SmartX, 3.507
1625575246.850, lauv-roald, SmartX, 3.507
1625575247.350, lauv-roald, SmartX, 3.507
1625575247.850, lauv-roald, SmartX, 3.507
1625575248.350, lauv-roald, SmartX, 3.507
1625575248.850, lauv-roald, SmartX, 3.507
1625575249.350, lauv-roald, SmartX, 3.508
1625575249.850, lauv-roald, SmartX, 3.507
1625575250.350, lauv-roald, SmartX, 3.507
1625575250.850, lauv-roald, SmartX, 3.508
1625575251.350, lauv-roald, SmartX, 3.507
1625575251.849, lauv-roald, SmartX, 3.508
1625575252.349, lauv-roald, SmartX, 3.507
1625575252.849, lauv-roald, SmartX, 3.507
1625575253.349, lauv-roald, SmartX, 3.508
1625575253.849, lauv-roald, SmartX, 3.508
1625575254.349, lauv-roald, SmartX, 3.507
1625575254.849, lauv-roald, SmartX, 3.508
1625575255.349, lauv-roald, SmartX, 3.507
1625575255.849, lauv-roald, SmartX, 3.507
1625575256.349, lauv-roald, SmartX, 3.508
1625575256.849, lauv-roald, SmartX, 3.508
1625575257.349, lauv-roald, SmartX, 3.508
1625575257.849, lauv-roald, SmartX, 3.508
1625575258.349, lauv-roald, SmartX, 3.508
1625575258.849, lauv-roald, SmartX, 3.508
1625575259.349, lauv-roald, SmartX, 3.508
1625575259.849, lauv-roald, SmartX, 3.508
1625575260.349, lauv-roald, SmartX, 3.508
1625575260.849, lauv-roald, SmartX, 3.508
1625575261.349, lauv-roald, SmartX, 3.508
1625575261.849, lauv-roald, SmartX, 3.508
1625575262.349, lauv-roald, SmartX, 3.508
1625575262.849, lauv-roald, SmartX, 3.508
1625575263.349, lauv-roald, SmartX, 3.508
1625575263.849, lauv-roald, SmartX, 3.508
1625575264.349, lauv-roald, SmartX, 3.508
1625575264.849, lauv-roald, SmartX, 3.508
1625575265.348, lauv-roald, SmartX, 3.508
1625575265.849, lauv-roald, SmartX, 3.508
1625575266.349, lauv-roald, SmartX, 3.508
1625575266.848, lauv-roald, SmartX, 3.508
1625575267.348, lauv-roald, SmartX, 3.508
1625575267.848, lauv-roald, SmartX, 3.508
1625575268.348, lauv-roald, SmartX, 3.508
1625575268.848, lauv-roald, SmartX, 3.508
1625575269.348, lauv-roald, SmartX, 3.508
1625575269.848, lauv-roald, SmartX, 3.508
1625575270.348, lauv-roald, SmartX, 3.508
1625575270.848, lauv-roald, SmartX, 3.508
1625575271.348, lauv-roald, SmartX, 3.508
1625575271.848, lauv-roald, SmartX, 3.508
1625575272.348, lauv-roald, SmartX, 3.508
1625575272.848, lauv-roald, SmartX, 3.508
1625575273.348, lauv-roald, SmartX, 3.508
1625575273.848, lauv-roald, SmartX, 3.508
1625575274.348, lauv-roald, SmartX, 3.508
1625575274.848, lauv-roald, SmartX, 3.508
1625575275.348, lauv-roald, SmartX, 3.508
1625575275.848, lauv-roald, SmartX, 3.508
1625575276.348, lauv-roald, SmartX, 3.508
1625575276.848, lauv-roald, SmartX, 3.508
1625575277.348, lauv-roald, SmartX, 3.507
1625575277.848, lauv-roald, SmartX, 3.507
1625575278.348, lauv-roald, SmartX, 3.507
1625575278.848, lauv-roald, SmartX, 3.507
1625575279.348, lauv-roald, SmartX, 3.507
1625575279.848, lauv-roald, SmartX, 3.507
1625575280.347, lauv-roald, SmartX, 3.507
1625575280.847, lauv-roald, SmartX, 3.507
1625575281.347, lauv-roald, SmartX, 3.507
1625575281.847, lauv-roald, SmartX, 3.507
1625575282.347, lauv-roald, SmartX, 3.507
1625575282.847, lauv-roald, SmartX, 3.507
1625575283.347, lauv-roald, SmartX, 3.507
1625575283.847, lauv-roald, SmartX, 3.507
1625575284.347, lauv-roald, SmartX, 3.507
1625575284.847, lauv-roald, SmartX, 3.507
1625575285.347, lauv-roald, SmartX, 3.507
1625575285.847, lauv-roald, SmartX, 3.507
1625575286.347, lauv-roald, SmartX, 3.507
1625575286.847, lauv-roald, SmartX, 3.507
1625575287.347, lauv-roald, SmartX, 3.507
1625575287.847, lauv-roald, SmartX, 3.506
1625575288.347, lauv-roald, SmartX, 3.506
1625575288.847, lauv-roald, SmartX, 3.506
1625575289.347, lauv-roald, SmartX, 3.506
1625575289.847, lauv-roald, SmartX, 3.506
1625575290.347, lauv-roald, SmartX, 3.506
1625575290.847, lauv-roald, SmartX, 3.506
1625575291.347, lauv-roald, SmartX, 3.507
1625575291.847, lauv-roald, SmartX, 3.507
1625575292.347, lauv-roald, SmartX, 3.507
1625575292.847, lauv-roald, SmartX, 3.507
1625575293.346, lauv-roald, SmartX, 3.507
1625575293.847, lauv-roald, SmartX, 3.507
1625575294.346, lauv-roald, SmartX, 3.508
1625575294.846, lauv-roald, SmartX, 3.508
1625575295.346, lauv-roald, SmartX, 3.509
1625575295.846, lauv-roald, SmartX, 3.510
1625575296.346, lauv-roald, SmartX, 3.509
1625575296.846, lauv-roald, SmartX, 3.509
1625575297.346, lauv-roald, SmartX, 3.508
1625575297.846, lauv-roald, SmartX, 3.508
1625575298.346, lauv-roald, SmartX, 3.508
1625575298.846, lauv-roald, SmartX, 3.507
1625575299.346, lauv-roald, SmartX, 3.507
1625575299.846, lauv-roald, SmartX, 3.507
1625575300.346, lauv-roald, SmartX, 3.507
1625575300.846, lauv-roald, SmartX, 3.508
1625575301.346, lauv-roald, SmartX, 3.510
1625575301.846, lauv-roald, SmartX, 3.512
1625575302.346, lauv-roald, SmartX, 3.513
1625575302.846, lauv-roald, SmartX, 3.513
1625575303.346, lauv-roald, SmartX, 3.513
1625575303.846, lauv-roald, SmartX, 3.513
1625575304.346, lauv-roald, SmartX, 3.512
1625575304.846, lauv-roald, SmartX, 3.512
1625575305.346, lauv-roald, SmartX, 3.512
1625575305.846, lauv-roald, SmartX, 3.511
1625575306.346, lauv-roald, SmartX, 3.511
1625575306.846, lauv-roald, SmartX, 3.511
1625575307.346, lauv-roald, SmartX, 3.512
1625575307.846, lauv-roald, SmartX, 3.511
1625575308.346, lauv-roald, SmartX, 3.512
1625575308.846, lauv-roald, SmartX, 3.513
1625575309.346, lauv-roald, SmartX, 3.512
1625575309.846, lauv-roald, SmartX, 3.512
1625575310.346, lauv-roald, SmartX, 3.512
1625575310.846, lauv-roald, SmartX, 3.511
1625575311.345, lauv-roald, SmartX, 3.511
1625575311.845, lauv-roald, SmartX, 3.511
1625575312.345, lauv-roald, SmartX, 3.511
1625575312.845, lauv-roald, SmartX, 3.511
1625575313.345, lauv-roald, SmartX, 3.512
1625575313.845, lauv-roald, SmartX, 3.513
1625575314.345, lauv-roald, SmartX, 3.513
1625575314.845, lauv-roald, SmartX, 3.513
1625575315.345, lauv-roald, SmartX, 3.513
1625575315.845, lauv-roald, SmartX, 3.513
1625575316.345, lauv-roald, SmartX, 3.512
1625575316.845, lauv-roald, SmartX, 3.512
1625575317.345, lauv-roald, SmartX, 3.513
1625575317.845, lauv-roald, SmartX, 3.511
1625575318.345, lauv-roald, SmartX, 3.513
1625575318.845, lauv-roald, SmartX, 3.514
1625575319.345, lauv-roald, SmartX, 3.514
1625575319.845, lauv-roald, SmartX, 3.514
1625575320.345, lauv-roald, SmartX, 3.514
1625575320.845, lauv-roald, SmartX, 3.514
1625575321.345, lauv-roald, SmartX, 3.513
1625575321.845, lauv-roald, SmartX, 3.513
1625575322.345, lauv-roald, SmartX, 3.512
1625575322.845, lauv-roald, SmartX, 3.512
1625575323.345, lauv-roald, SmartX, 3.512
1625575323.845, lauv-roald, SmartX, 3.512
1625575324.345, lauv-roald, SmartX, 3.511
1625575324.845, lauv-roald, SmartX, 3.511
1625575325.345, lauv-roald, SmartX, 3.511
1625575325.845, lauv-roald, SmartX, 3.511
1625575326.345, lauv-roald, SmartX, 3.511
1625575326.845, lauv-roald, SmartX, 3.511
1625575327.345, lauv-roald, SmartX, 3.511
1625575327.844, lauv-roald, SmartX, 3.511
1625575328.344, lauv-roald, SmartX, 3.511
1625575328.844, lauv-roald, SmartX, 3.512
1625575329.344, lauv-roald, SmartX, 3.511
1625575329.844, lauv-roald, SmartX, 3.511
1625575330.344, lauv-roald, SmartX, 3.511
1625575330.844, lauv-roald, SmartX, 3.512
1625575331.344, lauv-roald, SmartX, 3.512
1625575331.844, lauv-roald, SmartX, 3.512
1625575332.344, lauv-roald, SmartX, 3.511
1625575332.844, lauv-roald, SmartX, 3.511
1625575333.344, lauv-roald, SmartX, 3.511
1625575333.844, lauv-roald, SmartX, 3.511
1625575334.344, lauv-roald, SmartX, 3.511
1625575334.844, lauv-roald, SmartX, 3.511
1625575335.344, lauv-roald, SmartX, 3.511
1625575335.844, lauv-roald, SmartX, 3.511
1625575336.344, lauv-roald, SmartX, 3.510
1625575336.844, lauv-roald, SmartX, 3.510
1625575337.344, lauv-roald, SmartX, 3.510
1625575337.843, lauv-roald, SmartX, 3.509
1625575338.343, lauv-roald, SmartX, 3.509
1625575338.843, lauv-roald, SmartX, 3.509
1625575339.344, lauv-roald, SmartX, 3.509
1625575339.843, lauv-roald, SmartX, 3.509
1625575340.343, lauv-roald, SmartX, 3.509
1625575340.843, lauv-roald, SmartX, 3.509
1625575341.343, lauv-roald, SmartX, 3.510
1625575341.843, lauv-roald, SmartX, 3.510
1625575342.343, lauv-roald, SmartX, 3.510
1625575342.843, lauv-roald, SmartX, 3.510
1625575343.343, lauv-roald, SmartX, 3.510
1625575343.843, lauv-roald, SmartX, 3.509
1625575344.343, lauv-roald, SmartX, 3.509
1625575344.843, lauv-roald, SmartX, 3.510
1625575345.343, lauv-roald, SmartX, 3.510
1625575345.843, lauv-roald, SmartX, 3.509
1625575346.343, lauv-roald, SmartX, 3.509
1625575346.843, lauv-roald, SmartX, 3.508
1625575347.343, lauv-roald, SmartX, 3.508
1625575347.843, lauv-roald, SmartX, 3.508
1625575348.343, lauv-roald, SmartX, 3.508
1625575348.843, lauv-roald, SmartX, 3.508
1625575349.343, lauv-roald, SmartX, 3.508
1625575349.843, lauv-roald, SmartX, 3.508
1625575350.343, lauv-roald, SmartX, 3.507
1625575350.843, lauv-roald, SmartX, 3.507
1625575351.343, lauv-roald, SmartX, 3.507
1625575351.843, lauv-roald, SmartX, 3.508
1625575352.343, lauv-roald, SmartX, 3.507
1625575352.843, lauv-roald, SmartX, 3.506
1625575353.343, lauv-roald, SmartX, 3.504
1625575353.842, lauv-roald, SmartX, 3.503
1625575354.342, lauv-roald, SmartX, 3.502
1625575354.843, lauv-roald, SmartX, 3.502
1625575355.342, lauv-roald, SmartX, 3.502
1625575355.842, lauv-roald, SmartX, 3.502
1625575356.342, lauv-roald, SmartX, 3.502
1625575356.843, lauv-roald, SmartX, 3.501
1625575357.342, lauv-roald, SmartX, 3.502
1625575357.842, lauv-roald, SmartX, 3.502
1625575358.342, lauv-roald, SmartX, 3.503
1625575358.842, lauv-roald, SmartX, 3.503
1625575359.342, lauv-roald, SmartX, 3.503
1625575359.842, lauv-roald, SmartX, 3.503
1625575360.342, lauv-roald, SmartX, 3.503
1625575360.842, lauv-roald, SmartX, 3.504
1625575361.342, lauv-roald, SmartX, 3.504
1625575361.842, lauv-roald, SmartX, 3.504
1625575362.342, lauv-roald, SmartX, 3.505
1625575362.842, lauv-roald, SmartX, 3.507
1625575363.342, lauv-roald, SmartX, 3.507
1625575363.842, lauv-roald, SmartX, 3.508
1625575364.342, lauv-roald, SmartX, 3.508
1625575364.842, lauv-roald, SmartX, 3.509
1625575365.342, lauv-roald, SmartX, 3.508
1625575365.842, lauv-roald, SmartX, 3.506
1625575366.342, lauv-roald, SmartX, 3.507
1625575366.842, lauv-roald, SmartX, 3.508
1625575367.342, lauv-roald, SmartX, 3.508
1625575367.842, lauv-roald, SmartX, 3.508
1625575368.342, lauv-roald, SmartX, 3.509
1625575368.842, lauv-roald, SmartX, 3.509
1625575369.342, lauv-roald, SmartX, 3.509
1625575369.842, lauv-roald, SmartX, 3.509
1625575370.341, lauv-roald, SmartX, 3.510
1625575370.841, lauv-roald, SmartX, 3.510
1625575371.341, lauv-roald, SmartX, 3.510
1625575371.841, lauv-roald, SmartX, 3.510
1625575372.341, lauv-roald, SmartX, 3.510
1625575372.841, lauv-roald, SmartX, 3.510
1625575373.341, lauv-roald, SmartX, 3.510
1625575373.841, lauv-roald, SmartX, 3.509
1625575374.341, lauv-roald, SmartX, 3.509
1625575374.841, lauv-roald, SmartX, 3.509
1625575375.341, lauv-roald, SmartX, 3.509
1625575375.841, lauv-roald, SmartX, 3.509
1625575376.341, lauv-roald, SmartX, 3.510
1625575376.841, lauv-roald, SmartX, 3.510
1625575377.341, lauv-roald, SmartX, 3.507
1625575377.841, lauv-roald, SmartX, 3.507
1625575378.341, lauv-roald, SmartX, 3.507
1625575378.841, lauv-roald, SmartX, 3.509
1625575379.341, lauv-roald, SmartX, 3.508
1625575379.841, lauv-roald, SmartX, 3.507
1625575380.341, lauv-roald, SmartX, 3.508
1625575380.841, lauv-roald, SmartX, 3.507
1625575381.341, lauv-roald, SmartX, 3.507
1625575381.841, lauv-roald, SmartX, 3.507
1625575382.341, lauv-roald, SmartX, 3.507
1625575382.841, lauv-roald, SmartX, 3.507
1625575383.341, lauv-roald, SmartX, 3.507
1625575383.841, lauv-roald, SmartX, 3.504
1625575384.340, lauv-roald, SmartX, 3.503
1625575384.840, lauv-roald, SmartX, 3.503
1625575385.340, lauv-roald, SmartX, 3.503
1625575385.840, lauv-roald, SmartX, 3.502
1625575386.340, lauv-roald, SmartX, 3.502
1625575386.840, lauv-roald, SmartX, 3.504
1625575387.340, lauv-roald, SmartX, 3.505
1625575387.840, lauv-roald, SmartX, 3.506
1625575388.340, lauv-roald, SmartX, 3.507
1625575388.840, lauv-roald, SmartX, 3.507
1625575389.340, lauv-roald, SmartX, 3.508
1625575389.840, lauv-roald, SmartX, 3.508
1625575390.340, lauv-roald, SmartX, 3.508
1625575390.840, lauv-roald, SmartX, 3.508
1625575391.340, lauv-roald, SmartX, 3.508
1625575391.840, lauv-roald, SmartX, 3.508
1625575392.340, lauv-roald, SmartX, 3.508
1625575392.840, lauv-roald, SmartX, 3.508
1625575393.340, lauv-roald, SmartX, 3.508
1625575393.840, lauv-roald, SmartX, 3.508
1625575394.340, lauv-roald, SmartX, 3.508
1625575394.840, lauv-roald, SmartX, 3.508
1625575395.340, lauv-roald, SmartX, 3.508
1625575395.840, lauv-roald, SmartX, 3.509
1625575396.340, lauv-roald, SmartX, 3.509
1625575396.840, lauv-roald, SmartX, 3.509
1625575397.340, lauv-roald, SmartX, 3.507
1625575397.840, lauv-roald, SmartX, 3.505
1625575398.340, lauv-roald, SmartX, 3.504
1625575398.839, lauv-roald, SmartX, 3.505
1625575399.339, lauv-roald, SmartX, 3.506
1625575399.839, lauv-roald, SmartX, 3.507
1625575400.339, lauv-roald, SmartX, 3.508
1625575400.839, lauv-roald, SmartX, 3.508
1625575401.339, lauv-roald, SmartX, 3.508
1625575401.839, lauv-roald, SmartX, 3.509
1625575402.339, lauv-roald, SmartX, 3.509
1625575402.839, lauv-roald, SmartX, 3.509
1625575403.339, lauv-roald, SmartX, 3.509
1625575403.839, lauv-roald, SmartX, 3.509
1625575404.339, lauv-roald, SmartX, 3.509
1625575404.839, lauv-roald, SmartX, 3.509
1625575405.339, lauv-roald, SmartX, 3.509
1625575405.839, lauv-roald, SmartX, 3.509
1625575406.339, lauv-roald, SmartX, 3.509
1625575406.839, lauv-roald, SmartX, 3.509
1625575407.339, lauv-roald, SmartX, 3.509
1625575407.839, lauv-roald, SmartX, 3.509
1625575408.339, lauv-roald, SmartX, 3.509
1625575408.839, lauv-roald, SmartX, 3.509
1625575409.339, lauv-roald, SmartX, 3.509
1625575409.839, lauv-roald, SmartX, 3.509
1625575410.339, lauv-roald, SmartX, 3.509
1625575410.839, lauv-roald, SmartX, 3.508
1625575411.339, lauv-roald, SmartX, 3.508
1625575411.839, lauv-roald, SmartX, 3.508
1625575412.338, lauv-roald, SmartX, 3.508
1625575412.839, lauv-roald, SmartX, 3.507
1625575413.338, lauv-roald, SmartX, 3.507
1625575413.838, lauv-roald, SmartX, 3.508
1625575414.338, lauv-roald, SmartX, 3.507
1625575414.838, lauv-roald, SmartX, 3.507
1625575415.338, lauv-roald, SmartX, 3.507
1625575415.838, lauv-roald, SmartX, 3.507
1625575416.338, lauv-roald, SmartX, 3.508
1625575416.838, lauv-roald, SmartX, 3.508
1625575417.338, lauv-roald, SmartX, 3.508
1625575417.838, lauv-roald, SmartX, 3.508
1625575418.338, lauv-roald, SmartX, 3.507
1625575418.838, lauv-roald, SmartX, 3.508
1625575419.338, lauv-roald, SmartX, 3.507
1625575419.840, lauv-roald, SmartX, 3.508
1625575420.340, lauv-roald, SmartX, 3.508
1625575420.840, lauv-roald, SmartX, 3.507
1625575421.340, lauv-roald, SmartX, 3.508
1625575421.840, lauv-roald, SmartX, 3.507
1625575422.338, lauv-roald, SmartX, 3.508
1625575422.838, lauv-roald, SmartX, 3.508
1625575423.338, lauv-roald, SmartX, 3.507
1625575423.838, lauv-roald, SmartX, 3.507
1625575424.338, lauv-roald, SmartX, 3.507
1625575424.838, lauv-roald, SmartX, 3.506
1625575425.338, lauv-roald, SmartX, 3.506
1625575425.838, lauv-roald, SmartX, 3.506
1625575426.338, lauv-roald, SmartX, 3.506
1625575426.838, lauv-roald, SmartX, 3.506
1625575427.338, lauv-roald, SmartX, 3.506
1625575427.838, lauv-roald, SmartX, 3.506
1625575428.338, lauv-roald, SmartX, 3.506
1625575428.838, lauv-roald, SmartX, 3.506
1625575429.337, lauv-roald, SmartX, 3.506
1625575429.838, lauv-roald, SmartX, 3.506
1625575430.338, lauv-roald, SmartX, 3.506
1625575430.837, lauv-roald, SmartX, 3.506
1625575431.337, lauv-roald, SmartX, 3.505
1625575431.837, lauv-roald, SmartX, 3.506
1625575432.337, lauv-roald, SmartX, 3.506
1625575432.837, lauv-roald, SmartX, 3.506
1625575433.337, lauv-roald, SmartX, 3.506
1625575433.837, lauv-roald, SmartX, 3.506
1625575434.337, lauv-roald, SmartX, 3.506
1625575434.837, lauv-roald, SmartX, 3.506
1625575435.337, lauv-roald, SmartX, 3.506
1625575435.837, lauv-roald, SmartX, 3.506
1625575436.337, lauv-roald, SmartX, 3.506
1625575436.837, lauv-roald, SmartX, 3.506
1625575437.337, lauv-roald, SmartX, 3.506
1625575437.837, lauv-roald, SmartX, 3.506
1625575438.337, lauv-roald, SmartX, 3.506
1625575438.837, lauv-roald, SmartX, 3.505
1625575439.337, lauv-roald, SmartX, 3.505
1625575439.837, lauv-roald, SmartX, 3.506
1625575440.337, lauv-roald, SmartX, 3.506
1625575440.837, lauv-roald, SmartX, 3.506
1625575441.337, lauv-roald, SmartX, 3.506
1625575441.837, lauv-roald, SmartX, 3.506
1625575442.337, lauv-roald, SmartX, 3.506
1625575442.837, lauv-roald, SmartX, 3.506
1625575443.337, lauv-roald, SmartX, 3.506
1625575443.837, lauv-roald, SmartX, 3.506
1625575444.337, lauv-roald, SmartX, 3.507
1625575444.836, lauv-roald, SmartX, 3.507
1625575445.337, lauv-roald, SmartX, 3.506
1625575445.836, lauv-roald, SmartX, 3.507
1625575446.336, lauv-roald, SmartX, 3.507
1625575446.836, lauv-roald, SmartX, 3.506
1625575447.337, lauv-roald, SmartX, 3.506
1625575447.836, lauv-roald, SmartX, 3.506
1625575448.336, lauv-roald, SmartX, 3.506
1625575448.836, lauv-roald, SmartX, 3.505
1625575449.336, lauv-roald, SmartX, 3.505
1625575449.836, lauv-roald, SmartX, 3.505
1625575450.336, lauv-roald, SmartX, 3.505
1625575450.836, lauv-roald, SmartX, 3.505
1625575451.336, lauv-roald, SmartX, 3.505
1625575451.836, lauv-roald, SmartX, 3.505
1625575452.336, lauv-roald, SmartX, 3.505
1625575452.836, lauv-roald, SmartX, 3.505
1625575453.336, lauv-roald, SmartX, 3.505
1625575453.836, lauv-roald, SmartX, 3.505
1625575454.336, lauv-roald, SmartX, 3.505
1625575454.836, lauv-roald, SmartX, 3.505
1625575455.336, lauv-roald, SmartX, 3.505
1625575455.836, lauv-roald, SmartX, 3.505
1625575456.336, lauv-roald, SmartX, 3.505
1625575456.836, lauv-roald, SmartX, 3.506
1625575457.336, lauv-roald, SmartX, 3.506
1625575457.836, lauv-roald, SmartX, 3.505
1625575458.336, lauv-roald, SmartX, 3.505
1625575458.836, lauv-roald, SmartX, 3.505
1625575459.336, lauv-roald, SmartX, 3.505
1625575459.836, lauv-roald, SmartX, 3.505
1625575460.336, lauv-roald, SmartX, 3.505
1625575460.835, lauv-roald, SmartX, 3.505
1625575461.335, lauv-roald, SmartX, 3.505
1625575461.835, lauv-roald, SmartX, 3.505
1625575462.335, lauv-roald, SmartX, 3.505
1625575462.836, lauv-roald, SmartX, 3.505
1625575463.335, lauv-roald, SmartX, 3.505
1625575463.835, lauv-roald, SmartX, 3.505
1625575464.335, lauv-roald, SmartX, 3.506
1625575464.835, lauv-roald, SmartX, 3.506
1625575465.335, lauv-roald, SmartX, 3.505
