timestamp, system, entity , validity (bitfield), type (enumerated), utc_year, utc_month, utc_day, utc_time (s), lat (rad), lon (rad), height (m), satellites, cog (rad), sog (m/s), hdop, vdop, hacc (m), vacc (m)
1625573935.212, lauv-roald, Navigation, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44335.000, 1.10739357, 0.18190260, 42.057, 7, 1.138, 0.791, 1.450, 1.780, 11.000, 14.000
1625574475.033, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44875.000, 1.10745668, 0.18197682, 37.408, 12, 0.334, 0.739, 0.810, 1.040, 1.800, 2.500
1625574476.039, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44876.000, 1.10745682, 0.18197694, 37.575, 12, 0.450, 0.767, 0.810, 1.040, 1.800, 2.400
1625574477.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44877.000, 1.10745694, 0.18197704, 37.513, 12, 0.342, 0.849, 0.810, 1.040, 1.800, 2.500
1625574478.026, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44878.000, 1.10745705, 0.18197715, 37.524, 12, 0.441, 0.818, 0.810, 1.040, 1.800, 2.500
1625574479.034, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44879.000, 1.10745718, 0.18197733, 37.248, 12, 0.513, 1.070, 0.810, 1.040, 1.800, 2.500
1625574480.041, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44880.000, 1.10745737, 0.18197755, 37.336, 12, 0.477, 1.449, 0.810, 1.040, 1.800, 2.500
1625574481.036, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44881.000, 1.10745755, 0.18197791, 36.996, 12, 0.666, 1.734, 0.810, 1.040, 1.800, 2.500
1625574482.035, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44882.000, 1.10745775, 0.18197835, 37.114, 12, 0.749, 1.888, 0.810, 1.040, 1.700, 2.500
1625574483.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44883.000, 1.10745800, 0.18197889, 37.417, 11, 0.792, 2.312, 0.890, 1.110, 1.700, 2.500
1625574484.034, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44884.000, 1.10745819, 0.18197948, 37.258, 11, 0.819, 2.031, 0.890, 1.110, 1.900, 2.500
1625574485.035, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44885.000, 1.10745841, 0.18197999, 37.133, 12, 0.784, 2.027, 0.810, 1.040, 2.100, 2.600
1625574486.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44886.000, 1.10745870, 0.18198044, 37.444, 12, 0.651, 2.295, 0.810, 1.040, 2.100, 2.600
1625574487.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44887.000, 1.10745904, 0.18198087, 37.524, 12, 0.524, 2.404, 0.810, 1.040, 2.000, 2.500
1625574488.031, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44888.000, 1.10745937, 0.18198130, 37.180, 12, 0.532, 2.545, 0.820, 1.120, 2.000, 2.600
1625574489.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44889.000, 1.10745974, 0.18198163, 37.512, 12, 0.344, 2.415, 0.810, 1.040, 2.000, 2.500
1625574490.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44890.000, 1.10746009, 0.18198181, 37.597, 12, 0.258, 2.450, 0.810, 1.040, 2.000, 2.500
1625574491.035, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44891.000, 1.10746044, 0.18198193, 37.466, 12, 0.196, 2.255, 0.810, 1.040, 2.000, 2.500
1625574492.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44892.000, 1.10746081, 0.18198198, 37.533, 12, 0.065, 2.206, 0.810, 1.040, 2.000, 2.500
1625574493.033, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44893.000, 1.10746114, 0.18198195, 37.390, 12, -0.041, 2.153, 0.810, 1.040, 2.000, 2.600
1625574494.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44894.000, 1.10746141, 0.18198181, 37.219, 12, -0.148, 1.674, 0.810, 1.040, 2.000, 2.600
1625574495.036, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44895.000, 1.10746168, 0.18198157, 37.215, 12, -0.278, 1.990, 0.810, 1.040, 2.000, 2.600
1625574496.049, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44896.000, 1.10746192, 0.18198128, 37.300, 12, -0.390, 1.606, 0.810, 1.040, 2.100, 2.600
1625574497.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44897.000, 1.10746215, 0.18198097, 37.189, 12, -0.486, 1.878, 0.810, 1.040, 2.100, 2.700
1625574498.036, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44898.000, 1.10746235, 0.18198052, 37.257, 12, -0.581, 1.766, 0.810, 1.040, 2.200, 2.800
1625574499.038, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44899.000, 1.10746260, 0.18198026, 37.214, 12, 0.000, 1.834, 0.810, 1.040, 3.000, 3.000
1625574500.039, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44900.000, 1.10746308, 0.18198039, 37.105, 11, -0.208, 3.335, 0.900, 1.080, 3.600, 3.200
1625574501.025, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44901.000, 1.10746316, 0.18197984, 37.020, 12, -0.919, 1.383, 0.810, 1.040, 3.600, 3.100
1625574502.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44902.000, 1.10746313, 0.18197934, 37.159, 12, -1.248, 1.052, 0.810, 1.040, 3.300, 3.000
1625574503.029, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44903.000, 1.10746305, 0.18197879, 37.344, 12, -1.419, 1.059, 0.810, 1.040, 2.900, 2.900
1625574504.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44904.000, 1.10746298, 0.18197845, 37.425, 12, -1.647, 1.104, 0.810, 1.040, 3.000, 2.900
1625574505.026, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44905.000, 1.10746269, 0.18197838, 37.511, 11, -1.931, 2.215, 0.850, 1.040, 3.600, 3.100
1625574506.020, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44906.000, 1.10746223, 0.18197857, 37.510, 10, -2.626, 3.106, 1.230, 1.680, 5.400, 3.400
1625574507.031, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44907.000, 1.10746215, 0.18197825, 37.569, 11, -2.695, 0.989, 0.900, 1.110, 5.100, 3.400
1625574508.036, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44908.000, 1.10746198, 0.18197802, 37.205, 12, -2.859, 0.991, 0.810, 1.040, 4.700, 3.300
1625574509.027, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44909.000, 1.10746185, 0.18197800, 37.063, 7, 0.000, 0.803, 1.590, 1.930, 5.100, 3.500
1625574510.016, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44910.000, 1.10746172, 0.18197804, 36.921, 5, 0.000, 0.831, 2.570, 5.000, 6.600, 3.700
1625574511.029, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44911.000, 1.10746154, 0.18197801, 37.378, 11, 2.790, 1.268, 0.900, 1.240, 5.900, 3.600
1625574512.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44912.000, 1.10746150, 0.18197792, 37.971, 11, 2.629, 1.153, 0.870, 1.040, 4.700, 3.500
1625574513.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44913.000, 1.10746134, 0.18197818, 37.866, 11, 2.582, 1.236, 0.870, 1.040, 4.600, 3.500
1625574514.035, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44914.000, 1.10746117, 0.18197847, 37.761, 11, 2.558, 1.378, 0.870, 1.040, 4.500, 3.500
1625574515.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44915.000, 1.10746103, 0.18197879, 37.704, 11, 0.000, 1.280, 0.870, 1.040, 4.800, 3.700
1625574516.037, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44916.000, 1.10746097, 0.18197935, 37.576, 11, 0.000, 1.788, 0.870, 1.040, 5.500, 3.900
1625574517.039, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44917.000, 1.10746088, 0.18197988, 37.675, 12, 2.193, 1.692, 0.810, 1.040, 5.100, 3.900
1625574518.045, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44918.000, 1.10746075, 0.18198022, 37.713, 12, 0.000, 1.205, 0.810, 1.040, 5.300, 4.100
1625574519.029, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44919.000, 1.10746058, 0.18198051, 37.664, 10, 0.000, 1.398, 0.850, 1.220, 6.000, 4.400
1625574520.021, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44920.000, 1.10746047, 0.18198063, 37.566, 10, 0.000, 0.755, 0.860, 1.110, 7.300, 4.800
1625574521.029, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44921.000, 1.10746019, 0.18198010, 37.321, 9, 0.000, 1.913, 0.890, 1.170, 9.000, 5.300
1625574522.039, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44922.000, 1.10745985, 0.18198006, 37.410, 12, 2.717, 1.507, 0.810, 1.040, 8.000, 5.500
1625574523.031, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44923.000, 1.10745959, 0.18198008, 36.296, 12, 3.075, 1.005, 0.810, 1.040, 7.400, 4.900
1625574524.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44924.000, 1.10745949, 0.18197991, 35.980, 11, 0.000, 0.783, 0.840, 1.070, 7.500, 5.100
1625574525.027, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44925.000, 1.10745946, 0.18197985, 35.502, 9, 0.000, 0.227, 1.000, 1.290, 8.000, 5.400
1625574526.038, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44926.000, 1.10745910, 0.18197951, 33.822, 11, -2.769, 2.153, 0.830, 1.070, 7.500, 5.200
1625574527.048, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44927.000, 1.10745885, 0.18197930, 34.539, 12, -2.661, 1.566, 0.830, 1.070, 6.700, 5.100
1625574528.035, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44928.000, 1.10745864, 0.18197902, 34.682, 12, -2.581, 1.204, 0.810, 1.040, 5.900, 4.800
1625574529.035, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44929.000, 1.10745845, 0.18197856, 34.268, 11, -2.551, 1.986, 0.830, 1.070, 6.100, 4.800
1625574530.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44930.000, 1.10745820, 0.18197805, 33.925, 11, -2.493, 2.108, 0.830, 1.070, 6.600, 5.000
1625574531.036, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44931.000, 1.10745804, 0.18197770, 35.788, 12, -2.312, 1.021, 0.810, 1.040, 6.400, 4.900
1625574532.040, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44932.000, 1.10745787, 0.18197750, 35.563, 12, -2.354, 1.407, 0.810, 1.040, 6.000, 4.700
1625574533.036, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44933.000, 1.10745764, 0.18197728, 35.290, 12, -2.386, 1.293, 0.810, 1.040, 4.900, 4.200
1625574534.033, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44934.000, 1.10745748, 0.18197725, 36.097, 12, -2.451, 1.486, 0.810, 1.040, 4.200, 3.800
1625574535.026, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44935.000, 1.10745732, 0.18197691, 35.730, 12, -2.485, 1.448, 0.810, 1.040, 3.700, 3.600
1625574536.046, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44936.000, 1.10745718, 0.18197668, 35.740, 12, -2.459, 1.187, 0.810, 1.040, 3.700, 3.500
1625574537.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44937.000, 1.10745715, 0.18197639, 35.566, 12, 0.000, 0.896, 0.810, 1.040, 4.200, 3.600
1625574538.015, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44938.000, 1.10745699, 0.18197572, 35.360, 6, 0.000, 2.125, 1.110, 1.450, 5.800, 3.800
1625574538.997, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44939.000, 1.10745684, 0.18197506, 35.138, 0, 0.000, 0.000, 99.990, 99.990, 8.900, 4.100
1625574540.026, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44940.000, 1.10745657, 0.18197519, 35.376, 8, -2.622, 1.443, 1.060, 1.190, 7.500, 4.200
1625574541.028, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44941.000, 1.10745641, 0.18197532, 35.433, 9, -2.742, 1.376, 0.990, 1.130, 6.200, 4.000
1625574542.036, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44942.000, 1.10745615, 0.18197515, 35.492, 12, -2.751, 1.565, 0.810, 1.040, 5.500, 3.800
1625574543.037, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44943.000, 1.10745594, 0.18197517, 35.919, 12, -2.814, 1.217, 0.810, 1.040, 5.100, 3.600
1625574544.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44944.000, 1.10745575, 0.18197505, 35.852, 12, -2.850, 1.237, 0.810, 1.040, 4.900, 3.600
1625574545.034, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44945.000, 1.10745556, 0.18197500, 35.898, 12, -2.882, 1.375, 0.810, 1.040, 4.700, 3.700
1625574546.036, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44946.000, 1.10745519, 0.18197470, 35.655, 12, -2.864, 1.525, 0.810, 1.040, 4.200, 3.600
1625574547.038, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44947.000, 1.10745502, 0.18197453, 35.775, 12, -2.785, 1.503, 0.810, 1.040, 3.800, 3.700
1625574548.029, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44948.000, 1.10745483, 0.18197428, 35.688, 12, -2.727, 1.398, 0.810, 1.040, 3.800, 3.700
1625574549.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44949.000, 1.10745464, 0.18197422, 35.510, 12, 0.000, 1.242, 0.810, 1.040, 4.300, 4.000
1625574550.024, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44950.000, 1.10745458, 0.18197428, 35.262, 11, 0.000, 0.402, 0.900, 1.080, 5.500, 4.300
1625574551.031, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44951.000, 1.10745444, 0.18197390, 36.069, 12, -2.424, 1.482, 0.810, 1.040, 5.200, 4.000
1625574552.033, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44952.000, 1.10745430, 0.18197353, 35.875, 12, -2.275, 1.351, 0.810, 1.040, 4.500, 3.900
1625574553.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44953.000, 1.10745419, 0.18197314, 35.781, 12, 0.000, 1.335, 0.810, 1.040, 4.700, 4.000
1625574554.022, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44954.000, 1.10745419, 0.18197250, 35.802, 11, 0.000, 1.799, 0.900, 1.120, 5.700, 4.200
1625574555.024, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44955.000, 1.10745409, 0.18197220, 35.857, 11, 0.000, 1.091, 0.900, 1.120, 6.700, 4.500
1625574556.030, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44956.000, 1.10745388, 0.18197184, 36.072, 12, -2.426, 1.557, 0.810, 1.040, 6.600, 4.600
1625574557.032, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44957.000, 1.10745367, 0.18197157, 35.583, 12, -2.664, 1.773, 0.810, 1.040, 5.800, 4.500
1625574558.029, lauv-roald, GPS, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2021, 7, 6, 44958.000, 1.10745342, 0.18197136, 35.584, 12, -2.708, 1.615, 0.810, 1.040, 5.600, 4.500
